"Mention","Frequency"
"CoryBooker",481
"SenBooker",130
"ghelmy",72
"SenatorMenendez",45
"realDonaldTrump",43
"POTUS",37
"brianschatz",30
"repjohnlewis",30
"nowthisnews",23
"ChrisMurphyCT",22
"deray",20
"SenGillibrand",18
"SenSchumer",18
"SenWarren",18
"ApplePodcasts",16
"GOP",15
"KamalaHarris",15
"ASlavitt",14
"kylegriffin1",14
"NJTVNews",14
"SenSherrodBrown",14
"Spotify",14
"jontester",13
"MSNBC",13
"neiltyson",13
"allinwithchris",12
"CAPAction",12
"PodSaveAmerica",12
"SenFranken",12
"chrislhayes",11
"StarTalkRadio",11
"tferriss",11
"benwikler",10
"Lyncherator",10
"PhilMurphyNJ",10
"RepJoshG",10
"CNN",9
"FCC",9
"HRC",9
"jaketapper",9
"MarshallProj",9
"SenateDems",9
"SenSanders",9
"TopherSpiro",9
"civilrightsorg",8
"CruzNJTV",8
"KristenClarkeJD",8
"MartinHeinrich",8
"NAACP_LDF",8
"timkaine",8
"BenJealous",7
"ezraklein",7
"GeorgeTakei",7
"GovChristie",7
"igorvolsky",7
"KaivanShroff",7
"katiecouric",7
"NJTRANSIT",7
"RonWyden",7
"SenateGOP",7
"SenatorDurbin",7
"SenJeffMerkley",7
"SenJohnMcCain",7
"splendor",7
"TamaraKenyon",7
"TeenVogue",7
"thehill",7
"TomPerez",7
"Yragenorc",7
"Alyssa_Milano",6
"BraddJaffy",6
"DonaldNorcross",6
"donlemon",6
"InSpiteOfTrump",6
"JonathanTamari",6
"nytimes",6
"Penn",6
"PPact",6
"ppcardinal85",6
"Wayfinder_Moana",6
"ACLUNJ",5
"BrennanCenter",5
"CBSThisMorning",5
"ChrisVanHollen",5
"clairecmc",5
"cspan",5
"davidaxelrod",5
"EBOlady",5
"FrankPallone",5
"hausfrausystems",5
"LambdaLegal",5
"mattklapper",5
"MonicaJORourke",5
"neeratanden",5
"OfficialCBC",5
"ossoff",5
"PattyMurray",5
"politicalwire",5
"Refinery29",5
"ShaunKing",5
"washingtonpost",5
"womensmarch",5
"amyklobuchar",4
"archangel2591",4
"BarackObama",4
"blanchrob123",4
"CBSNews",4
"chasejarvis",4
"foe_us",4
"JamesIvarie",4
"JDSalant",4
"jonfavs",4
"JuddLegum",4
"Justin27M",4
"LCVoters",4
"loriehollaway",4
"maziehirono",4
"MelissaHartwig_",4
"NickKristof",4
"northjersey",4
"RandPaul",4
"rasjbaraka",4
"RepBarbaraLee",4
"RoseAJacob",4
"SEIU",4
"SenatorBaldwin",4
"Shareblue",4
"StopBigMoney",4
"TheJusticeDept",4
"UNITEDWEDREAM",4
"USCBO",4
"VanJones68",4
"ViLyles",4
"32BJSEIU",3
"ACLU",3
"Amtrak",3
"ApolloTheater",3
"ArascainWales",3
"BillPascrell",3
"Blavity",3
"brianklaas",3
"BrookingsInst",3
"CaptainNoble",3
"ChadHGriffin",3
"chuckschumer",3
"CityofNewarkNJ",3
"ClintSmithIII",3
"CommerceGov",3
"CTDems",3
"DeptVetAffairs",3
"eddelagarza",3
"EllenDatlow",3
"ErinDelmore",3
"girl_onthego",3
"HerbNJDC",3
"HilaryMatfess",3
"HillNJTV",3
"ianbremmer",3
"icterid",3
"IndivisibleTeam",3
"justicedems",3
"JustinTuck",3
"karen_yi",3
"KillerVegan",3
"kylemorgue",3
"LA_Crystal",3
"marcorubio",3
"marshallcurry",3
"mattmfm",3
"MicheleJawando",3
"MonicaChon",3
"mrasg1",3
"Nawbosj",3
"NBCOUT",3
"NJDSC",3
"nothingbutnets",3
"NurseBoyStanley",3
"OutFrontCNN",3
"politico",3
"Pontifex",3
"RepAdamSchiff",3
"Salon",3
"sanfrancis",3
"Sen_JoeManchin",3
"SenatorTimScott",3
"SenBillNelson",3
"SenBlumenthal",3
"SenBobCasey",3
"SenDuckworth",3
"SenKamalaHarris",3
"SenWhitehouse",3
"SpeakerCoughlin",3
"staceyabrams",3
"tedlieu",3
"TheDemocrats",3
"thomasincali",3
"TIDAL",3
"uglycutie",3
"ValMapAck",3
"verainstitute",3
"VICE",3
"voxdotcom",3
"WholeFoods",3
"1nePhenomenalMe",2
"77CaptainMarvel",2
"ABC",2
"abej100",2
"AC360",2
"Action2getherNJ",2
"ADL_NJ",2
"AjitPaiFCC",2
"alfranken",2
"allianceaction",2
"alter_eco86",2
"AltLeft2017",2
"amazon",2
"amjoyshow",2
"AmolSinha",2
"ananavarro",2
"AndrewZwicker",2
"anotherround",2
"AriBerman",2
"armandodkos",2
"attn",2
"AurorasBlog",2
"ava",2
"avantprojet",2
"barbara07040",2
"beautifullyvgn",2
"BenSasse",2
"BernieSanders",2
"Bexmich",2
"bigthink",2
"BillMoen",2
"BirdManOfAustin",2
"bizzle_scott",2
"blackbirdpizza",2
"blackvoices",2
"BLMncPLUG",2
"bloomfieldedu",2
"BornFreeUSA",2
"Boy1der22",2
"BretStephensNYT",2
"brhodes",2
"bronwenSings",2
"businessinsider",2
"bustle",2
"bvezos",2
"CBSEveningNews",2
"CecileRichards",2
"Chaz_Howard",2
"ChrisCoons",2
"ChristinaRealNJ",2
"CitizenCohn",2
"CNNPolitics",2
"CNNSotu",2
"ConsumerFed",2
"CovHousePrez",2
"CREDOMobile",2
"cut_50",2
"da5idblacksun",2
"DanielSamanez",2
"daveweigel",2
"davidfrum",2
"dccc",2
"ddayen",2
"Defenders",2
"Deir_in_DC",2
"Delo_Taylor",2
"DickDurbin",2
"DmJ43",2
"donnabrazile",2
"EdKrassen",2
"eji_org",2
"EPA",2
"EricHolder",2
"Evan_McMullin",2
"FortuneMagazine",2
"FTC",2
"fusion",2
"FWD_us",2
"Genius",2
"GlassRoots",2
"goodnewsgoddess",2
"GovMurphy",2
"GreenMan207",2
"Grtseeker",2
"HealthCareGov",2
"HipCityVeg",2
"ilyseh",2
"ImmCrimDefense",2
"impeach_resist",2
"intrrptevrythng",2
"jackandkatesmom",2
"JamesMartinSJ",2
"JamesThompsonKS",2
"JasonKander",2
"jaydestro",2
"jdocmartin",2
"JeffFlake",2
"jeffgiertz",2
"jenimus",2
"JeremyBell21",2
"jimgh141",2
"jimmykimmel",2
"jmpalmieri",2
"JoeNBC",2
"JohnCassidy",2
"JohnJHarwood",2
"JosephEStiglitz",2
"KaranveerPannu",2
"katieLstein",2
"kavl",2
"KaykayRonald",2
"KeithNorris",2
"KellyCo01394829",2
"kerri_blanchard",2
"KRO_Yankee",2
"kurteichenwald",2
"latimes",2
"LawyerRogelio",2
"LawyersComm",2
"lholi",2
"LindseyGrahamSC",2
"lisamikol1969",2
"littoralsociety",2
"ltgins",2
"lucybball",2
"MaggieJordanACN",2
"MarkSZaidEsq",2
"MarkWarner",2
"MartySeam1",2
"mattdohertynj",2
"MaureenBurke1",2
"MelissaEstockTV",2
"meremaids",2
"mic",2
"Mikel_Jollett",2
"MLCrt01",2
"MoiraNelson",2
"MsEnergyHealer",2
"MsPackyetti",2
"NancyPelosi",2
"NanWigs",2
"naretevduorp",2
"NewsHour",2
"Nikkiii_88",2
"NJ_ISJ",2
"NJACAC",2
"njdotcom",2
"NJIT",2
"NOAA",2
"nobleheart56",2
"NoFascistsPls",2
"NordicPhoenix",2
"NORML",2
"Ohannahmama",2
"PalmerReport",2
"PaulaGreen219",2
"PeterHamby",2
"PodSaveThePpl",2
"PPFA",2
"prioritiesUSA",2
"pugnaciousjew",2
"putmygamefaceon",2
"RachelDeAlto",2
"RenaSofer",2
"RepGutierrez",2
"RepLoBiondo",2
"robinAKAroblimo",2
"RoKhanna",2
"RoseAnnDeMoro",2
"samswey",2
"sarahkliff",2
"SenatorCardin",2
"SenatorHeitkamp",2
"SenatorTomUdall",2
"SenBennetCO",2
"SenBrianSchatz",2
"SenCapito",2
"SenMikeLee",2
"SethAbramson",2
"settleprecious",2
"SharonMcGowanDC",2
"SheilaOliverNJ",2
"shoebrian80",2
"ShugNate",2
"SJFMC_HR",2
"SMDuke",2
"sonofbalto",2
"srl",2
"SSandhu21",2
"summerbrennan",2
"sxsw",2
"TeachForAmerica",2
"TeamOssoff",2
"TheCannabisPod",2
"TheeCalifornian",2
"TheStressNinja",2
"TheVeganSociety",2
"TIME",2
"timferrisshow",2
"TonyCaputo",2
"tonyposnanski",2
"tribelaw",2
"TruthDrivenLife",2
"twinveganspdx",2
"united",2
"USARedOrchestra",2
"USATODAY",2
"USFWSRefuges",2
"USJusticeAction",2
"votevets",2
"wcuberos",2
"whatsright0",2
"Wokeosaurus_Rex",2
"WorldPeace24_7",2
"wusa9",2
"xDorian24x",2
"_barretme",1
"_drharris",1
"_MadisonCowan",1
"_reneeebony",1
"_Travis_Talks_",1
"0619b0f3ff9b4f8",1
"13THFilm",1
"15FoxPlace",1
"1DareDevil2017",1
"1stTimoteo",1
"2HeartsWellness",1
"2mattdecker",1
"5StarChris1010",1
"aafp",1
"abbygoodnough",1
"aclement0318",1
"ACLUFL",1
"ACNJforKids",1
"acrescuemission",1
"ActualEPAFacts",1
"adam_mathieson",1
"AdamCastroEdu",1
"AdamTitelbaum",1
"AdiePrestone",1
"AdrienneWrites",1
"AeroFarms",1
"afrakt",1
"AFSCME",1
"agada1",1
"agakos25",1
"aggie_m1",1
"ahab99",1
"AimeeArtigliere",1
"aiww",1
"ajmallia",1
"AKAKAnder",1
"akateach1",1
"AlanShipnuck",1
"AlenSomeone",1
"alexandrakania_",1
"alexhofeldt",1
"AlexStandngBear",1
"algore",1
"AlinaKatchi",1
"alison_hart48",1
"AllAboveAll",1
"AllieBrand1",1
"AlllisonMartin",1
"AlPunto",1
"AlsoWonderWoman",1
"ALT_uscis",1
"AltLeftArt",1
"AmerAcadPeds",1
"American_Bridge",1
"AmerMedicalAssn",1
"amir_anasr",1
"amNewYork",1
"amprog",1
"Amy_Siskind",1
"anaizpaulanar",1
"anamdelarosa",1
"andreaforward8",1
"AndreaWolper",1
"AndreyOstrovsky",1
"AndyBerke",1
"angela_rye",1
"Angela4769",1
"AngelXMen_2017",1
"annacarmichael",1
"annaperng",1
"AnneBradbury5",1
"AnneliHerbig",1
"AOAConnect",1
"AP_Politics",1
"APAICS",1
"apala",1
"APrzystanski",1
"aravosis",1
"aredhead331",1
"arneduncan",1
"ArturoCordovaa",1
"arun_changa",1
"asberry_amanda",1
"AsburyParkPress",1
"ashleykoff",1
"ashleymariea",1
"aslamk_kakar",1
"Astrid_NV",1
"AtotheG",1
"atrayalhale",1
"audreyzavetz",1
"audubonsociety",1
"avmetsjets",1
"axios",1
"AYAmericans",1
"Ayshmugs",1
"BabyGapGlobal",1
"baileyyy24",1
"Bakari_Sellers",1
"baker_boy13",1
"BanditRandom",1
"BarbFalk",1
"BartTheHart",1
"BatmanResist",1
"BaySave",1
"bazdreisinger",1
"BCAppelbaum",1
"bd_highsmith",1
"BDollison",1
"beatupcar",1
"BeccaHialeah",1
"BeeForGeorgia",1
"BenjySarlin",1
"BennieGThompson",1
"BenWebbUSA",1
"Bergen_4_LD21",1
"BertzFredrick",1
"BestEvidence911",1
"bethjack2012",1
"BethW_NoTrump",1
"BettyBowers",1
"BeyondStatusQuo",1
"BezalelStern",1
"BFriedmanDC",1
"BGCA_Clubs",1
"BGreene1",1
"bhayes1",1
"BIGT_007",1
"BillCassidy",1
"billmaher",1
"billythewicked",1
"BirdsEyeFoto",1
"birlyth0056",1
"BitchByBravo",1
"bitchymommy72",1
"BKHipHopFest",1
"BKLYN_SE",1
"BLACKSTEMUSA",1
"BlackVotersVA",1
"BlairImani",1
"Blakely44",1
"bluebarbedwire",1
"bluestein",1
"boatmanb",1
"bobbyr1976",1
"BobKarpDR",1
"bobthedog91",1
"BowenZhangUSA",1
"BoysGirlsNewark",1
"bpolitics",1
"brandenberger",1
"brandi_e_hudson",1
"bratz5321",1
"brcena",1
"Breakthecycle2",1
"brent_chism",1
"BrentHBaker",1
"brentinmock",1
"BRepairers",1
"brianefallon",1
"BrianH5262834",1
"BrianWelfle",1
"BridgeProject21",1
"brilljonathan",1
"brittanbeck",1
"BriVannozziNJTV",1
"broadly",1
"bronaego",1
"BROWNPOTUS",1
"bruce_caruso",1
"bruce_y_lee",1
"BruceVH",1
"bryanswagerty",1
"brynmooser",1
"BueroTony",1
"Bunge",1
"BuzzFeed",1
"Bw_alker",1
"byrdinator",1
"C75487394",1
"CakeRavens",1
"camanpour",1
"cannabist",1
"CapehartJ",1
"Caranina01",1
"Cargill",1
"carlhasopinions",1
"CarmelJudeobsc1",1
"carmencusido",1
"carolelee",1
"Caroline_Pugh",1
"carolyn_magier",1
"carrie_j1975",1
"CaryAnn67",1
"Casey_Clemmons",1
"CATAMigrantes",1
"ccaruso330",1
"CCDems",1
"cctopple",1
"Celebrate",1
"CentauressWeezy",1
"cerista",1
"changejustice",1
"Channel4News",1
"channingtatum",1
"chargis",1
"CharlesMBlow",1
"CharlesPDavis",1
"charlie_adler",1
"CharlotteAlter",1
"chasingthedream",1
"CheArbizu",1
"chefkenneth",1
"chelliehylton",1
"chelseahandler",1
"chelseak504",1
"Chigirl2017",1
"chileychamoy",1
"chiweethedog",1
"ChrisAshrafi",1
"ChrisChristie",1
"ChrisJZullo",1
"ChrisLu44",1
"chrismusic89",1
"ChristinaHolz",1
"ChristinaSwarns",1
"chuck_kappenman",1
"CitiSam",1
"CivicHall",1
"cjane87",1
"CJBesch",1
"cjpetersen2012",1
"ClarenceGraham2",1
"cldols",1
"CleanOcean",1
"CLTMayor",1
"cmileswy",1
"CNBC",1
"CNNnewsroom",1
"CNNOpinion",1
"cnntech",1
"CNNTonight",1
"CodeBlue_DO",1
"CokieRoberts",1
"ColorOfChange",1
"Conduent",1
"CongressmanRuiz",1
"ConnectVeterans",1
"conniebritton",1
"consciousperiod",1
"corbettprice1",1
"corey12509",1
"CoreyBooker",1
"coton_luver",1
"CourtneyLLeon",1
"CPILesley",1
"cpsj",1
"Craigrsandler",1
"crampell",1
"CrisisTextLine",1
"cruzmissle",1
"cturtle31",1
"curtiscobb20",1
"CVieiraMartinez",1
"CynthiaUCharles",1
"dabingle",1
"DailyCaller",1
"DalaiLama",1
"DamselDisgusted",1
"DanCheckley",1
"dancrhodes",1
"DanielJ430",1
"DanMalloyCT",1
"dannyclar1",1
"dannypatsmith",1
"DanRather",1
"DanWebbLC",1
"DarcyHicks10",1
"DarlaCincyGirl",1
"DaveNJEsq",1
"DaveWinfieldHOF",1
"DavidNesmith",1
"DavidPepper",1
"davidplouffe",1
"DavidYankovich",1
"dawnjersey",1
"DAyalaNYC",1
"ddale8",1
"ddaydaughter",1
"ddiamond",1
"ddreyer",1
"Deana_BG",1
"DebbiSab",1
"debcooperman",1
"deborah_kallick",1
"Deborah00796667",1
"DebraJenson",1
"debzapp",1
"deepakguptalaw",1
"defendemoc",1
"Defroinc1",1
"dempsey_sandy",1
"DeptofDefense",1
"derekdodd",1
"DerekMYoung",1
"DericMuhammad",1
"Desb65",1
"designerdarcy",1
"DevNoDude",1
"dewamavhinga",1
"DHSantoriello",1
"DHStokyo",1
"dianamcqueen",1
"dillyri",1
"DinahBernista",1
"DiscoPotential",1
"Dizzyluv25",1
"DLeonhardt",1
"DMiliband",1
"DNC",1
"DoctorDeibler",1
"dodo",1
"dodyroller",1
"Donaldknottz",1
"DonNorcross4NJ",1
"DonteStallworth",1
"doscious1967",1
"doubleocherry",1
"DouthatNYT",1
"Dr_Zil_White",1
"DrewUniversity",1
"DRJSHU1977",1
"DrStaceyCahn",1
"DrueKataoka",1
"DrugPolicyOrg",1
"dscc",1
"dskerritt",1
"dumbcarpenter",1
"dutchiegirlie",1
"dylan_andersen",1
"DylanRamsey",1
"dzsenits",1
"EarlRogersJr",1
"EBONYMag",1
"Ecirtaps",1
"eclecticbrotha",1
"EcoUprising2016",1
"EdgarMckinnon",1
"EDLesh",1
"EJDionne",1
"EJinAction",1
"EldoradoSan",1
"EleanorNorton",1
"EleanorRigbyATX",1
"eleshepp",1
"elizabethonline",1
"elk_0101",1
"EllynThomps",1
"emilycrockett",1
"emilyslist",1
"EminemsRevenge",1
"EMKInstitute",1
"EmmaWest00",1
"emorywheel",1
"EnebongEphraim",1
"Entrepreneur",1
"EnviroPassion",1
"EPAScottPruitt",1
"ericaorangetree",1
"EricIndyv6",1
"erikadreifus",1
"ErinSchrode",1
"ErinTHX1138",1
"ErinVKelly",1
"essie4justice",1
"Eugene_Scott",1
"EvaOsipyants",1
"EvilAuntie2018",1
"EWRairport",1
"FaceTheNation",1
"Fahrenthold",1
"FaithInNJ",1
"FalteisekMike",1
"FamiliesUSA",1
"FamilyMan1927",1
"Fatmaestro2",1
"FDUWhatsNew",1
"FelicitySpector",1
"findlefaddle",1
"fionajdawson",1
"FlanaganNJTV",1
"Flatter_You",1
"FLOTUS",1
"floydian_slip1",1
"foodandfriends",1
"francescadomin8",1
"Frankie78209",1
"FreeholdDems",1
"FromTheLeftShow",1
"funder",1
"GabbyGiffords",1
"GadiNBC",1
"gailanna56",1
"gala",1
"galemiller10",1
"GaticaChristian",1
"GavinNewsom",1
"gcb2006",1
"geraniumkate",1
"ggreeneva",1
"GideonGuardian",1
"ginagrodzki",1
"givemeamnesia",1
"GlblCtznImpact",1
"glennadigiacomo",1
"GlennKesslerWP",1
"GlobalObesity",1
"Goaliemom3533",1
"goldengateblond",1
"GoodAirports",1
"GottaLaff",1
"gphillz",1
"GQMagazine",1
"Gregeddie1",1
"GSand1804",1
"GSEquality",1
"GSG",1
"guycecil",1
"HAbbaraju",1
"hahabita",1
"Halcyon270",1
"HallieJackson",1
"HamdenPAN",1
"Han_Suro",1
"HannahOmid",1
"hardball",1
"HardballChris",1
"HartSurveys",1
"HBO",1
"headovmetal",1
"hedrickchris",1
"Heritage",1
"HeyCalebMorris",1
"HilesDavid",1
"HillaryClinton",1
"HimayCo",1
"hoosiers23",1
"HopeStSouth",1
"HouseDemocrats",1
"hsdems",1
"HuffPostPol",1
"Humanbeing1973",1
"i_AM_theChange",1
"iamdougconnors",1
"ihateericwilson",1
"ikvasager",1
"iliketofunk",1
"Im_TheAntiTrump",1
"ImaginationLabs",1
"iMajorWish",1
"ImStephRamos",1
"inationcorp",1
"indivisible_nj",1
"Indivisible_NJ1",1
"indyvegfest",1
"Infamous_PhD",1
"InspiraHN",1
"intelligencer",1
"invalidname",1
"IRISCT",1
"IrishSQL",1
"IronboundCC",1
"ItsNot_XmasYet",1
"ItZmeKatherine",1
"j49proctor",1
"jackhutton",1
"jacobrlacey",1
"jacyreese",1
"JaFleuTheArtist",1
"JamesDukeMason",1
"jamesloomisIII",1
"JamilSmith",1
"JaneneHague",1
"janetcruz62",1
"jaredkushner",1
"jason_g_parker",1
"jayne_fasolino",1
"jayoung1892",1
"JaySJoshi",1
"Jba11765",1
"jcschmieder",1
"JD_SBNC",1
"jdburfjord",1
"JeanelleViola",1
"JeanetteJing",1
"jeanneljordan",1
"JeannesTweeting",1
"jenjunum",1
"jennamarotta",1
"Jennifer_Seelin",1
"jennine619",1
"jenny_weyler",1
"Jercope",1
"jeremycorbyn",1
"JeremyDDickey",1
"JeremyR1992",1
"jessespector",1
"jessicakathryn",1
"jessimckenzi",1
"JessOConne11",1
"JessyMichele",1
"jfdavisspeaks",1
"Jim_Slevin",1
"Jim03220219",1
"jimmythompson19",1
"jjmc112002",1
"jjsgoldenboys",1
"JMichaelVecchio",1
"JmsWmFox",1
"JoaquinCastrotx",1
"JoeBudden",1
"JoeTobin",1
"JohnCarmack",1
"JohnFugelsang",1
"JohnKasich",1
"JohnMotter",1
"JohnOberg",1
"johnpaulfarmer",1
"JoMamaMurphy",1
"jonlovett",1
"JordanUhl",1
"JoshGottheimer",1
"joshgreenman",1
"joshgroban",1
"JoshuaAngPrice",1
"joshuabraff",1
"JossRuckus",1
"JoyAnnReid",1
"jruther2",1
"jstreetdotorg",1
"jtmomma",1
"JuddApatow",1
"JuliaBCAdm",1
"JuliaSimonedeBe",1
"julie_nicholasi",1
"Julie_rodgers",1
"JulieBursic",1
"JulieeRoddy",1
"Jupey71",1
"just_shelter",1
"justinkc2gik",1
"Justinwcomedy",1
"justjerseygoods",1
"JustNelse",1
"JWMFischer",1
"kaane217",1
"KaiserFamFound",1
"karenhunter",1
"KarenKaptures",1
"KarenKohlhaas",1
"KarryE12",1
"KasimReed",1
"katewillis10",1
"katherine_lee1",1
"KathleenGlueck",1
"KathyAMorelli",1
"katie_white42",1
"KatieMazzz",1
"katiemeyler",1
"KatzJCC",1
"kavatar36",1
"kcactusnm",1
"kcr242",1
"KECS13",1
"KeeganMKey",1
"KeishaBottoms",1
"keithellison",1
"KellyBryson",1
"kellynamesom",1
"kempfoundation",1
"KenIsaacson",1
"kenner116",1
"KenneyLive60",1
"keriannecdotes",1
"kevin_walat",1
"KevinJVales",1
"KevinZegers",1
"KeyanahYulonda",1
"kibbe",1
"kiki11974",1
"kimbrownishere",1
"kimhalliburton",1
"kimKBaltimore",1
"kionnemcghee",1
"kokolele",1
"KOMBUCHABABY",1
"KP_Folarin",1
"kphangirl",1
"Krina_ann",1
"kristenlcoates",1
"KristenPowers",1
"KSanch22",1
"ksuarz",1
"KurtBali",1
"kvignau",1
"KwameSomPimpong",1
"kwise2006",1
"KyaniSuccessNow",1
"KyleKulinski",1
"L821L",1
"LaceyRzeszowski",1
"LadySif2017",1
"lakeslaw",1
"landewatson",1
"LarryHogan",1
"LateNightSeth",1
"laura_hagen",1
"LauraSpencerOne",1
"laurenallred",1
"lavieatelier22",1
"lbdebusk",1
"ldemottyates",1
"Leadershipfreak",1
"LeadershipNwk",1
"leahwatkins77",1
"leeman_dana",1
"leeniebopper",1
"leesology",1
"legallyblondekf",1
"Lesley_Warner",1
"LeslieGoldman4",1
"letamericavote",1
"LetsFreeAmerica",1
"lewismktg",1
"leylaaa31",1
"lgbtmap",1
"LGBTProgress",1
"liberallisa",1
"LiberalVeganKev",1
"libirishmom",1
"lifejusticemin",1
"LincolnDebehnam",1
"lisakt18",1
"LisaLFlowers",1
"lisamurkowski",1
"lizabeth_kiefer",1
"lizlemp",1
"lizzzz964",1
"lmfox00",1
"LMWalz",1
"lollytetes",1
"lori_alvord",1
"LoriComstockNJH",1
"loril56",1
"LoRo214",1
"Louie101",1
"LRatkowski",1
"lsarsour",1
"lscain3834",1
"lstanik",1
"LTLCRO",1
"lucasuranga_",1
"LuciHoneychurch",1
"luisitafernanda",1
"luke_harold",1
"Luke_McGeown",1
"LunaLuvgood2017",1
"lyft",1
"maddow",1
"maggiecmurphy",1
"MaggieTank",1
"MaggieTonyGinge",1
"mal_theakstone",1
"malcalorie",1
"mamabetsy",1
"MamaTanap",1
"ManMet80",1
"Marc_Leibowitz",1
"marceelias",1
"MARCMORIAL",1
"marcusmonroe",1
"mareiw1ngz",1
"marieclaire",1
"MarielBrown",1
"Marihoho",1
"MarkRuffalo",1
"marleymartoyou",1
"mary_isabella_g",1
"MaryAnneKolton",1
"MaryFrei8",1
"mashable",1
"mattferderer",1
"MattMcGorry",1
"MattMurph24",1
"MaxBoot",1
"MayorDucey",1
"mbagshaw68",1
"mbaxterschaffer",1
"mcbyrne",1
"McCainInstitute",1
"mcflann1957",1
"mcinnovative",1
"mckelvey_patti",1
"MediaRageMachin",1
"MeganAnne2015",1
"meganlitke",1
"MeghanStabler",1
"MeghanTraynor",1
"meileen_buckley",1
"melissaabenton",1
"MelissaFarmer1",1
"melsil",1
"MeredithBarth13",1
"MetaAdamJohnson",1
"mferrara23",1
"MFJEEB",1
"mgilpatrick",1
"Michaelnyc21",1
"MichaelSkolnik",1
"MicheleDTweets",1
"michellesplant",1
"mightygodking",1
"mikemowery",1
"mikepence",1
"MikeRice74",1
"MilkenInstitute",1
"mindykaling",1
"mishy0869",1
"MissLorenLiz",1
"mistermarr",1
"mjborda",1
"MJqqq",1
"mjs_DC",1
"MKaltofen",1
"mkives",1
"mlgo_owens",1
"mojotastic",1
"mollyyanity",1
"monahb",1
"MongoDB",1
"MonicaAmarelo",1
"MonicaLewinsky",1
"MonicaPirani",1
"MonsyAlvarado",1
"month",1
"MoondanceMyLove",1
"Mora_Jas",1
"Morning_Joe",1
"MorningEdition",1
"MoSilkyMo",1
"mostrolenk",1
"MoveOn",1
"mozamm",1
"mr_rigden",1
"MrPolitics525",1
"MrsRedDevilNJ",1
"MrWiked",1
"MsHollyK",1
"msjennam",1
"msshopper2",1
"MSuleiman",1
"MSunny28",1
"MTDems",1
"Mulcarazzi",1
"MurielBurke14",1
"MuslimAdvocates",1
"MuslimIQ",1
"mwjeepster1",1
"MWLautamo",1
"MyVeganJournal",1
"MZanona",1
"mzbedelia",1
"naacp108",1
"naats16",1
"nana56309",1
"NancyEpstein7",1
"NaomiYoungstein",1
"NARAL",1
"NASTAD",1
"NatGeo",1
"NatlOceanPolicy",1
"NBCLatino",1
"NBCNews",1
"NBCNightlyNews",1
"NCAA",1
"ncadp",1
"NCCSluis99",1
"NCrude",1
"neby_G",1
"NEI",1
"netflix",1
"NewarkMentoring",1
"NewarkToday",1
"Newsweek",1
"nhammerv",1
"NicholasFerroni",1
"NickolasNatali",1
"NicoJStarr",1
"NicoleMaursky",1
"Nicolle_Gentry",1
"NicoSGonzalez",1
"nievesthad",1
"nikkihaley",1
"Nissan",1
"NJ_CASA",1
"NJ_Spark",1
"njkeyclub",1
"NJLCV",1
"NJLD11",1
"NJPAC",1
"njsaferatios",1
"NJSenatePres",1
"njsoupkitchen",1
"njttranslations",1
"NJWFA",1
"NLCHPhomeless",1
"NO2USPLUTOCRACY",1
"nomadico",1
"NoMoreGames100",1
"NooglesNYC",1
"NormaWine1",1
"notpd4patriot",1
"notsofiacoppola",1
"NPR",1
"NPWF",1
"NRDC_AF",1
"NRDCFedGov",1
"NTSB",1
"nuclearcarly",1
"nv4hcn",1
"nwlc",1
"NyleDiMarco",1
"NYTnickc",1
"nytopinion",1
"ObamasRearGuard",1
"OBrienSandi",1
"OC_PROS",1
"OceanMedicalCtr",1
"Ohiomom6",1
"ohthatcarols",1
"olearyhistory",1
"OliverBooks",1
"Oliviacado",1
"omaidh",1
"omarg",1
"OmarJadwat",1
"onetoughnerd",1
"oonahathaway",1
"OpenSecretsDC",1
"oppstn",1
"Optometrysmtg",1
"OrtizHowell",1
"Pacific",1
"PaidProtester69",1
"PalePavon",1
"panininef",1
"ParkerMolloy",1
"Pastor_RLS",1
"patch1000",1
"PatriciaLWilso6",1
"pattonoswalt",1
"patty_kerr",1
"pauleliza",1
"paulhoffman24",1
"paulkrugman",1
"PaulTTran",1
"PeaceWarrior44",1
"Pedro_ChosenOne",1
"Pena_Law",1
"PenFarthing",1
"PennCurrent",1
"PennNursing",1
"PennyPritzker",1
"peoplefor",1
"petcatsmakeart",1
"peterbakernyt",1
"pettycommajared",1
"PFANJ_IAFF",1
"phamo_",1
"PhilipJWalsh",1
"PhilipRucker",1
"phiwings",1
"Phyllis2W",1
"picktails11",1
"PICOnetwork",1
"PlanetLandsman",1
"plc_services",1
"PLTBKR",1
"PluckingDaisy",1
"pmason03",1
"pmonicalee",1
"poevaber",1
"Polite_DPJ",1
"politicallynuts",1
"PoliticsNation",1
"PoliticusSarah",1
"PolitiFact",1
"PollsterPatrick",1
"PopSci",1
"PostOpinions",1
"PreetBharara",1
"PreKOurWay",1
"ProgScape",1
"prosediva",1
"protctdemocracy",1
"pstark410",1
"punditshaps",1
"puxxled",1
"pwcdanica",1
"quasimado",1
"QueenCityLib",1
"QuinnipiacPoll",1
"RachelJSimmons",1
"RachelKrantz",1
"rainyesplease",1
"Raj_Jonwal",1
"raqcaps",1
"rascher5200",1
"RaviBhalla",1
"rB777ftw",1
"RBReich",1
"RealDeanKing",1
"realityblob",1
"reallykinds",1
