"Hashtag","Frequency"
"CT",195
"ACA",59
"healthcare",49
"DACA",45
"NewHaven",35
"GrahamCassidy",31
"veterans",31
"Hartford",30
"Sessions",30
"NetNeutrality",28
"Dreamers",24
"Trumpcare",24
"Bridgeport",22
"GOPTaxScam",20
"SCOTUS",20
"VeteransDay",20
"Zika",19
"SESTA",18
"HonorWithAction",16
"MuslimBan",14
"MedicareForAll",13
"Meriden",13
"NewBritain",13
"NunesMemo",13
"opioid",13
"Enough",12
"Flynn",12
"gunviolence",12
"NoHateAct",12
"SOTU",12
"Stamford",12
"DeVos",11
"DisarmHate",11
"EpiPen",11
"GOPTaxPlan",11
"Gorsuch",11
"infrastructure",11
"Mylan",11
"Connecticut",10
"gunviolenceprevention",10
"Newtown",10
"CHIP",9
"Danbury",9
"Norwalk",9
"TaxReform",9
"Veterans",9
"WestHaven",9
"DREAMers",8
"Fairfield",8
"HurricaneMaria",8
"NeverForget",8
"passVets1stAct",8
"SandyHook",8
"TitleX",8
"DoYourJob",7
"DreamAct",7
"FixNICS",7
"BroadbandPrivacy",6
"GunViolence",6
"JASTA",6
"LLWS",6
"NewLondon",6
"SaveOceanTreasures",6
"TitleIX",6
"Torrington",6
"Trump100Days",6
"veteran",6
"CleanPowerPlan",5
"ComeyFiring",5
"DreamActNow",5
"GoldStar",5
"Groton",5
"humantrafficking",5
"JointAddress",5
"LaborDay",5
"Middletown",5
"OldLyme",5
"ParisAgreement",5
"PollutingPruitt",5
"Priceiswrong",5
"ProtectMueller",5
"PuertoRico",5
"RejectRussell",5
"Syria",5
"Thanksgiving",5
"TitleXStrong",5
"Waterbury",5
"Branford",4
"Charlottesville",4
"ClimateChange",4
"Comey",4
"ComeyHearing",4
"ConstitutionDay",4
"EastHartford",4
"EndGunViolence",4
"enough",4
"Greenwich",4
"MenForChoice",4
"NoBillNoBreak",4
"NPS100",4
"OpioidEpidemic",4
"Roe44",4
"StopCCR",4
"StopSessions",4
"TrumpBudget",4
"TrumpShutdown",4
"vets",4
"WhyIMarch",4
"AltFact",3
"BeThere",3
"CBOScore",3
"CDA230",3
"DeepRiver",3
"DiscoverCT",3
"domesticviolence",3
"DREAMAct",3
"emoluments",3
"endgunviolence",3
"EndProfiling",3
"EqualPayDay",3
"firefighters",3
"Hamden",3
"HereToStay",3
"HumanTraffickingAwarenessDay",3
"IOAD",3
"Iran",3
"Italy",3
"LaborDayWeekend",3
"LymeDisease",3
"Milford",3
"ModernizeVA",3
"NDAA",3
"netneutrality",3
"NHCW16",3
"Norwich",3
"OpenEnrollment",3
"opioidepidemic",3
"Parkland",3
"RaiseTheWage",3
"Refugees",3
"Russia",3
"sanctuarycities",3
"saveoceantreasures",3
"SmallBizSat",3
"TrumpForSale",3
"unlockthebox",3
"VeteransDay2017",3
"VRAChat",3
"WestHartford",3
"Willimantic",3
"Windsor",3
"Woodstock",3
"WorldSuicidePreventionDay",3
"WWII",3
"4thOfJuly",2
"ActOnClimate",2
"ADayWithoutImmigrants",2
"Aleppo",2
"AMR",2
"Amtrak",2
"AVSTART",2
"Berlin",2
"blueparks",2
"Bridgewater",2
"BrokenPromises",2
"CBO",2
"Cheshire",2
"ColumbusDay",2
"CTintheCapitol",2
"CuresAct",2
"Danielson",2
"DAPA",2
"DayWithoutWomen",2
"DefendDACA",2
"Derby",2
"EastHampton",2
"ecigs",2
"ecofriendly",2
"ElderAbuse",2
"EndRoboCalls",2
"Flynnresignation",2
"FourthOfJuly",2
"GetCovered",2
"GMOlabeling",2
"Hardball",2
"Harvey",2
"HigherEd",2
"HurricaneHarvey",2
"InfrastructurePlan",2
"ISIL",2
"ItalyEarthquake",2
"JusticeForJane",2
"Lebanon",2
"MarchForScience",2
"MemorialDay",2
"NationalAviationDay",2
"NiceAttack",2
"NoAbortionBan",2
"NoDAPL",2
"NoEcigs4Kids",2
"NoOneAboveTheLaw",2
"NuclearOption",2
"omgrobots",2
"opioids",2
"Orange",2
"OurOcean",2
"passengerprotections",2
"PaycheckFairness",2
"PearlHarborRemembranceDay",2
"PinkOut",2
"PlannedParenthood",2
"PPFA",2
"Price",2
"Pruitt",2
"removerussell",2
"RestoreVRA",2
"SafeFoodAct",2
"SallyYates",2
"ShopSmall",2
"Southington",2
"StandWithPP",2
"SteveBannon",2
"StopGunViolence",2
"StopTheBots",2
"StopTheSham",2
"Stratford",2
"Takata",2
"TBT",2
"Terryville",2
"toys",2
"TrumpRussia",2
"VAWA",2
