"Hashtag","Frequency"
"gapol",51
"gamil",44
"GA",43
"Georgia",39
"TaxReform",38
"NDAA",29
"veterans",29
"VeteransFirst",27
"IranDeal",25
"TeamUSA",25
"Rio2016",18
"VAaccountability",18
"godawgs",17
"passVets1stAct",17
"GoDawgs",16
"Irma",13
"Obamacare",13
"VAAccountability",13
"WOTUS",12
"DC",11
"VeteransDay",11
"SCOTUS",10
"jobs",9
"MODGourmetGala",9
"Veterans",8
"AGOA",7
"dawg",7
"ForeverGIBill",7
"GAmil",7
"NationalPoliceWeek",7
"NeverForget",7
"smallbiz",7
"Vote4Vets1st",7
"ag",6
"BlackHistoryMonth",6
"DawgsinRio",6
"ESSA",6
"GeorgiansinRio",6
"Iran",6
"LCTeachInst",6
"SanctuaryCities",6
"SHEP",6
"Zika",6
"agriculture",5
"BiennialBudget",5
"HurricaneMatthew",5
"ISIL",5
"poultry",5
"RiseUp",5
"Senate",5
"taxreform",5
"WFS2015",5
"ZikaVirus",5
"BalancedBudget",4
"BeAHero",4
"CaringforOurVeteransAct",4
"DriveSaferSunday",4
"ECAA",4
"energy",4
"EPA",4
"FindYourPark",4
"GOP",4
"HBOB",4
"HonorFlightConyers",4
"humantrafficking",4
"HumanTrafficking",4
"HurricaneIrma",4
"immigration",4
"interns",4
"MoodyAFB",4
"no1hungry",4
"PlannedParenthood",4
"tbt",4
"UGA",4
"VeteransChoice",4
"AgDay2015",3
"agday2016",3
"ArmyStrong",3
"Atlanta",3
"BadIranDeal",3
"BeThere",3
"budget",3
"CapitolHillChallenge",3
"CHIP",3
"Dawgs",3
"DefundPlannedParenthood",3
"dgd",3
"EndSlaveryAct",3
"EndTrafficking",3
"FlashbackFriday",3
"GACongressionalLunch",3
"GaMil",3
"GeorgiaAg",3
"InternationalDawg",3
"IranTalks",3
"IRS",3
"MelanomaMonday",3
"MemorialDay",3
"NationalChampionship",3
"NationalDayofPrayer",3
"NationalFarmersDay",3
"NationalVolunteerWeek",3
"opioidepidemic",3
"PurpleHeartDay",3
"PurpleUp",3
"RLTW",3
"SFRC",3
"StPatricksDay",3
"TrueLeaders",3
"twinning",3
"USSYP2015",3
"VA",3
"WIOA",3
"WomensHistoryMonth",3
"WorldPancreaticCancerDay",3
"WWII",3
"2018WinterOlympics",2
"ACCG2015",2
"APCIsakson",2
"ASAWLC",2
"ATL",2
"Barcelona",2
"Benghazi",2
"BHM",2
"Chattanooga",2
"ChopOn",2
"ConfirmGorsuch",2
"ConstitutionDay",2
"CuresAct",2
"dawgs",2
"DawgsInRio",2
"DDay",2
"DGD",2
"drivesafe",2
"DriveSafe",2
"DWtakesDC",2
"eggs",2
"eggsnissues",2
"ENDALZ",2
"endhumantrafficking",2
"EndIt",2
"enditmovement",2
"EndItMovement",2
"endpolio",2
"FAA",2
"FBF",2
"fiduciary",2
"fiduciaryrule",2
"FirePreventionWeek",2
"FlagDay",2
"foodsecurity",2
"FourthOfJuly",2
"GAjobs",2
"GeorgiaGrown",2
"Georgian",2
"Georgians",2
"gold",2
"Gold",2
"GoldStarSpousesDay",2
"GoRedWearRed",2
"Harvey",2
"HeartMonth",2
"HigherEd",2
"Hooah",2
"HumanTraffickingAwarenessDay",2
"InternationalWomensDay",2
"Irandeal",2
"Iranniversary",2
"IranNuclearDeal",2
"July4th",2
"KeystoneXL",2
"manufacturing",2
"MedicaidDSH",2
