"Hashtag","Frequency"
"TaxReform",143
"Guantanamo",82
"IIOA",57
"HurricaneMatthew",55
"SCFlood",48
"OpportunityAgenda",42
"chsnews",36
"KeepYoMoney",35
"50DaysofSC",32
"Gitmo",31
"SenateOpportunityCoalition",28
"46counties",26
"schoolchoice",23
"ThankYou",22
"LEAPAct",21
"Emanuel9",19
"taxreform",19
"Matthew",17
"SchoolChoice",17
"chswx",16
"TaxReformFacts",16
"50DaysOfSC",14
"NationalBreastCancerAwarenessMonth",13
"scwx",13
"veterans",13
"Obamacare",12
"ThankfulFor",12
"SOTU",11
"Thankful",11
"CHOICEAct",10
"DesertStorm",10
"scflood",10
"scnews",10
"sctweets",10
"TeamScott",10
"WinForFamilies",10
"chs",9
"marchmadness",9
"NationalSchoolChoiceWeek",9
"WeRemember",9
"BlackHistoryMonth",8
"CollegeWorldSeries",8
"HBCUFlyIn",8
"Irma",8
"KeepThemThere",8
"SolutionSundays",8
"ALLIN",7
"ChildTaxCredit",7
"ChristmasSong",7
"Gamecocks",7
"SCOTUS",7
"TaxDebate",7
"ThankYouMLK50",7
"thestate",7
"BREAKING",6
"Charlottesville",6
"Cowboys",6
"FF",6
"GoGamecocks",6
"Heroes",6
"HurricaneIrma",6
"NCAATournament",6
"NDAA",6
"SchumerShutdown",6
"SolutionSunday",6
"WACHfox",6
"APeoplesJourney",5
"BatonRouge",5
"CPAC2016",5
"GITMO",5
"GoTigers",5
"ICYMI",5
"IRS",5
"Olympics",5
"ProLife",5
"RIP",5
"SanctuaryCities",5
"SCinDC",5
"SmallBiz",5
"TeamUSA",5
"VeteransDay",5
"Zika",5
"AmericanDream",4
"Benghazi",4
"FinalFour",4
"ForeverToThee",4
"InvestingInOpportunityAct",4
"Iran",4
"KeepPounding",4
"MarchMadness",4
"MemorialDay",4
"MotherEmanuel",4
"News19",4
"PACEAct",4
"SC",4
"SCPilgrimage",4
"SOARAct",4
"SouthCarolina",4
"tbt",4
"BrokenPromises",3
"charlestonflooding",3
"Charlotte",3
"Clemson",3
"Dallas",3
"DallasCowboys",3
"Equifax",3
"GreatestGeneration",3
"HonorFlight",3
"IndependenceDay",3
"KnowYourZone",3
"MarchForLife",3
"MerryChristmas",3
"Minnesota",3
"MLKDay",3
"NationalMentoringMonth",3
"OppSummit",3
"ParisAttacks",3
"Periscope",3
"poverty",3
"refugees",3
"SCflooding",3
"SCFloodRelief",3
"scpol",3
"SCWX",3
"SEFlood",3
"SkillsGap",3
"SmallBusinessSaturday",3
"Syria",3
"TrueHeroes",3
"Tulsa",3
"VVS16",3
"wis10",3
"yeahTHATgreenville",3
"22pushupchallenge",2
"31Days",2
"50DaysofSouthCarolina",2
"alert",2
"AllIn",2
"AmericanHeroes",2
"ArmyStrong",2
"BBQ",2
"Beaufort",2
"BenghaziReport",2
"BerkeleyCounty",2
"BreastCancerAwarenessMonth",2
"BrusselsAttacks",2
"budget",2
"Charleston",2
"Charleston9",2
"CharlestonShooting",2
"chstrfc",2
"ConfirmGorsuch",2
"CPAC",2
"Easter",2
"elite8",2
"EmanuelNine",2
"EqualPayDay",2
"equifaxbreach",2
"fakenews",2
"FallenHeroes",2
"FinancialLiteracy",2
"FirstAlertWIS10",2
"flood",2
"flooding",2
"FrenchOpen",2
"gitmo",2
"GoBucs",2
"GoodFriday",2
"HappyHalloween",2
"HappyHanukkah",2
"healthcare",2
"Hermine",2
"hurricanematthew",2
"Inauguration",2
"ISIS",2
"KempForum16",2
"LawEnforcementAppreciationDay",2
"MedicareAdvantage",2
"MyrtleBeach",2
"NADworkforce",2
"NationalChampionship",2
"nationalchamps",2
"NationalSelfieDay",2
"NeverForget",2
"NTTW2016",2
"OnTheRecord",2
"overtime",2
"POWMIARecognitionDay",2
"Prince",2
"QuoteOfTheDay",2
"RedCross",2
"RepealObamacare",2
"RESPECTAct",2
"SCFloods",2
"SCstrong",2
"SCStrong",2
"SCtweets",2
"SemperFi",2
"Senate",2
"sharedsentence",2
"ShimonPeres",2
"SickleCellAwarenessMonth",2
"skillsatwork",2
"smallbiz",2
"SolarEclipse2017",2
"southcarolina",2
"SuperBowl50",2
"Sweet16",2
"TalkinShopWithTim",2
"TaxCutsandJobsAct",2
"TaxDay",2
"TBT",2
"TeacherAppreciationWeek",2
"TealNation",2
"TerenceCrutcher",2
"TheNationWEMake",2
"Turkey",2
"USA",2
"USMC",2
"Veterans",2
"VietnamVeteransDay",2
"WIS10",2
"13thAmendment",1
"22pushups",1
"24DaysofGivingThanks",1
"46Counties",1
"4thOfJuly",1
"911Education",1
"ABCCola",1
"ACCChampionship",1
"ACURating",1
"AdditiveManufacturing",1
"AFBday",1
"AffordableCareAct",1
"Aiken",1
"airplane",1
"ALECIndy",1
"ALERT",1
"AmericasFallenHeroes",1
"andrews",1
"AntiSemitismAwarenessAct",1
"Apollo11",1
"apprenticeships",1
"Apprenticeships",1
"ApprenticeshipWeek",1
"ArmedForcesDay",1
"ArmyBday",1
"AuditTheFed",1
"AutismAwarenessMonth",1
"AwesomeGroup",1
"BackToTheFuture",1
"BackToTheFutureDay",1
"BambergCounty",1
"BEAR",1
"bepreparedbesafe",1
"berkeleycountySC",1
"besties",1
"BestSandwich",1
"BetweenTwoChambers",1
"BHM",1
"BigSouth",1
"BillofRights",1
"BillofRightsDay",1
"Blessed",1
"BlueDevils",1
"bodycamera",1
"bodycameras",1
"Bonnie",1
"BoogieBoardsAreForTheBeach",1
"bordersecurity",1
"Bracket",1
"BrightLights",1
"BringTheBeardBack",1
"Browns",1
"BrownVBoard",1
"brusselsattack",1
"BudgetDeal",1
"Busted",1
"CanadaDay",1
"CantMakeThisStuffUp",1
"CapChallenge",1
"CARA",1
"CarolinaDay",1
"Cavuto",1
"CCUBaseball",1
"CCUinOMAHA",1
"Challenger",1
"Champs",1
"ChantsUp",1
"charlestonstrong",1
"charterschoolsweek",1
"Chas",1
"ChinUpSelfie",1
"CHIP",1
"ChipClipAficionado",1
"Christmas",1
"chs52",1
"CHSnews",1
"ChuckBerry",1
"CJR",1
"Clarendon",1
"ClemsonFamily",1
"ClemsonVsAlabama",1
"ClemsonvsFSU",1
"ClemsonvsOU",1
"ClemsonvsUNC",1
"CLEMvsSCAR",1
"Cmon",1
"Colin",1
"CollegeFootball",1
"collegeworldseries",1
"Columbia",1
"Congrats",1
"ConnecttoCongress",1
"ConstitutionDay",1
"ConstitutionWeek",1
"CreditScoreCompetitionAct",1
"cretodc",1
"CriminalJusticeReform",1
"DanBailey",1
"Day50",1
"DDay",1
"Deshaun4Heisman",1
"DeVos",1
"DitchTheRule",1
"DreamBig",1
"EasterSunday",1
"EclipseGlasses",1
"edchoice",1
"Education",1
"Egypt",1
"ElectionDay",1
"ElieWiesel",1
"Elite8",1
"EmanuelAME",1
"EndSlaveryAct",1
"EPICAct",1
"EqualPayForEqualWork",1
"Equifaxbreach",1
"ESEA",1
"ESSA",1
"EUREKA",1
"FAA",1
"Facebook",1
"FacebookLive",1
"FallenFive",1
"FasterThanWRs",1
"FCSPlayoffs",1
"FederalFumbles",1
"FEEDZEKE",1
"FestivalOfLights",1
"FidelCastro",1
"finalfour",1
"Financial",1
"FinancialLiteracyMonth",1
"FinancialPlanningWeek",1
"finlit",1
"fireworks",1
"FirstAlert",1
"FlagDay",1
"FLHillDay2016",1
"Flooding",1
"Florence",1
"FollyBeach",1
"ForeverRemember",1
"Fridaythe13th",1
"FSUvsCLEM",1
"FtHood",1
"FundOurTroops",1
"gamecocks",1
"Georgetown",1
"gmc",1
"GoCoastal",1
"GodBless",1
"gogamecocks",1
"GOGAMECOCKS",1
"GoodwillOnHill",1
"GrahamCassidy",1
"grateful",1
"GreatScott",1
"Greta",1
"grit",1
"GTMO",1
"Guantánamo",1
"Hanukkah",1
"Happy4th",1
"HappyNewYear",1
"HAPPYNEWYEAR",1
"happythanksgiving",1
"HappyThanksgiving",1
"HarbourTown",1
"HateWontWin",1
"HBOB",1
"Heisman",1
"HeismanTrophy",1
"HeisRisen",1
"heroes",1
"HeroesForever",1
"hhi",1
"hiltonhead",1
