"Hashtag","Frequency"
"99countymeetings",313
"UNI",22
"POTUS",5
"16floodtour",4
"NationalFarmersDay",4
"99countymeet",3
"doingmyjob",3
"99county",2
"99countymeeting",2
"dmdc2015",2
"DMDC2017",2
"iowadeerclassic",2
"99coumtymeetings",1
"AD56032",1
"ASDA",1
"conservative",1
"cyhawk",1
"draintheswamp",1
"draintheswap",1
"extracredit",1
"givehimanA",1
"hurricane",1
"JayClayton",1
"JayClayton4SECChr",1
"July4thPBS",1
"NationalAdoptionMonth",1
"NationalAgDay",1
"nationalagweek",1
"nationalaviationday",1
"potus",1
"realdonaldtrump",1
"taxreformnow",1
"uni",1
"univolleyball",1
"uniwomenbb",1
"uniwomenVB",1
"unlockjustice",1
"walktoendalz",1
