"Mention","Frequency"
"SenRonJohnson",1252
"VickiMcKenna",46
"SykesCharlie",37
"POTUS",35
"DHSgov",30
"FoxNews",27
"AmericaNewsroom",24
"CNN",24
"AjitPaiFCC",20
"FoxNewsSunday",20
"620wtmj",17
"RightWisconsin",17
"SenJohnMcCain",17
"Jerrybadershow",16
"NewDay",16
"RepSeanDuffy",16
"wolfblitzer",16
"ChrisMurphyCT",15
"realDonaldTrump",14
"newstalk1130",13
"cspan",12
"GovWalker",12
"USGAO",12
"CNBC",11
"kilmeade",11
"MSNBC",11
"VP",11
"FBI",10
"greta",10
"JayWeber3",10
"JLucroy20",10
"journalsentinel",10
"USATODAY",10
"1310WIBA",9
"MikeGousha",9
"SenatorBaldwin",9
"CNNSotu",8
"cspanwj",8
"devilradio",8
"FCC",8
"PolitiFactWisc",8
"fema",7
"Heritage",7
"joycardinshow",7
"MariaBartiromo",7
"SpeakerRyan",7
"SquawkCNBC",7
"SundayFutures",7
"US_FDA",7
"USGLC",7
"wccokingjohn",7
"WIFarmBureau",7
"WisDOJ",7
"HillaryClinton",6
"MeetThePress",6
"Morning_Joe",6
"news3jessica",6
"NRO",6
"packers",6
"Readygov",6
"SenatorCarper",6
"SSHonorFlight",6
"USCG",6
"WisconsinMC",6
"wlsam890",6
"_RightToTry",5
"AEItech",5
"AM560TheAnswer",5
"Brewers",5
"CNNSitRoom",5
"EAA",5
"foxandfriends",5
"jessieopie",5
"JohnHowellWLS",5
"larry_kudlow",5
"onewisconsinnow",5
"SenatorReid",5
"SenJoniErnst",5
"SquawkStreet",5
"TSA",5
"US_OSC",5
"USPS",5
"WISN12News",5
"BarackObama",4
"CCAInstitute",4
"dailyrundown",4
"GretchenCarlson",4
"jbreisblatt",4
"Kasparov63",4
"KellyAyotte",4
"KTMcFarland",4
"NACSonline",4
"NROcorner",4
"RickEsenberg",4
"SecretarySonny",4
"SecretsBedard",4
"SenJohnBarrasso",4
"thehill",4
"USOPM",4
"WPR",4
"WSJ",4
"andrewlacombe",3
"BadgerMBB",3
"BigJohnHowell",3
"BillHemmer",3
"Bucks",3
"CatoEvents",3
"CBS58",3
"childhealthwi",3
"CoryBooker",3
"fox6now",3
"FreeBeacon",3
"FullMeasureNews",3
"GALarsonCompany",3
"gretawire",3
"harleydavidson",3
"ICEgov",3
"jaketapper",3
"jobhonor",3
"JohnDeere",3
"JohnKerry",3
"KwikTripInc",3
"LtGovKleefisch",3
"MarshallProj",3
"megynkelly",3
"MKEPublicMuseum",3
"namo_abdulla",3
"netanyahu",3
"NewsTalkWTAQ",3
"nielslesniewski",3
"OshkoshDefense",3
