"Mention","Frequency"
"SenatorLeahy",451
"POTUS",51
"SenSanders",36
"realDonaldTrump",33
"BrennanCenter",29
"vtdigger",29
"SenatorDurbin",27
"civilrightsorg",26
"PeterWelch",24
"SenFranken",23
"GovPhilScott",21
"SenMikeLee",21
"thehill",21
"JayTilton",20
"SenateGOP",20
"SenFeinstein",20
"vprnet",20
"SenateDems",19
"repjohnlewis",18
"SenateApprops",17
"mcquiston",15
"AjitPaiFCC",14
"HomefrontHugs",14
"SenJohnMcCain",14
"SenThadCochran",13
"VermontTourism",13
"JeffFlake",12
"MSNBC",12
"RonWyden",12
"washingtonpost",12
"AriBerman",11
"ChuckGrassley",11
"FCC",11
"LindseyGrahamSC",11
"mitchellreports",11
"SamanthaJPower",11
"ECHOvt",10
"LawyersComm",10
"MarkHalperin",10
"emhew",9
"Patbagley",9
"SenWarren",9
"timkaine",9
"AARPVT",8
"CFPB",8
"ChangeStoryVT",8
"EPA",8
"nytopinion",8
"SenSchumer",8
"SenTedCruz",8
"uvmvermont",8
"VermontSOS",8
"wcax",8
"amyklobuchar",7
"BarackObama",7
"bfp_news",7
"ChrisMurphyCT",7
"EJDionne",7
"Engage_Cuba",7
"JenniferShutt",7
"JoeBiden",7
"KitBTV",7
"kylegriffin1",7
"MyNBC5",7
"nytimes",7
"RandPaul",7
"SenMarkey",7
"SenWhitehouse",7
"SHO_TheCircus",7
"UVMProvost",7
"CLF",6
"ConsumerFed",6
"cspan",6
"genebsperling",6
"GretchenCarlson",6
"HouseGOP",6
"Jasper_Craven",6
"MiroBTV",6
"NBCNews",6
"NIH",6
"NormOrnstein",6
"NPR",6
"RepAdamSchiff",6
"SenatorCardin",6
"SenatorCollins",6
"SenBobCasey",6
"SierraClub",6
"UVMmbb",6
"ACLU",5
"AlanPGross",5
"CCV_VT",5
"CenDemTech",5
"chrislhayes",5
"CNN",5
"CraigCaplan",5
"davidaxelrod",5
"greta",5
"JackNBCBoston",5
"Lin_Manuel",5
"NAACP_LDF",5
"PPFA",5
"SallyQYates",5
"SenatorShaheen",5
"SenSherrodBrown",5
"StateDept",5
"THISISVT",5
"USDA",5
"vtnature_org",5
"vttech",5
"Wej12",5
"WhyCourtsMatter",5
"womensmarch",5
"ABC",4
"alfranken",4
"ananavarro",4
"ASCETweets",4
"BeschlossDC",4
"BraddJaffy",4
"BruceBartlett",4
"ChadPergram",4
"CsaundersVT",4
"GLFOP",4
"HollyVTPBS",4
"jstreetdotorg",4
"LisaMascaro",4
"MarkWarner",4
"marywareham",4
"MeetThePress",4
"norwichnews",4
"OxfamAmerica",4
"politico",4
"RepTomPrice",4
"SenBlumenthal",4
"SenJeffMerkley",4
"SenKamalaHarris",4
"sevendaysvt",4
"susanferrechio",4
"taylordobbs",4
"tedlieu",4
"USCISMediaVT",4
"VCET",4
"vermont_maple",4
"VTAgencyofAg",4
"VTArtsCouncil",4
"VTStateParks",4
"AccessibleMeds",3
"AFP",3
"AmericaEast",3
"APAndrewTaylor",3
"AriMelber",3
"ASlavitt",3
"BEGREATVT",3
"BillKristol",3
"brhodes",3
"brianschatz",3
"CBSNews",3
"ChurchStreet",3
"consumeraction",3
"CoryBooker",3
"craasch",3
"crampell",3
"cspanSusan",3
"dcexaminer",3
"edatpost",3
"EPAScottPruitt",3
"ericgeller",3
"EricHolder",3
"Global_Witness",3
"greenhousenyt",3
"HuffPost",3
"jaketapper",3
"jimmykimmel",3
"jwalters7D",3
"KamalaHarris",3
"LCChamber",3
"LeslieProll",3
"LoopEmma",3
"LWV",3
"Middlebury",3
"mmurraypolitics",3
"NAACP",3
"neiltyson",3
"NOgnanovich",3
"NRDC",3
"OMRIOrganic",3
"OnPointRadio",3
"OrganicTrade",3
"PeteSouza",3
"PSimonInstitute",3
"RepBrady",3
"RepDonBeyer",3
"RepJoeKennedy",3
"ReutersZengerle",3
"rweingarten",3
"ScienceMarchDC",3
"SenatorBaldwin",3
"SenatorTester",3
"SenatorTomUdall",3
"SenBennetCO",3
"senjudiciary",3
"SenStabenow",3
"SOVT",3
"spj_tweets",3
"thinkprogress",3
"UN",3
"USAID",3
"USCBO",3
"vanitaguptaCR",3
"vermontedition",3
"votevets",3
"VP",3
"VPRKinzel",3
"VTAfterschool",3
"VTEconDev",3
"VTEducation",3
"vtmontpelier",3
"VTStateArchives",3
"VTWomen",3
"AARP",2
"AARPadvocates",2
"ABCPolitics",2
"acedc1",2
"acslaw",2
"agripulse",2
"alzassociation",2
"AmerAcadPeds",2
"AmericasVoice",2
"AP_Politics",2
"april_mccullum",2
"BCBSVT",2
"benandjerrys",2
"BetsyDeVosED",2
"BFAStAlbans",2
"BlueAlertUs",2
"BobbyScott",2
"BobWeir",2
"BrandondelPozo",2
"BrattleboroONE",2
"BruceLesley",2
"cabotcheese",2
"CEDOBTV",2
"CFlandersVT",2
"ChamplainEdu",2
"ChrisBohjalian",2
"ChrisCoons",2
"ChrisVanHollen",2
"chucktodd",2
"CityParksAll",2
"CNNnewsroom",2
"CNNSitRoom",2
"CPBmedia",2
"CQnow",2
"csmonitor",2
"CVOEO",2
"CWS_global",2
"dabeard",2
"dailykos",2
"dandrezner",2
"ddiamond",2
"DeptVetAffairs",2
"dnvolz",2
"EdMarkey",2
"EFF",2
"EFFLive",2
"EndaKennyTD",2
"Evan_McMullin",2
"Fahrenthold",2
"FedNet",2
"freepress",2
"geoffgarin",2
"GlennKesslerWP",2
"gwen_arc",2
"HeardontheHill",2
"HowardMortman",2
"Interior",2
"JackMyNBC5",2
"JamesFallows",2
"jbendery",2
"JessicaDomel",2
"jheil",2
"JoeNBC",2
"JohnBrennan",2
"jonathanjewel",2
"JuanManSantos",2
"JudiciaryDems",2
"KateAshVT",2
"KatherineBScott",2
"katielmcinnis",2
"KatrinaNation",2
"KatyTurNBC",2
"KyleMidura",2
"latimes",2
"LCVoters",2
"librarycongress",2
"LULAC",2
"LundVT",2
"marcorubio",2
"MartinHeinrich",2
"McFaul",2
"MedResJourno",2
"MEPFuller",2
"MichelleDeMooy",2
"MichelleObama",2
"mike_pence",2
"MikeGrunwald",2
"Mikel_Jollett",2
"MineBanTreaty",2
"Monitor_sur",2
"mviser",2
"NACDL",2
"NancyPelosi",2
"NatlParkService",2
"nealgoswami",2
"NewChapter",2
"NickKristof",2
"nikkihaley",2
"NLintheUSA",2
"NMAAHC",2
"nmpf",2
"NOFAVT",2
"nytpolitics",2
"OswaldRachel",2
"PaulBegala",2
"paulkrugman",2
"Pelkey21",2
"peoplefor",2
"petridishes",2
"phcouillard",2
"PostOpinions",2
"PreetBharara",2
"Public_Citizen",2
"publicknowledge",2
"RepMcGovern",2
"RepTerriSewell",2
"RevisionMil",2
"ricardorossello",2
"rickhasen",2
"RideGMT",2
"robreiner",2
"RockTheVote",2
"rturnau",2
"rumblestripvt",2
"SBA_Vermont",2
"Scout_Finch",2
"SecretaryZinke",2
"seungminkim",2
"ShelburneFarms",2
"ShelburneVinyrd",2
"shortj",2
"Slate",2
"SpeakerRyan",2
"SpecialOlympics",2
"SteveDaines",2
"SteveSchmidtSES",2
"StewartMyNBC5",2
"Stonyfield",2
"SwitchbackBeer",2
"TheNationalMall",2
"ThePlumLineGS",2
"TIME",2
"TomMessner",2
"TPM",2
"troublesometots",2
"Trump",2
"TUSK81",2
"UNESCO",2
"united",2
"usahockey",2
"USATODAY",2
"usedgov",2
"USMC",2
"USNationalGuard",2
"VermontHCB",2
"VermontPBS",2
"VSAC",2
"vtadaptive",2
"VTLandTrust",2
"VTSmallBiz",2
"VTWorks4Women",2
"WhipHoyer",2
"WhiteHouse",2
"Wilderness",2
"WRJ_VAMC",2
"YouTube",2
"ZoeTillman",2
"_HorsesForLife",1
"_MealsOnWheels",1
"_WILLEXE_",1
"14thStarBrewing",1
"4TaxFairness",1
"89VWGolf",1
"8Penny8",1
"9dognight",1
"AAAS_GR",1
"AANP_NEWS",1
"AARPpolicy",1
"ABAesq",1
"AbbyMyNBC5",1
"AcadRad",1
"ACTforNIH",1
"adctweets",1
"AdvaSal",1
"AFJustice",1
"afreedma",1
"afterschool4all",1
"AgAmyInAmes",1
"agearan",1
"AirEngagement",1
"AJDMaru",1
"alchemistbeer",1
"AlexCKaufman",1
"AlexClearfield",1
"alexis_s_kramer",1
"Alexruoff",1
"alimor24",1
"AliVelshi",1
"Alt_Spicerlies",1
"alweaver22",1
"ALZIMPACT",1
"americansunited",1
"AmericaVotes",1
"AMHQ",1
"amir_anasr",1
"amjoyshow",1
"amnestyusa",1
"amprog",1
"Amtrak",1
"Amy_Siskind",1
"AmyMcGrathKY",1
"ANANursingWorld",1
"Ancestry",1
"Andreaatlarge",1
"AnneFrankCenter",1
"AnnemarieChapde",1
"AnnieMcP09",1
"anson_ag",1
"antonioguterres",1
"AntonioParis",1
"APLU_GovAffairs",1
"Apple",1
"AppropsDems",1
"aptstweet",1
"ASBCouncil",1
"aseitzwald",1
"askapof",1
"asmith83",1
"ASNAdvocacy",1
"AstroAcaba",1
"astronomeara",1
"aterkel",1
"ATFence",1
"atrupar",1
"aubreyvaughan",1
"aveigle",1
"awhawth",1
"azmoderate",1
"banclusterbombs",1
"banminesusa",1
"Bat_Week",1
"BatConIntl",1
"BBishopAirport",1
"BeauWillimon",1
"beccalsteele",1
"BenCarsonHUD",1
"BenJerryDC",1
"BenjySarlin",1
"benwikler",1
"benyc",1
"BernieSanders",1
"BetsyDeVos",1
"BeyondHousingMO",1
"BiancaJagger",1
"billclarkphotos",1
"BillClinton",1
"BillGates",1
"BillMoyers",1
"BillMoyersHQ",1
"blambrecht",1
"BloodsworthDNA",1
"BloombergLaw",1
"BorowitzReport",1
"BostonGlobe",1
"brady_dennis",1
"BratIndivisible",1
"breed2934",1
"BreezyHillMktg",1
"Brian_Faler",1
"brianklaas",1
"BrianneGorod",1
"brooklynrichied",1
"BryanAGarner",1
"BT_VT",1
"BTVIgnite",1
"BTVMayor",1
"btvparks",1
"burlingtonbuzz",1
"BurlingtonElec",1
"byrdinator",1
"byRyanGillespie",1
"BySteveReilly",1
"CahnEmily",1
"cahulaan",1
"CalebJSmith",1
"CaledoniaSpirit",1
"CampaignLegal",1
"CapitolHistory",1
"CapitolLens",1
"Cardiology",1
"CAREActionNow",1
"careygillam",1
"carla_ruth",1
"CarlaBabbVOA",1
"carmenpelaez",1
"cartoonstudies",1
"CathedralSqVT",1
"Cato",1
"CBS",1
"cbsnewspath",1
"ccecon17",1
"cda_dc",1
"CenterForBioDiv",1
"CFAinstitute",1
"CFSTrueFood",1
"ch_17",1
"ChamberofBenn",1
"ChampOrch",1
"charlesornstein",1
"CharlesPPierce",1
"CHCBVT",1
"chrhines",1
"chrisgraffvt",1
"ChrisJ_Lewis",1
"ChrisKilianVT",1
"chtrust",1
"ChuckLane1",1
"CillizzaCNN",1
"citizencider",1
