"Hashtag","Frequency"
"Oklahoma",87
"Obamacare",72
"FederalFumbles",68
"Iran",48
"religiousfreedom",43
"Senate",37
"Syria",34
"PlannedParenthood",33
"ReligiousFreedom",33
"SCOTUS",33
"ISIS",32
"Russia",32
"healthcare",28
"immigration",26
"IranDeal",25
"OKC",25
"SOTU",25
"Benghazi",24
"TaxReform",24
"BoomerSooner",22
"budget",22
"NDAA",22
"CutRedTape",21
"Tulsa",21
"EPA",20
"KeystoneXL",20
"ThunderUp",20
"TPA",19
"Zika",18
"GoPokes",17
"OK05",17
"SolutionSundays",16
"energy",15
"nationalsecurity",15
"ProLife",15
"Turkey",15
"IRS",14
"POTUS",14
"ScottPruitt",14
"AndrewBrunson",13
"DACA",13
"fostercare",13
"humanrights",13
"FBI",12
"House",12
"JavawithJames",12
"NationalDayofPrayer",12
"prolife",12
"DHS",11
"FaithitForward",11
"GITMO",11
"Israel",11
"LankfordSwearIn",11
"NeilGorsuch",11
"ObamaCare",11
"OKState",11
"abortion",10
"DefundPP",10
"Dreamers",10
"HCC",10
"NorthKorea",10
"ConfirmPruitt",9
"Congress",9
"FacebookLIVE",9
"LiftTheBan",9
"MarchMadness",9
"MorningJoe",9
"smallbiz",9
"SSDI",9
"TheyFeelPain",9
"veterans",9
"WOTUS",9
"Assad",8
"GridlockReform",8
"HillaryClinton",8
"IranPayment",8
"KingvBurwell",8
"MLKDay",8
"Periscope",8
"poverty",8
"regulations",8
"religiousliberty",8
"SenateOpportunityCoalition",8
"SolutionSunday",8
"taxreform",8
"transparency",8
"VeteransDay",8
"CR",7
"Cuba",7
"cybersecurity",7
"education",7
"IranNuclearDeal",7
"OKCBombing",7
"Paris",7
"RepealAndReplace",7
"RFS",7
"SanctuaryCities",7
"Sooners",7
"adoption",6
"America",6
"CommunityConversation",6
"CPAC2016",6
"federaldebt",6
"healthcarecompact",6
"InGodWeTrust",6
"Iraq",6
"MarchforLife",6
"MarchForLife",6
"NationalSecurity",6
"NeverForget",6
"okstate",6
"PainCapable",6
"PPSellsBabyParts",6
"ReligiousFreedomDay",6
"SUCCEEDAct",6
"VoteARama",6
"ACA",5
"BalancedBudget",5
"Bedlam",5
"brokenpromises",5
"crudeoil",5
"cyberattacks",5
"debt",5
"DebtCeiling",5
"EndTrafficking",5
"Gitmo",5
"HR1423",5
"HumanRights",5
"NationalPrayerBreakfast",5
