"Mention","Frequency"
"POTUS",139
"sendavidperdue",131
"SenatorIsakson",93
"FoxNews",49
"GeorgiaTech",43
"GovernorDeal",36
"AtlBizChron",35
"StateDept",27
"realDonaldTrump",26
"GeorgiaEMA",25
"ajc",21
"universityofga",21
"RobinsAFB_GA",20
"SenTomCotton",19
"WhiteHouse",18
"USArmy",17
"dcexaminer",16
"GaFarmBureau",16
"wsbtv",16
"Albany_Herald",15
"AUG_Chronicle",15
"GeorgiaGrown",14
"telegraphga",14
"Braves",13
"CNN",13
"cspan",13
"DailySignal",13
"FoxBusiness",13
"SenThomTillis",13
"WSJ",13
"foxandfriends",12
"FreeBeacon",12
"GwinnettDaily",12
"SenateFloor",12
"SenatorTimScott",12
"SquawkCNBC",12
"thehill",12
"AFPhq",11
"IngrahamAngle",11
"RepTomPrice",11
"SavannahNow",11
"SenateGOP",11
"THEHermanCain",11
"BudgetGOP",10
"CPAC",10
"FGPAO",10
"Heritage",10
"NWSAtlanta",10
"USNavy",10
"11AliveNews",9
"13wmaznews",9
"GADeptofTrans",9
"GeorgiaPower",9
"GwinnettChamber",9
"MaconTelegraph",9
"mdjonline",9
"SenatorLankford",9
"VP",9
"AUG_University",8
"CFPB",8
"ColumbusState",8
"gapundit",8
"Medium",8
"RepBuddyCarter",8
"SanfordBishop",8
"SenateAgGOP",8
"usnews",8
"WGXAnews",8
"DobbinsARB",7
"EPA",7
"GAChamber",7
"Morehouse",7
"MorningsMaria",7
"RepRobWoodall",7
"USATODAY",7
"uscapitol",7
"WSJopinion",7
"WTVM",7
"zpolitics",7
"41NBC",6
"AmericaNewsroom",6
"AustinScottGA08",6
"BloombergTV",6
"CongressmanHice",6
"EmoryUniversity",6
"FarmMonitor",6
"Forbes",6
"FortBenning",6
"infantrymuseum",6
"KellyannePolls",6
"OANN",6
"RepDougCollins",6
"RepTomGraves",6
"SenBobCorker",6
"talk921valdosta",6
"USDA",6
"WGAUradio",6
"WRGA",6
"CaseyCagle",5
"Chattanoogancom",5
"CNBC",5
"FixtheDebt",5
"FootballUGA",5
"FOX5Atlanta",5
"GAagribusiness",5
"GeorgiaGuard",5
"GeorgiaStateU",5
"GeorgiaTechFB",5
"HHSGov",5
"kennesawstate",5
"LedgerEnquirer",5
"MayaMacGuineas",5
"MercerYou",5
"netanyahu",5
"RCDefense",5
"RepRickAllen",5
"rollcall",5
"SecretarySonny",5
"SenJoniErnst",5
"SenMikeLee",5
"SenTedCruz",5
"usairforce",5
"USCBO",5
"USMC",5
"washingtonpost",5
"WCHMRadio",5
"WDUN",5
"WTOC11",5
"511Georgia",4
"AtlantaFalcons",4
"BillHemmer",4
"BizRoundtable",4
"bluestein",4
"ChrisCoons",4
"ChuckGrassley",4
"Delta",4
"GaPorts",4
"GaSouthwestern",4
"HoustonCountySS",4
"Israel",4
"jeffsessions",4
"JerryMoran",4
"JohnCornyn",4
"JohnKerry",4
"librarycongress",4
"MariaBartiromo",4
"MorganOrtagus",4
"newsradiosav",4
"RepHankJohnson",4
"RepLoudermilk",4
"RobertBluey",4
"SenateDems",4
"SenatorStrange",4
"SenCoryGardner",4
"SenDeanHeller",4
"SenJohnBarrasso",4
"SenJohnKennedy",4
"senjudiciary",4
"senorrinhatch",4
"SteveDaines",4
"stevenmnuchin1",4
"TeamCavuto",4
"TuckerCarlson",4
"UGA_CollegeofAg",4
"ugagr",4
"ValdostaToday",4
"wrblnews3",4
"YahooFinance",4
"adamnmichel",3
"AFPGeorgia",3
"AtlBizGovt",3
"atlpressclub",3
"BreitbartNews",3
"CAU",3
"ChickfilA",3
"ChrisBeckham442",3
"CoastalCourier",3
"CobbChamber",3
"CocaCola",3
"CSULeadership",3
"DeltaNewsHub",3
"DeptofDefense",3
"FaithandFreedom",3
"GANewsNetwork",3
"gdecd",3
"GeorgiaGwinnett",3
"georgiapol_com",3
"GeorgiaSouthern",3
"GeorgiaTrend",3
"Google",3
"JohnnyIsakson",3
"NationalDebt",3
"NBCNewsTHINK",3
"NewDay",3
"nikkihaley",3
"NMAAHC",3
"pgpfoundation",3
"PHS_Panthers",3
"politico",3
"RedCross",3
"RepWestmoreland",3
"Reuters",3
"SaxbyChambliss",3
"SenatorRounds",3
"SenDanSullivan",3
"SenGaryPeters",3
"SenSchumer",3
"ShannonBream",3
"SpelmanCollege",3
"StriplingPark",3
"sunbeltagexpo",3
"SundayFutures",3
"USConsumers",3
"USGLC",3
"WashTimes",3
"WashTimesOpEd",3
"WJBF",3
"13WMAZweather",2
"abcnews",2
"ABCommunities",2
"ACUConservative",2
"AgGAFarmCredit",2
"AIPAC",2
"ajconwashington",2
"amazon",2
"AnheuserBusch",2
"AP",2
"ATLairport",2
"AUG_Cyber",2
"Augusta_Chamber",2
"BORUSG",2
"BPC_Bipartisan",2
"BradNitzWSB",2
"Breitbart",2
"BrookhavenCC",2
"Brunswick_News",2
"CalhounTimes",2
"CapitolPolice",2
"cbs46",2
"CBSNews",2
"chucktodd",2
"CloseUp_DC",2
"CNBCnow",2
"CoryBooker",2
"DailyCaller",2
"dekalbchamber",2
"denisohayer",2
"ExploreGeorgia",2
"FAANews",2
"FairTaxOfficial",2
"FreedomPartners",2
"FVSU",2
"fxnopinion",2
"ga_dps",2
"GAFirstLady",2
"GaRepublicans",2
"GenOpp",2
"georgepburdell",2
"georgiapeanuts",2
"HomeDepot",2
"JeffFlake",2
"JoePWilliams31",2
"JohnBoozman",2
"LIBREinitiative",2
"MaconBibb",2
"MarchofDimes",2
"MarchofDimesGA",2
"MarkWarner",2
"MarshaBlackburn",2
"marthamaccallum",2
"Martin_Dempsey",2
"MatthewASwift",2
"MGAstateU",2
"mike_pence",2
"MonmouthPoll",2
"MorningConsult",2
"morrisnews",2
"mschlapp",2
"NationalGuard",2
"NatlParkService",2
"NeilWMcCabe",2
"newstalk1059",2
"NEWSTALKWGAC",2
"NextRevFNC",2
"OfficialGHSA",2
"onlineathens",2
"peachpundit",2
"prattandwhitney",2
"RealBenCarson",2
"realclearpolicy",2
"repjohnlewis",2
"romenewstribune",2
"Rotary",2
"SASCMajority",2
"SBAgov",2
"Scavino45",2
"scmpd",2
"Sen_JoeManchin",2
"senate_gops",2
"SenatorEnzi",2
"SenatorFischer",2
"SenatorKirk",2
"SenatorMenendez",2
"SenatorRisch",2
"SenBobCasey",2
"SenJohnMcCain",2
"SenPatRoberts",2
"Starbucks",2
"SteveHiltonx",2
"SteveScully",2
"TeachingLC",2
"tedcruz",2
"TerriGreenUSA",2
"theaward",2
"thedailycitizen",2
"TheMorningDrive",2
"TIME",2
"timkaine",2
"TomCottonAR",2
"TPPatriots",2
"trish_regan",2
"ugasga",2
"UGATifton",2
"UN",2
"UNG_News",2
"UnitedHealthGrp",2
"uscoastguard",2
"USDOT",2
"USNationalGuard",2
"USSupremeCourt",2
"Vellidis_Group",2
"wjcl_news",2
"WSAV",2
"13wmaz",1
"165thAW",1
"1stbornAmerican",1
"39thAirBaseWing",1
"3rd_Infantry",1
"4hGeorgia",1
"640WGST",1
"680_the_fan",1
"AaronDiamantWSB",1
"ABAC_College",1
"abc16",1
"AbeShinzo",1
"aerodrigueztv",1
"agripulse",1
"AGScottPruitt",1
"aircraftcarrier",1
"AlabamaFTBL",1
"AlbanyStateUniv",1
"AlexPappas",1
"AllenFox",1
"AllenWest",1
"AmbJohnBolton",1
"AndrewHClark",1
"AnthemInc",1
"ArmyCyberCoE",1
"ArmyTimes",1
"Atlanta_Police",1
"AtlantaNewsFeed",1
"ATLHawks",1
"ATLUTD",1
"ATT",1
"autismspeaks",1
"BankingGOP",1
"baseballhall",1
"Baxalta",1
"berrycollege",1
"BGOV",1
"BillCassidy",1
"BillClinton",1
"BillGates",1
"BillMcKubby",1
"BlairsvilleCofC",1
"bloveitinc",1
"Boeing",1
"bpolitics",1
"BravesRadioNet",1
"Broadcom",1
"BTCatholic",1
"BTCloseUp",1
"BudgetHawks",1
"business",1
"buzzbrockway",1
"BuzzFeed",1
"BV",1
"ByronYork",1
"cardlytics",1
"CarolynGarcia",1
"CatoInstitute",1
"CBSThisMorning",1
"cdc",1
"CDGSU",1
"CGTC",1
"ChambleeBG",1
"CherokeeLedger",1
"chickencouncil",1
"childrensatl",1
"ChrisMurphyCT",1
"CityStatesboro",1
"Claire_FOX5",1
"clairecmc",1
"claudiatenney",1
"CLF_UGA",1
"CNNMoney",1
"cobbgop",1
"CobbNewsNow",1
"CobbSchools",1
"ColCtyGAChamber",1
"CommerceGov",1
"ConcordiaSummit",1
"ConnectSavannah",1
"CQnow",1
"CraigLucie",1
"CSIS",1
"cspanradio",1
"CSUCougarsBSB",1
"CUFI",1
"dancathy",1
"DanCoats",1
"DanielDefense",1
"DarrellIssa",1
"DaveElswick",1
"DavidANicholas",1
"DavidVitter",1
"DCASavannah",1
"DEalesATLUTD",1
"DefenseOne",1
"DeKalbNeighbor",1
"DeptVetAffairs",1
"DerbyPie",1
"DexterFowler",1
"DHSgov",1
"djheakin",1
"dminor85",1
"Douglasville_PD",1
"DrFrankCox",1
"DRUDGE_REPORT",1
"DSAthletics",1
"emoryhealthcare",1
"EndaKennyTD",1
"EnergySysGroup",1
"Entrepreneur",1
"Equifax",1
"ericbolling",1
"ErinBurnett",1
"espn",1
"Evan_Karanovich",1
"EWErickson",1
"facebook",1
"faithworx",1
"FarmBureau",1
"FBI",1
"fema",1
"FetchYourNews",1
"FinancialTimes",1
"FirstBook",1
"FLGovScott",1
"FLOTUS",1
"FortBraggNC",1
"FortGordon",1
"fox24",1
"FOX5StormTeam",1
"FoxNewsOpinion",1
"foxnewspolitics",1
"fraudmarc",1
"freedomcaucus",1
"GA_FFA",1
"GA_JSTARS",1
"GABroadcasters",1
"GAChildrens",1
"GACRs",1
"GaDNRLE",1
"GaDPH",1
"GASenatePress",1
"GaTrees",1
"GCUAGov",1
"GenDunford",1
"GeorgeHWBush",1
"Georgia_AG",1
"georgia_ema",1
"GeorgiaCOI",1
"GeorgianEmbassy",1
"georgiaregents",1
"GeorgiaStateFB",1
"GeorgiaStateLaw",1
"GeorgiaSwarmLAX",1
"GetAustinRhodes",1
"gnfcc",1
"gohsgeorgia",1
"GoodDayAtlanta",1
"GOP",1
"GOPSenFinance",1
"GordonGChang",1
"GovernmentGeo",1
"GovernorPerry",1
"GPBEducation",1
"gpctweets",1
"gppf",1
"GrahamBlog",1
"GraniteTelecom",1
"grayjustin",1
"GraysonHigh",1
"GreenPowerEMC",1
"GregAppleton2",1
"greta",1
"GStephanopoulos",1
"GSUPanthers",1
"gtimes",1
"GTJoshPastner",1
"gwinnettbraves",1
"GwinnettCenter",1
"GwinnettMedical",1
"GwinnettSchools",1
"GwinnettTech",1
"HarbinClinic",1
"HDSupplyFM",1
"HealthInFocus",1
"HealthSouth",1
"HeathClarkGA",1
"HenryLouisAaron",1
"hhs",1
"HISTORY",1
"Honeywell_Aero",1
"Honeywell_Home",1
"HouseGOP",1
"HouseSmallBiz",1
"HUDEconDev",1
"HuffingtonPost",1
"hughhewitt",1
"Humana",1
"IcarusPundit",1
"InComm",1
"IndJournal",1
"INJO",1
"irs",1
"IsraelAllies",1
"IvankaTrump",1
"jacUzi_",1
"JaemorFarms",1
"JAHalliburton",1
"jaxdotcom",1
"jeffhillfox5",1
"jennybethm",1
"JessicaV_CIS",1
"jfuchko3",1
"jodyhice",1
"JoeFloccari",1
"johnlewis",1
"JosephELowery",1
"KaraGainer",1
"KarliBarnett",1
"Kathleen0658",1
"kburgamy",1
"KennesawNPS",1
"KennesawStateAD",1
"kennesawstfb",1
"KHNews",1
"KingCenterATL",1
"KirbySmartUGA",1
"Kodak",1
"KRCS_Butler",1
"kroger",1
"KSTRIVE",1
"KTMcFarland",1
"KumhoTireUSA",1
"LanaiHuddleston",1
"LandingLion",1
"LaneSouthern",1
"LanierTech",1
"larry_kudlow",1
"LifeZette",1
"LindseyGrahamSC",1
"LizSchrayer",1
"LouDobbs",1
"LVMPD",1
"MaconBibbCoEMA",1
"MaconRotary",1
"March_for_Life",1
"marcorubio",1
"marines",1
"MarkArum",1
"MarkRicht",1
"Marlins",1
"MarriottIntl",1
"MARTASERVICE",1
"MarthaZoller",1
"MartinHeinrich",1
"matthew_allen3",1
"maziehirono",1
"mbcchamberga",1
"McConnellPress",1
"MeadowcreekHigh",1
"Medline",1
"medmira",1
"MercerFootball",1
"MercerWRBL",1
"meredithshiner",1
"mgol1068",1
"MickMulvaneyOMB",1
"MikeCrapo",1
"MikeEmanuelFox",1
"mikemcclainfox5",1
"MiltonCloseUp",1
"MissAmericaGA",1
"moqualityinc",1
"Morning_Joe",1
"mrjamesbarber",1
"MSNBC",1
"MSsocietyGA",1
"MyBeefCheckoff",1
"mygpb",1
"myUHC",1
"NASA",1
"Nationals",1
"NatlAgrAbility",1
"NaviGAtor511",1
"NBCNews",1
"newtgingrich",1
"nfib_ga",1
"ngtc",1
"nielslesniewski",1
"NILALabs",1
"NLRB",1
"NRA",1
"NRATV",1
"NRFFoundation",1
"NRFnews",1
"NRO",1
"nscorp",1
"NviewCloseUp",1
"NWS",1
"NYSF",1
"nytfoodfeed",1
"nytimes",1
"oberlincollege",1
"OfficialRFDTV",1
"OglethorpeUniv",1
"oliverfarm",1
"Olympics",1
"OMBPress",1
"Oprah",1
"Peggynoonannyc",1
"PeterCCook",1
"pewresearch",1
"Pontifex",1
"PresKeel",1
"PressSec",1
"PrincipalWelch",1
"ProfThomas",1
"QualityGrowth",1
"QuinnipiacPoll",1
"radiotalkermike",1
"RandallWMAZ",1
"RandPaul",1
"RealCJ10",1
"RealDrGina",1
"redandblack",1
"RedmondRegional",1
"RElliotWSB",1
"RepMarkMeadows",1
"ReporterBlayne",1
"RepSinema",1
"rockdalecitizen",1
"RockSpringsLive",1
"RonWyden",1
"SamirNKhleif",1
"SavannahCorps",1
"savannahstate",1
"scarletfu",1
"schoolchoicewk",1
"ScottPruittOK",1
"SecKerry",1
"SecretaryRoss",1
"sen",1
"SenateDemocrats",1
"SenateJudiciary",1
"SenateMajLdr",1
"SenateRPC",1
"SenatorBurr",1
"SenatorCardin",1
"SenatorHeitkamp",1
"senatormikelee",1
"SenatorShaheen",1
"SenatorTester",1
"SenatorTomUdall",1
"SenatorWicker",1
"SenBennetCO",1
"SenCapito",1
"SenJohnHoeven",1
"SenJohnThune",1
"SenRonJohnson",1
"SenWhitehouse",1
"sfrc",1
"ShaddiAbusaid",1
"ShaunOMB",1
"ShepherdsMen",1
"SheriffClarke",1
"shorteruniv",1
"SIFMAFoundation",1
"SiriusXMPatriot",1
"SiteSelection",1
"smhscloseup",1
"SonnyRoshan",1
"SouthwestAir",1
"SpeakerBoehner",1
"SpecialOlympics",1
"SpecialReport",1
"spedog",1
"Spencer_Chase",1
"SprayberryHigh",1
"sspchamber",1
"starsandstripes",1
"StateFarm",1
