"Mention","Frequency"
"SenatorShaheen",142
"POTUS",117
"SenatorHassan",42
"livefreestart",35
"realDonaldTrump",35
"FCC",29
"DHSgov",25
"SenateGOP",23
"PPFA",17
"senrobportman",17
"AjitPaiFCC",16
"SenCoryGardner",16
"Patriots",14
"united",14
"celtics",11
"DEAHQ",11
"EPA",11
"NH_HSEM",10
"FIRSTweets",9
"NHNationalGuard",9
"SecPriceMD",9
"USCBO",9
"alpha_loft",8
"HHSGov",8
"NHMS",8
"politico",8
"RedSox",8
"RepAnnieKuster",8
"RepTomPrice",8
"SenWarren",8
"USDOL",8
"WMUR9",8
"HouseGOP",7
"SenatorCollins",7
"SenBobCasey",7
"ChiefWillard",6
"EPAScottPruitt",6
"JRosenworcel",6
"MSNBC",6
"SBAgov",6
"SecShulkin",6
"SenDuckworth",6
"SenMarkey",6
"UnionLeader",6
"BetsyDeVos",5
"BetsyDeVosED",5
"clairecmc",5
"CTIA",5
"GovChristie",5
"HOPE4NH",5
"KaiserFamFound",5
"SenateDems",5
"SenToddYoung",5
"SteveDaines",5
"timkaine",5
"usedgov",5
"washingtonpost",5
"AARPNH",4
"AmericanLegion",4
"Arlenv1",4
"CFPB",4
"CityYearNH",4
"CNN",4
"CoryBooker",4
"DEANEWENGLAND",4
"iava",4
"jaslow",4
"KeeneState_",4
"mitchellreports",4
"NatlGovsAssoc",4
"NHTI",4
"RiverbendCMHC",4
"SenateHSGACDems",4
"SenatorIsakson",4
"SenatorTimScott",4
"SenatorTomUdall",4
"SenJohnMcCain",4
"UofNH",4
"allinwithchris",3
"ASDNHorg",3
"brianschatz",3
"chrislhayes",3
"ChuckGrassley",3
"CleanAirMoms",3
"cubbynotes",3
"EastersealsNH",3
"fema",3
"FisherCats",3
"FTC",3
"grtrmanchester",3
"jcyr",3
"jimmykimmel",3
"NASA",3
"NewEnglandWire",3
"NewHampshireDOT",3
"NH_StatePolice",3
"NHHEAF",3
"NHHFA",3
"NHPRExchange",3
"nytimes",3
"PattyMurray",3
"PLTWorg",3
"PPact",3
"RCFY",3
"RepSheaPorter",3
"SecretaryZinke",3
"Sen_JoeManchin",3
"SenateCommerce",3
"SenatorTester",3
"SenatorWicker",3
"SenWhitehouse",3
"spellmeyer",3
"SteveScalise",3
"thrwbck",3
"TIME",3
"ToysForTots_USA",3
"usairforce",3
"USCG",3
"USDA",3
"VP",3
"AdamSextonWMUR",2
"AmericaEast",2
"armi_usa",2
"BBBSNH",2
"BIAofNH",2
"BldgOnHope",2
"BusinessNHMag",2
"CBSNews",2
"CCSNH603",2
"CDCgov",2
"CLASP_DC",2
"CommonSense",2
"concordchamber",2
"ConMonitorNews",2
"craigmelvin",2
"DancingABC",2
"DartmouthHitch",2
"ebcne",2
"Embassy_of_AFG",2
"empoweryouth603",2
"ESGR",2
"FrankPallone",2
"gmtgiftbaskets",2
"goGSMgo",2
"GovChrisSununu",2
"GraniteStateIL",2
"greatbaycc",2
"GSCANH",2
"Harbor_HomesInc",2
"HarkinSummit",2
"HealthCareGov",2
"hiddencollect",2
"hopeonhavenhill",2
"HUDgov",2
"JECDems",2
"JeffFlake",2
"JohnBoozman",2
"JohnCornyn",2
"makeitlabs",2
"ManchCommHealth",2
"ManchesterCC",2
"ManchesterYPN",2
"MClyburnFCC",2
"MethuenConst",2
"mht_nh_police",2
"MonarchsHockey",2
"MPALNH",2
"mydemoulas",2
"NAMI_NH",2
"NASCAR",2
"NECouncil",2
"NEFIRST",2
"NewFuturesNH",2
"NHADEC_USA",2
"NHBR",2
"NHCUC",2
"NHDES",2
"NHFB",2
"NHHTC",2
"NHLBruins",2
"nhnonprofits",2
"nhpr",2
"NHProviders",2
"nhsl",2
"NOAA",2
"omnicomponents",2
"ONDCP",2
"PillPack",2
"postlive",2
"ppnnehealth",2
"Refinery29",2
"RepLanceNJ7",2
"RepRobinKelly",2
"SBA_NewEngland",2
"SenateMajLdr",2
"SenatorCarper",2
"SenBrianSchatz",2
"SenCapito",2
"SenCortezMasto",2
"SenGillibrand",2
"SenKamalaHarris",2
"SenTinaSmith",2
"SNHU",2
"solidscape",2
"StateFarm",2
"TheJusticeDept",2
"TSA",2
"Uber",2
"UNHWildcats",2
"usahockey",2
"USArmy",2
"USDOT",2
"USRepMikeDoyle",2
"ValChoice",2
"VEXRobotics",2
"WhiteHouse",2
"_ALLRISE_",1
"_GlobalWIN",1
"60Minutes",1
"aaas",1
"AASAHQ",1
"AddictionPolicy",1
"agarciapadilla",1
"AJCGlobal",1
"ALALibrary",1
"alfranken",1
"AMHCA1",1
"amyklobuchar",1
"ANAPresident",1
"AP",1
"ApplecrestFarm",1
"ArlingtonNatl",1
"ASAMorg",1
"ASEE_DC",1
"ashleyhurteau",1
"Avalanchecenter",1
"BadgerBalmUSA",1
"BAESystemsInc",1
"BankofAmerica",1
"betchatv",1
"BofAML",1
"BostonBreakers",1
