"Mention","Frequency"
"JohnCornyn",586
"dcexaminer",98
"WSJopinion",60
"WSJ",56
"politico",40
"realDonaldTrump",38
"tedcruz",36
"DBrandewie",35
"POTUS",33
"SenateGOP",32
"SpeakerRyan",31
"GovAbbott",30
"dallasnews",27
"libbyhamb",27
"SenTedCruz",27
"SenateMajLdr",25
"GOPLeader",23
"TexasTribune",21
"GregAbbott_TX",20
"FoxNews",18
"HoustonChron",18
"RightOnCrime",17
"SteveScalise",17
"hughhewitt",16
"penguinponders",15
"seungminkim",15
"PatrickSvitek",14
"amyklobuchar",13
"cbs11jack",13
"VP",13
"ChadHastyRadio",12
"nytimes",12
"SenDeanHeller",12
"astros",11
"ChuckGrassley",11
"HurdOnTheHill",10
"katieleslienews",10
"SenatorTimScott",10
"TexasMonthly",10
"ABC",9
"FaceTheNation",9
"foxandfriends",9
"kaybaileyhutch",9
"mySA",9
"RepCuellar",9
"CNNPolitics",8
"GLFOP",8
"jessicanseale",8
"KFYO",8
"RepMcCaul",8
"SenJohnMcCain",8
"StateDept",8
"WBAP247NEWS",8
"CQnow",7
"DailyCaller",7
"FTWChamber",7
"JeffFlake",7
"JusticeWillett",7
"sahilkapur",7
"SenatorLankford",7
"SenFeinstein",7
"StewSays",7
"TPPF",7
"brithume",6
"ChrisMurphyCT",6
"ConawayTX11",6
"CraigCaplan",6
"evanasmith",6
"ExpressNews",6
"Forbes",6
"GOP",6
"JoeTalkShow",6
"KXAN_News",6
"marcorubio",6
"POLITICOMag",6
"rights4girls",6
"RioGGuardian",6
"rollcall",6
"SAHispanicCC",6
"SecretaryPerry",6
"senorrinhatch",6
"SenToomey",6
"statesman",6
"TexasGOPVote",6
"thehill",6
"YouTube",6
"ArtAcevedo",5
"billmcraven",5
"callerdotcom",5
"ChadPergram",5
"DallasPD",5
"DavidMDrucker",5
"eyokley",5
"FLGovScott",5
"govtrack",5
"HUDgov",5
"jaketapper",5
"KVUE",5
"MarcALevin",5
"MarkDavis",5
"MissingKids",5
"natalieyezbick",5
"nfib_tx",5
"RepRWilliams",5
"Reuters",5
"rgv3307",5
"SChapaSABJ",5
"SenatorMenendez",5
"SenJohnBarrasso",5
"SheriffEd_HCSO",5
"TeamCornyn",5
"TexasLyceum",5
"TFRW",5
"ThisWeekABC",5
"TXHigherEdBoard",5
"ByronYork",4
"FedSoc",4
"FEMA_Brock",4
"FoxNewsSunday",4
"JaciGlover",4
"johnthune",4
"JudgeTedPoe",4
"JusticeReform",4
"markknoller",4
"MayorAdler",4
"Mike_Rawlings",4
"MikeEmanuelFox",4
"monitornews",4
"NolanDMcCaskill",4
"nypost",4
"OrrinHatch",4
"Phil_Mattingly",4
"RAINN01",4
"RepKevinBrady",4
"SenateDems",4
"SenBennetCO",4
"senjudiciary",4
"SpecNewsATX",4
"SteveDaines",4
"SylvesterTurner",4
"TexasGOP",4
"txbiz",4
"USATODAY",4
"660KSKY",3
"amigoaguilar",3
"aminterest",3
"AndreaDrusch",3
"Austin_Police",3
"BillCassidy",3
