"Mention","Frequency"
"SenAngusKing",277
"SenatorCollins",190
"CNN",64
"MSNBC",60
"NewDay",53
"WGANNews",51
"PressHerald",40
"bangordailynews",39
"mainecalling",34
"wcsh6",27
"chelliepingree",25
"timkaine",25
"wolfblitzer",25
"ChrisCuomo",24
"SenatorBurr",24
"RepPoliquin",21
"SenatorFischer",21
"CNNSitRoom",20
"SenatorShaheen",20
"mitchellreports",18
"SenatorHeitkamp",18
"usedgov",18
"POTUS",17
"CoryBooker",16
"FCC",16
"mtabramskiarea",16
"MidcoastNews",15
"SenCapito",15
"sunjournal",15
"USouthernMaine",15
"lisamurkowski",14
"SenatorRounds",14
"MarkWarner",13
"Sen_JoeManchin",13
"thehill",13
"UMaine",13
"DeptVetAffairs",12
"MPBNnews",12
"newbalance",12
"UMPIowls",12
"WhiteHouse",12
"hardball_chris",11
"JRosenworcel",11
"MeetThePress",11
"Morning_Joe",11
"nytimes",11
"SenatorRisch",11
"TomCoburn",11
"RNicholasBurns",10
"SenAlexander",10
"WABI_TV5",10
"AARPMaine",9
"billmaher",9
"Interior",9
"JerryMoran",9
"ProtectWinters",9
"RepMikeMichaud",9
"SenatorDurbin",9
"SenJohnMcCain",9
"WMTWTV",9
"WreathsAcross",9
"chucktodd",8
"cspan",8
"FoxNews",8
"islandinstitute",8
"jeremyjones",8
"KellyAyotte",8
"Mainebiz",8
"MainePublic",8
"MartinHeinrich",8
"NatlParkService",8
"NECouncil",8
"nielslesniewski",8
"NOAA",8
"NoLabelsOrg",8
"OnlineSentinel",8
"Pontifex",8
"RoyBlunt",8
"SBAgov",8
"ThomasARoberts",8
"USNavy",8
"AmericanLegion",7
"CommerceGov",7
"EximBankUS",7
"FoxABCMaine",7
"hardball",7
"KJ_Online",7
"opp_alliance",7
"rollcall",7
"SenatorBaldwin",7
"SenWhitehouse",7
"UMaineLaw",7
"WGME",7
"AcadiaNPS",6
"CBSNews",6
"CFR_org",6
"connctwithaxiom",6
"dailyrundown",6
"EducateMaine",6
"fema",6
"PatCallaghan6",6
"PrebleStreet",6
"seacoastonline",6
"secnav76",6
"UMaineNews",6
"washingtonpost",6
"amanduhill",5
"AP",5
"BarackObama",5
"BowdoinCollege",5
"ChrisCoons",5
"CNNSotu",5
"ColbyCollege",5
"crowleyCNN",5
"CSIS",5
"DeptofDefense",5
"DHSgov",5
"ErnestMoniz",5
"GinaEPA",5
"gwimaine",5
"JackOFaherty1",5
"JansingCo",5
"JohnKerry",5
"LLBean",5
"mainebeerco",5
"MaineChamber",5
"MaineVets",5
"MidCoastHunger",5
"NECN",5
"PattyMurray",5
"politico",5
"PortlandChamber",5
"SenateYouth",5
"SenBlumenthal",5
"SenCarlLevin",5
"senrobportman",5
