"Hashtag","Frequency"
"Up4Climate",34
"NDAA",29
"KeystoneXL",28
"EPW",27
"PBOR2",26
"DRIVEAct",23
"ObamaCare",22
"FASTAct",21
"SOTU",19
"Obamacare",18
"SASC",17
"EPA",14
"OSH14",14
"ConfirmPruitt",13
"TBT",13
"Benghazi",12
"Oklahoma",12
"sequestration",12
"globalwarming",11
"Hagel",11
"OKStrong",11
"EnergizeOurEconomy",10
"KeepOurCommunitiesSafe",10
"pray4OK",10
"UNATT",10
"Libya",9
"Ukraine",9
"WOTUS",9
"confirmpruitt",8
"Protect2A",8
"Senate",8
"LNG",7
"MakeDClisten",7
"SCOTUS",7
"tcot",7
"BrokenPromises",6
"ClimateChange",6
"ClimateGate",6
"GITMO",6
"GlobalWarming",6
"immigration",6
"Israel",6
"Pruitt",6
"Senatefloor",6
"Syria",6
"capandtrade",5
"climatechange",5
"DefundObamacare",5
"DefundObamaCare",5
"EAA",5
"Iran",5
"Iraq",5
"NEIMA",5
"OSH13",5
"ActOnClimate",4
"AfghanistanSuccess",4
"CutThisNotThat",4
"DisarmingAmerica",4
"DriveAct",4
"Farm",4
"fracking",4
"GreenFleet",4
"Inhofe",4
"ISIS",4
"MakeDCListen",4
"NDAA15",4
"NeverForget",4
"ObamaCancellations",4
"oklahoma",4
"OTD",4
"RepealObamaCare",4
"SecDef",4
"Sequestration",4
"StandWithCruz",4
"TCOT",4
"ThunderUp",4
"TribuneFest",4
"UpForClimate",4
"VeteransDay",4
"WRRDA",4
"Afghanistan",3
"Airventure",3
"AMMOAct",3
"CleanPowerPlan",3
"Costof",3
"defense",3
"DisarmingofAmerica",3
"DRIVEACT",3
"EpwClimateHearing",3
"Fill",3
"fiscalcliff",3
"FundourMilitary",3
"Gasland",3
"Gitmo",3
"GOP",3
"HobbyLobby",3
"infrastructureweek",3
"IPCC",3
"jobs",3
"Kony",3
"Kony2014",3
"LetthePeopleDecide",3
"LPC",3
"MilFamilyAppreciation",3
"natgas",3
"NDAA2016",3
"ObamaFlightDelays",3
"POTUS",3
"RFS",3
"Sept11",3
"TalibanDreamTeam",3
"TaxReform",3
"TellUsTuesday",3
"transportation",3
"Tulsa",3
"YourStory",3
"2ndAmend",2
"4jobs",2
"AFA",2
"AUMF",2
"BoomerSooner",2
"Bringbackourgirls",2
"climatesilence",2
"CNG",2
"COP18",2
"DaysLikeToday",2
"DHS",2
"Ebola",2
"EnergyPlanToDefeatIran",2
"FAA",2
"Fail",2
"FarmBill",2
"First100",2
"FiscalCliff",2
"fullrepeal",2
"hooah",2
"infrastructure",2
"IronDome",2
"ISIL",2
"JointAddress",2
"Keystone",2
"KXL",2
"LetThePeopleDecide",2
"NatGas",2
"NaturalGas",2
"NewDay",2
"NoAmnesty",2
"NSA",2
"obamacare",2
"ObamacareFail",2
"ObamaEconomy",2
"OCPASummit",2
"Okla",2
"OklahomaStrong",2
"okwx",2
"OSH17",2
"PassNDAA",2
"PerkinsAct",2
"pollutingPruitt",2
"PoncaCity",2
"Pray4OK",2
"Priorities",2
"regularorder",2
"RepealRFS",2
"SaeedAbedini",2
"ScottPruitt",2
"SemperFi",2
"StandwithCruz",2
"strategy",2
"taxhikes",2
"tellusTuesday",2
"TellusTuesday",2
"ThePolicyMatters",2
"trainwreck",2
"transparency",2
"UN",2
"veterans",2
"Veterans",2
"WeCantWait",2
"weneedanswers",2
"WhyWeMarch",2
"WRDA",2
"WRDDA",2
"2014NDAA",1
"2015BestWildlifeRefuge",1
"240NavyBday",1
"241years",1
"2ndAmendment",1
"Abortion",1
"ACARepeal",1
"aerospace",1
"AFBday",1
"AFBDAY2015",1
"AFG",1
"ag",1
"AimHigh",1
"airport",1
"Alarming",1
"Altus",1
"AlwaysReady",1
"AlwaysThere",1
"AmericasNewsroom",1
"AMMO",1
"amnesty",1
"AMR",1
"anchorsaweigh",1
