"Hashtag","Frequency"
"GITMO",139
"FarmBill18",70
"ag",40
"NAFTA",39
"Obamacare",38
"Ag",36
"WOTUS",36
"TaxReform",33
"taxreform",32
"Gitmo",30
"SCOTUS",27
"TakeTheCrown",26
"IRS",24
"CFTC",23
"KelseySmithAct",23
"Guantanamo",22
"SemperFi",22
"EPA",21
"agriculture",20
"NDAA",18
"AgSec",17
"Kansas",17
"kswildfires",16
"FarmBill",14
"CuresNow",13
"Eisenhower",13
"VeteransDay",13
"SOTU",12
"AFBF18",11
"cropinsurance",10
"ESSA",10
"RepealObamacare",10
"RobertsReport",10
"Royals",10
"Zika",10
"CNR16",9
"COOL",9
"EMAW",9
"ThankAFarmer",9
"agresearch",8
"Agriculture",8
"bogusWOTUS",8
"CropInsurance",8
"ILikeIke",8
"wheat",8
"CommonCore",7
"highered",7
"ISIS",7
"KansasDay",7
"ksleg",7
"lesserprairiechicken",7
"TaxCutsandJobsAct",7
"CHIP",6
"Ike",6
"Iran",6
"JointAddress",6
"MemorialDay",6
"RockOneSock",6
"ruralhealth",6
"SNAP",6
"SunflowerShowdown",6
"trade",6
"WorldSeries",6
"aghelpshunger",5
"ConfirmGorsuch",5
"DDay",5
"healthcare",5
"KSF16",5
"NationalAgDay",5
"NationalMissingChildrensDay",5
"NLRB",5
"NoKidHungry",5
"RockChalk",5
"SchumerShutdown",5
"tbt",5
"thankafarmer",5
"AgDay",4
"farmbill18",4
"GIPSA",4
"IranDeal",4
"KeystoneXL",4
"NationalDairyMonth",4
"PathAct",4
"Syria",4
"USDA",4
"wheatharvest16",4
"WomensHistoryMonth",4
"115thCongress",3
"agchat",3
"BadIranDeal",3
"beef",3
"BetterCare",3
"biotech",3
"budgetdeal",3
"CongressionalGoldMedal",3
"CRPis30",3
"EarthDay",3
"farm",3
"FarmCredit100",3
"FlagDay",3
"FundOurTroops",3
"Halloween",3
"KCFedAg",3
"ksagmonth",3
"ksfb",3
"LeadershipKFB",3
"NationalCoffeeDay",3
"NationalFarmersDay",3
"NationalPancakeDay",3
"notCOOL",3
"OvertimeRule",3
"PainCapable",3
"pork",3
"Rio2016",3
"RottenEggRule",3
"SAFEPIPES",3
"Senate",3
"SmallBusinessSaturday",3
"StartupKC",3
"TBT",3
"TheWordsThatBuiltAmerica",3
"Twibbon",3
"veterans",3
"Veterans",3
"whereflightbegins",3
"wildfires",3
"2ndAmendment",2
"AAPLegCon",2
"abortion",2
"afbf18",2
"AFBF2018",2
"AgDay2016",2
"AgWeek",2
"aircapitaloftheworld",2
"ALCS",2
"ArmyStrong",2
"Beef",2
"Benghazi",2
"Bitcoin",2
"BWW2016",2
"CleanPowerPlan",2
"DCBeefMeet",2
"deathspiral",2
"DitchTheRule",2
"droneselfie",2
"Eclipse2017",2
"EHR",2
"FarmBillSummit",2
"Farmers",2
"Farmers4NAFTA",2
"FDA",2
"foodsecurity",2
"foodstamp",2
"ForeverRoyal",2
"GivingTuesday",2
"GreensburgTornado",2
"GTMO",2
"hungerpc17",2
"iLikeIke",2
"immigration",2
"Inauguration",2
"ipreventcancer",2
"Irma",2
"ISIL",2
"kcc18",2
"KelseySmith",2
"kscoop",2
"ksf16",2
"LIHTC",2
"MadeInAmerica",2
"MarchMadness",2
"McConnellAFB",2
"MerleHaggard",2
"MissingChildrensDay",2
"mtagsummit",2
"National4HWeek",2
"NationalHotDogDay",2
"NationalMilkDay",2
"NationalPizzaDay",2
"NationalRuralHealthDay",2
"naturalgas",2
"NBAF",2
"NWFWheat102",2
"Olympics",2
"Paris",2
"passVets1stAct",2
"PearlHarborRemembranceDay",2
"Porktober",2
"RipAce",2
"Russia",2
"shopsmall",2
"SLT",2
"smallbiz",2
"StopNorthKorea",2
"StopSanctuaryCities",2
"TaxCutsAndJobsAct",2
"taxrelief",2
"TPP",2
"Trade",2
"TrueLeaders",2
"TRUSTAct",2
"TTIP",2
"VAaccountability",2
"VeteransDay2017",2
"wibw",2
"wildfire",2
"Wildfire",2
"wildfirehrg",2
"WorldFoodDay",2
"WorldMilkDay",2
"ZikaVirus",2
"43turns70",1
"Abortion",1
"AdoptionAngels",1
"aerospace",1
"affordablehousing",1
"AFSPForum16",1
"AgIssues",1
"Agresearch",1
"AgResearch",1
"agribusiness",1
"agroterrorism",1
"agtrade",1
"AirForce",1
"alisocanyon",1
"allscalise",1
"AvianFlu",1
"Aviation",1
"BACKTOBACK",1
"BackToTheFuture",1
"bacon",1
"BastileDay",1
"BeefMonth",1
"BenghaziReport",1
"bettercare",1
"BGOVInSite",1
"BGOVINSITE",1
"Big12Tournament",1
"BigData",1
"billboardattackonAG",1
"BillofRightsDay",1
"biotechnology",1
"blackfriday",1
"Blockchain",1
"Breaking",1
"breastcancer",1
"breastcancerawareness",1
"BreastCancerAwarnessMonth",1
"Brussels",1
"BTTF2015",1
"budget",1
"Budget",1
"Budget2016",1
"CadillacTax",1
"Canada",1
"CCKC",1
"Challenger",1
"ChamberICT",1
"ChamberWichita",1
"champions",1
"ChampionsForKids",1
"charity",1
"charlottsville",1
"China",1
"Cleanpowerplan",1
"CNR2016",1
"CoastGuardDay",1
"Congress",1
"conservation",1
"ConstitutionDay",1
"ConstitutionDay2016",1
"cookingupchange",1
"CoOpMonth",1
"copolitics",1
"corn",1
"cowappreciationday",1
"cranberry",1
"crowned",1
"Crowned",1
"CROWNED",1
"CRP",1
"CrushingIt",1
"cryptocurrency",1
"Cryptocurrency",1
"cryptocurreny",1
"cueto",1
"Cueto",1
"CuresAct",1
"CyberMonday",1
"dairy",1
"Dairy",1
"dairymonth",1
"DayOfTheDeployed",1
"defense",1
"Dreamliner",1
"DStaskforce",1
"DTSA",1
"ed",1
"Elite8",1
"EnergyLink",1
"ESEA",1
"EveryJobCounts",1
"EveryStudentSucceedsAct",1
"FAA",1
"farmbill",1
"farmbill17",1
"farmbill2018",1
"FarmCredit",1
"farmers",1
"farmers4NAFTA",1
"FarmSafety",1
"FCCLive",1
"FFAweek",1
"FiduciaryRule",1
"First100",1
"First100Days",1
"FirstDayofSummer",1
"FirstDayOfSummer",1
"fixCOOL",1
"FixNCLB",1
"FollowFriday",1
"Food",1
"FoodLabeling",1
"FoodSecurity",1
"ForestProductsWeek",1
"forestry",1
"GiveThePeopleAVoice",1
"GivingTuesday2017",1
"GlobalAg",1
"GMO",1
"GoForTheGold",1
"GoldStarSpousesDay",1
"Gorsuch",1
"GoVolunteer",1
"Greta3500",1
"GrowAg",1
"GrowKansas",1
"Guantanmo",1
"Guard381",1
"HappeningNow",1
"HappyBirthdayMarines",1
"HappyPassover",1
"harvest16",1
"harvest17",1
"Harvey",1
"HealthCare",1
"HeartHealth",1
"HeartMonth",1
"HigherEd",1
"highereducation",1
"HolocaustRemembranceDay",1
"HouseAg",1
"HR4889",1
"HSFirstDay",1
"hunger",1
"Hunger",1
"HurricaneHarvey",1
"iam580wibw",1
"ICYMI",1
"iheartcaregivers",1
"IKE",1
"Ike125",1
"IndependenceDay",1
"infrastructure",1
"innovation",1
"InternationalWomensDay",1
"IrwinHospital",1
"istilllikeike",1
"iStillLikeIke",1
"IStillLikeIke",1
"IwoJima",1
"jobs",1
"joint",1
"jointaddress",1
"JointSession",1
"K10SLT",1
"KAKENews",1
"KansasStateFair",1
"kcc",1
"kcfedag",1
"keepthelinemoving",1
"KeepTheLineMoving",1
"KeepThemThere",1
"kfbleads",1
"KGFA",1
"KS4th",1
"ksag",1
"KsAg",1
"ksf17",1
"KSFRAK",1
"KState",1
"KSwildfire",1
"kswx",1
"KSwx",1
"kubball",1
"KUChancellor",1
"KULaw",1
"KULeaders",1
"KVOENews",1
"kwch12",1
"KWCH12",1
"Label",1
"lac16",1
"landgrab",1
"lawenforcement",1
"LawEnforcementAppreciationDay",1
"longoverdue",1
"machinery",1
"MarchforLife2017",1
"MarchForLife2018",1
"marchmadness",1
"Maria",1
"marinecorpsbirthday",1
"mCOOL",1
"MedalofFreedom",1
"MedalofHonor",1
"MemorialDayWeekend",1
"MerryChristmas",1
"Mexico",1
"MFGDay17",1
"MHK",1
"MilitaryAppreciationMonth",1
"MLKDay2016",1
"MLKDay2018",1
"Montana",1
"morales",1
"MothersDay",1
"MTAgSummit",1
"NAFTAworks",1
"NASDAis100",1
"NationalAdoptionMonth",1
"NationalBisonDay",1
"NationalBreakfastWeek",1
"NationalChocolateDay",1
"NationalChocolateMilkDay",1
"NationalCookieDay",1
"NationalCyberSecurityAwarenessMonth",1
"NationalDogDay",1
"NationalFriedChickenDay",1
"NationalLasagnaDay",1
"nationalpetday",1
"NationalPetDay",1
"NationalPigDay",1
"NationalPoliceWeek",1
"NationalPorkMonth",1
"NationalPumpkinDay",1
"NationalSchoolLunchWeek",1
"NationalTacoDay",1
"NationalWatermelonDay",1
"NavyBirthday",1
"neverforget",1
"NeverForget911",1
"NFP",1
"NHD2016",1
"NIBPolicyForum",1
"NiceAttack",1
"NoGTMOinCO",1
"NoHungryKid",1
"NorthKorea",1
"NotGonnaHappen",1
"nutrition",1
"NYC",1
"OperationPurple",1
"ParisAttacks",1
"PATHAct",1
"PearlHarbor",1
"Periscope",1
"PipelineSafety",1
"PipelineSafetyAct",1
"POWMIARecognitionDay",1
"PrecisionAg",1
"PrepareTogether",1
"PresidentsDay",1
"PRIA",1
"PriceHearing",1
"ProLife",1
"protectcropinsurance",1
"PTSD",1
"PurpleHeartDay",1
"RAISEAct",1
"RaiseAGlass",1
"Ranchers",1
"Regs",1
"results",1
"RIPVentura",1
"RoadtoNowhere",1
"RoshHashanah",1
"RoyalsParade",1
"rural",1
"RuralAmerica",1
"Ruralhealth",1
"RuralHealth",1
"RuralHealthDay",1
"SAFEAct",1
"SAFEPIPESAct",1
"SalinaKS",1
"SanctuaryCities",1
"SayWhat",1
"SCOTUSnominee",1
"SecDef",1
"SemperParatus",1
"SenInhofe",1
"SessionsHearing",1
"Shopsmall",1
"smallbizsat",1
"smallbusinesses",1
"SnyderStrong",1
"SOTU16",1
"soybean",1
"SpeakerOfTheHouse",1
"StarofLife",1
"startupKC",1
"startups",1
"StopDiabetes",1
"stopsuicide",1
"StopSuicide",1
"StPatricksDay",1
"SuicidePrevention",1
"SupportSmallBiz",1
"Sustainability",1
"Sweet16",1
"talkreadplaykc",1
"tax",1
"TaxDay",1
"TaxReformbill",1
"TaxReformBill",1
"TaxReformNow",1
"TaxRelief",1
"TeachAg",1
"TeacherAppreciationWeek",1
"TeamIACH",1
"TeamTackle",1
"TeamUSA",1
"Technology",1
"TechnologyDay",1
"thankarancher",1
"ThankARancher",1
"thankful",1
"theBigShow",1
"thecrownisours",1
"ThreeDaysInJanuary",1
"thunderclap",1
"TookTheCrown",1
"Topeka",1
"truth",1
"TY",1
"UAV",1
"US",1
"USSYP",1
"USWheat",1
"VA",1
"ValentinesDay",1
"ValueWIC",1
"veteran",1
"VeteransFirstAct",1
"VictoryWeek2016",1
"VietnamVeterans",1
"volunteering",1
"Washington",1
"WEareNorth",1
"Wheatharvest16",1
"wheatharvest17",1
"wheattour17",1
"WhereFlightBegins",1
"Wichita",1
"WichitaState",1
"WickerReport",1
"womenshistorymonth",1
"WorldChocolateDay",1
"WorldSeriesChamps",1
"WorldWaterDay",1
"WranglerNFR",1
"WSUInnovation",1
"WWICentennial",1
"YomKippur",1
"YoureWelcomeWednesday",1
