"Mention","Frequency"
"BudgetGOP",231
"SenatorEnzi",179
"SenJohnBarrasso",142
"CynthiaLummis",33
"SenAlexander",20
"realDonaldTrump",19
"DavidVitter",16
"USCBO",14
"RepLizCheney",12
"RoyBlunt",11
"SenJohnThune",11
"SenateMajLdr",10
"ChuckGrassley",9
"senate_gops",9
"senorrinhatch",9
"GOPSenFinance",8
"GovMattMead",8
"SenateGOP",8
"SenatorIsakson",8
"SenMikeLee",8
"SenPatRoberts",8
"YellowstoneNPS",8
"BudgetBulletin",7
"cspan",7
"POTUS",7
"USGAO",7
"WYLegislature",7
"CSTribune",6
"SenTedCruz",6
"thehill",6
"dcexaminer",5
"RepTomPrice",5
"USMC",5
"WashTimes",5
"amyklobuchar",4
"CFPB",4
"fema",4
"FixtheDebt",4
"GOPHELP",4
"KellyAyotte",4
"lionsclubs",4
"McConnellPress",4
"NatlParkService",4
"pgpfoundation",4
"rollcall",4
"RonWyden",4
"SenateYouth",4
"SenatorCardin",4
"SenBennetCO",4
"SenBobCasey",4
"SpeakerBoehner",4
"StateDept",4
"SteveDaines",4
"StewSays",4
"theaward",4
"usedgov",4
"BudgetHawks",3
"cspanwj",3
"DHSgov",3
"girlscouts",3
"GovMikeHuckabee",3
"GretchenCarlson",3
"JeffFlake",3
"MarkWarner",3
"megynkelly",3
"MikeCrapo",3
"NFIB",3
"SenateBudget",3
"SenatorBurr",3
"SenatorFischer",3
"SenatorKirk",3
"SenatorRisch",3
"SenJohnHoeven",3
"SenJohnMcCain",3
"senrobportman",3
"SenRonJohnson",3
"SylvanLane",3
"TomCoburn",3
"usairforce",3
"WhiteHouse",3
"wyomingtourism",3
"ACUConservative",2
"BestBuy",2
"CDCgov",2
"centralwy",2
"CloseUp_DC",2
"CollegeAtlas",2
"dancepeda",2
"DevelopGoshenWY",2
"EPWRepublicans",2
"GovExec",2
"InhofePress",2
"Interior",2
"JECRepublicans",2
"Jeopardy",2
"lisamurkowski",2
"marcorubio",2
"mercatus",2
"MikeKellyPA",2
"NatGeo",2
"PEPFAR",2
"RepSanfordSC",2
"SenatorBarb",2
"SenCoryGardner",2
"SenDanCoats",2
"SenDeanHeller",2
"SenFeinstein",2
"SenFranken",2
"SenJackReed",2
"SenRubioPress",2
"SenSasse",2
"SenShelby",2
"SenToomey",2
"SenWhitehouse",2
"ShaunOMB",2
"SpeakerRyan",2
"SpecOlymWY",2
"taxfoundation",2
"USATODAY",2
"usnews",2
"UW_WTBC",2
"WftRight",2
"WSJ",2
"wyendotbiz",2
"WYOEducation",2
"wyomingarts",2
"AICPA",1
"alfranken",1
"AliLBradley",1
"AmericanSummits",1
"AmericasPower",1
"AmeriCorps",1
"BarbaraBoxer",1
"barrassoforwyo",1
"bbygrassroots",1
"BenSasse",1
"BillCassidy",1
"BizRoundtable",1
"BlackToothBrew",1
"boyscouts",1
"BreitbartNews",1
"BrightAgrotech",1
"CapitolPolice",1
"ceidotorg",1
"cfdrodeo",1
"CharlesSauer",1
"CheyenneWY",1
"ChiesaNews",1
"CNBC",1
"cnsnews",1
"CoryGardner",1
"council4econed",1
"CowboyStateNews",1
"CQnow",1
"CraigCaplan",1
"CUkatiew",1
"DailyCaller",1
"DannyVinik",1
"DAPCPA",1
"DavidMDrucker",1
"DeptVetAffairs",1
"DevilsTowerNM",1
"djheakin",1
"DOE_SC_NSB",1
"EasternWyoming",1
"elwasson",1
"evelhoo",1
"FoxNews",1
"frankthorpNBC",1
"fxnopinion",1
"GrandTetonNPS",1
"housebudgetGOP",1
"HouseGOP",1
"izaakMENDOZA",1
"JA_USA",1
"JamesArkin",1
"JasonBWhitman",1
"JenniferShutt",1
"jhski",1
"JimDeMint",1
"JMitchellWSJ",1
"JohnBarrasso",1
"JohnBoozman",1
"JohnCornyn",1
"JohnKennedyLA",1
"joniernst",1
"josephlawler",1
"juliegraceb",1
"kellywalshband",1
"kencen",1
"KendrickMansion",1
"KFBCRadio",1
"laurahancock",1
"LisaGoeas",1
"Liz_Cheney",1
"MarketInstitute",1
"matt_wallace7",1
"MickMulvaneyOMB",1
"Mike_Johanns",1
"mike_pence",1
"mjpfaffe",1
"MorningConsult",1
"mschlapp",1
"Murraysflyshop",1
"NASA",1
"nathanhurst",1
"NatlJumpStart",1
"NESABSA",1
"NFIBlive",1
"Nick_Balatsos",1
"PaulKrawzak",1
"PeteKDCNews",1
"pitchengine",1
"politico",1
"PortmanPress",1
"ProfJulieHill",1
"PtolemySystems",1
"RealClearNews",1
"realranchers",1
"repcorygardner",1
"RepDeSantis",1
"RepErikPaulsen",1
"RepRyanZinke",1
"RepSeanDuffy",1
"RepSinema",1
"ResiStiegler",1
"ReutersPolitics",1
"robportman",1
"rpollockDC",1
"ryan_rainey",1
"samhsagov",1
"Saratoga_Sun",1
"SaveOurKnives",1
"SciAps_Inc",1
"ScottPruittOK",1
"SecShulkin",1
"Sen_JoeManchin",1
"SenateHistory",1
"SenateRPC",1
"senator",1
"SenatorCarper",1
"SenatorDurbin",1
"SenatorHeitkamp",1
"SenatorLeahy",1
"SenatorReid",1
"SenatorRounds",1
"SenatorTester",1
"SenatorTimScott",1
"SenatorWicker",1
"SenCapito",1
"SenGOP_Floor",1
"SeniorCorps",1
"SenMarkPryor",1
"SenSanders",1
"SenThadCochran",1
