"Mention","Frequency"
"JECDems",181
"MartinHeinrich",144
"USCBO",60
"SenatorTomUdall",42
"POTUS",25
"SecretaryZinke",25
"UNM",24
"SenateGOP",21
"SenatorCollins",20
"OIA",19
"AmeriCorps",17
"JeffFlake",16
"RonWyden",16
"thenewmexican",16
"SenCortezMasto",15
"SenMarkey",14
"FCC",13
"NMreport",13
"CNMonline",12
"ksfrnews",12
"OrganMountains",12
"SandiaLabs",12
"savebearsears",12
"ABQBizFirst",11
"EnvNM",11
"realDonaldTrump",11
"RepLujanGrisham",11
"washingtonpost",11
"HouseGOP",10
"Interior",10
"nmsu",10
"NMWildlife",10
"PositiveESolar",10
"SenateDems",10
"SenBennetCO",10
"SenWarren",10
"CrucesSunNews",9
"EnergyDems",9
"greentechmedia",9
"KUNMnews",9
"MonumentsForUSA",9
"repbenraylujan",9
"SenJohnMcCain",9
"SenKamalaHarris",9
"ABQJournal",8
"ChrisMurphyCT",8
"krwg",8
"LosAlamosNatLab",8
"MnhtnProjectNPS",8
"MSNBC",8
"SenDeanHeller",8
"thehill",8
"AP",7
"DeptofDefense",7
"ENERGY",7
"IndianCommittee",7
"LCVoters",7
"NASA",7
"SenatorDurbin",7
"SenSanders",7
"voxdotcom",7
"Wilderness",7
"cleantechnica",6
"EPA",6
"FriendsOMDP",6
"KTAOS",6
"LindseyGrahamSC",6
"NMGirlScouts",6
"politico",6
"SEIA",6
"SenatorCantwell",6
"SenFeinstein",6
"SenGillibrand",6
"taosnews",6
"AspenAscend",5
"AWEA",5
"CoryBooker",5
"DHSgov",5
"FBI",5
"Habitat_org",5
"hardball",5
"InnovateABQ",5
"KSWVradio",5
"PPFA",5
"SenateMajLdr",5
"SenatorLankford",5
"SenCoryGardner",5
"SenSchumer",5
"WhiteHouse",5
"1015TheVoice",4
"180099native",4
"94rock",4
"amyklobuchar",4
"AtomicHeritage",4
"balloonfiesta",4
"CCurrentArgus",4
"CFPB",4
"clairecmc",4
"CNN",4
"cspan",4
"CynthiaMcFadden",4
"lisamurkowski",4
"NBCNightlyNews",4
"nytimes",4
"OAK_Updates",4
"patagonia",4
"PattyMurray",4
"REI",4
"SenatorHeitkamp",4
"SenatorShaheen",4
"SenBrianSchatz",4
"SenWhitehouse",4
"TheDailyTimes",4
"VallesCaldera",4
"WSJ",4
"WstrnPriorities",4
"ArmyCyberInst",3
"Boeing",3
"CIA",3
"CoalitionInfo",3
"DemsOnAging",3
"edatpost",3
"facebook",3
"FreeABQ",3
"FWD_us",3
"GreenChamberLC1",3
"HardballChris",3
"HispanicCaucus",3
"KIRTLAND377ABW",3
"KOB4",3
"LWCFCOALITION",3
"MarkWarner",3
"michaelcoleman",3
"MVNewsLC",3
"NatlParkService",3
"NatParkTrust",3
"newmexicotech",3
"NMPoliticsnet",3
"NMSecOfState",3
"NPR",3
"OrganMountain",3
"PajaritoPowder",3
"ProjectECHO",3
"RepBetoORourke",3
"SenAngusKing",3
"SenatorCardin",3
"SenatorCarper",3
"SenatorMenendez",3
"SenJackReed",3
"SenJeffMerkley",3
"SFCCNM",3
"SpeakerRyan",3
"TelemundoNM",3
"tpl_org",3
"USATODAY",3
"VP",3
"WIRED",3
"_MealsOnWheels",2
"1041theedge",2
"11thHour",2
"ABQCityCouncil",2
"AbqJCC",2
"ACLU",2
"AjitPaiFCC",2
"ALALibrary",2
"AmeriCorpsVISTA",2
"BLS_gov",2
"CavernsNPS",2
"ChacoCultureNHP",2
"CHCI",2
"ChrisCoons",2
"chriselliotts",2
"ChrisMurphy",2
"CleanAirMoms_NM",2
"CNNPolitics",2
"CNNSitRoom",2
"CompTIA",2
"ConserveNM",2
"DACinformation",2
"DailyLobo",2
"demingheadlight",2
"DescartesLabs",2
"econjared",2
"EDChieftain",2
"edwradio",2
"FEC",2
"federalreserve",2
"FPizarro_DC",2
"GetUSCovered",2
"HollomanAFB",2
"HouseDemocrats",2
"HuffingtonPost",2
"IndianCountry",2
"jaketapper",2
"jstreetdotorg",2
"KENWPublicMedia",2
"kjzzphoenix",2
"krqe",2
"kylegriffin1",2
"LauraPaskus",2
"lawfareblog",2
"mitchellreports",2
"MRObservatory",2
"mykiss973",2
"NationalService",2
"newmexican",2
"NM_CNCS",2
"nmtechcouncil",2
"NMVoices",2
"nowthisnews",2
"npratc",2
"NSF",2
"NuestraTierraNM",2
"ODNIgov",2
"OutdoorRetailer",2
"outsidemagazine",2
"ProtectNM",2
"RepDianaDeGette",2
"RepDonBeyer",2
"RepRyanZinke",2
"RoadrunnerFdBnk",2
"RollingStone",2
"sarahkliff",2
"sbradley3",2
"SecretaryJewell",2
"SenatorBaldwin",2
"SenatorHassan",2
"SenBobCasey",2
"SenFranken",2
"Snapchat",2
"stevenrinella",2
"susanmbryanNM",2
"TaosMesaBrewing",2
"TechCrunch",2
"TempestWilliams",2
"UniNoticias",2
"Univision",2
"UNMHSC",2
"UNMLOBOS",2
"usairforce",2
"UWSantaFeCounty",2
"VanityFair",2
"warkin",2
"WhiteSands_NPS",2
"XcelEnergyNM",2
"AARPMA",1
"ABQschools",1
"accuweather",1
"achorowitz",1
"ACLUNM",1
"AFLCIO",1
"AFRLLLA",1
"AFRLNM",1
"AIPAC",1
"AlbaSoular",1
"AmerMedicalAssn",1
"amlibraries",1
"AmyRobertsOIA",1
"artesianews",1
"Astrid_NV",1
"aterkel",1
"ATT",1
"Backcountry_H_A",1
"BandelierNPS",1
"beerinstitute",1
"BetterCallSaul",1
"BettyMcCollum04",1
"BillCassidy",1
"BillNye",1
"bizwomen",1
"BLMNational",1
"brady_dennis",1
"BradyMcCombs",1
"BrewersAssoc",1
"brianschatz",1
"BrookingsFP",1
"BrookingsInst",1
"BruceLesley",1
"BWilliams",1
"Campaign4Kids",1
"CapulinNPS",1
"CassiniSaturn",1
"CBSEveningNews",1
"CBSNews",1
"CenDemTech",1
"cgewertz",1
"chelseaeharvey",1
"ChildHealthUSA",1
"ChildWelfareHub",1
"ChrisJansing",1
"chrissmithnymag",1
"ChrisVanHollen",1
"cleantechfacts",1
"ClimateCentral",1
"ClintonRLanier",1
"CNMIngenuity",1
"CocaCola",1
"CongBoyle",1
"crampell",1
