"Mention","Frequency"
"SenTedCruz",280
"tedcruz",165
"POTUS",85
"FoxNews",74
"GovAbbott",57
"fema",40
"JohnCornyn",38
"abc13houston",32
"CR",30
"Kredo0",28
"FedSoc",26
"senjudiciary",26
"NASA",25
"dcexaminer",23
"ReadyHarris",22
"seanhannity",22
"FoxBusiness",21
"SenateCommerce",21
"foxandfriends",20
"FreeBeacon",20
"JusticeWillett",20
"SenMikeLee",19
"JoeTalkShow",18
"RosLehtinen",18
"cspan",17
"marklevinshow",16
"NASA_Johnson",15
"treywareshow",15
"LindseyGrahamSC",14
"SenateFloor",14
"catblackfrazier",13
"dallasnews",13
"FEMARegion6",13
"Heritage",13
"MarkDavis",13
"TexasVLB",13
"CNN",12
"MichaelBerrySho",12
"PatrickSvitek",12
"RepMarkMeadows",12
"taxfoundation",12
"VP",12
"HoustonChron",11
"SBAsouthcentral",11
"SenatorLeahy",11
"StateDept",11
"TXMilitary",11
"HCSOTexas",10
"houstonpolice",10
"RedCross",10
"SylvesterTurner",10
"Israel",9
"ktsanews",9
"Morning_Joe",9
"NatanSharansky",9
"nikkihaley",9
"NRO",9
"radiotalkermike",9
"SenSanders",9
"thehill",9
"TPPF",9
"ChuckGrassley",8
"GregAbbott_TX",8
"LarryOConnor",8
"NWSHouston",8
"RepDeSantis",8
"TuckerCarlson",8
"TxDPS",8
"USNavy",8
"ChrisSalcedoTX",7
"ConcernedVets",7
"March_for_Life",7
"politico",7
"RadioJackR",7
"RepMcCaul",7
"RepSeanDuffy",7
"resurgent",7
"Space_Station",7
"TexasTribune",7
"ThisWeekABC",7
"UN",7
"USArmy",7
"washingtonpost",7
"AmericaNewsroom",6
"Apple",6
"BernieSanders",6
"CBSDFW",6
"FaceTheNation",6
"JudgeTedPoe",6
"KPRC2",6
"MariaBartiromo",6
"netanyahu",6
"RepRatcliffe",6
"RepSires",6
"rgv3307",6
"sachamber",6
"SATXPolice",6
"SenatorLankford",6
"SpeakerRyan",6
"TexasFarmBureau",6
"UNESCO",6
"USCG",6
"USTreasury",6
"VoCommunism",6
"weatherchannel",6
"weeklystandard",6
"WMALDC",6
"660KSKY",5
"astros",5
"CBPRGV",5
"CFPB",5
"CNNPolitics",5
"CPAC",5
"DeptofDefense",5
"DyessAFBase",5
"GovernorPerry",5
"HeritageOTH",5
"JimDeMint",5
"ksatnews",5
"MorningsMaria",5
"RepBrianBabin",5
"SBAList",5
"SenatorTimScott",5
"SquawkCNBC",5
"TAMU",5
"TheWellsReport",5
"tim_cook",5
"USDA",5
"USMC",5
"WSJopinion",5
"ACTforAmerica",4
"AjitPaiFCC",4
"AmbJohnBolton",4
"BrazoriaCounty",4
"crovitz",4
"CRTV",4
"DanaPerino",4
"Daniel_Alders",4
"HoustonFoodBank",4
"HoustonOEM",4
"KenPaxtonTX",4
"kfdmnews",4
"kgbt",4
"KVUE",4
"leopoldolopez",4
"LevinTV",4
"NBCDFW",4
"News4SA",4
"PostOpinions",4
"RandPaul",4
"realDonaldTrump",4
"RepBillFlores",4
"RepKevinBrady",4
"RepRWilliams",4
"scrowder",4
"SecretarySonny",4
"sendavidperdue",4
"SpaceX",4
"TexasDSHS",4
"TexasTech",4
"USChamber",4
"UTAustin",4
"WacoChamber",4
"WBAP247NEWS",4
"wfaachannel8",4
"WhiteHouse",4
"WSJ",4
"12NewsNow",3
"alcaldeledezma",3
"ana_r_quintana",3
"Astro_Ellen",3
"BakerRipley",3
"BillyGraham",3
"BPUnion",3
"cbs11jack",3
"CUFI",3
"dailybriefing",3
"DailySignal",3
"DallasPD",3
"DiscoveryEd",3
"DMNOpinion",3
"FAANews",3
"fbcoem",3
"fortworthpd",3
"Fox26Houston",3
"FOX4",3
"FreedomWorks",3
"hcphtx",3
"HUDgov",3
"HudsonInstitute",3
"InterfaithMin",3
"jeffsessions",3
"JimInhofe",3
"JulieFineNBC5",3
"kaybaileyhutch",3
"KGNSnews",3
"liliantintori",3
"marcorubio",3
"MarioDB",3
"michaelcburgess",3
"NASA_Orion",3
"newsmax",3
"NFIB",3
"NRGParkFan",3
"NTU",3
"NWS",3
"OfficialAlamo",3
"oreillyfactor",3
"PeterbiltMotors",3
"RedState",3
"RepMoBrooks",3
"RODEOHOUSTON",3
"RosaMariaPaya",3
"RRAD_TX",3
"SBAgov",3
"SecretaryZinke",3
"SenateGOP",3
"SenatorBirdwell",3
"SenatorCantwell",3
"SenDeanHeller",3
"SenRonJohnson",3
"SenRubioPress",3
"SenTomCotton",3
"Simone_Biles",3
"SophieHRW",3
"SouthwestAir",3
"SteveScalise",3
"TeamCavuto",3
"TeamRubicon",3
"TexasRetailers",3
"TexasTDI",3
"TexasWCA",3
"theblaze",3
"TheJusticeDept",3
"TimesofIsrael",3
"toddstarnes",3
"townhallcom",3
"TxCattleFeeders",3
"txglo",3
"txvalues",3
"usairforce",3
"USNationalGuard",3
"USUN",3
"VictoriaCoates",3
"WashTimes",3
"_MealsOnWheels",2
"1stLiberty",2
"ABC",2
"ABC7Amarillo",2
"ABCPolitics",2
"aircraftcarrier",2
"AllHazardsTFS",2
"amanbatheja",2
"AmeriCorps",2
"AP",2
"ArtAcevedo",2
"AtecInc",2
"AustinChamber",2
"BAHEP",2
"BarackObama",2
"BCSChamber",2
"benshapiro",2
"Caller_Courtney",2
"callerdotcom",2
"carlyhoilman",2
"CBPSouthTexas",2
"CBSThisMorning",2
"cfbeaumont",2
"ChadHastyRadio",2
"ChrisCPandolfo",2
"ChristianForTX",2
"City_of_David",2
"cityofcc",2
"CityofLaredoTX",2
"ConawayTX11",2
"csf_spaceflight",2
"DailyCaller",2
"DanielJHannan",2
"DanPatrick",2
"DBJHethcock",2
"dbongino",2
"dburge1962",2
"DigitalLiberty",2
"DowntownHouston",2
"DrPepperSnapple",2
"ElissaRivas13",2
"elpasotimes",2
"EPA",2
"FaithandFreedom",2
"FHFA",2
"FindFarmCredit",2
"fox7austin",2
"FPFNews",2
"gary_kelly",2
"Gavin_McInnes",2
"GeneralBrnovich",2
"GeorgeHWBush",2
"GHPartnership",2
"GorsuchFacts",2
"GSMPtweets",2
"HouseGOP",2
"HoustonHealth",2
"HoustonISD",2
"HoustonTX",2
"hpisdschools",2
"hughhewitt",2
"iglooproducts",2
"JesseBWatters",2
"JoePerticone",2
"JohnBoozman",2
"jonmcclellan",2
"jslovegrove",2
"kdhnews",2
"KHOU",2
"laprensa",2
"LaredoChamber",2
"librarycongress",2
"Lil_wranglers",2
"marjoriesba",2
"MattressMack",2
"mchalfant16",2
"METROHouston",2
"MRTOilBiz",2
