"Mention","Frequency"
"ChrisVanHollen",179
"SenateDems",89
"POTUS",75
"SenateGOP",68
"SpeakerBoehner",64
"HouseGOP",39
"SenatorCardin",30
"SpeakerRyan",28
"USCBO",21
"NIH",18
"realDonaldTrump",18
"SenateMajLdr",17
"EPA",16
"SenatorBarb",15
"WhiteHouse",14
"PPFA",13
"RepCummings",13
"CFPB",12
"HouseDemocrats",12
"SenToomey",12
"NancyPelosi",11
"VP",11
"SenFeinstein",10
"SenMarkey",10
"CAPAction",9
"CoryBooker",9
"tomperriello",9
"WhipHoyer",9
"ChrisMurphyCT",8
"LarryHogan",8
"MeetThePress",8
"RepDonBeyer",8
"SenBobCasey",8
"SenJohnMcCain",8
"SenWhitehouse",8
"UofMaryland",8
"wmata",8
"chesapeakebay",7
"DrLeanaWen",7
"FCC",7
"mitchellreports",7
"NASA",7
"NRA",7
"RepBarbaraLee",7
"SenJeffMerkley",7
"TheJusticeDept",7
"KamalaHarris",6
"MontgomeryCoMD",6
"NASAGoddard",6
"NOAA",6
"SenatorLeahy",6
"SenBlumenthal",6
"SenDuckworth",6
"washingtonpost",6
"AARPMD",5
"brianschatz",5
"EleanorNorton",5
"freedomcaucus",5
"GOPLeader",5
"HouseBudgetDems",5
"ICEgov",5
"Interior",5
"marcorubio",5
"MSNBC",5
"nytimes",5
"RonWyden",5
"rosadelauro",5
"SenSchumer",5
"SenTedCruz",5
"SenWarren",5
"Twitter",5
"UN",5
"AlanPGross",4
"Call_Me_Dutch",4
"CDCgov",4
"CommishKDavis",4
"DiscoveryComm",4
"FBI",4
"GerryConnolly",4
"GirlUp",4
"GOP",4
"HHSGov",4
"HUDgov",4
"indivisible410",4
"louiseslaughter",4
"MDLCV",4
"MomsRising",4
"Morning_Joe",4
"Pontifex",4
"repjohnlewis",4
"SenatorTester",4
"Space_Station",4
"sr_simone",4
"afronews",3
"AjitPaiFCC",3
"AlMonitor",3
"amandabarrettvt",3
"autismspeaks",3
"BenCardinforMD",3
"BetsyDeVosED",3
"BowieState",3
"BrianFrosh",3
"businessinsider",3
"CecileRichards",3
"childrenshealth",3
"clairecmc",3
"DeutscheBank",3
"DHSgov",3
"FoxNews",3
"FoxNewsSunday",3
"genebsperling",3
"hagerstowncc",3
"HealthyMaryland",3
"LittleLobbyists",3
"MarkWarner",3
"MarylandConnect",3
"MittRomney",3
"MojoSpinner",3
"NARAL",3
"nardotrealtor",3
"NDDUnited",3
"NewsHour",3
"NTSB",3
"Orioles",3
"physicianwomen",3
"plough_shares",3
"PPact",3
"RealEconImpact",3
"RedCross",3
"RepEsty",3
"RepMcCaul",3
"RepSarbanes",3
"RepThompson",3
"SecElaineChao",3
"SecretaryZinke",3
"SEIU",3
"SenatorDurbin",3
"SenCortezMasto",3
"SenFranken",3
"SRuhle",3
"stevenmnuchin1",3
"UMESNews",3
"USDA",3
"USOPM",3
"USTreasury",3
"_BrightFocus",2
"AjijaVG",2
"alfranken",2
"allinwithchris",2
"AmeriCorps",2
"AnneFrankCenter",2
"antonioguterres",2
"AutisticReality",2
"awidercircle",2
"BarackObama",2
"BMore_Healthy",2
"cammcwhirter",2
"CenterOnBudget",2
"cheddar",2
"civilrightsorg",2
"cjbinmd",2
"CNN",2
"CNNHeroes",2
"COcanalNPS",2
"cspan",2
"DarrellIssa",2
"DCBullyBusters",2
"EJDionne",2
"fredcochamber",2
"freedomhousedc",2
"GKButterfield",2
"GlennKesslerWP",2
"GMA",2
"GStephanopoulos",2
"heathermizeur",2
"HoCoChamber",2
"HuffingtonPost",2
"HuffPostPol",2
"JeffMerkley",2
"JohnsHopkins",2
"KaiserFamFound",2
"kay_vandenberg",2
"keithellison",2
"KevinGausman",2
"kojoshow",2
"kwelkernbc",2
"librarycongress",2
"LoDins1776",2
"markbergel",2
"mayorpugh",2
"maziehirono",2
"MClyburnFCC",2
"MDFoodBank",2
"MichaelArtz",2
"michellemalkin",2
"NAACP_LDF",2
"NACCHOalerts",2
"NASA_Wallops",2
"NatlParkService",2
"NIHDirector",2
"nowthisnews",2
"NPWF",2
"OrbitalATK",2
"PreetBharara",2
"PressClubDC",2
"PressSec",2
"QueenAnneEM",2
"RandPaul",2
"RepAndyHarrisMD",2
"RepAnthonyBrown",2
"RepBecerra",2
"RepHuizenga",2
"RepJimMcDermott",2
"RepJoeCourtney",2
"repsandylevin",2
"RepSteveIsrael",2
"RepSwalwell",2
"RepTomPrice",2
"RSimon18",2
"SallyQYates",2
"sandyhook",2
"SBAmidatlantic",2
"SEEC",2
"SenateAgDems",2
"SenatorBaldwin",2
"SenatorCarper",2
"SenatorEnzi",2
"SenatorHarkin",2
"SenatorTomUdall",2
"SenDanSullivan",2
"SenJohnBarrasso",2
"SenSherrodBrown",2
"SenTinaSmith",2
"SpOlympicsMD",2
"StateDept",2
"taxmarch",2
"thcbaltimore",2
"thehill",2
"timkaine",2
"USArmy",2
"USCG",2
"USDA_ARS",2
"usedgov",2
"ussoccer_wnt",2
"WRBethesda",2
"WSJ",2
"WTOP",2
"_AngelaMorabito",1
"11",1
"32BJSEIU",1
"47abc",1
"49ers",1
"4H",1
"AACR",1
"aafp",1
"AANCAC",1
"AaronMMaybin",1
"ABC7News",1
"ABCPolitics",1
"ACLU",1
"AEI",1
"AFJustice",1
"AFSCME",1
"AFT_Maryland",1
"afterschool4all",1
"AFVhq",1
"alangomez",1
"AloHank_",1
"Alyssa_Milano",1
"amacker",1
"AmerAcadPeds",1
"American_Heart",1
"AmericanCancer",1
"amhwohl",1
"amprog",1
"AmputeesUSA",1
"amyklobuchar",1
"AnderCrenshaw",1
"AndyGreenSF",1
"AndyKroll",1
"AngelaHanks",1
"anna_mcguired",1
"annefrankhouse",1
"anthonomics",1
"arneduncan",1
"AskMDDems",1
"asmith83",1
"astro_reid",1
"astro_ricky",1
"awesomecosmos",1
"BaltCitySchools",1
"baltimoresun",1
"BankingGOP",1
"BaskinRobbins",1
"BeaFihn",1
"benwikler",1
"BethesdaBeat",1
"BetsyDeVos",1
"BettyButterly",1
"bi_politics",1
"BillKarins",1
"BillNye",1
"BillSchneiderDC",1
"blairmagnet",1
"blairprincipal",1
"BlueWaterBmore",1
"bmoreccc",1
"BobbyScott",1
"BraddJaffy",1
"Bradybuzz",1
"BretBaier",1
"brianbeutler",1
"BurgerKing",1
"byHeatherLong",1
"C4Show",1
"CapitalPrideDC",1
"capitalweather",1
"CapitolPolice",1
"CarmenYulinCruz",1
"CarnegieCorp",1
"Carpe_Cervisia",1
"CASAforall",1
"cathymcmorris",1
"CBS",1
"CBSNews",1
"cdc",1
"CharlieCookDC",1
"chesbayprogram",1
"ChispaMaryland",1
"ChrisJansing",1
"chrislhayes",1
"chucktodd",1
"Cirincione",1
"CityOfLasVegas",1
"Clyburn",1
"CNBCClosingBell",1
"cnhed",1
"CNNOpinion",1
"CNNPolitics",1
"cohenfest",1
"colincampbell",1
"cosponsorgov",1
"costareports",1
"crampell",1
"creativemoco",1
"CrossroadsGPS",1
"DanaPerino",1
"DanRodricks",1
"davidcicilline",1
"davidedimo",1
"davidsirota",1
"DavidWhiteheadC",1
"DavidWright_CNN",1
"DCVAMC",1
"Deirdre_HR",1
"delmendorf",1
"DeptofDefense",1
"DeptVetAffairs",1
"deray",1
"DevinNunes",1
"Disney",1
"dnewhauser",1
"DOE_SC_NSB",1
"DrDigiPol",1
"DrMayaAngelou",1
"DrPollard_MC",1
"dyslexiasomd",1
"educationweek",1
"edworkforcedems",1
"EllenLWeintraub",1
"EPAScottPruitt",1
"EricaSante",1
"ErinBurnett",1
"Everytown",1
"exxonmobil",1
"FEAScholarships",1
"FEC",1
"fema",1
"FiveThirtyEight",1
"FLOTUS",1
"FortBenning",1
"FredWertheimer",1
"FTA_DOT",1
"FTiafoe",1
"FWD_us",1
"Gallaudet",1
"Gap",1
"GatorsSR",1
"gazette_net",1
"georgeleventhal",1
"GetUSCovered",1
"gilliantett",1
"GinaEPA",1
"GingerGibson",1
"GOPWhip",1
"GovernorOMalley",1
"GreggHoush",1
"greta",1
"GretchenTG",1
"GunCtrlMarch",1
"HallieJackson",1
"HarfordCC",1
"HarrySteinDC",1
"hazelnut6",1
"HCAN",1
"HeidiPrzybyla",1
"Heritage",1
"hhs",1
"HolocaustMuseum",1
"HonestTea",1
"HopkinsHowardC",1
"HouseGVP",1
"HouseOversight",1
"IBTimes",1
"IKnowEverything",1
"IWLA_org",1
"J_Insider",1
"Jackie___Cohen",1
"jaketapper",1
"Jannwiltz",1
"JansingCo",1
"JaredHuffman",1
"JaredKThompson",1
"jasonenright",1
"Jcaplan1212",1
"JCooperMartin",1
"JCRCgw",1
"JECDems",1
"JennyMosier",1
"jfritze",1
"JHUAPL",1
"Jim_Jordan",1
"jimmykimmel",1
"jimvance4",1
"JoAnneNickerso3",1
"JoaquinCastrotx",1
"JoeBiden",1
"JoeSquawk",1
"john_dingell",1
"JointheAction",1
"jonathanweisman",1
"jonfavs",1
"jonkarl",1
"jonlovett",1
"JRubinBlogger",1
"jschumi",1
"jstrick10",1
"JudyWoodruff",1
"justinamash",1
"JustinTrudeau",1
"jwpetersNYT",1
"K_JeanPierre",1
"kasie",1
"katieledecky",1
"KatrinaNation",1
"kelsey_snell",1
"KESCougars",1
"kimberly_wade",1
"KingsPoint2003",1
"kmorrisjr",1
"larry_kudlow",1
"LarryKorb",1
"LEffronG",1
"LibertysPromise",1
"LindseyGrahamSC",1
"lpsrocks",1
"LukeRussert",1
"maeganvaz",1
"MalalaFund",1
"maristpoll",1
"MarkPocan",1
"marnyinMD",1
"MartinHeinrich",1
"Maryland4H",1
"MarylandBRAC",1
"MarylandHunger",1
"MarylandPSC",1
"mattwhouse",1
"mattyglesias",1
"MaxineJones18",1
"maxwellbennett",1
"MayorSRB",1
"McConnellWTOP",1
"mcps_options",1
"MCS4Biz",1
"MD4guaranteedHC",1
"MdBioFoundation",1
"MDBiz",1
"mdnonprofits",1
"MdPublicSchools",1
"MDSeaGrant",1
"MedicareGov",1
"medicarerights",1
"metavivor",1
"michaelcrowley",1
"Michelle4NM",1
"mikercarpenter",1
"MilitaryOfficer",1
"MomsDemand",1
"MonifaRMS",1
"mormonweg",1
"MorningEdition",1
"morningmoneyben",1
"mostnetwork",1
"MotherJones",1
"MrTrashWheel",1
"MSEAeducators",1
"NAACP",1
"NASAHubble",1
"NASANewHorizons",1
"NationalCouncil",1
"NationalNurses",1
"NatlBlueRibbon",1
"NatlGovsAssoc",1
"Nature_DCMDVA",1
"NCPSSM",1
"NDSS",1
"NEArts",1
"NETWORKLobby",1
"nevegarrett",1
"NewDay",1
"Newseum",1
"Newsweek",1
"NHC_Atlantic",1
"nickconfessore",1
"NicoleCNN",1
