"Mention","Frequency"
"clairecmc",514
"McCaskillOffice",132
"SenateHSGACDems",66
"senrobportman",56
"RoyBlunt",43
"realDonaldTrump",40
"SenateAging",29
"SenateGOP",29
"SenatorCollins",29
"jlabomb",24
"stltoday",24
"Mizzou",22
"Royals",20
"SenPatRoberts",18
"SenGillibrand",17
"WhiteHouse",17
"CityOfIndepMO",15
"facebook",15
"SenJohnMcCain",15
"USGAO",15
"DHSgov",14
"SenRonJohnson",13
"DeptVetAffairs",12
"FCC",12
"POTUS",12
"SenateDems",12
"hannibalcourier",11
"MissingKids",11
"NatlParkService",11
"SenatorCarper",11
"CityofNeosho",10
"cspan",10
"CityofLebanon",9
"CityofMexicoMO",9
"HouseGOP",9
"lindsaywise",9
"MarkWarner",9
"Medium",9
"Missouri_NG",9
"savannahmo",9
"Snapchat",9
"StCharlesCity",9
"VisitChilli",9
"VisitHermann",9
"washingtonpost",9
"alzassociation",8
"cityofLS",8
"GOP",8
"JeffFlake",8
"jrosenbaum",8
"KellyAyotte",8
"newspressnow",8
"DeptofDefense",7
"FaceTheNation",7
"kytv",7
"MissouriWestern",7
"robportman",7
"SenatorHeitkamp",7
"StJoMo",7
"UCentralMO",7
"DEAHQ",6
"fema",6
"jaketapper",6
"KCStar",6
"MSNBC",6
"ParkUniversity",6
"parkvillemo",6
"SenatorBurr",6
"SenBlumenthal",6
"SenJoniErnst",6
"stlpublicradio",6
"TheJusticeDept",6
"TrumanState",6
"USATODAY",6
"USDA",6
"41actionnews",5
"CFPB",5
"Chiefs",5
"CityofBranson",5
"dshesgreen",5
"FTC",5
"JoplinGlobe",5
"kcur",5
"KHQA",5
"kmoxnews",5
"MissouriSandT",5
"MissouriState",5
"NPR",5
"NWMOSTATE",5
"OTCedu",5
"OzarkNPS",5
"SOPFLWRegion",5
"USArmy",5
"VisitMO",5
"VP",5
"AmericanLegion",4
"BetsyDeVosED",4
"bobschieffer",4
"Cardinals",4
"ChuckGrassley",4
"columbiatribune",4
"endrapeoncampus",4
"Equifax",4
"fortleonardwood",4
"JohnCornyn",4
"NCAADII",4
"NCADA_STL",4
"NHTSAgov",4
"PresHarryTruman",4
"RepAnnieKuster",4
"RepMikeTurner",4
"SecAFOfficial",4
"SenateMajLdr",4
"SenatorLankford",4
"SLMPD",4
"springfieldNL",4
"Tracy_Loader",4
"TrumanLibrary",4
"tsrblke",4
"USTreasury",4
"Whiteman_AFB",4
"whitemanspirit",4
"WSJ",4
"YouTube",4
"AARP",3
"aelizabethclark",3
"anantharaman",3
"andreactually",3
"AnheuserBusch",3
"BPC_Bipartisan",3
"BryanLowry3",3
"BuzzFeedNews",3
"CQnow",3
"craasch",3
"downtownls",3
"DsjNews",3
"edgewoodcream",3
"ExploreBranson",3
"eyokley",3
"girlscouts",3
"GoJeffco",3
"HarrySTrumanNPS",3
"HeidiMurkoff",3
"HHSGov",3
"InternetAssn",3
"ItsOnUs",3
"JerryMoran",3
"KCMO",3
"kmbc",3
"kolr10kozl",3
"ksdknews",3
"librarycongress",3
"marawilliamskc",3
"MaryvilleMO",3
"McClatchyDC",3
"mostateag",3
"ndaajustice",3
"NGA_GEOINT",3
"NIH",3
"NPWF",3
"nytimes",3
"PeriscopeCo",3
"PressSec",3
"Publici",3
"RandPaul",3
"RedCross",3
"repjohnlewis",3
"sarah_spreitzer",3
"SCC_StCharlesCC",3
"SenatorBarb",3
"SenatorFischer",3
"SenatorTester",3
"SenBillNelson",3
"SenDeanHeller",3
"SenFeinstein",3
"SenMikeLee",3
"SenRubioPress",3
"sethmeyers",3
"SJNPNewton",3
"SocialSecurity",3
"StJosephPost",3
"stlpolitics",3
"townhallproject",3
"usairforce",3
"USChamber",3
"USMC",3
"USNavy",3
"VFWHQ",3
"VICE",3
"WUSTL",3
"_MealsOnWheels",2
"139AW",2
"A_Bear24",2
"AgBizKC",2
"ALZGreaterMo",2
"amyklobuchar",2
"amyschumer",2
"AP",2
"aplusk",2
"AstraZeneca",2
"athompsonWHIG",2
"Automotive_News",2
"AvilaUniversity",2
"BeltonSchools",2
"betsy_klein",2
"BillCassidy",2
"BizRoundtable",2
"BlueSpringsGov",2
"Boehringer",2
"Boulevard_Beer",2
"BrownSchool",2
"Brpkelly",2
"businessinsider",2
"ByBerkowitz",2
"Catlee23",2
"CBPRGV",2
"CDCgov",2
"CDTCivilWar",2
"CENETJ1",2
"chucktodd",2
"cmuniv",2
"COCAstl",2
"CubaMOMurals",2
"DanforthCenter",2
"downtownstlouis",2
"DrDavidSharp",2
"durrieB",2
"ecpatusa",2
"ElmsResort",2
"Emissourian",2
"ENERGY",2
"EngineOrg",2
"Experian_US",2
"experienceworks",2
"farmcredit",2
"FestusHS",2
"FOX2now",2
"fox4kc",2
"fultonsun",2
"GatewayArchSTL",2
"Glassdoor",2
"govtrack",2
"GriffonNewsCom",2
"HarrisStowe",2
"HBO",2
"HCP_Editor",2
"IAmJaneDoeFilm",2
"ICEgov",2
"jmsummers",2
"johnmdonnelly",2
"julia_lurie",2
"KCMikeMahoney",2
"kcpolice",2
"kfvsnews",2
"KOMUnews",2
"kq2",2
"ksprnews",2
"ladygaga",2
"legionindc",2
"LouisianaMoEDC",2
"marymazzio",2
"MayorSlyJames",2
"MEPFuller",2
"MilitaryOfficer",2
"MissingKidsCEO",2
"MissouriWines",2
"mitchellreports",2
"MoDOT",2
"MoHumanities",2
"Morning_Joe",2
"MrJoshCharles",2
"NAFClinics",2
"NavalAcademy",2
"NCIDrDoug",2
"NDSS",2
"NEAarts",2
"NEAJaneChu",2
"netflix",2
"NewsHour",2
"NFUDC",2
"Nightline",2
"Oracle",2
"OTC_RVC",2
"PacificCommand",2
"Patriots",2
"PhRMA",2
"Polaris_Project",2
"RepHartzler",2
"RepJasonSmith",2
"RepTomPrice",2
"RiverfrontTimes",2
"rollcall",2
"saintlukeskc",2
"SASCDems",2
"SavannahGuthrie",2
"SEMissouriState",2
"Sen_JoeManchin",2
"SenatorBaldwin",2
"SenatorHassan",2
"SenatorShaheen",2
"SenBobCasey",2
"SenCapito",2
"SenDougJones",2
"SenJackReed",2
"SenJohnThune",2
"SenMarkey",2
"sgfnews",2
"SpringfieldCVB",2
"starsandstripes",2
"STLonAir",2
"TeamUSA",2
"theNCI",2
"thorn",2
"timkaine",2
"TODAYshow",2
"TransUnion",2
"TSA",2
"Uber",2
"umsystem",2
"USACEHQ",2
"USBP_HonorFirst",2
"uscapitol",2
"USCG",2
"usedgov",2
"USGSA",2
"USPS",2
"VAChair",2
"voxdotcom",2
"VVAmerica",2
"washingtondc",2
"WorldWEUS",2
"wpquill",2
"_agreen_",1
"_standmo_",1
"1310kzrg",1
"1400KFRU",1
"23andMe",1
"4H",1
"550KTRS",1
"930amWTAD",1
"939TheEagle",1
"AAAnews",1
"aafp",1
"AAUW",1
"AAUWPolicy",1
"ABAesq",1
"ABC",1
"ABCNewsLive",1
"ABCPolitics",1
"Abel_Romero_",1
"ABerrang",1
"ACLgov",1
"AgelessAlliance",1
"AirNatlGuard",1
"AjitPaiFCC",1
"akesslerdc",1
"Allergan",1
"AlphaBrewingCo",1
"ALS_STLRegion",1
"AmandaMSidesRN1",1
"AMB_Nesbitt",1
"AmerAcadPeds",1
"AmericanHumane",1
"annbolzenius",1
"arothfield",1
"ARTBA",1
"ArthurBryantsKC",1
"ATT",1
"AWHONN",1
"BachelorABC",1
"backpagecom",1
"BarackObama",1
"BassProShops",1
"BetsyOglesbee",1
"bhfp",1
"BillNye",1
"blambrecht",1
"blochexeced",1
"Boeing",1
"BoeingDefense",1
"BooneCountyFire",1
"bowtieger",1
"BraithwaiteMD",1
"BrandonLRichard",1
"brandonvan64",1
"bransonmayor",1
"BreakingDefense",1
"brendatracy24",1
"brflux",1
"BrianAbelTV",1
"Brianontheair",1
"brielarson",1
"BrittBorman",1
"BRNAgNews_Tom",1
"brownfield",1
"BruceJournal",1
"BTCbranson",1
"BudgetTravel",1
"Budweiser",1
"buttkicker7",1
"BWilliams",1
"capitalweather",1
"CASact",1
"CathyAndruzzi",1
"cbabibayoc",1
"CBS",1
"CBSNews",1
"CBSThisMorning",1
"Centene",1
"CentralBulldog",1
"chandler_fry",1
"CharlesBloomSC",1
"charlesornstein",1
"cheddar",1
"ChrisMurphyCT",1
"ChrisNagusKMOV",1
"ChristopherAve",1
"ChrisYoungMusic",1
"CHStoCollege",1
"ChurchillMuseum",1
"cindymccain",1
"CityofSgf",1
"clairecm",1
"ClaytonSchools",1
"ClifSmart",1
"CNN",1
"coleswindell",1
"ColinDefense",1
"CoMissourian",1
"ConnectingVets",1
"cordonnier1204",1
"courtfrerichs8",1
"craigs2040",1
"Crayola",1
"CreativityAging",1
"CRileyNL",1
"cronkb",1
"crystalclear224",1
"crystalespie",1
"CSEventTweets",1
"CultureTrip",1
"CVoelkerding",1
"CWAUnion",1
"dallen2008",1
"DanTennessen",1
"darth",1
"DavidALieb",1
"davidshepardson",1
"DayReelHub",1
"DeannaPrice32",1
"DemandAbolition",1
"denicefrohman",1
"DepSecDuke",1
"dhsproud",1
