"Hashtag","Frequency"
"TaxReform",93
"Obamacare",66
"Philly",41
"SOTU",21
"Gettysburg",20
"VA",18
"ENDALZ",17
"Iran",17
"bipartisan",16
"sequester",16
"vets",15
"MythVsFact",14
"ObamaCare",14
"BetterCare",13
"PatsFacts",13
"FlyEaglesFly",12
"PAProud",12
"SarahMurnaghan",12
"SCOTUS",12
"sugarreform",12
"GroundhogDay",11
"IranDeal",11
"SanctuaryCities",11
"Flight93",10
"NeverForget",10
"BUCN",9
"debtlimit",9
"FiscalCliff",9
"LLWS",9
"NationalPoliceWeek",9
"PA",9
"Pittsburgh",9
"Senate",9
"TeamUSA",9
"WeAre",9
"KeystoneXL",8
"Olympics",8
"OTD",7
"passthetrash",7
"veterans",7
"VeteransDay",7
"Alzheimer",6
"FinalFour",6
"IRS",6
"jobs",6
"MarchMadness",6
"RFS",6
"Rio2016",6
"SanctuaryCity",6
"StanleyCup",6
"StopSanctuaryCities",6
"SyrianRefugees",6
"tbt",6
"USMNT",6
"ALZ",5
"Benghazi",5
"BlackHistoryMonth",5
"Buctober",5
"BurghProud",5
"DACA",5
"EndALZ",5
"EPA",5
"IBelieveThatWeWillWin",5
"Johnstown",5
"LetsMarchNova",5
"shutdown",5
"sugar",5
"taxreform",5
"trainwreck",5
"ValentinesDay",5
"CandyDesk",4
"EndAlz",4
"FAA",4
"HereWeGo",4
"hero",4
"ICYMI",4
"KatesLaw",4
"marchmadness",4
"MedalofHonor",4
"MLK",4
"MythVFact",4
"NARA",4
"NLWildCard",4
"PennState",4
"RedLandLL",4
"repealandreplace",4
"RIP",4
"SaveSarah",4
"TaneyDragons",4
"tax",4
"Veterans",4
"Vets",4
"AmberAlert",3
"Amtrak188",3
"Brussels",3
"ConfirmGorsuch",3
"CVF",3
"Gitmo",3
"HappyFriday",3
"Harvey",3
"Irma",3
"Israel",3
"LaborDay",3
"LetsGoPens",3
"LettersAboutLiterature",3
"MemorialDay",3
"MH17",3
"MOH",3
"NationalDogDay",3
"NationalGuard",3
"ObamaFlightDelays",3
"OlympicGames",3
"OneNationOneTeam",3
"opioid",3
"PACTAct",3
"PearlHarbor",3
"Pennsylvania",3
"Pens",3
"PopeInDC",3
"PopeInPhilly",3
"PurpleHeart",3
"savesarah",3
"SchumerShutdown",3
"StandwithRand",3
"TaxDay",3
"taxes",3
"TPP",3
"vet",3
"WomensHistoryMonth",3
"WOTUS",3
"YomKippur",3
"1N1T",2
"AMBERAlert",2
"ArmyBDay",2
"ArmyNavy",2
"AuditTheFed",2
"Autism",2
"BatonRouge",2
"BelieveInDragons",2
"BerksLatino",2
"blackhistorymonth",2
"BostonStrong",2
"BUCTOBER",2
"burghproud",2
"CFPB",2
"ChampOnTBS",2
"Chattanooga",2
"China",2
"DDay",2
"debtceiling",2
"delicious",2
"DOJ",2
"Endalz",2
"Exton",2
"FlagDay",2
"flight93",2
"floodinsurance",2
"FTK",2
"GettysburgAddress",2
"Goddard",2
"GOP",2
"Gosnell",2
"GreatestGeneration",2
"healthcare",2
"heroin",2
"HonorFlight",2
"HumanTraffickingAwarenessDay",2
"impressive",2
"Irandeal",2
"ISIS",2
"JointAddress",2
"KansasCity",2
"Lancaster",2
"LawEnforcementAppreciationDay",2
"LetsGoBucs",2
"LLWS2014",2
"LOC",2
"marijuana",2
"MLKDay",2
"MODGourmetGala",2
"MoH",2
"MoneDavis",2
"MoNeDavis",2
"MTPDaily",2
"NationalAgricultureDay",2
"NationalParksWeek",2
"NationalParkWeek",2
"NCW30Years",2
"NDAA",2
"NovaParade",2
"NSA",2
"OpeningCeremony",2
"otd",2
"OTDIH",2
"PAFarmShow",2
"PASummerDays",2
"PaWWFH",2
"peeps",2
"Philadelphia",2
"philly",2
"Pirates",2
"PoliceWeek",2
"PSP",2
"PuertoRico",2
"PurpleHeartDay",2
"RainHappens",2
"Reagan",2
"Sandy",2
"SandyHook",2
"sequestration",2
"shotput",2
"sign4sarah",2
"SmallBizSaturday",2
"snowquester",2
"Sochi2014",2
"StanleyCupFinal",2
"swimming",2
"Syria",2
"TempleMade",2
"Thanksgiving",2
"tih",2
"trackandfield",2
"USA",2
"USOpen",2
"USWNT",2
"USWomensOpen",2
"Vaisakhi",2
"VAScandal",2
"visitPA",2
"WorldCup",2
"WorldCup2014",2
"128th",1
"13thAmendment",1
"1n1t",1
"2016Olympics",1
"2A",1
"41at91",1
"accountability",1
"ACU",1
"adoption",1
"AFBday",1
"Afghanistan",1
"agday2014",1
"AIPAC2017",1
"AirForce",1
"AKA",1
"AlanGross",1
"Algeria",1
"Allentown",1
"alzheimers",1
"Alzheimers",1
"AmazonHQ2",1
"America",1
"AmericansvsBritish",1
"Amtrak",1
"amtrak188",1
"AP",1
"Apollo11",1
"AprilFools",1
"ArmedForcesDay",1
"armstreaty",1
"Army",1
"ArnoldPalmer",1
"AskSenToomey",1
"ATimeForChoosing",1
"AudittheFed",1
"AUMF",1
"AZ",1
"B1GChampionship",1
"bailout",1
"BanEarmarks",1
"Barcelona",1
"Be4Nova",1
"BeatUSC",1
"Beetlestone",1
"Bergdahl",1
"Bernanke",1
"Bethlehem",1
"betterwithfriends",1
"BibiSpeech",1
"Big10Championship",1
"Bipartisanship",1
"BirdGang",1
"birthday",1
"blessed",1
"blimp",1
"Blimp",1
"Borinqueneers",1
"boston",1
"Boston",1
"boxing",1
"BoysNation",1
"BradleyCooper",1
"BREAKING",1
"BreastCancerAwareness",1
"brilliant",1
"BringBackOurGirls",1
"BRINKAct",1
"BrokenPromises",1
"Buccos",1
"BucNation",1
"BUCNATION",1
"buctober",1
"budget",1
"budgetdeal",1
"BusinessMatters",1
"BusToCanton",1
"cancer",1
"CancerMoonshot",1
"Candydesk",1
"Capitol",1
"CatholicSchoolsWeek",1
"CharlestonShooting",1
"Charlottesville",1
"CharterSchoolsWeek",1
"Chechnya",1
"Cheers",1
"cheese",1
"ChemistryRocks",1
"ChescoCourt",1
"Christmas",1
"CivicDuty",1
"ClayHuntSAVAct",1
"ClementeDay",1
"CliffHuxtable",1
"Collins",1
"ComeyFiring",1
"commonsense",1
"Constitution",1
"ConstitutionDay",1
"CopaAmerica",1
"corporatewelfare",1
"Coudersport",1
"Courage",1
"CPAC2014",1
"cropinsurance",1
"CSBI",1
"CSW18",1
"Cubs",1
"CubsWin",1
"Dallas",1
"Daybreak",1
"DC",1
"DDay70",1
"DEATakeBack",1
"Debtceiling",1
"DebtCeiling",1
"DebtLimit",1
"DefundObamacare",1
"delcolegend",1
"Dhaka",1
"DiabetesMonth",1
"DitchtheRule",1
"DoddFrank",1
"dontcutVOCA",1
"dormanthedelcolegend",1
"Downsyndrome",1
"Drexel",1
"Eagles",1
"EaglesCamp",1
"Easton",1
"EastonAssassin",1
"eCity",1
"eggwatch",1
"EmancipationProclamation",1
"ENDA",1
"endalz",1
"endALZ",1
"EndHumanTrafficking",1
"EndTrafficking",1
"energy",1
"EPlive",1
"EricWilliamsSenateBill",1
"Erie",1
"ErieLive",1
"ESEA",1
"fall",1
"FarmBill",1
"FathersDay",1
"FBF",1
"FeelTheBern",1
"fencing",1
"FinancingGrowth",1
"firefighters",1
"Flyers",1
"FortHood",1
"free",1
"freedom",1
"Freedom",1
"FTW",1
"Gangof8",1
"GDP",1
"Gettyburg",1
"GirlsNation",1
"GoCats",1
"GoddardCollege",1
"GoldenGlobeAwards2015",1
"GoodSport",1
"Google",1
"GroundHogDay",1
"GroundhogsDay",1
"HabemusPapam",1
"hacking",1
"Hanukkah",1
