"Hashtag","Frequency"
"Dreamers",105
"DreamActNow",90
"Trumpcare",87
"DACA",85
"ACA",79
"VegasStrong",64
"GrahamCassidy",63
"Medicaid",58
"GOPTaxScam",49
"1October",47
"DREAMers",25
"DefendDACA",23
"NetNeutrality",23
"ProtectDreamers",23
"TPS",23
"AskCatherine",20
"MonumentsForAll",19
"GetCovered",18
"AmericanDreamer",17
"DreamAct",16
"LasVegasShooting",16
"DREAMAct",15
"GOP",14
"CHIP",13
"LasVegas",13
"BasinandRange",12
"GoldButte",12
"HomeMeansNevada",12
"NVleg",12
"BasinAndRange",10
"BigBanks",10
"DoddFrankRollback",10
"HurricaneHarvey",10
"IStandWithPP",10
"publiclands",10
"WomensHistoryMonth",10
"HereToStay",9
"NotOnePenny",9
"Senate",9
"opioidcrisis",8
"TrumpShutdown",8
"BattleBorn",7
"GOPTaxPlan",7
"KillTheBill",7
"NoBanNoWall",7
"NVFlood17",7
"ParisAgreement",7
"TrumpBudget",7
"TrumpCare",7
"Vegas",7
"ArcticRefuge",6
"BigOil",6
"defendDACA",6
"LaborDay",6
"LaLuchaSigue",6
"MuslimBan",6
"ProtectDREAMers",6
"SaveTPS",6
"Tahoe",6
"TahoeSummit",6
"AmericanDREAMer",5
"Classof2017",5
"FreeandOpenInternet",5
"LatinaEqualPay",5
"nvleg",5
"TrumpTax",5
"1october",4
"Charlottesville",4
"Dreamer",4
"EXIM",4
"ForcedArbitration",4
"GrahamCassidyNO",4
"HurricaneIrma",4
"JointSession",4
"MayDay2017",4
"Medicare",4
"NaturalizeNOW",4
"NDAA",4
"opioidepidemic",4
"SenateGOP",4
"SOTU",4
"StandWithWorkers",4
"transban",4
"VegasShooting",4
"WorldWaterDay",4
"8NN",3
"ACASabotage",3
"AskUSCIS",3
"BlackHistoryMonth",3
"CourtsMatter",3
"FailingPresident",3
"Garrett",3
"GetCoveredNow",3
"GlobalGagRule",3
"GOPbudget",3
"GOPBudget",3
"HumanTraffickingAwarenessDay",3
"LatinoConservationWeek",3
"LCW2017",3
"LGBTQ",3
"MakeAmericaSickAgain",3
"netneutrality",3
"NevadaDay",3
"ParklandShooting",3
"protectthearctic",3
"ripoffclause",3
"SandyHook",3
"SchoolsNeedMedicaid",3
"SESTA",3
"SkinnyRepeal",3
"SmallBusinessWeek",3
"SmartCities",3
"StatePublicOption",3
"STEAM",3
"STEM",3
"StopGorsuch",3
"SupportEXIM",3
"TaxReform",3
"TECHNOLOchicas",3
"ToImmigrantsWithLove",3
"Trump100Days",3
"VeteransDay",3
"VoteNoMTP",3
"wagegap",3
"WomensMarch",3
"WomensMarch2018",3
"ADayWithoutImmigrants",2
"AHCA",2
"AlexanderMurray",2
"AmericaSpeaksOut",2
"Borderwall",2
"BRINKAct",2
"ClarkCounty",2
"CleanPowerPlan",2
"climatechange",2
"ClimateMarch",2
"CWSG",2
"DefendOurMonuments",2
"DeVos",2
"ENDALZ",2
"EqualPay",2
"FAA",2
"FBI",2
"FBIDirector",2
"HeretoStay",2
"HonorWithAction",2
"HurricaneMaria",2
"ImmigrantHeritageMonth",2
"InfrastructureWeek",2
"InnovationState",2
"lasvegasshooting",2
"LVMPD",2
"MedicareX",2
"MuslimBan2",2
"MyHealthNV",2
"NationalMonuments",2
"NotWithoutRepro",2
"NV",2
"opioid",2
"PrayForVegas",2
"PuertoRico",2
"RedAlert4CHCs",2
"RipoffClause",2
"SaveDACA",2
"SaveGrouse",2
"SECUREAct",2
"ShowUsTheBill",2
"smallbiz",2
"SolarEclipse",2
"StartUpDay",2
"TDOV",2
"technolochicas",2
"TitleX",2
"TrumpRussia",2
"TrumpTaxScam",2
"VegasBorn",2
"vegasstrong",2
"WallStreet",2
"Yucca",2
"YuccaMountain",2
"100DaysofGOP",1
"115thCongress",1
"242NavyBday",1
"AAPIEqualPay",1
"ACAsabotage",1
"ActOnClimate",1
"Adelante",1
"AmericanDreamers",1
"AmericanHeartMonth",1
"answertime",1
"AnswerTime",1
"AntiquitiesAct",1
"AntiquitiesActof2018",1
"ArmyNavyGame",1
"ArticRefuge",1
"badass",1
"badasswomenDC",1
"Barcelona",1
"BeatCancer",1
"BetsyDeVos",1
"BidenCam",1
"BlackWomensEqualPay",1
"BofAStudentLeaders",1
"BorderWall",1
"BrokenPromises",1
"BumpDay",1
"bumpstocks",1
"BurningMan2017",1
"CafecitoConCatherine",1
"CAWx",1
"CES18",1
"CES2018",1
"CG227",1
"ChallengeHER",1
"Charlotesville",1
"ChefsForPuertoRico",1
"CincodeMayo",1
"CIR",1
"cleanenergy",1
"climateaction",1
"ClimateChange",1
"ClimateFacts",1
"CodeLikeAGirl",1
"colememo",1
"ComeyHearing",1
"CTE",1
"DACAworks",1
"DAPA",1
"DDay",1
"DefendDREAMers",1
"DenimDay",1
"DoddFrank",1
"DrainTheSwamp",1
"DREAMActNow",1
"dreamers",1
"drone",1
"dronedelivery",1
"DTLV",1
"EmergencyNursesDay",1
"EqualityAct",1
"equalityday",1
"EqualPayDay",1
"Equifax",1
"ExtendCHIP",1
"failing",1
"FakeMath",1
"FaradFire",1
"FBF",1
"FinalFour",1
"FindYourPark",1
"Fortune100",1
"GirlsinSTEM",1
"GirlsinTech",1
"GoingDancing",1
"GoldenKnights",1
"GoNancyGo",1
"GOPs",1
"GoRedForWomen",1
"GreatBasin",1
