"Mention","Frequency"
"hughhewitt",125
"newsradio1029",114
"SenTomCotton",70
"SASCMajority",61
"ArkansasOnline",37
"dcexaminer",32
"Morning_Joe",31
"WSJ",28
"RobyBrock",26
"foxandfriends",24
"BankingGOP",22
"nytimes",22
"thehill",20
"IngrahamAngle",19
"FoxNews",17
"TBArkansas",17
"ArkRazorbacks",16
"JohnBoozman",16
"wolfblitzer",16
"1037TheBuzz",14
"CNNSitRoom",14
"FaceTheNation",14
"FoxNewsSunday",13
"sendavidperdue",13
"JohnKerry",12
"Region8News",12
"TuckerCarlson",12
"jaketapper",11
"RepFrenchHill",11
"FreeBeacon",10
"KATVNews",10
"kilmeade",10
"MeetThePress",10
"ShannonBream",10
"CBSThisMorning",9
"chucktodd",9
"fxnopinion",9
"POTUS",9
"SenMikeLee",9
"SenRubioPress",9
"TheLeadCNN",9
"USATODAY",9
"WSJopinion",9
"KASUradio",8
"marcorubio",8
"marthamaccallum",8
"washingtonpost",8
"AEI",7
"ArkansasState",7
"BretBaier",7
"seanhannity",7
"SenRonJohnson",7
"SpecialReport",7
"UArkansas",7
"weeklystandard",7
"4029news",6
"5NEWS",6
"abcdard",6
"AmericaNewsroom",6
"ArFB",6
"DaveElswickShow",6
"DHSgov",6
"FOX16News",6
"Jeffery_henders",6
"JohnCornyn",6
"kffb1061",6
"KSLA",6
"MSNBC",6
"SenateGOP",6
"WhiteHouse",6
"arkansasguard",5
"AsaHutchinson",5
"CSIS",5
"DailySignal",5
"FBI",5
"INJO",5
"KARK4News",5
"NatlParkService",5
"RazorbackFB",5
"realDonaldTrump",5
"RepWesterman",5
"ThisWeekABC",5
"US_FDA",5
"ARGameandFish",4
"arkansasnews",4
"CapitolViewAR",4
"CFR_org",4
"ChuckGrassley",4
"davidaxelrod",4
"DMRegister",4
"Forbes",4
"greta",4
"GStephanopoulos",4
"IgnatiusPost",4
"IRIglobal",4
"MyArkLaMiss",4
"oreillyfactor",4
"RazorbackMBB",4
"RepDavidYoung",4
"RepRickCrawford",4
"SenatorBurr",4
"SenCoryGardner",4
"TeamCavuto",4
"TheSenRec",4
"THV11",4
"Tusk_UA",4
"WilliamJBennett",4
"aspenideas",3
"CIA",3
"CityofJonesboro",3
"CNNSotu",3
"DailyCaller",3
"DeptVetAffairs",3
"FoxNewsOpinion",3
"foxnewsradio",3
"HudsonInstitute",3
"MissAmericaAR",3
"NLRPD",3
