"Mention","Frequency"
"SenatorBaldwin",238
"POTUS",169
"realDonaldTrump",66
"packers",35
"SenJohnMcCain",30
"VP",24
"SpeakerRyan",20
"USDA",20
"SenSherrodBrown",19
"BadgerFootball",18
"SenFranken",17
"Bucks",15
"MSNBC",15
"SenateDems",15
"SenWarren",15
"DAVHQ",14
"FCC",14
"DeptVetAffairs",13
"SenatorCollins",13
"journalsentinel",12
"SenateMajLdr",12
"UWMadison",12
"CapTimes",11
"HHSGov",11
"SenSanders",11
"EPA",10
"heartlandhelps",10
"tammybaldwin",10
"thehill",10
"TheJusticeDept",10
"aarpwi",9
"CoryBooker",9
"KeepitMadeinUSA",9
"PattyMurray",9
"SenCapito",9
"BadgerMBB",8
"CFPB",8
"GovWalker",8
"usedgov",8
"WhiteHouse",8
"_MealsOnWheels",7
"ACSlaw_Madison",7
"AliVelshi",7
"allinwithchris",7
"marcorubio",7
"oshkoshcorp",7
"politico",7
"SecPriceMD",7
"SenSchumer",7
"USNavy",7
"USTradeRep",7
"WEAU13News",7
"WiStateJournal",7
"wrtpbigstep",7
"AmericanLegion",6
"BetsyDeVosED",6
"fox11news",6
"girlupmhs",6
"LaCrosseTribune",6
"Medium",6
"msommerhauser",6
"PPFA",6
"WiHealthNews",6
"_ACHP",5
"AARP",5
"AARPadvocates",5
"amyklobuchar",5
"CharlesBenson4",5
"ChrisMurphyCT",5
"evelyndiazHA",5
"gener8tor",5
"GensUnited",5
"GirlUp",5
"hardball",5
"HouseGOP",5
"janschakowsky",5
"JCCMilwaukee",5
"JessicaASmith8",5
"KaiserFamFound",5
"mkemedexamine",5
"NFED_ORG",5
"NIheartland",5
"RepGwenMoore",5
"repmarkpocan",5
"RepTomPrice",5
"RonWyden",5
"SecretarySonny",5
"SenAlexander",5
"SenGillibrand",5
"SenJeffMerkley",5
"SenWhitehouse",5
"UrbanMilwaukee",5
"VFWHQ",5
"wifarmersunion",5
"4H",4
"AaronRodgers12",4
"AjitPaiFCC",4
"alzassociation",4
"AriBerman",4
"BillGlauber",4
"chrislhayes",4
"CityYearMKE",4
"HRC",4
"keegankyle",4
"LeaderTelegram",4
"lisamurkowski",4
"MayorOfMKE",4
"MikeGousha",4
"NBC26",4
"NewDay",4
"OSHA_DOL",4
"PostCrescent",4
"PPGOakCreek",4
"repsandylevin",4
"SECNAV",4
"SenFeinstein",4
"SenMarkey",4
"senrobportman",4
"SenStabenow",4
"SentryEquipment",4
"TheoKeith",4
"USDOT",4
"UWBadgers",4
"voxdotcom",4
"WBAY",4
"WIFarmBureau",4
"WisDOJ",4
"wistatefair",4
"WSAW",4
"ArlingtonNatl",3
"ASAMorg",3
"BruceMurphyMKE",3
"CenterOnBudget",3
"cheesecontest",3
"civilrightsorg",3
"Comm_Advocates",3
"davidkwahlberg",3
"davidsirota",3
"DAVWILegDir",3
"gbpressgazette",3
"GEHealthcare",3
"GinaWalkington",3
"healthywomenWI",3
"HuffPostBlog",3
"IBTimes",3
"JerryMoran",3
"jessieopie",3
"Journaltimes",3
"just_shelter",3
"katelynferral",3
"LandsEnd",3
"MachinistsUnion",3
"MadPolitics",3
"matteroffacttv",3
"MKEBizJournal",3
"Ms_Nonprofit",3
"MSpicuzzaMJS",3
"NAACP",3
"NASA",3
"NewsMarkLeland",3
"Newsweek",3
"PPAWI",3
"RedCross",3
"RepGusBilirakis",3
"RepRonKind",3
"RiseTogetherWI",3
"RWJF",3
"sbauerAP",3
"ScottPaulAAM",3
"SenateCommerce",3
"SenatorIsakson",3
"SenKamalaHarris",3
"SkillsCoalition",3
"soledadobrien",3
"StevenElbow",3
"timkaine",3
"TPM",3
"USACEHQ",3
"UWM_Engineering",3
"WAOW",3
"WFRVNews",3
"WI_State_Farmer",3
"wispublictv",3
"WisVets",3
"WisWatch",3
"WKOW",3
"WPR",3
"1a",2
"AARPLisa608",2
"ACNMmidwives",2
"ACSCANWisconsin",2
"acslaw",2
"agripulse",2
"AlzheimersSEWI",2
"AmbassadorGreen",2
"Becca_M_Allen",2
"BeckyBlank",2
"ben_bromley",2
"Brewers",2
"BWilliams",2
"CA_PPI",2
"CIA",2
"CitizenActionWI",2
"cityofmilwaukee",2
"clairecmc",2
"CNNnewsroom",2
"CTEMedia",2
"dailycardinal",2
"DainaShilts",2
"daveripad",2
"DEAHQ",2
"DiscoveryBldg",2
"EDCoalition",2
"Equifax",2
"FollowMSTC",2
"frankthorp",2
"FRS_JessicaG",2
"GleasonCMP",2
"GulfstreamAero",2
"HardballChris",2
"HELPCmteDems",2
"HuffingtonPost",2
"HuffPost",2
"HuffPostPol",2
"IAFF311",2
"jakeleinenkugel",2
"jasonlknoll",2
"JeffersonAwards",2
"jewishaction",2
"JosephBlasi",2
"karenlynnn",2
"KellieMeyerNews",2
"Kevin_WSAW",2
"LambeauField",2
"latimes",2
"LGBTProgress",2
"lizzishappell",2
"madisondotcom",2
"makerMKE",2
"MarshfieldTiger",2
"maziehirono",2
"MMSDJefferson",2
"MomsRising",2
"MZanona",2
"naacpmke",2
"NancyLeaMond",2
"NARAL",2
"NatUrbanLeague",2
"nbc15_madison",2
"NCLRights",2
"NEDAstaff",2
"neilheinen",2
"news8news",2
"NFL",2
"NFUDC",2
"nikkiwentling",2
"nwlc",2
"NYMag",2
"ocpbakers",2
"onewisconsinnow",2
"PatrioticMills",2
"PCGTW",2
"PresLovell",2
"PulitzerPrize",2
"RepDanDonovan",2
"RepGrothman",2
"RepLujanGrisham",2
"RepSpeier",2
"rolandsmartin",2
"SBAgov",2
"SCCCMembers",2
"SDJanesville",2
"SenatorCarper",2
"SenatorHassan",2
"SenatorLeahy",2
"SenatorTester",2
"SenBillNelson",2
"SenBlumenthal",2
"SenBobCasey",2
"SenDanSullivan",2
"SenDarling",2
"SenDuckworth",2
"SenThomTillis",2
"SHAPE_America",2
"shepherdexpress",2
"sowisconsin",2
"SRuhle",2
"stephen_wqow",2
"TheCountryToday",2
"TheHillEvents",2
"TheLawrentian",2
"tmj4",2
"tvkatesnow",2
"TYRILights",2
"urbaninstitute",2
"US_FDA",2
"usairforce",2
"USATODAY",2
"USMC",2
"washingtonpost",2
"wausauherald",2
"wdiowirt",2
"WellsFargo",2
"Wis_Pro",2
"wistartupweek",2
"WisTechColleges",2
"WJFW12",2
"WQOW",2
"WSAU",2
"WUWMradio",2
"YMCA_Milwaukee",2
"_ALLRISE_",1
"_DanMangan",1
"11thHour",1
"940WFAW",1
"AAHPM",1
"abeckettwrn",1
"ABehsudi",1
"ACLU",1
"ACSCAN",1
"actecareertech",1
"adamjohnfoss",1
"afriedrich",1
"AIPAC",1
"ALAforVeterans",1
"alexwagner",1
"alfranken",1
"ALZIMPACT",1
"amerambassoc",1
"American_Girl",1
"americanmothers",1
"americansunited",1
"AmeriCorps",1
"amfam",1
"AmHeartAdvocacy",1
"AndyBaggot",1
"AOSmithHotWater",1
"AriMelber",1
"AshlandDailyPre",1
"ASLA_Advocacy",1
"ASLAindiana",1
"ASLAMN",1
"AstroPeggy",1
"asunshinegirl",1
"AtlantaFalcons",1
"BABlueKnight",1
"BadgerHerald",1
"BadgerVB",1
"BadgerWHockey",1
"BakerHostetler",1
"benwikler",1
"BetsyDeVos",1
"BGCMilwaukee",1
"bigten",1
"BillCassidy",1
"bmclannahan",1
"BobAmsden",1
"BostonGlobe",1
"Briannaehley",1
"BrightCellars",1
"BrookeBCNN",1
"bustle",1
"BuzzFeedNews",1
"BYUfootball",1
"cancersupportcm",1
"CBSNews",1
"CBSThisMorning",1
"CCSSO",1
"CDCgov",1
"centraltimewpr",1
"channel_3000",1
"charlsypanzino",1
"ChicagoBears",1
"chrisjohnson82",1
"CityofMadison",1
"CityofOakCreek",1
"CivicEducation",1
"Clyburn",1
"CMSGov",1
"CNN",1
"CNNMoney",1
"CNNPolitics",1
"CollegeGameDay",1
"ConnieSchultz",1
"crfredrickson",1
"cspan",1
"CTEWorks",1
"CtSadvocacy",1
"dallascowboys",1
"DaneCoJoe",1
"danielmarans",1
"david_redl",1
"DavidDHaynes",1
"DavidVitter",1
"DBAWisconsin",1
"ddayen",1
"DeanAmhaus",1
"DeptofDefense",1
"dfamilk",1
"DiscoverMATC",1
"dominicholden",1
"DonnaYoungDC",1
"DrBiden",1
"DrEveMHall",1
"drwisconsin",1
"dstinc1913",1
"DunnCountyNews",1
"DWDelozier",1
"EAA",1
"EagleHerald",1
"earlingramjr",1
"EconomicPolicy",1
"EdgewoodCollege",1
"edUcation_frwd",1
"efranzen1",1
"ELCA",1
"ElderCareTeam",1
"EllenMRay",1
"ElmbrookSchools",1
"ElmerElk",1
"EmployMilwaukee",1
"endabuseWI",1
"ErinDistrict",1
"EthanSafran",1
"ExactSciences",1
"FabFarmBabe",1
"FACESandVOICES",1
"FarmBureau",1
"farmdaily",1
"Favre4Official",1
"fema",1
"FFTATFC",1
"FLOTUS",1
"forestservice",1
"fosterclub",1
"FosterEdSuccess",1
"FOXSports",1
"freedomhousedc",1
"FSKPart3",1
"gamalielnetwork",1
"gatewaytech",1
"gazettextra",1
"gdebenedetti",1
"GeorgetownCCF",1
"GEVolunteersMKE",1
"Giannis_An34",1
"GlaciersEdgeBSA",1
"glenngrothman",1
"GLSLcities",1
"GovHowardDean",1
"GreendaleLearns",1
"GrowthEnergy",1
"gundersenhealth",1
"HallieJackson",1
"harleydavidson",1
"heccabamilton",1
"hereandnow",1
"hilary_knight",1
"HometownTrolley",1
"huffpostqueer",1
"HumFed",1
"hungertaskforce",1
"ILASLA",1
"IlliniFootball",1
"IndianaMBB",1
"indivisiblewi06",1
"insidedefense",1
"Interior",1
"IRStaxpros",1
"isthmus",1
"IUOELocal139",1
"jamandell",1
"jasonmdstein",1
"jbendery",1
"JewishWomenIntl",1
"jimmykimmel",1
"jjoyce",1
"JoeNBC",1
"JoePWilliams31",1
"JohnBerman",1
"jstreetdotorg",1
"jtimberlake",1
"JuvLaw1975",1
"KAFASI_Kenosha",1
"KatyTurNBC",1
"kavarna",1
"KBJR6news",1
"Kenosha_News",1
"KHNews",1
"kickapoocoffee",1
"KidsForwardWI",1
"KimberlyRailey",1
"lacicoppins",1
"lakefront",1
"LandOLakesGFC",1
"lcaships",1
"LCOOjibwe",1
"LDFtribe",1
"LearnwithMTEC",1
"Leinenkugels",1
"LevantoAir",1
"LGBTEqCaucus",1
"LGBTWeekly",1
"LightUniteRed",1
"LittleLobbyists",1
"LiveUnitedMC",1
"lollydaggle",1
"LULAC",1
"lydiaramsey125",1
"MadisonWestHS",1
"MahlonMitchell",1
"MARCMORIAL",1
"marian_wi",1
"MariaTeresa1",1
"MarkPochow",1
"MarkWarner",1
"MarquetteMBB",1
"MarquetteU",1
"MartinHeinrich",1
"MattJamilton",1
"MCDSPrairieHawk",1
"MClyburnFCC",1
"mel_lawder",1
"mic",1
"MichiganASLA",1
"MidwestHRI",1
"MilitaryTimes",1
"MilwChildChoir",1
"mkefilm",1
"mkepride",1
"MollyBeck",1
"Morgridge_Inst",1
"Morning_Ag",1
"morningmoneyben",1
"MSignorile",1
"mssociety",1
"MyTwoElaines",1
"NA4Caregiving",1
"NACTeam93",1
"NationalService",1
"NatlHeadStart",1
"NatlWomansParty",1
"NBAAllStar",1
