"Mention","Frequency"
"SenatorRounds",216
"SenJohnThune",68
"POTUS",40
"keloradio",39
"RepKristiNoem",33
"todayskccr",29
"WNAX",25
"KOTARadio",23
"EPWRepublicans",21
"SASCMajority",21
"FoxBusiness",17
"RickKnobe",16
"DeptVetAffairs",14
"EPA",13
"FoxNews",12
"SDGovDaugaard",12
"argusleader",11
"SenThomTillis",11
"cspan",10
"IndianCommittee",10
"SecretarySonny",10
"SenAngusKing",10
"dcexaminer",9
"SenatorIsakson",9
"SenJohnBarrasso",9
"TeamCavuto",9
"SD_Guard",8
"SDFarmBureau",8
"Sen_JoeManchin",8
"SenTomCotton",8
"southdakota",8
"CNN",7
"EPWGOP",7
"SDState",7
"SenateGOP",7
"SenatorLankford",7
"cspanwj",6
"JimInhofe",6
"kotatweets",6
"SDPB",6
"SDRetailers",6
"SFAreaChamber",6
"WSJ",6
"amyklobuchar",5
"BankingGOP",5
"BPC_Bipartisan",5
"dailyrepublic",5
"ICBSouthDakota",5
"ksfynews",5
"MarkWarner",5
"RiponAdvance",5
"RoyBlunt",5
"SanfordLab",5
"SDAgriculture",5
"SDPBNews",5
"sdsmt",5
"SenateMajLdr",5
"SenatorEnzi",5
"SenatorHeitkamp",5
"SenJeffMerkley",5
"SenJoniErnst",5
"TheHillEvents",5
"usairforce",5
"VAChair",5
"28thBombWing",4
"Daktronics",4
"DeptofDefense",4
"EPAScottPruitt",4
"FarmBureau",4
"GrowthEnergy",4
"KDLTNews",4
"MeetThePress",4
"MyKXLG",4
"Pontifex",4
"RCJournal",4
"sdsoybean",4
"senate_gops",4
"SenCapito",4
"SenDonnelly",4
"SenGaryPeters",4
"SenJohnMcCain",4
"SquawkCNBC",4
"thehill",4
"usd",4
"USNavy",4
"4H",3
"ABABankers",3
"AmericanLegion",3
"BlackHillsFOX",3
"bydanaferguson",3
"capitaljournal",3
"chucktodd",3
"DairyQueen",3
"DakotaState",3
"FCSAmerica",3
"FHLBDM",3
"foxandfriends",3
"GoJacksFB",3
"IAFFNewsDesk",3
"JohnBoozman",3
"JohnCornyn",3
"katiecouric",3
"MikeCrapo",3
"MSNBC",3
"RedCross",3
"SD_Newspapers",3
"SenAlexander",3
"SenatorTomUdall",3
"SenCoryGardner",3
"SenJohnHoeven",3
"SenRonJohnson",3
"SiouxFallsYPN",3
"SoDakPB",3
"SpeakerRyan",3
"SteveDaines",3
"TriStateNeighbr",3
"USChamber",3
"USDA",3
