"Mention","Frequency"
"SenMikeLee",510
"SenLeePressSec",195
"SenTedCruz",55
"SenatorLeahy",26
"Heritage",25
"marcorubio",25
"DougWrightShow",22
"SenLeeComs",22
"CoryBooker",19
"DeseretNews",17
"NRO",16
"conncarroll",15
"DailySignal",15
"dcexaminer",14
"eltiare",14
"JECRepublicans",14
"seanhannity",14
"gretawire",13
"SenatorDurbin",13
"SenBennetCO",13
"RepMiaLove",12
"BenSasse",11
"RepHensarling",11
"swinshi",11
"UtahPoliticoHub",11
"abc4utah",10
"marklevinshow",10
"realDonaldTrump",10
"SutherlandInst",10
"RandPaul",9
"RodArquette",9
"saltlakechamber",9
"SenateDems",9
"SenRonJohnson",9
"ShannonBream",9
"ChuckGrassley",8
"glennbeck",8
"repjustinamash",8
"JohnCornyn",7
"RepDeSantis",7
"RepKevinYoder",7
"RepRatcliffe",7
"SecretaryZinke",7
"SenRubioPress",7
"SenToomey",7
"ShawnMilne",7
"WSJ",7
"FoxNews",6
"FoxNewsSunday",6
"GovHerbert",6
"Interior",6
"IvankaTrump",6
"JeffFlake",6
"JimDeMint",6
"kslnewsradio",6
"politico",6
"RepGoodlatte",6
"RepMarkWalker",6
"RepTomGraves",6
"SenJohnBarrasso",6
"senorrinhatch",6
"SenSasse",6
"AEI",5
"BillHemmer",5
"BreitbartNews",5
"foxandfriends",5
"GlenMillsABC4",5
"Hillsdale",5
"KirbyCenter",5
"megynkelly",5
"SenatorLankford",5
"SenWhitehouse",5
"TeamCavuto",5
"TomCoburn",5
"1057knrs",4
"amconmag",4
"DailyCaller",4
"emorwee",4
"fbnstossel",4
"Forbes",4
"heidisue1960",4
"JerryMoran",4
"JimInhofe",4
"KUTV2News",4
"MikeCrapo",4
"MikeKellyPA",4
"nielslesniewski",4
"PubliusDB",4
"Raul_Labrador",4
"RedState",4
"RepChrisStewart",4
"RepMattSalmon",4
"Sen_JoeManchin",4
"SenateGOP",4
"SenRandPauI",4
"SouthernUTWild",4
"SpeakerRyan",4
"SpectrumNews",4
"tedcruz",4
"uncknowledge",4
"utahsenate",4
"washingtonpost",4
"WeberStateU",4
"AmericaNewsroom",3
"bigmikecoyle",3
"BuzzFeedNews",3
"BWJones",3
"ConservReview",3
"FoxBusiness",3
"GeorgeWill",3
"GerriWillisFBN",3
"GovMikeLeavitt",3
"GrahamBlog",3
"hannity",3
"HappeningNow",3
"hinckleyinst",3
"InhofePress",3
"JamiBayles",3
"Jim_Jordan",3
"justinamash",3
"mattk1999",3
"MedvedSHOW",3
"nationaljournal",3
"Newseum",3
"philipaklein",3
"RameshPonnuru",3
"RepMarkMeadows",3
"RepMarthaRoby",3
"RepStutzman",3
"RepThomasMassie",3
"RonWyden",3
"RoyBlunt",3
"SenAlexander",3
"senate_gops",3
"SenatorHagan",3
"SenatorKirk",3
"SenatorRisch",3
"SenatorTimScott",3
"SenJeffMerkley",3
"SenJohnThune",3
"SenPatRoberts",3
"SenTomCotton",3
"sltrib",3
"SpecialReport",3
"TomCottonAR",3
"USATODAY",3
"Utahgram",3
"UUtah",3
"WhiteHouse",3
"YouTube",3
"AGScottPruitt",2
"amandadickson",2
"Amyjoi16",2
"amyklobuchar",2
"aubreyvaughan",2
"bdomenech",2
"BeehiveStartups",2
"billyhesterman",2
"BYULawSchool",2
"clairecmc",2
"CloseUp_DC",2
"CNBC",2
"CompaqSstring3",2
"CR",2
"cspan",2
"DarranZenger",2
"DarrellIssa",2
"DaveBratVA7th",2
"DavidVitter",2
"DeanHeller",2
"egbee",2
"EnergyGOP",2
"EPA",2
"erushurerx",2
"FDRLST",2
"Fox13Now",2
"GBTV",2
"GenOpp",2
"GeraldoRivera",2
"grantnielsenksl",2
"HAFB",2
"HeritageOTH",2
"holliscomputer",2
"HouseGOP",2
"IzzyOrtega",2
"jasoninthehouse",2
"JimDabakis",2
"Jon_C_Wood",2
"keanenfarr",2
"KenIvoryUT",2
"marthamaccallum",2
"mckaycoppins",2
"MeetThePress",2
"mikemas80",2
"moreron",2
"mycroft16",2
"NASA",2
"noellepikuspace",2
"oreillyfactor",2
"OutFrontCNN",2
"POTUS",2
"reason",2
"RepGeoffDavis",2
"RepJaredPolis",2
"RepJBridenstine",2
"RightOnCrime",2
"rkylesmith",2
"RM_Benally",2
"RobertBluey",2
"robportman",2
"rollcall",2
"rushlimbaugh",2
"scoopskiggy",2
"SEATTV",2
"SecretaryJewell",2
"SenatorCarper",2
"SenatorEnzi",2
"SenatorFischer",2
"SenatorIsakson",2
"SenatorTomUdall",2
"SenFeinstein",2
"senjudiciary",2
"SpencerJCox",2
"TeaPartyExpress",2
"theblaze",2
"thekudlowreport",2
"TonyJohnIII",2
"ULCTcitycafe",2
"usairforce",2
"USCBO",2
"USRepGaryPalmer",2
"USSenScottBrown",2
"utahjazz",2
"UVU",2
"Vekeo",2
"WashTimes",2
"weeklystandard",2
"WIRED",2
"00Christina",1
"100pctAmerican",1
"1059KNRS",1
"211Utah",1
"3",1
"770KTTH",1
"aarmark",1
"ABC",1
"AdamS",1
"afncwoodward",1
"Afterseven",1
"ahrferrier",1
"Airmanfirst",1
"alexwagner",1
"alfranken",1
"AllenOnTheCoast",1
"amandacarpenter",1
"AndreaTantaros",1
"Aossai",1
"Apaolozzi",1
"AriMelber",1
"ARNNRadioNews",1
"arthurbrooks",1
"askargo",1
"AspenInstitute",1
"asymmetricinfo",1
"autumnfcook",1
"Autumnsan1",1
"AYLTV",1
"BadLegBanks",1
"baldzach",1
"Bane73",1
"BarishDawson",1
"BenLaBolt",1
"benshapiro",1
"BerinSzoka",1
"BGOutside",1
"BloombergTV",1
"BlueInRedZion",1
"bmast39",1
"bmpworldwide",1
"BobCusack",1
"bock_tw",1
"BoydMatheson",1
"Bradford_Ken",1
"brandonloomis",1
"BretBaier",1
"BrianFaughnan",1
"BrookingsInst",1
"BudgetGOP",1
"burkej4",1
"BuzzFeed",1
"BuzzFeedPol",1
"BV",1
"ByronYork",1
"BYU",1
"C4Liberty",1
"CarlDowningUT",1
"CarlyFiorina",1
"CarolCNN",1
"CatoInstitute",1
"cavuto",1
"ceidotorg",1
"ChiesaNews",1
"chiproytx",1
"ChrisCoons",1
"chrisgeidner",1
"ChrisMurphyCT",1
"christ_Sto",1
"chuckschumer",1
"chucktodd",1
"churchstate1893",1
"cjbond",1
"Clark_Durant",1
"CliffJump101",1
"clintbetts",1
"CNN",1
"cnnbrk",1
"CNNSitRoom",1
"CNNSotu",1
"cnsnews",1
"CohoKayak",1
"Commentary",1
"ConsWahoo",1
"cotopaxi",1
"crisp_aw",1
"CRTV",1
"cspanvl",1
"CurtisUT",1
"cv2452",1
"cyberMormon",1
"CynthiaLummis",1
"dailydot",1
"dalepilat",1
"DanForUtah",1
"Daniel_Inouye",1
"danieldbunn",1
"DanzGeorge",1
"DavisClipper",1
"davismsmith",1
"dbongino",1
"dcodrea",1
"Debavellan",1
"DebtCrisisOrg",1
"DeptVetAffairs",1
"deseretnational",1
"DevMtn",1
"DianeAtkins",1
"DLoesch",1
"dougwright",1
"DouthatNYT",1
"dparkersrs",1
"dswslc",1
"ElaheIzadi",1
"elainaplott",1
"elforesto",1
"EngineOrg",1
"ENR_GOP",1
"ErickaAndersen",1
"EricStrobel",1
"ErinBurnett",1
"ErnestIstook",1
"ethanlassenlane",1
"eventbrite",1
"EWErickson",1
"FaithHJolley",1
"FayeGulini",1
"FedSoc",1
"ffweekend",1
"Field_Level",1
"FinancialCmte",1
"Fitz1776",1
"FiveThirtyEight",1
"ForbesOpinion",1
"FoxNewsLive",1
"foxnewsvideo",1
"FrankLautenberg",1
"FRCdc",1
"FreeBeacon",1
"freedom6211788",1
"furious_a",1
"gason65",1
"genprogress",1
"gerry_greene",1
"gmoongirl",1
"goACTA",1
"GoArmy",1
"Gochnour",1
"Google",1
"GOPoversight",1
"GovernorPerry",1
"GovMikeHuckabee",1
"GovPenceIN",1
"govsm",1
"gregmcrc",1
"greta",1
"GsmittySmith",1
"GStephanopoulos",1
"GUPolitics",1
"guypbenson",1
"HBO",1
"heraldextra",1
"HerbScribner",1
"hillsdale1",1
"hirschikiss",1
"HJNews",1
"IAMWillBeck",1
"IJ_Politics",1
"IJDOTCOM",1
"inathanael",1
"IndependentsFBN",1
"IngrahamAngle",1
"irf01",1
"ITI_TechTweets",1
"itsmesteph11",1
"ivylarsen",1
"jackgerard",1
"JacobCoyle",1
"jaketapper",1
"Jamesgattuso",1
"jamiedupree",1
"JamieWalker725",1
"JaniceSpradlin",1
"jaredpolis",1
"jarkesy",1
"JasonBWhitman",1
"JeanneShaheen",1
"jeffsessions",1
"Jennafnc",1
"jessica_breslin",1
"JimPethokoukis",1
"jjauthor",1
"jkharris3434",1
"jLanTan",1
"JLL92185",1
"jmurraydc",1
"JoeldWright",1
"JoeLieberman",1
"JohnBoozman",1
"johngramlich",1
"johnmanko",1
"joncox435",1
"jonkarl",1
"jontester",1
"jonweban",1
"josephgrenny",1
"JoseWoss",1
"joshbranson",1
"jslovegrove",1
"Judgenap",1
"juliaritchey",1
"justhamula",1
"JusticeReform",1
"justusmyers",1
"KarlRove",1
"KatieNewCanaan",1
"kaybaileyhutch",1
"KCPW",1
"kevcirilli",1
"KGotsch",1
"kimfcoleman",1
"KonniBurton",1
"KristinaRibali",1
"KSLbbruce",1
"KSLcom",1
"KurtWallace",1
"KUTVMorgan",1
"l_wheels",1
"LadyLiberTea",1
"lauhun",1
"LDSchurch",1
"leedrutman",1
"LeoDiCaprio",1
"LevinTV",1
"LibertadUSA",1
"Lifetime",1
"likethefilter",1
"lisamurkowski",1
"Logan_News",1
"lorirothman",1
"LostinStGeorge",1
"madisonolsen28",1
"mariewmcclellan",1
"MarkWarner",1
"maryrkadi",1
"matt_higginson",1
"mattcanham",1
"matthewschmitz",1
"mattjbatt",1
"Max_Pappas",1
"maxroth",1
"MayorBenMcAdams",1
"McConnellPress",1
"mcottle",1
"McRae_Williams",1
"MelissaAFrancis",1
"MeredithMarsha1",1
"MESteve",1
"mfcannon",1
"MiaBLove",1
"Mike_Johanns",1
"Mikederobs",1
"MikeNeedham",1
"mkibbe",1
"mmgillwriter",1
"mobiledia",1
"MoElleithee",1
"MomRoadWarrior",1
"mostrolenk",1
"MountainFarmer",1
"moxiemom",1
"mpetricone",1
"MrJoshPerry",1
"mrogers_utah",1
"NACoTweets",1
"nakashimae",1
"nataliejohnsonn",1
"nataliewsj",1
"NateHnsn",1
"nathanwchen",1
"NationalReview",1
"negonicrac",1
"NewDay",1
"NewsmaxTV",1
"NewYorker",1
"NicolasMaduro",1
"norbest_turkey",1
"NowWithAlex",1
"npratc",1
"Nutnfancy",1
"nypost",1
"nytimes",1
"OANN",1
"OfficialSGP",1
"OgdenCityUtah",1
"ogdenonly",1
"Olympics",1
"OrrinHatch",1
"OspreyPacks",1
"OutnumberedFNC",1
"PatTiberi",1
"PattyMurray",1
"PaulReverePress",1
"Pauly033",1
"petespiliakos",1
"pewtrusts",1
"PHC_News",1
"PJTV",1
"plaidspolitics",1
"politicalmath",1
"politiCOHEN_",1
"PoliticoKevin",1
"pondlizard",1
"postlive",1
"prezholland",1
"publicsafety",1
"Quora",1
"RachelSheffiel2",1
"randomblink",1
"Reagan_Girl",1
"realdanstoller",1
"redsoxunixgeek",1
"reihan",1
"Reince",1
"RepBillFlores",1
"repbobbyscott",1
"RepDaveBrat",1
"RepHartzler",1
"RepHultgren",1
"RepLoudermilk",1
"RepRobBishop",1
"RepRyanZinke",1
"reptimscott",1
"RepTomPrice",1
"reubenanded",1
"RiceMinus",1
"RichardPortwood",1
"RickSantorum",1
"rob_neige",1
"RobertDButler2",1
"RobertGehrke",1
"rockymtdenizen",1
"RogerWicker",1
"s2artg",1
"salchicha27",1
"sbg1",1
"schargel",1
"schmiedsrr",1
"Scribd",1
"seanreyesag",1
"secupp",1
"SemperLibertas",1
"SenatorAkaka",1
"SenatorAyotte",1
"SenatorBarb",1
"SenatorBoxer",1
"SenatorBurr",1
"SenatorCardin",1
"SenatorFielder",1
"SenatorHarkin",1
"SenatorLugar",1
"SenatorMenendez",1
"SenatorReid",1
"senatorsanders",1
"SenatorSnowe",1
"SenatorWicker",1
"SenBenNelson",1
"SenBillNelson",1
"SenBlumenthal",1
"SenBobCasey",1
"SenBobCorker",1
"SenCapito",1
"SenCarlLevin",1
"SenCoryGardner",1
"SenDanCoats",1
"SenDanSullivan",1
"SenGillibrand",1
"SenJohnMcCain",1
"SenJohnsonSD",1
"SenLeeResearch",1
"senrobportman",1
