"Mention","Frequency"
"SenatorRisch",183
"MikeCrapo",92
"INL",65
"SmallBizCmte",62
"wolfblitzer",29
"SBAgov",28
"CNNSitRoom",26
"IdahoPubRadio",24
"kidnewsradio",21
"FoxNews",16
"CNN",14
"ENERGY",12
"POTUS",11
"SBALinda",11
"ErnestMoniz",10
"Linda_McMahon",10
"SenAngusKing",10
"SenatorShaheen",10
"RonWyden",9
"ButchOtter",8
"Interior",8
"kevinmillershow",8
"marcorubio",7
"NewsHour",7
"USCapitolTree",7
"cspan",6
"KBOITV",6
"KIDKnews",6
"KTVB",6
"SecretarySonny",6
"SecretaryZinke",6
"AdvocacySBA",5
"CantwellPress",5
"CongMikeSimpson",5
"EnergyGOP",5
"IdahoSBDC",5
"jaketapper",5
"lisamurkowski",5
"loudobbsnews",5
"OutFrontCNN",5
"PayetteForest",5
"SenateGOP",5
"SenateSmallBiz",5
"StateDept",5
"uscapitol",5
"USChamber",5
"BoiseChamber",4
"facebook",4
"HunterandAngler",4
"KBOI670",4
"localnews8",4
"MartinHeinrich",4
"NaghmehAbedini",4
"realneallarson",4
"Sen_JoeManchin",4
"SenatorFischer",4
"SenatorLankford",4
"TracktheTree",4
"AC360",3
"BLMNIFC",3
"CNNnewsroom",3
"DOE_SC_NSB",3
"ENR_GOP",3
"FinFunMermaid",3
"foresters",3
"Google",3
"IdahoCommerce",3
"IdahoStateJ",3
"IdahoStatesman",3
"JDRF",3
"JudyWoodruff",3
"KellyAyotte",3
"KMVTNews",3
"LtGovBradLittle",3
"marthamaccallum",3
"PeterZampa",3
"rollcall",3
"SBGC2C",3
"sbirgov",3
"seanhannity",3
"SecretaryPerry",3
"senate_gops",3
"SenateYouth",3
"SenatorTimScott",3
"SenJohnBarrasso",3
"SenJoniErnst",3
"SenToddYoung",3
"SpeakerRyan",3
"ToddKunzKIDK",3
"twinfallstn",3
"usairforce",3
"alzassociation",2
"CdAPressNews",2
"ChuckGrassley",2
"ClifBar",2
"cnntoday",2
"CUFI",2
"cwidaho",2
"DavidVitter",2
"Emjayktvb",2
"ErinBurnett",2
"forestservice",2
"FoxBusiness",2
"GOPSenFinance",2
"GrayDCnews",2
"IdahoCTE",2
"IdahoOnYourSide",2
"IDFarmBureau",2
"IrasemaJeffers",2
"JohnKerry",2
"KateBolduan",2
"KIDOTalkRadio",2
"larsonshow",2
"MarchofDimes",2
"MarkWarner",2
"MContrerasSweet",2
"MicronTech",2
"nafoalliance",2
"NationalHOSA",2
"NEI",2
"NSSF",2
"PanCAN",2
"PanTweets",2
"PBS",2
"realDonaldTrump",2
"RoyBlunt",2
"SBA",2
"SecretaryJewell",2
"senateenergy",2
"SenateMajLdr",2
"SenatorBurr",2
"SenatorEnzi",2
"SenatorRounds",2
"SenBennetCO",2
"SenCoryGardner",2
"SenDeanHeller",2
"SenJohnHoeven",2
"SenJohnKennedy",2
"SenMikeLee",2
"SenThomTillis",2
"TeamCavuto",2
"theaward",2
"thehill",2
"Varneyco",2
"ABABankers",1
"ABC",1
"ABCNational",1
"ACSCAN_Idaho",1
"ACUConservative",1
"AEA",1
"AF_Academy",1
"AFFI",1
"afspnational",1
"agday",1
"AirNatlGuard",1
"Albertsons",1
"AlexGangitano",1
"AlpacaDirect",1
"alsassociation",1
"ALZIMPACT",1
"AmDiabetesAssn",1
"AmForestFndn",1
"andybochman",1
"AnglersHabitat",1
"ANHQDC",1
"AOTAInc",1
"APAadvocates",1
"APTAtweets",1
"ArthritisFdn",1
"ASBDC",1
"Battelle",1
"BBCWorld",1
"BenAffleck",1
"billclarkphotos",1
"BoisePD",1
"boisestatelive",1
"brianschatz",1
"BSDEducation",1
"BSUCOEN_Dean",1
"bullettools",1
"byuidaho",1
"Call_Me_Dutch",1
"carnegie_hero",1
"CascadeRescue",1
"CBSThisMorning",1
"cdacharter",1
"CDAgov",1
"cecidaho",1
"CF_Foundation",1
"ChrisCoons",1
"chuckmalloy",1
"CloseUp_DC",1
"CMNHospitals",1
"CNBC",1
"CoryBooker",1
"cspanradio",1
"cyber",1
"CynthiaSewell",1
"dentzernews",1
"domeone",1
"DoubleLGlobal",1
"DougPetcashKTVB",1
"eastidahonews",1
"eBay",1
"edgeofalegend",1
"EmployeesOwn",1
"ENAorg",1
"EnergyTomorrow",1
"EPA",1
"FarmBureau",1
"FixtheDebt",1
"Flickr",1
"GAINnuclear",1
"gao",1
"GiveMe5",1
"GlenBeebyKBOI",1
"glennbeck",1
"GMA",1
"GovernorPerry",1
"GregoryMeeks",1
"gsalzman",1
"HeardontheHill",1
"HilaryKnight",1
"HomesForOurTrps",1
"HoosierCrossFit",1
"HouseGOP",1
"HydroHoist",1
"ID_CNCS",1
"Idaho_Realtors",1
"IdahoAEYC",1
"IdahoCamera",1
"idahoednews",1
"IdahoGovernment",1
"IdahoKt",1
"IdahoLabor",1
"IdahoPotato",1
"idahopress",1
"IdahoSDE",1
"IdahoStPolice",1
"IJM",1
"InhofePress",1
"IntWIMCommunity",1
"jaredpolis",1
"jessika_jenson",1
"jimgui",1
"JimInhofe",1
"jmbrowning27",1
"jmhattem",1
"JohnBerman",1
"JohnCornyn",1
"jonessewandvac1",1
"jontester",1
"joshrogin",1
"jpmorgan",1
"JudgeCarter",1
"kcemss",1
"kedrickISP550",1
"KelseyKBOI",1
"KKCO11News",1
"KKTV11News",1
"LandOLakesInc",1
"lawfareblog",1
"leehsienloong",1
"lesleyclark",1
"LewistonTribune",1
"librarycongress",1
"LindaMcMahon",1
"LWCFCOALITION",1
"MarianneTurbes",1
"MarissaMoTV",1
"maziehirono",1
"McCaulPressShop",1
"McgregorTraci",1
"MchaseNACo",1
"MelissaAFrancis",1
"MichaelaLeungTV",1
"mschlapp",1
"NAEMT_",1
"NAMIC",1
"NanoSteelCo",1
"NateBrownNews",1
"nateshelman",1
"NathanGwilliam",1
"NationalForests",1
"NationalGuard",1
"Nature_ID",1
"NavalAcademy",1
"NCAA",1
"NEAFoundation",1
"NealLarson2",1
"NEArts",1
"netanyahu",1
"NFIB",1
"NIH",1
"NLRB",1
"NorthIdaho",1
"NSBAAdvocate",1
"NTU",1
"obrienc2",1
"OfficialRFDTV",1
"OIA",1
"OMBPress",1
"OrrinHatch",1
"OurMilitaryKids",1
"pancanboise",1
"PennyPritzker",1
"PeoplesTree",1
"PFChamber",1
"PoppyHarlowCNN",1
"prophet_joe",1
