"Hashtag","Frequency"
"NV",459
"Nevada",142
"BattleBorn",99
"TBT",66
"FF",54
"CadillacTax",53
"taxrelief",49
"LasVegas",43
"NevadaProud",41
"vets",35
"Vegas",31
"veterans",30
"DFMI",28
"Reno",25
"YuccaMountain",25
"Nevadans",24
"LakeTahoe",21
"MarkYourCalendar",19
"SilverState",18
"VegasStrong",18
"CCSDAchieves",17
"Senate",17
"HomeMeansNevada",15
"MemorialDay",14
"Obamacare",14
"TaxCutsandJobsAct",14
"TravelNevada",14
"Yucca",14
"taxreform",12
"TaxReform",12
"VA",12
"NDAA",11
"NevadaDay",11
"NeverForget",11
"RenoTahoe",11
"UNLV",11
"NoBudgetNoPay",10
"PackPride",10
"Veterans",10
"Vets",10
"TahoeSummit",9
"TaxRelief",9
"BreastCancerAwarenessMonth",8
"CHIP",8
"infrastructure",8
"Israel",8
"lvrj",8
"SchumerShutdown",8
"SOTU",8
"veteran",8
"ClarkCounty",7
"SCOTUS",7
"UNLVmbb",7
"AuditTheFed",6
"bipartisan",6
"ClarkCountyMuseum",6
"FastAct",6
"FightOn",6
"privacy",6
"UNLVSnapshot",6
"VeteransDay",6
"Elko",5
"NEVvsUNLV",5
"PPD",5
"taxcuts",5
"Washoe",5
"WOTUS",5
"childtaxcredit",4
"ClassOf2015",4
"Energy",4
"HawkenFire",4
"healthcare",4
"humantrafficking",4
"Jerusalem",4
"LTRA",4
"nvleg",4
"PearlHarbor",4
"Pershing",4
"TheHunt",4
"tourism",4
"UNLVFB",4
"WeAreWCSD",4
"AAPI",3
"AllStudentsCount",3
"art",3
"Carson",3
"CityOfReno",3
"Clark",3
"ConfirmGorsuch",3
"Congress",3
"DDay",3
"dtlv",3
"DTSA",3
"EMSWeek",3
"EnergyIsGood",3
"EnergyWeek",3
"Equifax",3
"ErinsLaw",3
"FASTAct",3
"FCC",3
"Fire",3
"GoodSamaritan",3
"HealthInsuranceTax",3
"HispanicHeritage",3
"HispanicHeritageMonth",3
"HooverDam",3
"I11",3
"IndependenceDay",3
"InfrastructureWeek",3
"IranDeal",3
"LasVegUS",3
"LittleValleyFire",3
"LoveAnotherMother",3
"MLK",3
"NVTravel",3
"OlderAmericansMonth",3
"PoliceWeek",3
"PopeInUSA",3
"redtiechallenge",3
"RenoLens",3
"RenoRodeo",3
"RepealObamacare",3
"Rio2016",3
"sagegrouse",3
"smallbiz",3
"solar",3
"TaxDay",3
"tbt",3
"tech",3
"travel",3
"unlvwbb",3
"USAF",3
"Vet",3
"VeteransFirst",3
"VSBProject",3
"WorldSeries",3
"ACA",2
"accountability",2
"AllianceForChildhoodCancer",2
"AllNevada",2
"BackToWork",2
"BlackHistoryMonth",2
"BlueCampaign",2
"BREAKING",2
"breastcancer",2
"BreastCancer",2
"broadband",2
"CARA",2
"CareerTechEd",2
"CarsonCity",2
"CarsonCityLive",2
"CarsonProud",2
"CCSDGetYourBlueOn",2
"cleanenergy",2
"Commerce",2
"Cuba",2
"CuresNow",2
"DevelopmentalDisabilities",2
"DiscoverUNLV",2
"DomesticViolenceAwarenessMonth",2
"DRIVEAct",2
"Ely",2
"EndTrafficking",2
"EnergyandWater",2
"EnergyBill",2
"engineering",2
"EPW",2
"EqualPayDay",2
"ESSA",2
"FAA",2
"fightthe40",2
"FindYourPark",2
"firefighter",2
"FlashbackFriday",2
"ForeverGIBill",2
"geothermal",2
"GoldButte",2
"Gorsuch",2
"HatsOffTo",2
"HELP",2
"Henderson",2
"HispanicTaskForce",2
"history",2
"HometownHeroes",2
"HonorFlight",2
"IPOF",2
"IRS",2
"jobs",2
"keepthepromise",2
"KeepThePromise",2
"LaborDay",2
"LasVegasShooting",2
"LasVegasStrong",2
"LawEnforcementAppreciationDay",2
"LightTheFuse",2
"LODD",2
"lvmedicaldistrict",2
"LVMPD",2
"math",2
"MonthOfTheMilitaryChild",2
"NCVRW2016",2
"nevada",2
"Nevada151",2
"Never2Old4Gold",2
"NeverForget911",2
"news3lv",2
"NHFWD",2
"NHL",2
"NotableNevadan",2
"NotCrumbs",2
"NursesWeek",2
"NVProud",2
"NYE2016",2
"ObamaCare",2
"Olympics",2
"Pahrump",2
"PershingCounty",2
"PILT",2
"police",2
"PopeFrancis",2
"PopeInDC",2
"POWMIADAY",2
"PurpleHeartDay",2
"Raiders",2
"RealEconomy",2
"renewables",2
"RenoBalloonRace",2
"RightToTry",2
"RowdyNation",2
"safety",2
"SageGrouse",2
"science",2
"SetTopBox",2
"smallbusinesses",2
"SouthernNevada",2
"STEM",2
"StreetVibrations",2
"SuperBowlLII",2
"Tahoe",2
"TahoeNorth",2
"TaxCutsAndJobsAct",2
"TeamUSA",2
"ThankYou",2
"TheChase",2
"TripleCrown",2
"UNLVGrad",2
"USA",2
"USSNevada",2
"VAChoice",2
"vegas",2
"VegasBorn",2
