"Hashtag","Frequency"
"WV",260
"taxreform",116
"broadband",73
"wvflood",64
"drugfreeWV",44
"energy",44
"infrastructure",42
"TaxReform",34
"CARA",33
"veterans",33
"HailWV",32
"CapitoConnect",26
"Taxreform",26
"Mountaineers",23
"Broadband",22
"SCOTUS",22
"drugepidemic",20
"MinersProtectionAct",20
"Obamacare",20
"DrugFreeWV",17
"STEM",16
"WRDA",15
"CleanPowerPlan",14
"opioidepidemic",14
"WVGirlsRiseUp",14
"COREAct",12
"Alzheimer",10
"digitaldivide",10
"NDAA",10
"WVWednesday",9
"PressVirginia",8
"Inauguration",7
"InfrastructureMatters",7
"LetsGo",7
"PoweringWV",7
"TSCA",7
"WomensHistoryMonth",7
"extendCHIP",6
"Facebook",6
"FindYourPark",6
"GOAct",6
"JessiesLaw",6
"natgas",6
"SOTU",6
"STAMPEDE16",6
"Alzheimers",5
"AnnaWestinAct",5
"COREact",5
"CradleAct",5
"CuresAct",5
"CWSG",5
"InfrastructureWeek",5
"manufacturing",5
"ParisAgreement",5
"PearlHarbor",5
"POTUS",5
"Stampede16",5
"Thanksgiving",5
"BEHERD",4
"CharlestonWV",4
"HarpersFerry",4
"hospice",4
"ICYMI",4
"internet",4
"opioid",4
"PurpleHeart",4
"Rio2016",4
"RT",4
"smallbiz",4
"transportation",4
"veteran",4
"VeteransDay",4
"WOTUS",4
"wvstrong",4
"Alaska",3
"BroadbandUSA",3
"coal",3
"DEATakeBack",3
"endalz",3
"EqualPayDay",3
"inauguration",3
"LautenbergAct",3
"LegacyAct",3
"MarchMadness",3
"MemorialDay",3
"NPS100",3
"PatientFreedomAct",3
"ShopSmall",3
"STOPAct",3
"TaxCutsandJobsAct",3
"WWII",3
"2A",2
"almostheaven",2
"AppalachianTrail",2
"CapitoWeeklyRecap",2
"CASAct",2
"CHANGEAct",2
"Charlottesville",2
"Christmas",2
"coalminers",2
"ColumbusDay",2
"DDay",2
"drugcrisis",2
"DWTS",2
"Easter",2
"economy",2
"EndAlz",2
"energyFUTURE",2
"entrepreneurship",2
"Gitmo",2
"gsGoldAward",2
"Guantanamo",2
"Hanukkah",2
"HeartMonth",2
"HERD",2
"HeroineNetflix",2
"HIDTA",2
"HospiceMonth",2
"IGoPurpleFor",2
"Infrastructure",2
"innovation",2
"jointaddress",2
"JointAddress",2
"LaborDay",2
"Medicaid",2
"military",2
"MTP",2
"NationalParkWeek",2
"NationalWomensHistoryMonth",2
"NCAA",2
"ncaaW",2
"NEDA",2
"NEDAwareness",2
"NewYear",2
"NMTC",2
"NursesWeek",2
"opioidcrisis",2
"OpioidCrisis",2
"Opioidepidemic",2
"PresidentsDay",2
"PulitzerPrize",2
"SenecaRocks",2
"STARAct",2
"StopSuicide",2
"takebackday",2
"tbt",2
"Tbt",2
"throwback",2
"Trump",2
"TRUSTact",2
"Veterans",2
"vets",2
"Vietnam",2
"WCollegeCup",2
"WestVirginia",2
"WHScienceFair",2
"wvlegis",2
"WVstrong",2
"WVU",2
"WVUatFedEx16",2
"Zika",2
"12StrongMovie",1
"21stCenturyCures",1
"4HCWF",1
"AbrahamLincoln",1
"AcademyDays",1
"ACLICapChallenge",1
"advancecareplanning",1
"aew2016",1
"AgDay",1
"AgDay2016",1
"agriculture",1
"agritherapy",1
"agtech",1
"alliancedinner17",1
"AlmostHeaven",1
"ALS",1
"AlzheimerPolicy",1
"AlzheimersAwarenessMonth",1
"AmericasTastiest",1
"Appalachia",1
"ArlingtonVA",1
"ArmedForcesDay",1
"AU15thPres",1
"BacktheBlue",1
"BackToWork",1
"Barcelona",1
"baseball",1
"BeatBaylor",1
"beatcancer",1
"BeatCancer",1
"BeatThePress",1
"bestvirginia",1
"Big12MBB",1
"Big12onthehill",1
"Big12SGA",1
"Big12SOC",1
"Big12WBB",1
"bioscience",1
"BizChampion",1
"BlackHistoryMonth",1
"bleedingdisorders",1
"Blenko",1
"Boren",1
"BridgeDay",1
"CADCAForum",1
"CapChallenge",1
"CapitolHill",1
"CBG2016",1
"CDFI",1
"CEASD",1
"ChampionshipSaturday",1
"CherryBlossomPrincess",1
"ChildTaxCredit",1
"CHIP",1
"ChristmasEve",1
"ChristmasTree",1
"CircleofHonor",1
"CivilWar",1
"Clydesdales",1
"CMAawards50",1
"coalash",1
"ConfirmGorsuch",1
"CongressionalBaseball",1
"Connectamillion",1
"ConnectingCommunities",1
"ConnectToCongress",1
"Constitution",1
"CORE",1
"countryroads",1
"CPP",1
"CSEdWeek",1
"CTE",1
"cwv",1
"D2Soccer",1
"D4G",1
"DakotaAccess",1
"daylightsavings",1
"DEA360Strategy",1
"DrugCourtMonth",1
"drugfree",1
"drugfreewv",1
"eatingdisorders",1
"EatingDisorders",1
"EconomicDevelopment",1
"Education",1
"Entrepreneurs",1
"EPA",1
"EPABack2Basics",1
"Epilepsy",1
"EqualPay",1
"Equalpayforequalwork",1
"extendchip",1
"EyewitnessWV",1
"FallenHeroes",1
"farming",1
"FathersDay",1
"FedExField",1
"festivallcwv",1
"FiduciaryRule",1
"FlagDay",1
"flooding",1
"FlyUC",1
"football",1
"FourthofJuly",1
"FriendsOfIreland",1
"GAPact",1
"GeorgeWashington",1
"GER",1
"girlpower",1
"GirlScout",1
"GiveThePeopleAVoice",1
"globalrunningday",1
"GOES16",1
"GOESR",1
"gold",1
"Gold",1
"GoPurple",1
"Gorsuch",1
"gotowv",1
"GoToWV",1
"GreenBankTelescope",1
"Halloween",1
"HappyFathersDay",1
"HappyHalloween",1
"HappyHolidays",1
"HappyMothersDay",1
"Harvey",1
"healthcare",1
"HealthyInTheHills",1
"Herd",1
"heroinenetflix",1
"HigherEdMeansJobs",1
"HolidayforHeroes",1
"HomesforWV",1
"HomesForWV",1
"homeworkgap",1
"HonorFlight",1
"Hospice",1
"HourofCode",1
"Humantrafficking",1
"HumanTraffickingAwarenessMonth",1
"inaugural",1
"IndependenceDay",1
"INTERDICTAct",1
"InternationalWomensDay",1
"Internet",1
"Iran",1
"IWD2016",1
"JasonsLaw",1
"JDRFCC17",1
"JeffersonAwards",1
"jobs",1
"KeepThePromise",1
"KeystoneXL",1
"KoreanWar",1
"LasVegasShooting",1
"LeanInTogether",1
"LightsOnAfterschool",1
"LittleLeague",1
"MacysParade",1
"madeinWV",1
"MakeItYours",1
"Manufacturing",1
"MarchforLife",1
"Marshall",1
"MarshalluFamily",1
"MCOY2018",1
"Medicare",1
"MFGDay17",1
"MilkenAward",1
"MLKDay",1
"MLKday2017",1
"Morgantown",1
"MothersDay",1
"Mountaineer",1
"MSHA",1
"NAMICccp",1
"NAS",1
"NASATech",1
"NationalAgDay",1
"NationalAviationDay",1
"NationalMinersDay",1
"NationalNurseWeek",1
"NationalSelfieDay",1
"nationalwomenshistorymonth",1
"neurologicaldiseases",1
"Neuroscience",1
"NeverForget",1
"NFCMonth",1
"NHCW16",1
"NoRansomPaymentsAct",1
"nurse",1
"nurses",1
"nutrition",1
"nye2016",1
"Oscar",1
"ozone",1
"PalliativeCare",1
"PancreaticCancer",1
"passCASAct",1
"PassCASAct",1
"passport",1
"passVets1stAct",1
"PearlHarborDay",1
"PepperoniRolls",1
"Periscope",1
"Philly",1
"pipelines",1
"Podcast",1
"POL17",1
"PoliceWeek",1
"PostLive",1
"powerofrural",1
"PowerYourFuture",1
"prayfornice",1
"PrideofWestVirginia",1
"PurpleHeartDay",1
"ReadAcrossAmerica",1
"RebuildingRainelle",1
"RECLAIMAct2017",1
"redtiechallenge",1
"Retweet",1
"RioOlympics2016",1
"RoadtoOmaha",1
"RoadToOmaha",1
"RosietheRiveterDay",1
"ROTC",1
"rural",1
"SACup17",1
"safedriving",1
"SamsungSolvePVMS",1
"SayTheirNames",1
"SBLII",1
"SCOTUSnominee",1
"SecondAmendment",1
"SeedsofChangeGrant",1
"seersucker",1
"SeersuckerDay",1
"Selfie",1
"SfN17",1
"SFWV2016",1
"sfwv2017",1
"Skype",1
"smalbiz",1
"Smallbiz",1
"SmallBiz",1
"SmallBizSat",1
"SmartInfraFuture",1
"SRRbot",1
"StandWithKingCove",1
"StateOfTheUnion",1
"STOPact",1
"StPatricksDay",1
"Summit24",1
"SuperBowl2018",1
"Sweet16",1
"Syria",1
"TakeBack",1
"Talkline",1
"TaxCutsAndJobsAct",1
"TaxDay",1
"taxre",1
"TeamCapito",1
"TeamGoldenGiggles",1
"telemedicine",1
"thankateacher",1
"ThankATeacher",1
"ThinkBabies",1
"Throwback",1
"TimetoBuild",1
"TimeToBuild",1
"TODASTWD",1
"tourism",1
"Triathlon",1
"TrickOrTreat",1
"Trivia",1
"TroopCapitolHill",1
"USSJohnMcCain",1
"USSYP",1
"VAaccountability",1
"ValentinesDay",1
"VeteransMonth",1
"VFW",1
"VietnamVeterans",1
"VietnamVeteransDay",1
"WAA2016",1
"WageHope",1
"waroncoal",1
"water",1
"WeAre",1
"WeAreMarshall",1
"WearRedDay",1
"WestVirginiaWednesday",1
"WhiteHouse",1
"WildAndWonderful",1
"wildnwonderful",1
"womenintech",1
"woundedwarriors",1
"WPCD",1
"WV4H",1
"WVBE",1
"WVCoding",1
"WVDay",1
"WVflood",1
"wvflooding",1
"WVFloods",1
"wvfood",1
"WVPOL17",1
"WVSBIR",1
"WVStrong",1
"WVU150",1
"WYSE2017",1
"ywca160",1
