"Hashtag","Frequency"
"utpol",1310
"TaxReform",155
"BearsEars",133
"taxreform",71
"ConfirmGorsuch",56
"tcot",53
"SchumerShutdown",42
"DACA",31
"CHIP",27
"SCOTUS",27
"OGHatBearsEars",25
"TakeNote",22
"ICPA",21
"JusticeForJosh",21
"CollegeByTheNumbers",19
"Harvey",19
"SOTU",19
"NationalPoliceWeek",18
"ISquared",17
"Obamacare",17
"Charlottesville",16
"confirmgorsuch",16
"tech",15
"AmericanDreamWeek",14
"Senate",14
"Utah",12
"Gorsuch",11
"USSJohnSMcCain",10
"StandWithSongwriters",9
"STEMonStation",9
"HipsterAntitrust",8
"OGHistory",8
"workforceweek",8
"BetterCare",7
"DREAMers",7
"ImmigrationInnovation",7
"STEM",7
"techweek",7
"Utpol",7
"115thSoFar",6
"BrianHeadFire",6
"IranProtests",6
"LDS",6
"regreform",6
"SuicidePreventionWeek",6
"tax",6
"TheyFeelPain",5
"ADA27",4
"AmericanDream",4
"FWDUT",4
"justiceforjosh",4
"NationalPurpleHeartDay",4
"Alexandria",3
"CPIA",3
"Dreamers",3
"futureleaders",3
"GoJazz",3
"GRAMMYs",3
"healthcare",3
"HolyWar",3
"immigration",3
"Iran",3
"Isquared",3
"MusicModernizationAct",3
"NeverForget",3
"ParisAgreement",3
"PioneerDay",3
"ProLife",3
"RescindBearsEars",3
"SMA",3
"StandWithKeaton",3
"SuicidePreventionMonth",3
"takenote",3
"TBT",3
"Tech",3
"TheStory",3
"ThrowbackThursday",3
"UtahTech",3
"WeNeedNine",3
"115SoFar",2
"AHCA",2
"aiplaAM17",2
"Antitrust",2
"BSA",2
"BusinessTax",2
"BYU",2
"DemocratShutdown",2
"Dreamer",2
"DREAMer",2
"DREAMERS",2
"DreamTeam25",2
"FlagDay",2
"GinsburgStandard",2
"GSWatUTA",2
"HatchBurgerTour",2
"highered",2
"HolocaustMemorialDay",2
"HurricaneHarvey",2
"iPhoneAt10",2
"JoshHolt",2
"JusticeforJosh",2
"keepkids",2
"lawfulaccess",2
"ldsconf",2
"MadeInAmericaWeek",2
"MedicalMarijuana",2
"MedicareForAll",2
"MemorialDay",2
"mentalhealth",2
"MentalHealth",2
"MentalHealthAwareness",2
"mentalhealthawarenessmonth",2
"MentalHealthAwarenessMonth",2
"NationalCheeseburgerDay",2
"NeilGorsuch",2
"opioid",2
"PassRAA",2
"ProsperityNowScoreCard",2
"PuertoRico",2
"PurpleHeartDay",2
"RARE",2
"RepealObamacare",2
"SanJuanCounty",2
"StandWIthSongwriters",2
"SummerLearningDay",2
"TaxCutsandJobsAct",2
"TaxCutsAndJobsAct",2
"Taxreform",2
"TaxTalk",2
"TCJA",2
"TechWeek",2
"TransMilitaryBan",2
"UNGA",2
"YAdvocates",2
"YMCA",2
"2017BoysNation",1
"2017Jambo",1
"340B",1
"A4Achallenge",1
"AFSPForum17",1
"AiringofGrievances",1
"ALAGirlsNation17",1
"alleyesonthesky",1
"AllThePinnochios",1
"ALZFORUM",1
"AntiTrust",1
"Apocalypse",1
"ATT",1
"BCRA",1
"BeThere",1
"BetterData",1
"BrainHeadFire",1
"BREAKING",1
"Budget",1
"BYUBasketball",1
"BYUFootball",1
"BYUFOOTBALL",1
"BYUvsUTAH",1
"CapitolPolice",1
"Chabad",1
"Chaffetz",1
"chip",1
"CLOUDact",1
"COMEY",1
"comeyhearing",1
"ComeyHearing",1
"Confirmed",1
"Constitution",1
"ConstitutionDay",1
"dadsrule",1
"Data",1
"dc",1
"DEATakeBack",1
"DeathSpiral",1
"DNA",1
"DPOY",1
"Easter",1
"eclipse2017",1
"Eclipse2017",1
"EGS",1
"ENDALZ",1
"EndHumanTrafficking",1
"EndTrafficking",1
"ExtendCHIP",1
"fakenews",1
"farmbill17",1
"FathersDay",1
"FBLive",1
"FIFY",1
"FixNICS",1
"FixPatents",1
"Florida",1
"FNC",1
"FreeAllProtestors",1
"FreeIran",1
"FutureLeaders",1
"Game6",1
"GaryCohn",1
"GDU",1
"give2veterans",1
"GoCougs",1
"GOP",1
"GOPTaxBill",1
"GOPTaxPlan",1
"Gorsuchfacts",1
"GorsuchFacts",1
"goutes",1
"GrandStaircase",1
"GTPC2017",1
