"Mention","Frequency"
"SenGaryPeters",123
"SenStabenow",84
"freep",39
"detroitnews",36
"POTUS",33
"UMich",33
"NASA",26
"RepDanKildee",24
"SBAgov",24
"ThunderBayNMS",22
"EximBankUS",21
"michiganstateu",20
"SenCoryGardner",20
"GM",17
"MLive",16
"USCG",16
"Ford",13
"almacollege",12
"MSU_Basketball",11
"MSNBC",10
"USNavy",10
"ChrisCoons",9
"fema",9
"NOAA",9
"SenBillNelson",9
"SenCapito",9
"SteveDaines",9
"USArmy",9
"ACCESS1971",8
"niupnorth",8
"SenateCommerce",8
"SenThomTillis",8
"BillCassidy",7
"davidshepardson",7
"DHSgov",7
"HHSGov",7
"NAACP",7
"NatlParkService",7
"NSF",7
"nytimes",7
"USMC",7
"waynestate",7
"CCAInstitute",6
"CFPB",6
"CoachJim4UM",6
"CoryBooker",6
"HistoricVehicle",6
"LCCStars",6
"LCVoters",6
"michigantech",6
"MINationalGuard",6
"NAIASDetroit",6
"nannburke",6
"SenCarlLevin",6
"ShortsBrewing",6
"StormyKromer",6
"TARDEC_PAO",6
"TheOaklandPress",6
"WashAutoShow",6
"WhiteHouse",6
"1320WILS",5
"9and10News",5
"ABetterMI",5
"am1200wchb",5
"EPA",5
"LSJNews",5
"MichiganLCV",5
"MildredGaddis",5
"MonaHannaA",5
"NationalAction",5
"oaklandu",5
"Proudtomfrinmi",5
"RepDebDingell",5
"SenateDems",5
"SenatorCarper",5
"SenatorRisch",5
"SenatorTomUdall",5
"SenGillibrand",5
"SenJohnThune",5
"senrobportman",5
"StatesideRadio",5
"tigers",5
"usairforce",5
"uspto",5
"VVAmerica",5
"wmuk1021",5
"WolverineWW",5
"wxyzdetroit",5
"wzzm13",5
"_WayneLaw",4
"AARPMichigan",4
"ARPAE",4
"BillNye",4
"BlackrocksBrew",4
"CandiceMiller",4
"CMUniversity",4
"CNN",4
"ConsumersEnergy",4
"CUNA",4
"DetroitRedWings",4
"FuturamicTEC",4
"HUDgov",4
"KellyAyotte",4
"librarycongress",4
"MayorMikeDuggan",4
"mibigshow",4
"PPFA",4
"RepFredUpton",4
"SenAlexander",4
"SenJohnMcCain",4
"SenJoniErnst",4
"SenMarkey",4
"SenWarren",4
"SleepingBearNPS",4
"thehill",4
"USDOT",4
"USTradeRep",4
"VP",4
"AF_Academy",3
"AGU_Eos",3
"aircraftcarrier",3
"AutomationAlley",3
"bcenquirer",3
"boyscouts",3
"CherryCapFoods",3
"chevrolet",3
"CStokesWXYZ",3
"DavidVitter",3
"DETROITNAACP",3
"FCC",3
"FTC",3
"gordoevans",3
"GRPress",3
"JocelynBenson",3
"JohnDingell",3
"KetteringU",3
"Kyle_Feldscher",3
"LivoniaChamber",3
"LongRoadGR",3
"M_Foresight",3
"marcorubio",3
"maziehirono",3
"MiBiz",3
"Microsoft",3
"MillSteel",3
"MobilityTalks",3
"NASAGoddard",3
"NationalCASA",3
"NextEnergyMi",3
"NickStarlingTV",3
"NNAAC",3
"OCCollege",3
"OSIRISREx",3
"RepHuizenga",3
"RepJohnConyers",3
"ridehamiltonhd",3
"SenateHSGACDems",3
"SenateYouth",3
"SenatorBaldwin",3
"SenatorCollins",3
"SenatorLankford",3
"SenBrianSchatz",3
"sendavidperdue",3
"SenDeanHeller",3
"SenFranken",3
"SpectrumHealth",3
"stabenow",3
"StudentCam",3
"TCWHISKEY",3
"techtowndetroit",3
"TheHillEvents",3
"tsspangler",3
"UAW",3
"UM_DCOffice",3
"USDOL",3
"USPS",3
"ussoccer_wnt",3
"VENTOWER",3
"voami",3
"washingtonpost",3
"wjrradio",3
"wluctv6",3
"wwmtnews",3
"127Wing",2
"AFGE",2
"AFLCIO",2
"AirNatlGuard",2
"AlexMillerNews",2
"allinwithchris",2
"AmeriCorps",2
"annarbornews",2
"ArtPrize",2
"BellsBrewery",2
"BerkleySchools",2
"BoschGlobal",2
"BWChamber",2
"CBCFInc",2
"CBSDetroit",2
"CertainTeed",2
"ChadLivengood",2
"cherryfestival",2
"ChrisMurphyCT",2
"Chrysler",2
"ChuckGrassley",2
"crainsdetroit",2
"cspan",2
"cspanwj",2
"CyndyCanty",2
"DeptofDefense",2
"DeptVetAffairs",2
"deteconomicclub",2
"detroitpolice",2
"DrBiden",2
"facebook",2
"fennvalley",2
"FiatChrysler_NA",2
"FIFAWWC",2
"flagstar",2
"FlashpointOn4",2
"flintjournal",2
"flintsnewstalk",2
"Focus_HOPE",2
"FullertonTool",2
"GamaAviation",2
"GEAviation",2
"GFAChamber",2
"Google",2
"GrandCircusCo",2
"GrantMeHope1",2
"grndwk",2
"GTDistillery",2
"GVSU",2
"habitatdetroit",2
"harleydavidson",2
"HeadStartgov",2
"Herbrucks",2
"HouseNewDems",2
"HRC",2
"Hvilleharbor",2
"IPRNewsRadio",2
"JasonCooper922",2
"JECDems",2
"jeffabernathy",2
"JohnCornyn",2
"jpmorgan",2
"KelloggsUS",2
"LafargeGroup",2
"Lions",2
"Local4News",2
"macombdaily",2
"MACOUINC",2
"MayorBarnett",2
"mayorbliss",2
"MEMADC",2
"MentorMI",2
"MIBizNetwork",2
"MichFarmBureau",2
"michfoundations",2
"MichiganCasa",2
"MichiganRadio",2
"michpca",2
"MIPOAM",2
"MRCCUnion",2
"NatGeo",2
"NatUrbanLeague",2
"navy_reserve",2
"NCYL_FosterEd",2
"NewDay",2
"newsone",2
"NickMinock",2
"NIST_MEP",2
"NMAAHC",2
"NolanFinleyDN",2
"NorthernMichU",2
"PAKymWorthy",2
"PaulWJR",2
"PeaceCorps",2
"PHMSA_DOT",2
"politico",2
"Pontifex",2
"RealClearNews",2
"RepJaredPolis",2
"RepMikeCoffman",2
"RepSinema",2
"RepTomReed",2
"Reuters",2
"RFKChildren",2
"RickAlbinWoodTV",2
"rolandsmartin",2
"RTAmichigan",2
"saginawnews",2
"SASCDems",2
"SBAM",2
"SecBurwell",2
"SecretaryCastro",2
"SenateAgDems",2
"SenateFloor",2
"SenateSmallBiz",2
"SenatorHeitkamp",2
"SenatorKirk",2
"SenatorLeahy",2
"SenatorRounds",2
