"Hashtag","Frequency"
"SFRC",214
"EndSlaveryAct",134
"Syria",116
"Iran",115
"Ukraine",105
"enditmovement",95
"IranDeal",68
"GSEReform",61
"EndItMovement",49
"Russia",47
"IranTalks",44
"GSEreform",39
"CHA",38
"AUMF",23
"BadIranDeal",23
"EndSlavery",22
"HoevenCorker",21
"NorthKorea",20
"Jobs4TN",19
"Chattanooga",18
"endslaveryact",18
"FHFA",18
"KeystoneXL",17
"Egypt",16
"Afghanistan",15
"fiscalcliff",15
"FoodAid",15
"ISIS",15
"nuclear",15
"VW",15
"POTUS",14
"ConstitutionWeek",13
"ElectrifyAfrica",13
"budget",12
"Fannie",11
"Freddie",11
"immigration",11
"SOTU",11
"TBT",11
"Benghazi",10
"NSA",10
"TNGetOnline",10
"China",9
"foodaid",9
"KarzaiCash",9
"NLRB",9
"SyriaHearing",9
"Budget",8
"Debt",8
"ENDIT",8
"MFA",8
"Obamacare",8
"TennesseeTuesday",8
"VA",8
"Brexit",7
"ChattanoogaStrong",7
"FNS",7
"FoodAidReform",7
"MTP",7
"ParisAttacks",7
"TaxReform",7
"Yellen",7
"BestTowns2015",6
"DRCStuck",6
"Fed",6
"foreignpolicy",6
"JointOperation",6
"TaylorForceAct",6
"TIPReport",6
"Cuba",5
"debt",5
"Iraq",5
"Israel",5
"MH17",5
"NDAA",5
"NeverForget",5
"Russian",5
"tbt",5
"Tennessee",5
"TPP",5
"AlQaeda",4
"ArmsTradeTreaty",4
"EndIt",4
"FHA",4
"GFSA",4
"Housing",4
"ICYMI",4
"Japan",4
"JASTA",4
"JointSession",4
"Karzai",4
"Kosovo",4
"MemorialDay",4
"MLK",4
"MLKDay",4
"Moldova",4
"Obama",4
"Pakistan",4
"SongwriterEquityAct",4
"trade",4
"Turkey",4
"UAW",4
"UN",4
"Yemen",4
"Africa",3
"BCA",3
"BringBackOurGirls",3
"Christians",3
"ConnectToCongress",3
"CTBT",3
"debtlimit",3
"Ebola",3
"FAA",3
"FallenFive",3
"fixfoodaid",3
"FixTheTrustFund",3
"GSE",3
"IdeasForum",3
"IsObamaOnObamacare",3
"LIVEonFOX17",3
"Munich",3
"NoNuclearIran",3
"NoUSPSVote",3
"Paris",3
"Passion2016",3
"PEPFAR",3
"Putin",3
"ReligiousFreedom",3
"shutdown",3
"TTIP",3
"TVA",3
"UFSA",3
"Venezuela",3
"VeteransDay",3
"Vietnam",3
"Water4World",3
"1400Days",2
"2A",2
"AIPAC2017",2
"AlanGross",2
"ArmsTreaty",2
"AsiaPacific",2
"Bahrain",2
"Bernanke",2
"bonnaroo2015",2
"CHAchamber",2
"ConfirmGorsuch",2
"CQRChousing",2
"CWS",2
"DDay",2
"debtceiling",2
"defense",2
"DISHCares",2
"DRC",2
"EndModernSlaveryAct",2
"EndPolio",2
"EndSexExploitation",2
"FirstFriday",2
"fixthetrustfund",2
"foodaidreform",2
"FourthOfJuly",2
"freedom2016",2
"GCFestival",2
"Geneva",2
"GloFo",2
"GritNGrind",2
"HonorAir",2
"HonorFlight",2
"housing",2
"IAEA",2
"IMChattanooga",2
"IranReviewAct",2
"IRS",2
"ItHasToStop",2
"Jordan",2
"JusticeScalia",2
"Kilis",2
"Libya",2
"LongTermFix",2
"MadeInAmerica",2
"Manchester",2
"MSC2016",2
"MTSU",2
"NationalDebt",2
"NationalPoliceWeek",2
"nationalsecurity",2
"nonproliferation",2
"PopeInDC",2
"Regulatory13",2
"RIPLKY",2
"SCOTUS",2
"SDGtalk",2
"slavery",2
"SmallBizSat",2
"smartpower",2
"Smashville",2
"SouthChinaSea",2
"StandWithSongwriters",2
"SuperBowl",2
"Syrian",2
"TaxCutsAndJobsAct",2
"TECA14AM",2
"Thatcher",2
"TheLead",2
"TNWYT",2
"Trade",2
"Tunisia",2
"US",2
"USSYP",2
"VAaccountability",2
"Veterans",2
"VolsGameFace",2
"VWVote",2
"WEF18",2
"WellsFargo",2
"WorldAIDSDay",2
"YTDC",2
"2017POTH",1
"ABASummit",1
"ADIZ",1
"ADLSummit",1
"Afghan",1
"AgDay2016",1
"Aging",1
"AIDS",1
"AIPAC2013",1
"AlertTheDaycareStaff",1
"AllHeart",1
"AllianceForProsperity",1
"alQaeda",1
"ALSA13",1
"Alzheimers",1
"AmberAlert",1
"AMR",1
"ANAvsNSH",1
"ArmedForcesDay",1
"ArthurAshe",1
"B61",1
"backtowork",1
"Bangladesh",1
"Barcelona",1
"BelieveMemphis",1
"BellBuilt",1
"Berlin",1
"Bipartisan",1
"BlueRaiders",1
"BofAStudentLeaders",1
"Bonnaroo2015",1
"BPCfor2016",1
"BrickbyBrick",1
"Brussels",1
"burnpits",1
"CAATSA",1
"CAR",1
"CEDpolicyconf",1
"CEOSeries",1
"CFPB",1
"CHAbiz",1
"ChallengerTheEagle",1
"Charlottesville",1
"Chatt",1
"chattstate50",1
"CheersToH2O",1
"CIR",1
"citizenready",1
"CLASSICSAct",1
"Classof2015",1
"CleanPowerPlan",1
"cnas2013",1
"ColdWarPatriots",1
"conservation",1
"ConstitutionDay",1
"CoopsInDC",1
"CorkerWarner",1
"CR",1
"Crimea",1
"CRPD",1
"CUFIDC",1
"Cures",1
"CWLIevents",1
"cyberhacking",1
"DCdel",1
"Defense",1
"Dementia",1
"DowntownDownhill",1
"EasterEggRoll",1
"economy",1
"Election2014",1
"electricity4Africa",1
"EliteEight",1
"EMS",1
"EndingSlavery",1
"ENDITMOVEMENT",1
"enditovement",1
"endpolio",1
"endslavery",1
"EndTrafficking",1
"EnergizeAfrica",1
"EnergyBill",1
"ESSA",1
"EU",1
"FalseChoice",1
"FCSPlayoffs",1
"FED",1
"FHU",1
"FightDores",1
"fightfor5",1
"FindYourPark",1
"fiscalreform",1
"FixFoodAid",1
"FixNCLB",1
"flashbackstache",1
"FPIForum",1
"Gagauzia",1
"Gatlinburg",1
"globalcitizen",1
"GlobalFoodSecurityAct",1
"GlobalGateways",1
"GloFlo",1
"GoMocs",1
"GoTigersGo",1
"GovCon2017",1
"governmentshutdown",1
"GRAMMYsOnTheHill",1
"GrizzNation",1
"hacking",1
"Haiyan",1
"HappyBirthdayTennessee",1
"Haqqani",1
"HBOB",1
"HighwayTrustFund",1
"HIV",1
"HolidaysForHeroes",1
"HugoChavez",1
"humantrafficking",1
"HumanTraffickingAwarenessDay",1
"HungerActionDay",1
"IAMTrueBlue",1
"ImHealthierTN",1
"Inaug2013",1
"Inauguration",1
"IranProtests",1
"IranSanctionsAct",1
"Iraqi",1
"IsraelElections",1
"ITHasToStop",1
"jacksontn",1
"JanetYellen",1
"jobs",1
"Jobs",1
"JusticeinKenya",1
"JVTA",1
"Keyston",1
"Keystone",1
"KoreanWarArmistice",1
"Kosovo8years",1
"KRG",1
"Lefty",1
"LGTennessee",1
"LiuXiaobo",1
"LIVESTREAM",1
"MadeinAmerica",1
"Magnitsky",1
"Mali",1
"Mandela",1
"MBAAdvocacy16",1
"Medicaid",1
"Medicare",1
"Memphis",1
"meningitis",1
"MilitaryMonday",1
"MissileDefense",1
"MLK50",1
"Montenegro",1
"morningjoe",1
"MTPDaily",1
"Nashville",1
"NatCon",1
"NATO",1
"ND",1
"Nepal",1
"NEvsDEN",1
"NoBudgetNoPay",1
"NPS100",1
"NSHvsPIT",1
"Nuclear",1
"ObamaCare",1
"Olympics",1
"Oman",1
"ONEPowerSummit",1
"OneTennessee",1
"OpeningCeremony",1
"PatriotAct",1
"PearlHarbor",1
"Prayers4Paris",1
"PrayForNice",1
"PredsPride",1
"Prosperity",1
"ProudToBeABanker",1
"RealChoice",1
"Rio2016",1
"RiseAbove",1
"RobertLevinson",1
"ROK",1
"Rotary17",1
"RoyalVisitUSA",1
"Saudi",1
"SB50",1
"sbajterm14",1
"SchiefferSunday",1
"SEA",1
"SecDef",1
"SecuringTomorrow",1
"Senate",1
"sexabuse",1
"ShareYourChristmas",1
"SheBelieves",1
"Shinseki",1
"SIGIR",1
"Singapore",1
"SmartPower",1
"SocialSecurity",1
"SouthKorea",1
"SRFC",1
"StandWithKeaton",1
"StandWithUs",1
"StanleyCup",1
"StateDep",1
"SupportMusic",1
"syria",1
"SyriaCeasefire",1
"SyriaTalks",1
"TBAWashington",1
"TeamUSA",1
"Terrorism",1
"TheMountainsAreCalling",1
"ThisWeek",1
"TIME100",1
"TIPHeroes",1
"TN",1
"TNAMBERAlert",1
"TNFBPres16",1
"TPA",1
"Transnistria",1
"TrueFamily",1
"UNArmsTreaty",1
"UNGA",1
"UNSC",1
"USA",1
"USAvJPN",1
"usjapan",1
"USWNT",1
"VADept",1
"VandyBoys",1
"veterans",1
"VolLaw",1
"WAD2015",1
"WaPo",1
"WASH",1
"Water",1
"WGDB",1
"WhatAboutBob",1
"WingsUp",1
"WorldPolioDay",1
"WOTUS",1
"WSJ",1
"Yanukovych",1
"YourStory",1
"Youth4Ed",1
