"Hashtag","Frequency"
"ncsen",226
"ncgop",133
"Obamacare",102
"tcot",47
"LWCF",43
"consnc",39
"ABLEact",26
"r2v",24
"VAaccountability",23
"ncpol",22
"FixtheVA",20
"PatientCAREAct",20
"veterans",20
"Zika",20
"Benghazi",19
"POTUS",17
"TBT",17
"passtheABLEact",16
"SCOTUS",16
"MilitaryMonday",15
"brokenpromises",14
"Gitmo",14
"TaxReform",14
"ISIL",13
"StudentLoans",13
"DoesObamaCare",12
"ISIS",12
"patientCAREact",12
"trainwreck",11
"ABLEAct",10
"Iran",10
"KeepPounding",10
"ABLE",9
"CARA",9
"cybersecurity",9
"IRSscandal",9
"September11",9
"Ebola",8
"Istanbul",8
"NC",8
"StudentLoan",8
"SOTU",7
"TaxCutsandJobsAct",7
"Yemen",7
"2ndAmdt",6
"4jobs",6
"CCDBG",6
"hcr",6
"Iransom",6
"IRS",6
"ncSEN",6
"PatientCAREact",6
"PatriotAct",6
"SpecialReport",6
"StopJohnKing",6
"vets",6
"yourstory",6
"ABLE2Work",5
"Bangladesh",5
"Charlotte",5
"CISA",5
"Cures",5
"FixTheVA",5
"HealthierAmericans",5
"Hermine",5
"jobs",5
"LongLiveTheThing",5
"MarchMadness",5
"Matthew",5
"MemorialDay",5
"ParisAttacks",5
"RepayAct",5
"TPP",5
"TrainWreck",5
"Vet2ndAmdt",5
"1400Days",4
"BenghaziHearing",4
"BoostSaving4CollegeAct",4
"BrokenPromises",4
"Care4Kids",4
"fiscalcliff",4
"fixthemaze",4
"FNS",4
"GOP",4
"GreatestGeneration",4
"humantrafficking",4
"nc",4
"NCAATournament",4
"ncwx",4
"NeverForget",4
"NiceAttack",4
"NSA",4
"ObamaCareInThreeWords",4
"obx",4
"Paris",4
"RepealAndReplace",4
"UNC",4
"VeteransChoiceAct",4
"WeCantWait",4
"2015accomplishments",3
"ABLEtoWork",3
"ALS",3
"avlnews",3
"Brexit",3
"budget",3
"ChildCareProtection",3
"CutThisNotThat",3
"CutWaste",3
"Cybersecurity",3
"CyberSecurity",3
"DDay",3
"DeVosConfirmation",3
"DSWORKS",3
"economy",3
"ESSA",3
"GOPAddress",3
"Gorsuch",3
"HumanTrafficking",3
"InvestInVets",3
"Irma",3
"KeystoneXL",3
"LLWS",3
"lwcf",3
"MilitaryFamilies",3
"nationalchampionship",3
"PAHPA",3
"PearlHarbor",3
"PreserveHBCUs",3
"priorities",3
"SanBernardino",3
"sca",3
"seniorschoiceact",3
"SequesterThis",3
"sequestration",3
"SpendingIsTheProblem",3
"stillbroken",3
"studentloan",3
"VA",3
"ZikaVirus",3
"1in68",2
"911remembrance",2
"AbleActNC",2
"ACCTourney",2
"ADA",2
"AS2DC",2
"badirandeal",2
"BadIranDeal",2
"bipartisan",2
"Budget",2
"cltwx",2
"conservation",2
"CorollaWildHorses",2
"DDay70",2
"DefundPlannedParenthood",2
"Dem",2
"Dems",2
"DeVos",2
"DontDoubleMyRate",2
"FF",2
"finalfour",2
"FinalFour",2
"getintoit",2
"GoDeacs",2
"GoHeels",2
"Guantanamo",2
"HCR",2
"heelslockin",2
"HHSMandate",2
"HurricaneMatthew",2
"ImproveVetsChoice",2
"IranDeal",2
"IS",2
"JackLew",2
"LieOfTheYear",2
"MatthewNC",2
"Medicaid",2
"NationalChampionship",2
"NationalSelfieDay",2
"NCGOP",2
"NDAA",2
"NextGenCures",2
"NoDemBudget",2
"NorthKorea",2
"NoTaxesNoBonuses",2
"OAA",2
"ObamaCare",2
"ObamaFlightDelays",2
"Obamaquester",2
"OBX",2
"Olympics",2
"OrlandoShooting",2
"ParisShooting",2
"PatientCareAct",2
"PuppyBowl",2
"RareDisease",2
"ReadyNC",2
"SaveCorollaHorses",2
"Selma50",2
"Senate",2
"sequester",2
"STAawards",2
"studentloans",2
"superbowl50",2
"Syria",2
"TaxCutsAndJobsAct",2
"taxreform",2
"TheLead",2
"ThisWeek",2
"Trainwreck",2
"VeteransDay",2
"Vets",2
"Wastebook2013",2
"WorkingForNC",2
"wral",2
"1000days",1
"2A",1
"2ndAmendment",1
"32percent",1
"3YearsNoBudget",1
"529Day",1
"ABetterBargain",1
"ACA",1
"accountability",1
"adoption",1
"AEKDB",1
"AFBday",1
"ag",1
"AGDay2015",1
"aids",1
"ALSHillDay17",1
"America",1
"AmericanHeroes",1
"AmericanUniversity",1
"AnnWoodsHawks",1
"APprobe",1
"autism",1
"AutismAwarenessDay",1
"backlog",1
"BackToSchool",1
"BacktotheFutureDay",1
"BackToWork",1
"balancedbudget",1
"BatonRouge",1
"BeattheAggies",1
"BengahziHearing",1
"BeThere",1
"biz",1
"BobSchieffer",1
"Boston",1
"BostonStrong",1
"Budget2015",1
"BuffettTax",1
"burrhq",1
"camplejeune",1
"CampLejeune",1
"CapChallenge",1
"CapitolChristmasTree",1
"CapitolDome",1
"CapitolHillDay",1
"care4kids",1
"celebratebsf",1
"celebrateBSF",1
"ChampionshipMonday",1
"charterschools",1
"Chattanooga",1
"ClintonEmail",1
"CLTwx",1
"compromise",1
"Congress4LIUB",1
"constitution",1
"Constitution",1
"ConstitutionDay",1
"corollawildhorses",1
"crushvideos",1
"Cuba",1
"cyberattacks",1
"DaalloAirlines",1
"data",1
"DC",1
"DCYRsOnTour",1
"Deacs",1
"decryption",1
"deltadays2016",1
"dem",1
"DoingitRIGHT",1
"DontDoubleMyRates",1
"dontevergiveup",1
"drugtrafficking",1
"DSAM",1
"duke",1
"Duke",1
"earlyvotenc",1
"EarlyVoteNC",1
"EarnedIt",1
"ebola",1
"education",1
"ElizabethEdwards",1
"ElonDay",1
"EndTrafficking",1
