"Hashtag","Frequency"
"MedicareForAll",93
"NoDAPL",31
"BernieResponds",27
"HealthCareDebate",21
"BernieFP",20
"TaxDebate",20
"CNNDebateNight",17
"DebateWithBernie",13
"CollegeforAll",12
"NetNeutrality",8
"healthcare",7
"SocialSecurity",7
"CNNTownHall",5
"DrainTheSwamp",5
"Fightfor15",5
"FossilFree",5
"inners",5
"CNNSOTU",4
"FightFor15",4
"RaiseTheWage",4
"StateOfTheUnion",4
"AllInwithBernie",3
"BernieCEIP",3
"DAPL",3
"GOPTaxScam",3
"LaborDay",3
"ProtectTheArctic",3
"RiggedCabinet",3
"SOTU",3
"StandingRock",3
"ACA",2
"BCGrad2017",2
"BlackWomensEqualPayDay",2
"Canadian",2
"climatechange",2
"climatefacts",2
"collegeforall",2
"CollegeForAll",2
"EpiPen",2
"EqualPayDay",2
"GetCovered",2
"InternationalWomensDay",2
"IStandWithPP",2
"LatinaEqualPay",2
"MarchOnMississippi",2
"MedicareforAll",2
"minimumwage",2
"morningjoe",2
"ParadisePapers",2
"singlepayer",2
"TaxScamBill",2
"TrumpTaxScam",2
"WomensMarch",2
"100by50",1
"AMR",1
"BernieTownHall",1
"BeThere",1
"BlackFriday",1
"BroadbandPrivacy",1
"ButchLewisAct",1
"BuyAmerica",1
"Canada",1
"Charlottesville",1
"ClimateMarch",1
"CorporateClayton",1
"CuomoPrimeTime",1
"DakotaAccessPipeline",1
"Davos",1
"DefendDACA",1
"defendgoodjobs",1
"DefendGoodJobs",1
"EndOverdose",1
"EqualPay",1
"FeelTheBern",1
"freecollege",1
"FreeOscarLopezRivera",1
"FundFlint",1
"GetWoke",1
"GOPTaxBill",1
"Gorsuch",1
"GrahamCassidy",1
"HandsOffMedicare",1
"Harvey",1
"HealthcareDebate",1
"HHS",1
"HoldTheFloor",1
"Houston",1
"JobsJusticePeace",1
"JOBSJusticePeace",1
"KeepItInTheGround",1
"KeepKeithDancing",1
"KennethMcCallion",1
"KillTheBill",1
"Louisiana",1
"LSSC",1
"marchforscience",1
"MarchOn",1
"marchonms2017",1
"MealsOnWheels",1
"Medicare4All",1
"medicareforall",1
"MIPmornings",1
"MLKDay",1
"MLKDAY",1
"MondayMotivation",1
"MTP",1
"Mylan",1
"NARA",1
"NationalVoterRegistrationDay",1
"netneutrality",1
"NHLDB",1
"NHPolitics",1
"Nissan",1
"NoDapl",1
"NotOnePenny",1
"nuclear",1
"paidleave",1
"PayUpCorps",1
"Periscope",1
"PinkOut",1
"PriceIsWrong",1
"ProtectOurPensions",1
"ProtectWorkingFamilies",1
"publicoption",1
"PuertoRico",1
"ReadyToResist",1
"ReclaimOurSchools",1
"RenewCHIP",1
"RiseUp2017",1
"SandersTownHall",1
"saveDACA",1
"SaveDACA",1
"SHOCircus",1
"SocSec82",1
"SoNowWhat",1
"StandWithStandingRock",1
"StopGorsuch",1
"StopTrumpcare",1
"SXSL",1
"Toronto",1
"townhall",1
"TownHall",1
"TPP",1
"Trump",1
"TrumpsBrokenPromises",1
"TRUMPSHUTDOWN",1
"USApoverty",1
"USCG",1
"VeteransDay",1
"VT",1
"VTpride",1
"WallStreet",1
"wedeservebetterms",1
"WednesdayWisdom",1
"Wolf",1
"WomensConvention",1
"WorldMentalHealthDay",1
