"Hashtag","Frequency"
"NorthDakota",367
"Fargo",107
"KeystoneXL",99
"Minot",71
"UAS",67
"GrandForks",51
"NDUAS",49
"Senate",41
"Bismarck",38
"veterans",38
"farmers",35
"ranchers",30
"GoBison",28
"Williston",23
"energy",22
"FarmBill",20
"FarmBill18",18
"TaxReform",18
"Ag",15
"Dickinson",15
"Bison",14
"KXL",14
"WOTUS",14
"bison",12
"DevilsLake",12
"ND",12
"vets",12
"FrozenFour",11
"NorthDakotans",11
"SOTU",11
"Veterans",11
"AirForce",10
"Top10",10
"UNDproud",10
"floodprotection",9
"infrastructure",9
"agriculture",8
"gobison",8
"Mandan",8
"NDSU",8
"WestFargo",8
"FCSChampionship",7
"healthcare",7
"NDproud",7
"rail",7
"taxreform",7
"ag",6
"Energy",6
"farmbill",6
"HoevenCorker",6
"NDLegendary",6
"StateofTech15",6
"UND",6
"BisoNation",5
"GrandSky",5
"Jamestown",5
"NDAA",5
"NDSUBison",5
"NDSUfootball",5
"SCOTUS",5
"TeamUSA",5
"VeteransDay",5
"2018FarmBill",4
"4PEAT",4
"Agriculture",4
"Bisonnation",4
"BisonNation",4
"DroneFocusCon17",4
"EPA",4
"Grafton",4
"MemorialDay",4
"NDag",4
"PearlHarbor",4
"RRV",4
"ruralhealth",4
"smallbiz",4
"StateofTech17",4
"taxrelief",4
"USA",4
"ValleyCity",4
"WatfordCity",4
"WRDA",4
"WWII",4
"BismarckBaseball",3
"budget",3
"BVLOS",3
"Casselton",3
"DayoftheDeployed",3
"drone",3
"DroneFocus17",3
"drought",3
"entrepreneurs",3
"FCSPlayoffs",3
"FFA",3
"GFAFB",3
"GlobalHawk",3
"GoTeamUSA",3
"HornsUp",3
"House",3
"Israel",3
"levee",3
"LiftTheBan",3
"NationalAgDay",3
"NationalBisonDay",3
"NationalPoliceWeek",3
"NDAgriculture",3
"NDNationalGuard",3
"NDSUFrisco",3
"Obamacare",3
"RuralHealth",3
"SemperFi",3
"StateofTech14",3
"studentartist",3
"students",3
"TaxRelief",3
"TEDxFargo",3
"Ukraine",3
"USbeef",3
