"Hashtag","Frequency"
"Alaska",149
"Arctic",58
"energy",53
"aklegspeech",26
"WOTUS",26
"SOTU",16
"Obamacare",15
"AK",14
"KeystoneXL",14
"akleg",12
"AKThanks",12
"ArcticNation",12
"NDAA",12
"oil",12
"TBT",12
"energyisgood",11
"EnergyIsGood",11
"KingCove",11
"NeverForget",11
"TaxReform",11
"alaska",10
"Denali",10
"Iditarod",10
"USCG",10
"Energy",9
"Senate",9
"GLACIER",8
"Alaskans",7
"Anchorage",7
"bipartisan",7
"Fairbanks",7
"Iditarod2015",7
"MyAlaskanHero",7
"1002Area",6
"AlaskaDay",6
"Alaskan",6
"ANWR",6
"BorderCrisis",6
"CHOW2015",6
"ThisIsOurAlaska",6
"ArcticWeek",5
"CERAWeek",5
"exports",5
"hydropower",5
"LiftTheBan",5
"MLKDay",5
"OnlyInAlaska",5
"PearlHarbor",5
"SCOTUS",5
"StandWithKingCove",5
"AKWomensSummit",4
"EPA",4
"IceBucketChallenge",4
"iditarod2014",4
"IranDeal",4
"ktuu",4
"NationalPoliceWeek",4
"OneArctic",4
"OnThisDay",4
"publiclands",4
"ThisIsAlaska",4
"twittertakeover",4
"WomensHistoryMonth",4
"2017AFN",3
"ACA",3
"AFN2014",3
"AirForce",3
"AKBeerWeek",3
"AKHonorFlight",3
"AKleg",3
"ALSIceBucketChallenge",3
"arctic",3
"ArcticCircle2014",3
"BLM",3
"CapitolChristmasTree",3
"ceraweek",3
"CSISLive",3
"DEATakeBack",3
"FairbanksFour",3
"GoRedForWomen",3
"Iditarod2016",3
"jobs",3
"JointAddress",3
"Juneau",3
"LastSOTU",3
"MemorialDay",3
"Native",3
"NOAA",3
"NPS100",3
"PFD",3
"RiseAsOne",3
"seafood",3
"SPR",3
"TribalNations",3
"VeteransDay",3
"1002area",2
"2016AFN",2
"AFN2015",2
"AKseafood",2
"AlaskaPurchase",2
"ALS",2
"Antarctica",2
"ArcticSeattle",2
"backtowork",2
"BadIranDeal",2
"bipartisanship",2
"budget",2
"Canada",2
"Chukchi",2
"ClayHuntSAVAct",2
"CleanPowerPlan",2
"CoastGuardDay",2
"ConstitutionDay",2
"CopperRiverSalmon",2
"costofenergy",2
"crudeoil",2
"DC",2
"DDay",2
"ELLEWIW",2
"EveryStudentSucceedsAct",2
"fastdogs",2
"FathersDay",2
"FindYourPark",2
"FlashbackFriday",2
"FSChief",2
"Galena",2
"GoodRead",2
"GoRedWearRed",2
"GSA",2
"HappyThanksgiving",2
"highwaybill",2
"HurricaneHarvey",2
"icebreaker",2
"Iditarod2017",2
"IHS",2
"Inauguration",2
"innovation",2
"InternationalWomensDay",2
"IranNuclearDeal",2
"ktva",2
"KTVA",2
"MilitarySexualAssault",2
"mining",2
"natgas",2
"nofilter",2
"NuclearOption",2
"OCS",2
"offshore",2
"OperationDeepFreeze",2
"OTD",2
"PassMJIA",2
"PhotoOfTheWeek",2
"Quintillion",2
"RepealObamacare",2
"RockYourMocs",2
"SemperFi",2
"SewardsDay",2
"Shell",2
"shutdown",2
"sittogether",2
"SitTogether",2
"SpringWhaling",2
"SummerMealsAct",2
"TalkLikeAPirateDay",2
"tbt",2
"TedStevens",2
"ThankATeacher",2
"Tongass",2
"totalsolareclipse",2
"TPA",2
"TPP",2
"trade",2
"UI",2
"USAFreedomAct",2
"USAFREEDOMAct",2
"WIAC13",2
"women",2
"1N1T",1
"2014EY",1
"2015AFN",1
"2015ANCGRADS",1
"21CCLC",1
"40isfulltime",1
"40isFullTime",1
"40more",1
"4thofjuly",1
"64quake",1
"907GoBlue",1
"A4AChallenge",1
"administrativeprofessionalsday",1
"AEDF",1
"AES2017",1
"AFBDAY",1
"Afghanistan",1
"AFN2013",1
"AFN2016",1
"AGU14",1
"Airmen",1
"airpower",1
"AKAfterschool",1
"AKDelegation",1
"AKelect",1
"AKGoRed",1
"akhomelessness",1
"AKLeg",1
"AKPride",1
"akprincipals",1
"AKsalute2017",1
"AKSOTS",1
"AKtoDC",1
"AKwomenssummit",1
"akwx",1
"alaskabar",1
"AlaskaEnergy",1
"AlaskaFair",1
"AlaskaGirls",1
"AlaskaHeadlines",1
"AlaskaJobCorps",1
"alaskaMLK2015",1
"alaskanbeer",1
"alaskans",1
"AlaskaProblems",1
"Alaskas",1
"AlaskaWildSalmonDay",1
"AlaskaWomensSummit",1
"ALSA14",1
"alumni",1
"Alyeska",1
"America",1
"AMR",1
"AMSS2015",1
"ANCmayor",1
"APRAE16",1
"ArcitcNation",1
"ArcticCaucus",1
"ArcticCircle2017",1
"ArcticCouncil",1
"ArcticEncounter2015",1
"ArcticFrontiers",1
"ArcticScienceForum",1
"arcticWeek",1
"ArmedForcesDay",1
"ArmyBDay",1
"Asia",1
"AskForAlaska",1
"ATCEM",1
"athletes",1
"autumn",1
"BabyBennett",1
"BackToWork",1
"BalancedBudget",1
"BalancedBudgetAmendment",1
"Barcelona",1
"bartlett",1
"bearcam",1
"BeautyAfterRuin",1
"beer",1
"behindthescenes",1
"BehindTheScenes",1
"BelowZero",1
"Bethel",1
"BibiSpeech",1
"BiennialBudgeting",1
"Bike2Work",1
"BikeToWorkAnc",1
"Bipartisan",1
"Bipartisanship",1
"blizzard",1
"blizzard2016",1
"BreadLobbyDay",1
"Brussels",1
"BudgetFail",1
"buildtheroad",1
"bypass",1
"cancer",1
"CancerProgramsDay",1
"Capitol",1
"Captiol",1
"CARA",1
"CardStreetFire",1
"care4kids",1
"Care4Kids",1
"CCDBG",1
"CERAWeek2017",1
"CGAK150",1
"ChainsOfCaring",1
"ChampionsForKids",1
"Chattanooga",1
"cherryblossoms",1
"childhoodobesity",1
"ChooseRespect",1
"Christmas",1
"chugach2015",1
"chukchi",1
"ClayHunt",1
"cleanenergy",1
"CNBC",1
"CNR16",1
"Coal",1
"commonsense",1
"ConfirmGorsuch",1
"Congress",1
"CongressionalBaseballGame",1
"Cordova",1
"CostOfEnergy",1
"crab",1
"craftbeer",1
"CuresAct",1
"cyber",1
"DACA",1
"daybreak",1
"DCDesk",1
"DCZooGala",1
"DeathTaxRepeal",1
"defense",1
"ditchtherule",1
"DitchTheRule",1
"DoJ",1
"drone",1
"DYK",1
"earthquake",1
"eastcoast",1
"EatMoreFish",1
"ECAA",1
"ECHOAct",1
"ECWS2016",1
"ECWS2018",1
"ElectionDay",1
"ENDA",1
"endhunger",1
"EnergyBill",1
"energydominance",1
"EnergyInnovation",1
"EnergyisGood",1
"entrepreneur",1
"ESSA",1
"EveryChildAchievesAct",1
"EveryKidinaPark",1
"FacebookLive",1
"FactFriday",1
"FatBearWeek",1
"FBI",1
"Fbx2Nome",1
"FBX2Nome",1
"FederalOverreach",1
"FEMA",1
"FGC2017",1
"FirstDayOfFall",1
"FirstFlight",1
"fish",1
"fisheries",1
"FixFlood",1
"FlagDay",1
"FlintWaterCrisis",1
"flood",1
"FPEnergy",1
"fracking",1
"Frankenfish",1
"FreezinForAReason",1
"frost",1
"FuerzaPuertoRico",1
"FunnyRiverFire",1
"getregistered",1
"GETUPSTANDUPAK",1
"girlsinSTEM",1
"GirlsRock",1
"GivingTuesday",1
"Goblue",1
"GOPleadership",1
"GOPwomen",1
"GoReadForWomen",1
"GoRed",1
"goredforwomen",1
"GoRedforWomen",1
"Gorsuch",1
"GoSeawolves",1
"GotMyVote",1
"governmentshutdown",1
"GoVote2014",1
"Govshutdown",1
"GU225",1
"Gulp",1
"Haiyan",1
"HappyApprenticeshipWeek",1
"HappyConstitutionDay",1
"HappyHalloween",1
"HappyNewYear",1
"healthcare",1
"HeartMonth",1
"HireMoreHeroes",1
"Hockey",1
"holiday",1
"HolidayParty",1
"HolocaustMemorialDay",1
"HolocaustRemembranceDay",1
"Homer",1
"honeybucket",1
"HonorFlight",1
"HoyaSaxa",1
"HungerActionMonth",1
"hunt",1
"hurricaneharvey",1
"hydro",1
"hydrokinetic",1
"IAVA",1
"ICCGA2014",1
"Icebreaking",1
"iceclassic",1
"Iceland",1
"ICYMI",1
"iditarod2017",1
"Iditarod42",1
"ImprovingDriverSafetyAct",1
"Inauguration2017",1
"IndependenceDay",1
"indigenous",1
"InItTogether",1
"InvestInKids",1
"Iran",1
"Istanbul",1
"JASTA",1
"JDRF",1
"JDRFCC17",1
"JDRFGovDay",1
"justice",1
"Justice",1
"Kawerak",1
"Kenai",1
"kingcove",1
"Kodiak",1
"KuspukFriday",1
"languages",1
"LeanInTogether",1
"LegacyWell",1
"LGBTQ",1
"Liberty",1
"LibertyMedal",1
"live",1
"LIVEUNITED",1
"love",1
"macroalgae",1
"MacysThanksgivingDayParade",1
"MadeInAlaska",1
"mail",1
"Manchester",1
"marinedebris",1
"maritime",1
"Mars",1
"may10",1
"MayorStubbs",1
"McMurdo",1
"MDW",1
"Metlakatla",1
"Michigan",1
"MidnightSun",1
"MidnightSunRun",1
"MilitaryFamilyMonth",1
"MilitarySexualAssualt",1
"mineral",1
"Mining",1
"MJIA",1
"MLK",1
"MoreCowbell",1
"MothersDay",1
"MrsAmericaPageant",1
"MSA40",1
"nanooknation",1
"NanookNation",1
"NationalAviationDay",1
"NationalCoffeeDay",1
"NationalCrabmeatDay",1
"NationalDogDay",1
"NationalHealthWeek",1
"NationalHotDogDay",1
"NationalHugYourBossDay",1
"NationalLabs",1
"NationalLawEnforcementAppreciationDay",1
"NationalMedal",1
"NationalMiningDay",1
"NationalPowMIARecognitionDay",1
"NationalPuppyDay",1
"NationalSalmonDay",1
"NationalSelfieDay",1
"NationalTeacherDay",1
"NationalTrailsDay",1
"NativePeople",1
"NativeYouth",1
"NaturallyInspiring",1
"NavyYardShooting",1
"NCAAChampionships",1
"NeverAgain",1
"NGWSD",1
"nikiski",1
"Nome",1
"nominees",1
"Norway",1
"notthisone",1
"NowIsTheRightTime",1
"NSA",1
"NSCW16",1
"nuclear",1
"NWT",1
"obamaAK",1
"OffshoreArctic",1
"Oklahoma",1
"OlympicHockey",1
"olympics",1
"Olympics",1
"onearctic",1
"OneDegree",1
"OnlyInAK",1
"outoftouch",1
"partnership",1
"Pavlof",1
"PavlofVolcano",1
"Peoplefirst",1
"Periscope",1
"PHTYD",1
"Pirate",1
"Podcast",1
"PoliceWeek",1
"PopeFrancis",1
"PopeInDC",1
"POTUS",1
"PowerGrab",1
"poy14",1
"PrayForBatonRouge",1
"ProtectTheArctic",1
"publicland",1
"PublicPower",1
"PuertoRicoRelief",1
"PuertoRicoStrong",1
"puppies",1
"purpleheartday",1
"quake",1
"RallyForOurTroops",1
"RedFlagAlaska16",1
"regularorder",1
"RenewUI",1
"revenueshareing",1
"Rio2016",1
"RisingTogether",1
"RoshHashana",1
"RoyalBaby",1
"ryanstassel",1
"S2012",1
"SafeSkies",1
"SanctuaryCities",1
"SAVAct",1
"Saynotofrankenfish",1
"security",1
"selfiecentral",1
"senate",1
"sesquicentennial",1
"ShanahTovah",1
"ShopSmall",1
"Sitka",1
"skhoop",1
"SmallBizSaturday",1
"SmallBREW",1
"SmallBusinesses",1
"SmallBusinessSaturday",1
"snow",1
"sochi",1
"Sochi2014",1
"SockeyeFire",1
"Soldotna",1
"solstice",1
"SpecialReport",1
"sportsmensact",1
"SpringFlood",1
"StateOfTheUnion",1
"StopChildAbuse",1
"StPatricksDay",1
"suicideprevention",1
"SummerMeals",1
"summersolstice",1
"SummerSolstice",1
"SuperBowl",1
"superbowlcommercials",1
"SupportNativeLanguages",1
"Susitna",1
"sustainable",1
"syntheticdesignerdrugs",1
"TakeItDown",1
"takeyourchildtoworkday",1
"TakeYourKidToWorkDay",1
"Talkeetna",1
"TAPS",1
"tax",1
"TaxCode",1
"TaxDay",1
"taxform",1
"taxreform",1
"tcc2015",1
"TCC2015",1
"TeacherAppreciationDay",1
"TedStevensDay",1
"thankful",1
"theroad",1
"thewinterawakens",1
"Tkacz",1
"TogetherWereBetter",1
"TPSnow",1
"TransAlaskaOilPipeline",1
"transparency",1
"TravelAK",1
"Tribal",1
"TribalCollegeWeek",1
"TwitterTakeover",1
"uaawbb",1
"UAFArcticDay",1
"Unacceptable",1
"UnitedNationsDay",1
"USArmy",1
"USAvGHA",1
"USMC",1
"USMNT",1
"USSJohnSMcCain",1
"VA",1
"veteran",1
"Veteran",1
"VeteranSpotlight",1
"Volcano",1
"vote",1
"Voting",1
"walktoschoolday",1
"WalrusCam",1
"weather",1
"wemakeitwork",1
"wheresthesnow",1
"WhiteHouse",1
"WHM",1
"WildSalmonDayDC",1
"winteriscoming",1
"WinterSolstice",1
"wmnhist",1
"womensequalityday",1
"WorldAIDSDay",1
"WorldPancreaticCancerDay",1
"WorldRefugeeDay",1
"WorldTeachersDay",1
"WW2Flyover",1
"xtratuffs",1
"YFALS",1
"YouAreNotForgotten",1
"YQ2018",1
"YukonQuest",1
