"Mention","Frequency"
"SenDonnelly",99
"SenToddYoung",51
"NAVSEACrane",38
"INGuardsman",29
"INFarmBureau",27
"USDA",23
"EximBankUS",22
"ndwbb",19
"LifeAtPurdue",18
"USArmy",18
"uscapitol",18
"SenateFloor",17
"USNavy",16
"IndyStateFair",15
"NotreDame",15
"SenDanCoats",15
"CraneArmyAmmo",14
"DeptofDefense",14
"USMC",14
"USTreasury",13
"BallState",12
"DeptVetAffairs",12
"indystar",12
"NDmbb",12
"RepVisclosky",12
"USChamber",12
"SenateBanking",11
"122fighterwing",10
"AARPIndiana",10
"HHSGov",10
"librarycongress",10
"TheLugarCenter",10
"IndianaFFA",9
"POTUS",9
"SusanWBrooks",9
"TheJusticeDept",9
"AtlanticCouncil",8
"CDCgov",8
"GM",8
"HUDgov",8
"IndianaUniv",8
"IUSwimAndDive",8
"JohnBoozman",8
"KellyAyotte",8
"SouthBendFire",8
"usairforce",8
"ButlerMBB",7
"CNORichardson",7
"GaryChiAirport",7
"IMPD_News",7
"IMS",7
"IUBloomington",7
"PurdueUnivNews",7
"SBAgov",7
"steelworkers",7
"WhiteHouse",7
"afspnational",6
"AlzIndiana",6
"amazon",6
"GenRobertNeller",6
"GLFOP",6
"IMPDnews",6
"INDairport",6
"IndianaPork",6
"IndStatePolice",6
"IvyTechCC",6
"NIH",6
"PortsofIndiana",6
"TeamUSA",6
"TinCaps",6
"USDOT",6
"VAIndianapolis",6
"AmericanLegion",5
"BoilerBall",5
"EPA",5
"GovHolcomb",5
"GUPublicPolicy",5
"IMPD_Chief",5
"IndyCar",5
"IndyChamber",5
"IndyParksandRec",5
"KronRandy",5
"lisamurkowski",5
"MCProsecutors",5
"MFRIPurdue",5
"Pacers",5
"RepJimBanks",5
"revereplastics",5
"SandiaLabs",5
"SenDeanHeller",5
"USCBO",5
"219Beer",4
"434ARW",4
"EskenaziHealth",4
"EvansvilleFD",4
"federalreserve",4
"FeedINsHungry",4
"FightingIrish",4
"FollowAndretti",4
"HCIonline",4
"IN_Corn",4
"IndianaChamber",4
"IndianaMBB",4
"IndyHonorFlight",4
"IUSGIS",4
"JeffFlake",4
"MineWorkers",4
"MOWIndianapolis",4
"NASA",4
"NationalFFA",4
"NDFootball",4
"NHDIndiana",4
"PurdueAg",4
"RepAndreCarson",4
"RickFOP86",4
"SBTranspo",4
"SenatorFischer",4
"senorrinhatch",4
"ShopFloorNAM",4
"TCMIndy",4
"U_S_Steel",4
"usedgov",4
"VANIHCS",4
"WestPoint_USMA",4
"AF_Academy",3
"AllegionUS",3
