"Mention","Frequency"
"SenBobCasey",400
"realDonaldTrump",277
"SenateGOP",191
"HouseGOP",73
"POTUS",56
"USCBO",43
"GovernorTomWolf",40
"SenateDems",40
"DemsOnAging",36
"SenateMajLdr",30
"SpeakerRyan",27
"DHSgov",26
"JECDems",18
"abc27News",17
"pahealthaccess",16
"RepTomPrice",16
"fema",14
"SenToomey",14
"nytimes",12
"CourierTimes",11
"SenWarren",11
"CDCgov",10
"CoryBooker",10
"PhillyMayor",10
"SenatorCollins",10
"CenterOnBudget",9
"MSNBC",9
"RonWyden",9
"USCG",9
"BetsyDeVos",8
"HHSGov",8
"PattyMurray",8
"SecPriceMD",8
"SenateAging",8
"SenSanders",8
"SSWorks",8
"TSA",8
"VP",8
"AARP",7
"pcntv",7
"PennLive",7
"SenJohnMcCain",7
"SenMarkey",7
"SenStabenow",7
"washingtonpost",7
"_MealsOnWheels",6
"bctimes",6
"ChrisMurphyCT",6
"FandMCollege",6
"JoshShapiroPA",6
"PennEnvironment",6
"POTUS44",6
"SenatorBaldwin",6
"TheArcUS",6
"TheJusticeDept",6
"WSJ",6
"ByJohnLMicek",5
"CBSPittsburgh",5
"freedomcaucus",5
"KYWNewsradio",5
"mcall",5
"OfficeGovEthics",5
"PennStateLaw",5
"phillydotcom",5
"PittsburghPG",5
"sangerkatz",5
"SenatorHassan",5
"SenDuckworth",5
"SenSherrodBrown",5
"usedgov",5
"AmerMedicalAssn",4
"CBSPhilly",4
"CFPB",4
"ChrisVanHollen",4
"CNN",4
"commmiller",4
"DeptofDefense",4
"Eagles",4
"EGPAF",4
"FBI",4
"KaiserFamFound",4
"karelzz",4
"kylegriffin1",4
"MOWofNEPA",4
"PHLAirport",4
"ProjectHOME",4
"ReadingEagle",4
"Reince45",4
"SenateFinance",4
"SethHanlon",4
"TheIntellNews",4
"TribLIVE",4
"voxdotcom",4
"WilkesU",4
"WILKNewsradio",4
"Witnesses_Natl",4
"905wesa",3
"ACE_Fitzgerald",3
"Allegheny_Co",3
"AmDiabetesAssn",3
"AmerAcadPeds",3
"AmericanLungPA",3
"amyklobuchar",3
"ashmurosky",3
"ASlavitt",3
"BarackObama",3
"billpeduto",3
"BostonCollege",3
"Bradybuzz",3
"Campaign4Kids",3
"CBS21NEWS",3
"cheddar",3
"ChildrensPgh",3
"CityPGH",3
"CNNnewsroom",3
"cspan",3
"ddayen",3
"DeptVetAffairs",3
"DSenFloor",3
"Fiesta_Bowl",3
"fox43",3
"GOP",3
"GOPSenFinance",3
"hardball",3
"HRC",3
"HungerFreeCtr",3
"ICEgov",3
"iteptweets",3
"iveydejesus",3
"jdprose",3
"JonathanTamari",3
"larry_levitt",3
"LindseyGrahamSC",3
"LittleLobbyists",3
"MarkWarner",3
"michaelcdeibert",3
"NationalADAPT",3
"NBCPhiladelphia",3
"NWS",3
"PAInsuranceDept",3
"PATreasury",3
"PennIsMighty",3
"PennStateFball",3
"PghPublicSafety",3
"RandPaul",3
"RepCummings",3
"RonniePhilly",3
"ScrantonChamber",3
"SenAlexander",3
"SenatorIsakson",3
"SenDonnelly",3
"SenJeffMerkley",3
"SenSchumer",3
"thehill",3
"USICD",3
"WFPUSA",3
"WNEP",3
"aafp",2
"AcadNatSci",2
"Adaripp",2
"AFSCME",2
"ahahospitals",2
"AjitPaiFCC",2
"AlexGalarzaT62",2
"alzassociation",2
"amprog",2
"AP",2
"autselfadvocacy",2
"BrookingsInst",2
"BruceLesley",2
"CatoInstitute",2
"cherrigregg",2
"civilrightsorg",2
"clairecmc",2
"CNNMoney",2
"CPotterPgh",2
"CraigCaplan",2
"CSISFood",2
"dailyitem",2
"davidcicilline",2
"DispatchAlerts",2
"DoleFoundation",2
"DrewWilburne",2
"EconomicPolicy",2
"ErieNewsNow",2
"ETNmartin",2
"EvanComHospital",2
"First_Focus",2
"fox5dc",2
"FTC",2
"GenRobertNeller",2
"GoErie",2
"GraceGriffaton",2
"HarvardChanSPH",2
"HMinPA",2
"IRSnews",2
"jaketapper",2
"JDiamond1",2
"JerryMoran",2
"JessicaASmith8",2
"JET24FOX66",2
"JoeBiden",2
"JoelEmbiid",2
"jsilverpg",2
"KeithRothfus",2
"KellieMeyerNews",2
"lauraolson",2
"LCVoters",2
"lilybatch",2
"lisamurkowski",2
"LisaWashing",2
"Luhby",2
"MarianaChilton",2
"mariashriver",2
"Matt_Maisel",2
"mcuban",2
"MomsRising",2
"Niambi_79",2
"NYTHealth",2
"OneIntrepid",2
"OnwardState",2
"PAAgriculture",2
"PAAttorneyGen",2
"PANationalGuard",2
"PARdotnet",2
"PatToomey",2
"penguins",2
"Penn",2
"PhillyInquirer",2
"PHLBizEditor",2
"PHLBizJournal",2
"phyllisgal",2
"PittTweet",2
"psucreamery",2
"RepAdamSchiff",2
"RepDonBeyer",2
"RonicaCleary",2
"sandyhook",2
"SenatorCantwell",2
"SenatorShaheen",2
"SenatorTomUdall",2
"SenBennetCO",2
"SenFranken",2
"SenLisaBaker",2
"SenWhitehouse",2
"ShowcaseforComm",2
"StateDept",2
"summerbritcher",2
"TaxPolicyCenter",2
"tclift",2
"Telemundo62",2
"theglobalfight",2
"theintercept",2
"tillerson_w",2
"Times_News",2
"TimesHeraldPA",2
"timestribune",2
"TLBillOBoyle",2
"TLnews",2
"Trump",2
"tvkatesnow",2
"UPMCpolicy",2
"urbaninstitute",2
"USCPSC",2
"USMC",2
"USUN",2
"UW_Football",2
"WaltThatcher",2
"Wharton",2
"WhiteHouse",2
"1000Days",1
"21WFMJ",1
"6abc",1
"aaronfreas",1
"AARPFoundation",1
"AARPPA",1
"AARPpolicy",1
"ABetterBalance",1
"ACDHS",1
"ACPinternists",1
"ACSCAN",1
"AlecMacGillis",1
"AlleghenyCoPD",1
"AllisonCooper07",1
"AmbassadorRice",1
"AmericanAir",1
"AmHeartAdvocacy",1
"AndreaHall46",1
"AndyMehalshick",1
"anita_oh",1
"annabanana0626",1
"APAPsychiatric",1
"APBusiness",1
"arappeport",1
"ArcPhilly",1
"AriMelber",1
"AriusDax",1
"ashleyjoyceRHN",1
"astro_kimbrough",1
"ATCodinha",1
"AtlantaFalcons",1
"AUCDNews",1
"AuntJaneMarie",1
"avalerehealth",1
"axios",1
"BAddleman_NCN",1
"bae_lay",1
"BASDSUPT",1
"BCAppelbaum",1
"bensoncacchione",1
"benstem13",1
"BethBrelje",1
"BethlehemAreaSD",1
"BetsyDeVosED",1
"BetsyRossHouse",1
"BettyMcCollum04",1
"bigdaddypauld",1
"billoxenford",1
"BlairLHolmes",1
"BloombergTV",1
"BraddJaffy",1
"brcnews13",1
"BreitbartNews",1
"Brian22ONeill",1
"BrianXMcCrone",1
"BridgetWJAC",1
"briman_",1
"BrookeBCNN",1
"BrookvilleCorp",1
"BseidersPhotog",1
"BucksIU22",1
"ButlerEagle",1
"C0DYBUTLER",1
"Cameron_Hart_",1
"CAPEarlyEd",1
"CapitolPolice",1
