"status_id","created_at","user_id","text","source","reply_to_status_id","reply_to_user_id","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x970703025303117825",2018-03-05 16:50:10,"x60828944","#DREAMers are not bargaining chips, they are real people with families, jobs and aspirations. They deserve protection and certainty—not more political gamesmanship from @POTUS and Republicans in Congress. #ProtectDREAMers","Twitter Web Client","x970702549320982529","x60828944",FALSE,FALSE,86,28,"DREAMers ProtectDREAMers",,,,,,,,,,,,,"x822215679726100480","POTUS","en",,,,,,,,,,,,,
"x970702549320982529",2018-03-05 16:48:17,"x60828944","Today is the arbitrary deadline @realDonaldTrump gave Congress to fix the mess he created for #DREAMers. @POTUS sabotaged a bipartisan deal by demanding his xenophobic border wall and attacking immigrant families. I stand with #DREAMers and their families for a #DREAMActNow.","Twitter Web Client","x970702351899222022","x60828944",FALSE,FALSE,133,69,"DREAMers DREAMers DREAMActNow",,,,,,,,,,,,,"x25073877 822215679726100480","realDonaldTrump POTUS","en",,,,,,,,,,,,,
"x970702351899222022",2018-03-05 16:47:30,"x60828944","On Sept. 5, President Trump created a crisis for #DREAMers in #NM and across the country when he rescinded #DACA, and now these bright young people live in limbo. Congress must act to #ProtectDREAMers. https://t.co/Yz603owp2c","Media Studio",,,FALSE,FALSE,149,71,"DREAMers NM DACA ProtectDREAMers",,,,,"http://pbs.twimg.com/media/DTNry3AW4AE9LgE.jpg","https://t.co/Yz603owp2c","https://twitter.com/SenatorTomUdall/status/970702351899222022/video/1","photo","http://pbs.twimg.com/media/DTNry3AW4AE9LgE.jpg","https://t.co/Yz603owp2c","https://twitter.com/SenatorTomUdall/status/970702351899222022/video/1",,,,"en",,,,,,,,,,,,,
"x969590149863628801",2018-03-02 15:08:00,"x60828944","New Mexicans deserve a say in any proposed development on public lands in our state, especially when it is near sacred or culturally sensitive land. I welcome @SecretaryZinke's decision to terminate the #chacocanyon lease sale. 
https://t.co/B2VMGBnDKb","Twitter for iPhone",,,FALSE,FALSE,273,98,"chacocanyon",,"abqjournal.com/1140105?utm_ca…","https://t.co/B2VMGBnDKb","https://www.abqjournal.com/1140105?utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter#link_time=1519958661",,,,,,,,,"x827258161841135623","SecretaryZinke","en",,,,,,,,,,,,,
"x968972257879121921",2018-02-28 22:12:43,"x60828944","I’m deeply concerned that, under @EPAScottPruitt, EPA is prioritizing speed of approval over public safety—the opposite of Congress' intent. This not only puts Americans at risk, it undermines the public faith that products &amp; ingredients have been rigorously reviewed to be safe.","Twitter Web Client","x968972042069475330","x60828944",FALSE,FALSE,59,22,,,,,,,,,,,,,,"x832672006113931269","EPAScottPruitt","en",,,,,,,,,,,,,
"x968972042069475330",2018-02-28 22:11:52,"x60828944","Americans deserve certainty that the products they buy at hardware &amp; grocery stores don’t endanger their families’ health. We passed #chemicalsafety reform to ensure the @EPA puts the safety of Americans ahead of the interests of chemical corporations.","Twitter Web Client","x968971842852671488","x60828944",FALSE,FALSE,41,11,"chemicalsafety",,,,,,,,,,,,,"x14615871","EPA","en",,,,,,,,,,,,,
"x968971842852671488",2018-02-28 22:11:04,"x60828944","Thanks to @NickKristof for raising awareness about #chemicalsafety. Like him, I got my blood tested for chemicals, and found surprising results. 

Take his quiz to find out what dangerous chemicals you might be exposed to every day: https://t.co/IvjmzlXR2f","Twitter Web Client",,,FALSE,FALSE,85,31,"chemicalsafety",,"nyti.ms/2sM4W3b","https://t.co/IvjmzlXR2f","https://nyti.ms/2sM4W3b",,,,,,,,,"x17004618","NickKristof","en",,,,,,,,,,,,,
"x968926758576771074",2018-02-28 19:11:55,"x60828944","Enjoyed talking with @WstrnPriorities about @SecretaryZinke’s first year at @Interior, why we need to keep standing up for our #publiclands, and the values my dad instilled in me about conservation. 

Listen to the podcast here: https://t.co/xWKG2ghFvu","Twitter Web Client",,,FALSE,FALSE,118,49,"publiclands",,"westernpriorities.org/2018/02/27/sen…","https://t.co/xWKG2ghFvu","http://westernpriorities.org/2018/02/27/senator-tom-udall-on-ryan-zinkes-first-year/",,,,,,,,,"x772107908 827258161841135623 76348185","WstrnPriorities SecretaryZinke Interior","en",,,,,,,,,,,,,
"x968888717053227009",2018-02-28 16:40:45,"x60828944","Glad to see the #MGTAct at work. The administration is now beginning the process of updating federal IT systems as mandated under our law. This will help address cybersecurity vulnerabilities and save taxpayers $20 billion a year. https://t.co/s2gjsj5HdS","Twitter Web Client",,,FALSE,FALSE,22,7,"MGTAct",,"fedscoop.com/mgt-act-implem…","https://t.co/s2gjsj5HdS","https://www.fedscoop.com/mgt-act-implementation-guidance-omb/",,,,,,,,,,,"en",,,,,,,,,,,,,
"x968629507388305409",2018-02-27 23:30:45,"x60828944","As my friend Jennifer Gomez-Chavez said, to be American is to be ""accepting of different beliefs, different cultures, different experiences...it's the spirit of helping those who are voiceless, helping those who need that extra hand and championing those who are succeeding.”","Twitter Web Client","x968629228857188352","x60828944",FALSE,FALSE,33,9,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
