"status_id","created_at","user_id","text","source","reply_to_status_id","reply_to_user_id","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x970765897781493760",2018-03-05 21:00:00,"x117501995","I've called on @SecretaryZinke to extend the open comment period on the Trump Administration’s plan to open our coasts to dangerous offshore drilling. #ProtectOurCoast","TweetDeck",,,FALSE,FALSE,40,18,"ProtectOurCoast",,,,,,,,,,,,,"x827258161841135623","SecretaryZinke","en",,,,,,,,,,,,,
"x970750800426295296",2018-03-05 20:00:01,"x117501995","Dramatic increases in oil and gas development offshore pose a dramatic impact to our coastal economies in the United States, particularly in the Pacific Northwest. #ProtectOurCoast https://t.co/D1ipIVXCLT","TweetDeck",,,FALSE,FALSE,37,19,"ProtectOurCoast",,,,,"http://pbs.twimg.com/media/DXiiN-CW4AAaX4v.jpg","https://t.co/D1ipIVXCLT","https://twitter.com/SenatorCantwell/status/970750800426295296/photo/1","photo","http://pbs.twimg.com/media/DXiiN-CW4AAaX4v.jpg","https://t.co/D1ipIVXCLT","https://twitter.com/SenatorCantwell/status/970750800426295296/photo/1",,,,"en",,,,,,,,,,,,,
"x970735712038420485",2018-03-05 19:00:03,"x117501995","Oil drilling and exploration off the Pacific Northwest coastline, or an oil spill from drilling anywhere along the Pacific coast, poses threats to the fishing, shellfish, and tourism industries at the heart of Washington’s economy. #StopOffshoreDrilling","TweetDeck",,,FALSE,FALSE,84,35,"StopOffshoreDrilling",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970721725846642688",2018-03-05 18:04:29,"x117501995","This should be about doing the right thing. And doing the right thing for many years has been saying “NO” to drilling off the coast of Washington. #ProtectOurCoast https://t.co/mFlq8fZY5n","TweetDeck",,,FALSE,FALSE,89,42,"ProtectOurCoast",,,,,"http://pbs.twimg.com/media/DXiyKVHXkAAwvpX.jpg","https://t.co/mFlq8fZY5n","https://twitter.com/SenatorCantwell/status/970721725846642688/photo/1","photo","http://pbs.twimg.com/media/DXiyKVHXkAAwvpX.jpg","https://t.co/mFlq8fZY5n","https://twitter.com/SenatorCantwell/status/970721725846642688/photo/1",,,,"en",,,,,,,,,,,,,
"x970705506812571649",2018-03-05 17:00:02,"x117501995","We must permanently #StopOffshoreDrilling on the West Coast to protect our coastal communities, economies, and ecosystems from risk of an oil spill. https://t.co/uutaetbMJf","TweetDeck",,,FALSE,FALSE,114,53,"StopOffshoreDrilling",,,,,"http://pbs.twimg.com/media/DXiio1YWkAE8bPh.jpg","https://t.co/uutaetbMJf","https://twitter.com/SenatorCantwell/status/970705506812571649/photo/1","photo","http://pbs.twimg.com/media/DXiio1YWkAE8bPh.jpg","https://t.co/uutaetbMJf","https://twitter.com/SenatorCantwell/status/970705506812571649/photo/1",,,,"en",,,,,,,,,,,,,
"x970690406726930432",2018-03-05 16:00:02,"x117501995","The Trump Administration’s proposal to allow drilling off the coast in the Pacific region, despite the vocal opposition of local communities and every west coast Senator, represents an outrageous attack on our coastal economies, culture, and environment. #StopOffshoreDrilling","TweetDeck",,,FALSE,FALSE,322,129,"StopOffshoreDrilling",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x969739132124635136",2018-03-03 01:00:00,"x117501995","I have called for a cross-sector, collaborative effort among all elements of our nation’s cyber leadership to meet the workforce gap. The only way we can get an understanding of what our workforce needs is from a threat assessment.

https://t.co/sW1pe1FgLr","TweetDeck",,,FALSE,FALSE,39,15,,,"youtube.com/watch?v=-ORs9O…","https://t.co/sW1pe1FgLr","https://www.youtube.com/watch?v=-ORs9OHmFNs",,,,,,,,,,,"en",,,,,,,,,,,,,
"x969708940136206336",2018-03-02 23:00:02,"x117501995","One of the biggest challenges to the nation’s cyber preparedness is a skilled workforce. By 2020, estimates suggest 1.5 million cybersecurity positions across all industries will be left unfilled. That’s mindboggling to think about.

https://t.co/sW1pe1nFTT","TweetDeck",,,FALSE,FALSE,42,14,,,"youtube.com/watch?v=-ORs9O…","https://t.co/sW1pe1nFTT","https://www.youtube.com/watch?v=-ORs9OHmFNs",,,,,,,,,,,"en",,,,,,,,,,,,,
"x969678735719809024",2018-03-02 21:00:01,"x117501995","Selling off public land and resources as quickly as possible at fire-sale prices is not good stewardship; it’s a shell game where the oil, gas, and coal industries win and the American taxpayers lose.

https://t.co/Qq2BbdfoqV","TweetDeck",,,FALSE,FALSE,155,91,,,"thehill.com/policy/energy-…","https://t.co/Qq2BbdfoqV","http://thehill.com/policy/energy-environment/376156-panel-votes-to-recommend-one-third-cut-to-offshore-drilling-royalty",,,,,,,,,,,"en",,,,,,,,,,,,,
"x969648548781481986",2018-03-02 19:00:03,"x117501995","We need to make sure the traveling public is safe, and that both situational awareness and the best available technologies are implemented. Yesterday I questioned the CEO of @Amtrak on train safety and their plans moving forward. Watch our exchange here:

https://t.co/3vxmB87VEW","TweetDeck",,,FALSE,FALSE,23,7,,,"youtube.com/watch?v=J4hUqq…","https://t.co/3vxmB87VEW","https://www.youtube.com/watch?v=J4hUqqmEG5U&feature=youtu.be",,,,,,,,,"x119166791","Amtrak","en",,,,,,,,,,,,,
