"status_id","created_at","user_id","text","source","reply_to_status_id","reply_to_user_id","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x970774864570220544",2018-03-05 21:35:38,"x816284664658874368",".@RepGoodlatte’s bill is a win-win situation. It would, first and foremost, secure the border and stop illegal immigration, but secondly it would provide legal certainty - not amnesty - to DACA recipients. Read more: https://t.co/DouAI4E22u https://t.co/xG2jDtMacR","Media Studio",,,FALSE,FALSE,1,2,,,"bit.ly/2BjOM04","https://t.co/DouAI4E22u","http://bit.ly/2BjOM04","http://pbs.twimg.com/amplify_video_thumb/970773824680726529/img/cFtn1P4PrMR0A0p8.jpg","https://t.co/xG2jDtMacR","https://twitter.com/RepArrington/status/970774864570220544/video/1","photo","http://pbs.twimg.com/amplify_video_thumb/970773824680726529/img/cFtn1P4PrMR0A0p8.jpg","https://t.co/xG2jDtMacR","https://twitter.com/RepArrington/status/970774864570220544/video/1",,"x37920978","RepGoodlatte","en",,,,,,,,,,,,,
"x970715315679170560",2018-03-05 17:39:00,"x816284664658874368","RT @OutnumberedOT: It may be Monday, but we have a great show-up NEXT on #OutnumberedOT: 
@David_Bossie
@RepMattGaetz
@dannydanon
@RepArrin…","Twitter Web Client",,,FALSE,TRUE,0,4,"OutnumberedOT",,,,,,,,,,,,,"x912759481766957057 333663029 818948638890217473 45139191","OutnumberedOT David_Bossie RepMattGaetz dannydanon","en",,,"x970715251934154754","It may be Monday, but we have a great show-up NEXT on #OutnumberedOT: 
@David_Bossie
@RepMattGaetz
@dannydanon
@RepArrington 
@BuckSexton 
@realamymholmes and @TiffanyDCross 
Tune in at 1PM EST!",,,,,,,,,
"x969965738260860933",2018-03-03 16:00:27,"x816284664658874368","I want to thank @SecretarySonny and his staff for their strong support. I appreciate his commitment to the cotton industry and look forward to continuing to work with him as we move forward with the next Farm Bill.","Twitter Web Client","x969965493309362176","x816284664658874368",FALSE,FALSE,5,4,,,,,,,,,,,,,,"x842072478834909184","SecretarySonny","en",,,,,,,,,,,,,
"x969965493309362176",2018-03-03 15:59:29,"x816284664658874368","The past 4 yrs have been some of the toughest on record for our cotton farmers.
Today’s action taken by Sec. Perdue along w/the recent passage of legislation to restore cotton back under the Title 1 safety net makes the future of TX-19 look much brighter. https://t.co/nbPO6xGPe6","Twitter Web Client",,,FALSE,FALSE,13,9,,,"bit.ly/2F9Bh5O","https://t.co/nbPO6xGPe6","http://bit.ly/2F9Bh5O",,,,,,,,,,,"en",,,,,,,,,,,,,
"x969654091029843968",2018-03-02 19:22:05,"x816284664658874368","On this day in 1836 Texas declared independence from Mexico, becoming a republic until it joined the Union in 1845. 

Wishing my fellow Texans a happy Texas Independence Day! https://t.co/pq7bA3qePr","Twitter Web Client",,,FALSE,FALSE,19,4,,,,,,"http://pbs.twimg.com/media/DXTnOZRX4AYShIE.jpg","https://t.co/pq7bA3qePr","https://twitter.com/RepArrington/status/969654091029843968/photo/1","photo","http://pbs.twimg.com/media/DXTnOZRX4AYShIE.jpg","https://t.co/pq7bA3qePr","https://twitter.com/RepArrington/status/969654091029843968/photo/1",,,,"en",,,,,,,,,,,,,
"x969380121395286016",2018-03-02 01:13:25,"x816284664658874368","RT @FoxNews: .@RepArrington on gun control: ""The last line of defense is to make sure that our people in our communities can defend themsel…","Twitter for iPhone",,,FALSE,TRUE,0,167,,,,,,,,,,,,,,"x1367531 816284664658874368","FoxNews RepArrington","en",,,"x969379608117301248",".@RepArrington on gun control: ""The last line of defense is to make sure that our people in our communities can defend themselves or families and yes, the students."" #Tucker https://t.co/SxhGRgtdA7",,,,,,,,,
"x969376786751598592",2018-03-02 01:00:10,"x816284664658874368","RT @RepSeanDuffy: Joining @TuckerCarlson with @RepArrington in a few- tune in!","Twitter for iPhone",,,FALSE,TRUE,0,7,,,,,,,,,,,,,,"x234022257 22703645 816284664658874368","RepSeanDuffy TuckerCarlson RepArrington","en",,,"x969376536666263552","Joining @TuckerCarlson with @RepArrington in a few- tune in!",,,,,,,,,
"x968927640756383744",2018-02-28 19:15:26,"x816284664658874368","That is time they should be spending focused on the job at hand - serving our veterans! Legislation I introduced - the VET Protection Act - would address this issue and I think you can tell by the audience's response that our veterans support it. https://t.co/z3qa2nvcLO","Twitter Web Client","x968927639393140738","x816284664658874368",FALSE,FALSE,4,5,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/968927295661596672/pu/img/XTnEBeg5dSL8wxBx.jpg","https://t.co/z3qa2nvcLO","https://twitter.com/RepArrington/status/968927640756383744/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/968927295661596672/pu/img/XTnEBeg5dSL8wxBx.jpg","https://t.co/z3qa2nvcLO","https://twitter.com/RepArrington/status/968927640756383744/video/1",,,,"en",,,,,,,,,,,,,
"x968927639393140738",2018-02-28 19:15:25,"x816284664658874368","However, an area where we still have much work to do is reining in the unions at the VA. The Government Accountability Office (GAO) reported that hundreds of VA employees spend 100% of their time on union activity.","Twitter Web Client","x968927633269575681","x816284664658874368",FALSE,FALSE,0,2,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x968927633269575681",2018-02-28 19:15:24,"x816284664658874368","At the @HouseVetAffairs we put our partisan differences aside and put America first. I believe that is why the committee has been so successful at passing legislation to improve access to care for our veterans and increase accountability at the VA. https://t.co/lNFZoJjucU","Twitter Web Client",,,FALSE,FALSE,5,4,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/968925327325003783/pu/img/vndAGawtSVEYKJi-.jpg","https://t.co/lNFZoJjucU","https://twitter.com/RepArrington/status/968927633269575681/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/968925327325003783/pu/img/vndAGawtSVEYKJi-.jpg","https://t.co/lNFZoJjucU","https://twitter.com/RepArrington/status/968927633269575681/video/1",,"x282093902","HouseVetAffairs","en",,,,,,,,,,,,,
"x968896008330629125",2018-02-28 17:09:44,"x816284664658874368","Reverend @BillyGraham devoted his life to helping people of all backgrounds discover the true peace and joy found in a life of service to Jesus Christ. He was America's pastor. 

Yesterday, I paid tribute to his legacy on the House floor: https://t.co/k0txjdp20Q","Twitter Web Client",,,FALSE,FALSE,4,2,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/968895521720029184/pu/img/b7UKcK44bDTVpSCD.jpg","https://t.co/k0txjdp20Q","https://twitter.com/RepArrington/status/968896008330629125/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/968895521720029184/pu/img/b7UKcK44bDTVpSCD.jpg","https://t.co/k0txjdp20Q","https://twitter.com/RepArrington/status/968896008330629125/video/1",,"x16570573","BillyGraham","en",,,,,,,,,,,,,
"x968587318490628096",2018-02-27 20:43:06,"x816284664658874368","Congratulations to Ashlee Vinyard on being awarded the 2018 Outstanding Young Alumni Award from the College of Agricultural Sciences and Natural Resources at @TexasTech, an accolade well deserved! https://t.co/XVlBmakKPh","Media Studio",,,FALSE,FALSE,7,3,,,,,,"http://pbs.twimg.com/media/DXD619AWAAEZm9Y.jpg","https://t.co/XVlBmakKPh","https://twitter.com/RepArrington/status/968587318490628096/video/1","photo","http://pbs.twimg.com/media/DXD619AWAAEZm9Y.jpg","https://t.co/XVlBmakKPh","https://twitter.com/RepArrington/status/968587318490628096/video/1",,"x14125882","TexasTech","en",,,,,,,,,,,,,
"x968563741200715778",2018-02-27 19:09:25,"x816284664658874368","I was glad to have a few Red Raiders here in Washington today. It’s great to see @TexasTech students invested in the future of our country. Thank you for stopping by and bringing a bit of Raiderland up to our nation’s Capitol. https://t.co/u5YAMStEUL","Twitter Web Client",,,FALSE,FALSE,30,10,,,,,,"http://pbs.twimg.com/media/DXEHTy1WAAERvya.jpg","https://t.co/u5YAMStEUL","https://twitter.com/RepArrington/status/968563741200715778/photo/1","photo","http://pbs.twimg.com/media/DXEHTy1WAAERvya.jpg","https://t.co/u5YAMStEUL","https://twitter.com/RepArrington/status/968563741200715778/photo/1",,"x14125882","TexasTech","en",,,,,,,,,,,,,
