"status_id","created_at","user_id","text","source","reply_to_status_id","reply_to_user_id","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x969786708022751235",2018-03-03 04:09:03,"x510516465","Congratulations to Iowa City @WestGBB for winning the 5A state girls high school basketball championship! #IGHSAU","Twitter for iPhone",,,FALSE,FALSE,15,4,"IGHSAU",,,,,,,,,,,,,"x1462204663","WestGBB","en",,,,,,,,,,,,,
"x968862025861517312",2018-02-28 14:54:42,"x510516465","Thanks for coming by the office! https://t.co/UxUv4kf2Xo","Twitter Web Client",,,TRUE,FALSE,5,3,,,"twitter.com/iowa_megan/sta…","https://t.co/UxUv4kf2Xo","https://twitter.com/iowa_megan/status/968664534167801856",,,,,,,,,,,"en","x968664534167801856","Thank you Katie from @daveloebsack office for meeting with us today and keeping us posted on how our Congressman is fighting for the #raredisease community. Grateful for this office and their efforts! We look forward to talking again soon!

#RareDC2018 #CureCMD #charcotmarietooth https://t.co/bVlf9ARoSr",,,,,,,,,,,
"x968578500012716033",2018-02-27 20:08:04,"x510516465","As a lifelong Iowan, this wasn't news to me, but glad the rest of the country is in on it now! 🥇 https://t.co/7KZTbKcukQ","Twitter for iPhone",,,FALSE,FALSE,24,9,,,"usnews.com/news/best-stat…","https://t.co/7KZTbKcukQ","https://www.usnews.com/news/best-states/articles/2018-02-27/iowa-claims-no-1-spot-on-2018-best-states-rankings-through-strong-infrastructure-health-care-and-education",,,,,,,,,,,"en",,,,,,,,,,,,,
"x968260528178192384",2018-02-26 23:04:33,"x510516465","A very classy way to honor Chris Street's memory by Jordan Bohannon! #CMS40 https://t.co/wZ0jTiRSgN","Twitter Web Client",,,FALSE,FALSE,17,3,"CMS40",,"hawkcentral.com/story/sports/c…","https://t.co/wZ0jTiRSgN","http://www.hawkcentral.com/story/sports/college/iowa/basketball-men/2018/02/25/jordan-bohannons-intentionally-missed-free-throw-keeps-chris-street-record-books/371686002/",,,,,,,,,,,"en",,,,,,,,,,,,,
"x968237824033132544",2018-02-26 21:34:20,"x510516465","RT @ACSCANIowa: Thank you @daveloebsack staff for meeting with our @ACSCANIowa volunteer last week to discuss the importance of cancer rese…","Twitter Web Client",,,FALSE,TRUE,0,5,,,,,,,,,,,,,,"x756548276283842561 510516465 756548276283842561","ACSCANIowa daveloebsack ACSCANIowa","en",,,"x968236798303404037","Thank you @daveloebsack staff for meeting with our @ACSCANIowa volunteer last week to discuss the importance of cancer research funding. We appreciate Congressman Dave Loebsack's continued support on this important issue. #NoCutsForCancer https://t.co/eZrOqMG5ms",,,,,,,,,
"x968171663006236674",2018-02-26 17:11:26,"x510516465","Good luck to the Girls Basketball teams from #IA02 as they compete in the state tourney! @WestGBB, @ReginaGirlsBB, @FHSTrojans, @AssumptionHS, 
@cdcardinals, @CityHighSports","Twitter Web Client",,,FALSE,FALSE,5,4,"IA02",,,,,,,,,,,,,"x1462204663 4215045134 969230983 201392134 763820336 1641575845","WestGBB ReginaGirlsBB FHSTrojans AssumptionHS cdcardinals CityHighSports","en",,,,,,,,,,,,,
"x966374241343033345",2018-02-21 18:09:08,"x510516465","RT @HawkeyeCaucus: Thank you Iowa Congressman @daveloebsack for visiting the @uiowa campus today to learn how #UIResearch is helping drive…","Twitter Web Client",,,FALSE,TRUE,0,10,"UIResearch",,,,,,,,,,,,,"x198536233 510516465 14534931","HawkeyeCaucus daveloebsack uiowa","en",,,"x966126701372755968","Thank you Iowa Congressman @daveloebsack for visiting the @uiowa campus today to learn how #UIResearch is helping drive the state's economy forward and improve the lives of Iowans. #foriowa 🖤💛 https://t.co/hIFfFOWne2",,,,,,,,,
"x966374145679413255",2018-02-21 18:08:45,"x510516465","Thanks for the great tour! https://t.co/erMymAPi5v","Twitter Web Client",,,TRUE,FALSE,8,2,,,"twitter.com/DrivingSim/sta…","https://t.co/erMymAPi5v","https://twitter.com/DrivingSim/status/966310504905011200",,,,,,,,,,,"en","x966310504905011200","Thank you, Congressman @daveloebsack, for visiting the National Advanced Driving Simulator yesterday and learning more about our research and how we're making roads safer for everyone! https://t.co/WNfX2Cp3sL",,,,,,,,,,,
"x964622031462567936",2018-02-16 22:06:28,"x510516465","RT @MiSs_SuE22: Excited to be on the Hill today on behalf of @IamCervivor to talk with Maddie in Representative @daveloebsack’s office abou…","Twitter for iPhone",,,FALSE,TRUE,0,4,,,,,,,,,,,,,,"x1250512861 2726164826 510516465","MiSs_SuE22 IamCervivor daveloebsack","en",,,"x964552784992497664","Excited to be on the Hill today on behalf of @IamCervivor to talk with Maddie in Representative @daveloebsack’s office about the importance of #cotesting &amp; #cervicalcancer screening. #wearecervivor https://t.co/W5GY9okhcR",,,,,,,,,
"x963878425424482307",2018-02-14 20:51:39,"x510516465","RT @PaigeBBrewer: ""It doesn't matter where you're from, you can help each other."" @flexprogram student Behruz from Tajikistan explains the…","Twitter Web Client",,,FALSE,TRUE,0,6,,,,,,,,,,,,,,"x869606413324222464 804679796","PaigeBBrewer FLEXProgram","en",,,"x963875825195077633","""It doesn't matter where you're from, you can help each other."" @flexprogram student Behruz from Tajikistan explains the important role volunteering has played during his exchange year and the impact it has on Americans at the office of @daveloebsack. #CivEdWeek https://t.co/Wjzko1VjxG",,,,,,,,,
