"status_id","created_at","user_id","text","source","reply_to_status_id","reply_to_user_id","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x970699861053116416",2018-03-05 16:37:36,"x2293131060","We can’t just stand by while parents bury their children because they were forced to wait weeks or months for lifesaving treatment. Here's why I'm pushing Congress to reduce the shortage of desperately needed substance use disorder treatment workers: https://t.co/RIIBxgMEDH","Twitter Web Client",,,FALSE,FALSE,42,13,,,"metrowestdailynews.com/news/20180304/…","https://t.co/RIIBxgMEDH","http://www.metrowestdailynews.com/news/20180304/political-notebook-clark-encouraging-more-substance-use-treatment-professionals",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970685220948234240",2018-03-05 15:39:25,"x2293131060","We’re kicking off our annual #WomensHistoryMonth trivia honoring just some of the countless trailblazing women of years past! Quiz #1: 13 years ago, Marcia Kadish &amp; Tanya McCloskey made history as the first same-sex couple to legally wed in the US. In which town did they marry? https://t.co/TvqJhu73bh","Twitter Web Client",,,FALSE,FALSE,11,3,"WomensHistoryMonth",,,,,"http://pbs.twimg.com/media/DXiQ0nOXUAAxUpZ.jpg","https://t.co/TvqJhu73bh","https://twitter.com/RepKClark/status/970685220948234240/photo/1","photo","http://pbs.twimg.com/media/DXiQ0nOXUAAxUpZ.jpg","https://t.co/TvqJhu73bh","https://twitter.com/RepKClark/status/970685220948234240/photo/1",,,,"en",,,,,,,,,,,,,
"x969579068118224896",2018-03-02 14:23:58,"x2293131060","DeVos's attacks on public schools show us a clueless, out-of-touch secretary of education who is more interested in profits for privatization advocates and predatory lenders than making sure all of our kids have a fair shot at a great public education. https://t.co/2KFdPNeylm","Twitter Web Client",,,FALSE,FALSE,134,58,,,"masslive.com/politics/index…","https://t.co/2KFdPNeylm","http://www.masslive.com/politics/index.ssf/2018/03/elizabeth_warren_katherine_cla_1.html",,,,,,,,,,,"en",,,,,,,,,,,,,
"x969378774847557632",2018-03-02 01:08:04,"x2293131060","Great to hear @MayorArrigo’s vision for #Revere. Together, we'll continue fighting for every family's right to health and success. https://t.co/UGlNu0JZg8","Twitter for iPhone",,,FALSE,FALSE,24,9,"Revere",,,,,"http://pbs.twimg.com/media/DXPs2k5WkAUCA8R.jpg","https://t.co/UGlNu0JZg8","https://twitter.com/RepKClark/status/969378774847557632/photo/1","photo","http://pbs.twimg.com/media/DXPs2k5WkAUCA8R.jpg http://pbs.twimg.com/media/DXPs2lAXkAYIoRF.jpg","https://t.co/UGlNu0JZg8 https://t.co/UGlNu0JZg8","https://twitter.com/RepKClark/status/969378774847557632/photo/1 https://twitter.com/RepKClark/status/969378774847557632/photo/1",,"x4783091424","MayorArrigo","en",,,,,,,,,,,,,
"x969313667668955136",2018-03-01 20:49:22,"x2293131060","Honored to join #Malden High’s Forum on Gun Violence Prevention. Our courageous students leading this national conversation inspire us all to continue fighting to #endgunviolence. https://t.co/FiGGZmFfv9","Twitter for iPhone",,,FALSE,FALSE,62,17,"Malden endgunviolence",,,,,"http://pbs.twimg.com/media/DXOxo-iW0AEVVxO.jpg","https://t.co/FiGGZmFfv9","https://twitter.com/RepKClark/status/969313667668955136/photo/1","photo","http://pbs.twimg.com/media/DXOxo-iW0AEVVxO.jpg http://pbs.twimg.com/media/DXOxo-aXUAIXqHZ.jpg","https://t.co/FiGGZmFfv9 https://t.co/FiGGZmFfv9","https://twitter.com/RepKClark/status/969313667668955136/photo/1 https://twitter.com/RepKClark/status/969313667668955136/photo/1",,,,"en",,,,,,,,,,,,,
"x968866192550236160",2018-02-28 15:11:15,"x2293131060","Families everywhere are battling the opioid epidemic, but only 1 in 10 who experience substance use disorder get the treatment they need. Read about why I partnered with @RepHalRogers to introduce the Substance Use Disorder Workforce Loan Repayment Act: https://t.co/sEh1JD9kXD","Twitter Web Client",,,FALSE,FALSE,14,12,,,"katherineclark.house.gov/index.cfm/pres…","https://t.co/sEh1JD9kXD","https://katherineclark.house.gov/index.cfm/press-releases?ID=3FCF26F1-12EF-4E19-B478-CCE5A5E30D72",,,,,,,,,"x550401754","RepHalRogers","en",,,,,,,,,,,,,
"x968863487400267776",2018-02-28 15:00:30,"x2293131060","TOMORROW: #TeamClark invites our local seniors to join them for help with federal benefits. Can’t make it? Visit https://t.co/1iM9u4BeyM for more dates and times. https://t.co/EaFMokGCTT","Buffer",,,FALSE,FALSE,6,10,"TeamClark",,"katherineclark.house.gov/index.cfm/offi…","https://t.co/1iM9u4BeyM","http://katherineclark.house.gov/index.cfm/office-hours-around-the-district","http://pbs.twimg.com/media/DXIYNKYWkAAC6Zw.jpg","https://t.co/EaFMokGCTT","https://twitter.com/RepKClark/status/968863487400267776/photo/1","photo","http://pbs.twimg.com/media/DXIYNKYWkAAC6Zw.jpg","https://t.co/EaFMokGCTT","https://twitter.com/RepKClark/status/968863487400267776/photo/1",,,,"en",,,,,,,,,,,,,
"x968858763338936320",2018-02-28 14:41:44,"x2293131060","Oh I see. When the NRA uses its money to tell you how to vote it's how things work around here. When people trying to keep kids from getting killed talk about strategy we're politicizing gun violence. Of course. https://t.co/GLhTa1eC3l","Twitter Web Client",,,TRUE,FALSE,361,127,,,"twitter.com/marcorubio/sta…","https://t.co/GLhTa1eC3l","https://twitter.com/marcorubio/status/968819168802942977",,,,,,,,,,,"en","x968819168802942977","A group of Democratic lawmakers huddled Tuesday with representatives from several national gun-control organizations,a first-of-its-kind meeting, aimed at finding ways to POLITICIZE the issue of gun-related violence ahead of elections this fall https://t.co/srOquelbnm",,,,,,,,,,,
"x968668426960101377",2018-02-28 02:05:24,"x2293131060","Republicans in Congress are refusing to do anything to keep our kids safe from #gunviolence. And they’re betting that no one will hold them accountable. #NeverAgain https://t.co/wOOhZL2jrF","Twitter for iPhone",,,FALSE,FALSE,72,62,"gunviolence NeverAgain",,"reuters.com/article/us-usa…","https://t.co/wOOhZL2jrF","https://www.reuters.com/article/us-usa-guns/u-s-congressional-republicans-reject-new-limits-on-guns-idUSKCN1GB0K8",,,,,,,,,,,"en",,,,,,,,,,,,,
"x967528773045252097",2018-02-24 22:36:49,"x2293131060","RT @RepAdamSchiff: Some time ago, Republicans on our committee released a declassified memo that omitted and distorted key facts in order t…","Twitter for iPhone",,,FALSE,TRUE,0,26535,,,,,,,,,,,,,,"x29501253","RepAdamSchiff","en",,,"x967514300939194368","Some time ago, Republicans on our committee released a declassified memo that omitted and distorted key facts in order to mislead the public and impugn the integrity of the FBI. 

We can now tell you what they left out: https://t.co/jeVCVTBUBZ",,,,,,,,,
