"status_id","created_at","user_id","text","source","reply_to_status_id","reply_to_user_id","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x970702563996831744",2018-03-05 16:48:20,"x2869746172","Last week I got to visit Mahindra Automotive North America located in Auburn Hills to witness the unveiling of the ROXOR off-roading vehicle! https://t.co/orWx4cLMhE","Twitter Web Client",,,FALSE,FALSE,8,3,,,,,,"http://pbs.twimg.com/media/DXif9IJW4AEVa26.jpg","https://t.co/orWx4cLMhE","https://twitter.com/repdavetrott/status/970702563996831744/photo/1","photo","http://pbs.twimg.com/media/DXif9IJW4AEVa26.jpg http://pbs.twimg.com/media/DXif9r1X0AAYnel.jpg","https://t.co/orWx4cLMhE https://t.co/orWx4cLMhE","https://twitter.com/repdavetrott/status/970702563996831744/photo/1 https://twitter.com/repdavetrott/status/970702563996831744/photo/1",,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/1d09535781e3b870.json","Auburn Hills","Auburn Hills, MI","city","United States","US",,,"-83.32891 -83.209206 -83.209206 -83.32891 42.6198238 42.6198238 42.7095451 42.7095451"
"x969252584149213184",2018-03-01 16:46:38,"x2869746172","Read the full article that explains the Fix NICS Act of 2017: https://t.co/GRcAdhqmYh","Twitter Web Client","x969249482813706245","x2869746172",FALSE,FALSE,5,3,,,"mlive.com/news/kalamazoo…","https://t.co/GRcAdhqmYh","http://www.mlive.com/news/kalamazoo/index.ssf/2018/02/michigan_congressmen_urge_acti.html",,,,,,,,,,,"en",,,,,,,,,,,,,
"x969249482813706245",2018-03-01 16:34:19,"x2869746172","Following the events in Florida, last week, I signed onto a letter that would request immediate consideration of  the “Fix NICS Act of 2017.” The passage of this legislation would be a step in the right direction to ensure dangerous individuals do not get their hands on weapons.","Twitter Web Client",,,FALSE,FALSE,5,2,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x968947510462042113",2018-02-28 20:34:23,"x2869746172","@VP is going to be visiting Detroit to see firsthand the positive impacts the Tax Cuts &amp; Jobs Act is having for southeastern Michigan families. 

Your taxes are going ↓

Your income is going ↑ 
https://t.co/MmsX7zYi2b","Twitter Web Client",,"x818910970567344128",FALSE,FALSE,1,1,,,"detroitnews.com/story/news/pol…","https://t.co/MmsX7zYi2b","http://www.detroitnews.com/story/news/politics/2018/02/26/vice-president-pence-visits-detroit/110871264/",,,,,,,,,"x818910970567344128","VP","en",,,,,,,,,,,,,
"x968869360248020993",2018-02-28 15:23:50,"x2869746172","Today, Reverend Billy Graham will be brought to the U.S. Capitol, where he will lie in honor in the Capitol Rotunda. Commonly recognized as America's Pastor, Reverend Graham was a devout minister, known among many for his deep Christian faith and inclusive nature https://t.co/4Q1WfpcPXV","Twitter Web Client",,,FALSE,FALSE,3,2,,,,,,"http://pbs.twimg.com/media/DXIXTArWkAAwMEk.jpg","https://t.co/4Q1WfpcPXV","https://twitter.com/repdavetrott/status/968869360248020993/photo/1","photo","http://pbs.twimg.com/media/DXIXTArWkAAwMEk.jpg","https://t.co/4Q1WfpcPXV","https://twitter.com/repdavetrott/status/968869360248020993/photo/1",,,,"en",,,,,,,,,,,,,
"x967042397271216129",2018-02-23 14:24:08,"x2869746172","RT @USMC: 73 years ago today, Marines on Iwo Jima raised the flag atop Mount Suribachi.

Semper Fidelis. https://t.co/lRUTwLp9fR","Twitter Web Client",,,FALSE,TRUE,0,21987,,,,,,"http://pbs.twimg.com/media/DWqPAlPX4AI6HVD.jpg","https://t.co/lRUTwLp9fR","https://twitter.com/USMC/status/967021226618056705/video/1","photo","http://pbs.twimg.com/media/DWqPAlPX4AI6HVD.jpg","https://t.co/lRUTwLp9fR","https://twitter.com/USMC/status/967021226618056705/video/1",,"x10126672","USMC","en",,,"x967021226618056705","73 years ago today, Marines on Iwo Jima raised the flag atop Mount Suribachi.

Semper Fidelis. https://t.co/lRUTwLp9fR",,,,,,,,,
"x966693900575563776",2018-02-22 15:19:20,"x2869746172","On this day, in 1732, our first President, George Washington was born. As the father of our nation, he led our country during its first days as one union. 

#FunFact: One of the President's favorite hobbies was dancing! https://t.co/Yrrnz3TBKS","Twitter Web Client",,,FALSE,FALSE,6,4,"FunFact",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/966693172532404226/pu/img/yAWruzkjc_PE78sk.jpg","https://t.co/Yrrnz3TBKS","https://twitter.com/repdavetrott/status/966693900575563776/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/966693172532404226/pu/img/yAWruzkjc_PE78sk.jpg","https://t.co/Yrrnz3TBKS","https://twitter.com/repdavetrott/status/966693900575563776/video/1",,,,"en",,,,,,,,,,,,,
"x966683420486258689",2018-02-22 14:37:42,"x2869746172","Congratulations to the students of Troy High School! https://t.co/0CYUwj2dCe","Twitter Web Client",,,TRUE,FALSE,3,3,,,"twitter.com/DOE_SC_NSB/sta…","https://t.co/0CYUwj2dCe","https://twitter.com/DOE_SC_NSB/status/966354950652682241",,,,,,,,,,,"en","x966354950652682241","Who will be representing Michigan at the National Finals of the NSB this spring? None other than Troy High School (Troy, MI) - we look forward to welcoming them to DC! #NSB2018 https://t.co/xW0Nm5Zln1 @TROYActivities",,,,,,,,,,,
"x966449956814016513",2018-02-21 23:10:00,"x2869746172","Because of the Tax Cuts &amp; Jobs Act, a family of 4 in #MI11 will save on average $4,111. That’s more money back in the bank to pay for:

✔ home appliances
✔ starting a savings account for your children
✔ a family vacation

To everyday Americans, this is a big deal. https://t.co/RDu3sE1C5U","Twitter for iPhone",,,FALSE,FALSE,2,2,"MI11",,,,,"http://pbs.twimg.com/media/DWmFHDdUMAAL1Ur.jpg","https://t.co/RDu3sE1C5U","https://twitter.com/repdavetrott/status/966449956814016513/photo/1","photo","http://pbs.twimg.com/media/DWmFHDdUMAAL1Ur.jpg","https://t.co/RDu3sE1C5U","https://twitter.com/repdavetrott/status/966449956814016513/photo/1",,,,"en",,,,,,,,,,,,,
"x966039095813296128",2018-02-20 19:57:23,"x2869746172","My first read of the day: Like all Americans, I am deeply saddened by the events that occurred in FL last week, I plan to continue working with my colleagues in Congress to find bipartisan solutions to prevent gun violence https://t.co/hfhXsrfy53","Twitter Web Client",,,FALSE,FALSE,6,3,,,"detroitnews.com/story/opinion/…","https://t.co/hfhXsrfy53","http://www.detroitnews.com/story/opinion/columnists/nolan-finley/2018/02/19/stop-fighting-start/110609466/",,,,,,,,,,,"en",,,,,,,,,,,,,
