ID, ideology, leadership, name, party, description, introduced_bills_115, cosponsored_bills_115, unique_cosponsors_115, total_cosponsors_115
412505, 0.358036657751, 0.589249368667, DelBene, Democrat, rank-and-file Democrat, 18, 294, 193, 496
412524, 0.356812756695, 0.556885905337, Esty, Democrat, rank-and-file Democrat, 16, 266, 175, 314
412422, 0.808685635221, 0.550945945131, Hultgren, Republican, rank-and-file Republican, 15, 164, 102, 161
412543, 0.32895505275, 0.6567675291, Kennedy, Democrat, moderate Democratic leader, 11, 259, 157, 239
412583, 0.403624792468, 0.553758472718, Kilmer, Democrat, centrist Democrat, 21, 422, 157, 241
400630, 0.49974440696, 0.530909603393, Lipinski, Democrat, centrist Democrat, 12, 293, 113, 180
412523, 0.36230360617, 0.462124957794, Peters, Democrat, rank-and-file Democrat, 11, 382, 66, 81
400379, 0.256797509994, 0.405804994847, Smith [WA9], Democrat, rank-and-file Democrat, 8, 309, 94, 125
400607, 0.708148984046, 0.469545642507, Sanford, Republican, rank-and-file Republican, 10, 100, 74, 89
412550, 0.888508317039, 0.780979014398, Hudson, Republican, conservative Republican leader, 17, 186, 244, 291
412512, 0.436953807226, 0.2328499482, Bera, Democrat, centrist Democratic follower, 4, 157, 13, 15
412470, 0.208387726551, 0.750778466973, Cicilline, Democrat, progressive Democratic leader, 38, 448, 223, 1143
400097, 0.287879954702, 0.705620838112, Davis [CA53], Democrat, moderate Democratic leader, 18, 232, 256, 477
400101, 0.346809109153, 0.539912408037, DeGette, Democrat, rank-and-file Democrat, 9, 200, 159, 243
412544, 0.406176616555, 0.53142572603, Delaney, Democrat, centrist Democrat, 16, 290, 136, 228
412308, 0.314636582365, 0.61204950202, Polis, Democrat, moderate Democratic leader, 22, 393, 136, 229
412259, 0.25051286901, 0.707266096429, Speier, Democrat, moderate Democratic leader, 22, 305, 231, 660
412318, 0.309425316126, 0.529000444318, Titus, Democrat, rank-and-file Democrat, 10, 257, 106, 162
412254, 0.272603747138, 0.313967809878, Tsongas, Democrat, rank-and-file Democrat, 3, 272, 75, 87
412278, 0.834589302446, 0.909744022111, Guthrie, Republican, moderate Republican leader, 16, 150, 294, 481
400219, 0.618310012036, 0.692835698569, King [NY2], Republican, centrist Republican, 19, 285, 137, 212
400244, 0.602682185332, 0.422290967123, LoBiondo, Republican, centrist Republican, 7, 162, 71, 80
400367, 0.99299492189, 0.619310499114, Sessions, Republican, conservative Republican, 25, 291, 103, 104
400618, 0.505679816186, 0.176996922179, Costa, Democrat, centrist Democratic follower, 2, 199, 12, 12
412196, 0.692657494627, 0.687448811704, Buchanan, Republican, rank-and-file Republican, 11, 83, 247, 285
412400, 0.836408565556, 0.502123227758, Crawford, Republican, rank-and-file Republican, 6, 107, 85, 112
412536, 0.782996164352, 0.803988277887, Davis [IL13], Republican, moderate Republican leader, 16, 223, 265, 407
400100, 0.35304153644, 0.612523299934, DeFazio, Democrat, moderate Democratic leader, 33, 391, 184, 463
412482, 0.937901482546, 0.421190279029, Farenthold, Republican, conservative Republican, 14, 265, 41, 49
400361, 0.264614389879, 0.526538651214, Schiff, Democrat, rank-and-file Democrat, 9, 266, 129, 194
400414, 0.631155415601, 0.6148358975, Upton, Republican, centrist Republican, 7, 96, 13, 15
412515, 0.767441141881, 0.688866923597, Valadao, Republican, rank-and-file Republican, 6, 214, 328, 373
412255, 0.827580370344, 0.434525443191, Wittman, Republican, rank-and-file Republican, 14, 193, 81, 104
400440, 0.728762362104, 0.594796378475, Young [AK0], Republican, rank-and-file Republican, 65, 196, 169, 257
400404, 0.717092266284, 0.529622455544, Thornberry, Republican, rank-and-file Republican, 9, 68, 82, 108
400046, 0.77049938376, 0.849094657502, Brady [TX8], Republican, moderate Republican leader, 11, 71, 72, 118
400052, 0.828340854745, 0.73760811266, Burgess, Republican, moderate Republican leader, 33, 117, 96, 121
400077, 0.828974027028, 0.481487534307, Cole, Republican, rank-and-file Republican, 20, 247, 102, 116
400655, 0.837970019714, 0.791921337703, Conaway, Republican, moderate Republican leader, 9, 88, 241, 300
412280, 0.82692585931, 0.74881213042, Harper, Republican, moderate Republican leader, 22, 154, 211, 353
400175, 0.883048954689, 0.186882255041, Hensarling, Republican, lonley conservative Republican follower, 2, 120, 41, 41
412419, 0.761002806243, 0.663457310934, Labrador, Republican, rank-and-file Republican, 9, 97, 85, 125
412445, 0.891411253353, 0.637516648886, Long, Republican, conservative Republican, 10, 139, 84, 97
412292, 0.879306897413, 0.774973323417, Luetkemeyer, Republican, conservative Republican leader, 14, 170, 126, 211
412295, 0.868283614026, 0.612352156633, McClintock, Republican, conservative Republican, 9, 145, 135, 166
412487, 0.796171784072, 0.865798783688, McKinley, Republican, moderate Republican leader, 29, 185, 312, 747
412552, 0.925727208553, 0.724150045627, Meadows, Republican, conservative Republican, 23, 220, 75, 98
412426, 0.953431575797, 0.663840778079, Rokita, Republican, conservative Republican, 13, 255, 117, 167
412311, 0.757452087021, 0.385263031767, Rooney [FL17], Republican, rank-and-file Republican, 8, 147, 47, 51
400376, 0.709624236862, 0.525454493552, Simpson, Republican, rank-and-file Republican, 12, 68, 93, 99
412538, 0.809160620953, 0.639074706071, Walorski, Republican, rank-and-file Republican, 16, 193, 122, 148
412395, 0.897526873865, 0.428958900028, Brooks [AL5], Republican, conservative Republican, 7, 140, 25, 34
400340, 0.666588294063, 0.241623066849, Rogers [KY5], Republican, moderate Republican follower, 3, 68, 40, 40
412576, 0.370928953182, 0.380905609284, Castro, Democrat, rank-and-file Democrat, 10, 121, 70, 83
412529, 0.338049845993, 0.57332849642, Frankel, Democrat, rank-and-file Democrat, 8, 204, 168, 256
412532, 0.394770695384, 0.593587232798, Gabbard, Democrat, centrist Democrat, 12, 240, 69, 85
412382, 0.29230867845, 0.280385705848, Garamendi, Democrat, moderate Democratic follower, 5, 356, 81, 97
400233, 0.384662069089, 0.695455626485, Larson, Democrat, moderate Democratic leader, 6, 217, 190, 365
412575, 0.338312854226, 0.428204785499, O’Rourke, Democrat, rank-and-file Democrat, 26, 261, 113, 184
412569, 0.828578784561, 0.446466241909, Perry, Republican, rank-and-file Republican, 15, 136, 57, 62
412567, 0.847700005724, 0.290195891641, Bridenstine, Republican, moderate Republican follower, 1, 82, 1, 1
400057, 0.785421477773, 0.437195539748, Calvert, Republican, rank-and-file Republican, 13, 129, 111, 150
412513, 0.748642790648, 0.451177760585, Cook, Republican, rank-and-file Republican, 13, 209, 109, 135
412553, 0.768028760822, 0.56830957555, Holding, Republican, rank-and-file Republican, 8, 84, 93, 101
412460, 0.882848418068, 0.476272979091, Johnson [OH6], Republican, conservative Republican, 10, 175, 123, 150
412421, 0.725250885277, 0.724206599528, Kinzinger, Republican, rank-and-file Republican, 15, 134, 174, 219
412560, 0.265976659006, 0.629335102049, Meng, Democrat, moderate Democratic leader, 38, 298, 241, 504
412580, 0.425298107657, 0.106342109392, Vela, Democrat, centrist Democratic follower, 4, 172, 15, 21
412525, 0.914450531469, 0.839188829678, Yoho, Republican, conservative Republican leader, 19, 229, 365, 641
400160, 0.456367174665, 0.40439196671, Green [TX29], Democrat, centrist Democrat, 10, 224, 69, 78
400641, 0.332261403823, 0.382307235177, Higgins [NY26], Democrat, rank-and-file Democrat, 8, 258, 56, 65
412506, 0.223141938794, 0.443263198997, Payne, Democrat, progressive Democrat, 12, 338, 54, 82
400363, 0.455815049032, 0.280508779859, Scott [GA13], Democrat, centrist Democratic follower, 6, 202, 80, 100
412211, 0.294111307185, 0.376443331319, Yarmuth, Democrat, rank-and-file Democrat, 5, 275, 51, 66
400090, 0.209654863565, 0.389315241482, Cummings, Democrat, progressive Democrat, 17, 270, 101, 174
400196, 0.667396335752, 0.726998239508, Issa, Republican, rank-and-file Republican, 29, 133, 197, 363
412469, 0.843037659791, 0.585644217113, Barletta, Republican, rank-and-file Republican, 14, 188, 42, 71
400158, 0.813542857596, 0.847122386005, Graves [MO6], Republican, moderate Republican leader, 11, 118, 276, 334
412256, 0.895911908674, 0.74674969037, Latta, Republican, conservative Republican leader, 20, 131, 78, 103
400285, 0.751197378851, 0.701172099693, Murphy [PA18], Republican, rank-and-file Republican, 5, 111, 91, 115
412310, 0.969988225803, 0.94080521301, Roe, Republican, conservative Republican leader, 25, 238, 366, 1056
412570, 0.841834160116, 0.543646866929, Rothfus, Republican, rank-and-file Republican, 12, 155, 102, 163
412519, 0.393420813683, 0.423343808843, Ruiz, Democrat, rank-and-file Democrat, 23, 187, 133, 197
400380, 0.660892399279, 0.932735592295, Smith [NJ4], Republican, moderate Republican leader, 25, 169, 275, 495
412600, 0.230324881913, 0.689828937845, Clark, Democrat, progressive Democratic leader, 12, 349, 261, 457
412516, 0.31052542528, 0.468357635073, Brownley, Democrat, rank-and-file Democrat, 28, 377, 95, 161
400087, 0.296658309929, 0.654190896592, Crowley, Democrat, moderate Democratic leader, 33, 220, 190, 333
412385, 0.300402817052, 0.656712160912, Deutch, Democrat, moderate Democratic leader, 17, 304, 168, 271
412566, 0.785486792635, 0.383026540036, Joyce, Republican, rank-and-file Republican, 4, 182, 99, 120
400232, 0.319444094597, 0.430693468747, Larsen, Democrat, rank-and-file Democrat, 9, 197, 139, 209
412466, 0.677310425048, 0.712386342461, Meehan, Republican, rank-and-file Republican, 15, 260, 162, 213
412307, 0.267068146487, 0.354189077951, Pingree, Democrat, rank-and-file Democrat, 10, 421, 94, 146
400352, 0.347133480844, 0.465073066045, Ryan [OH13], Democrat, rank-and-file Democrat, 22, 470, 120, 192
412509, 0.539059265755, 0.354234447735, Sinema, Democrat, centrist Democrat, 13, 334, 73, 104
400623, 0.27712893995, 0.464310602828, Wasserman Schultz, Democrat, rank-and-file Democrat, 8, 349, 52, 68
412239, 0.337861419543, 0.393414775861, Welch, Democrat, rank-and-file Democrat, 22, 389, 104, 139
412541, 0.884281469108, 0.727147473927, Barr, Republican, conservative Republican, 18, 185, 223, 337
400030, 0.426330951098, 0.358662234037, Bishop [GA2], Democrat, centrist Democrat, 3, 246, 39, 39
400032, 0.962572686762, 0.794975309907, Blackburn, Republican, conservative Republican leader, 28, 150, 196, 398
412601, 0.867291317655, 0.593199867052, Byrne, Republican, conservative Republican, 18, 206, 148, 166
400074, 0.286951611882, 0.340715374104, Clay, Democrat, rank-and-file Democrat, 5, 265, 76, 80
412477, 0.899960803238, 0.481448295326, DesJarlais, Republican, conservative Republican, 6, 148, 29, 48
400114, 0.382260467235, 0.326682357062, Doyle, Democrat, rank-and-file Democrat, 3, 193, 50, 52
412327, 0.27737398193, 0.413739792239, Fudge, Democrat, rank-and-file Democrat, 7, 187, 112, 158
412463, 0.876626530958, 0.517818020604, Gibbs, Republican, conservative Republican, 7, 159, 111, 161
412485, 0.759851605079, 0.769314412604, Griffith, Republican, moderate Republican leader, 26, 129, 257, 447
400341, 0.793285673749, 0.258738666562, Rogers [AL3], Republican, moderate Republican follower, 7, 91, 30, 33
412396, 0.389572619172, 0.702884059815, Sewell, Democrat, moderate Democratic leader, 7, 236, 193, 243
409888, 0.731258046577, 0.637086319738, Shuster, Republican, rank-and-file Republican, 3, 94, 31, 31
412581, 0.862122730769, 0.678052131092, Stewart, Republican, conservative Republican, 13, 151, 227, 296
400402, 0.391274660926, 0.291058219902, Thompson [MS2], Democrat, moderate Democratic follower, 12, 186, 58, 98
400411, 0.731240209127, 0.694245840688, Turner, Republican, rank-and-file Republican, 11, 142, 78, 85
412564, 0.831915011856, 0.458518082959, Wenstrup, Republican, rank-and-file Republican, 12, 114, 155, 200
412584, 0.372288680534, 0.398915958882, Heck, Democrat, rank-and-file Democrat, 3, 260, 35, 41
400290, 0.20590373473, 0.323318874743, Napolitano, Democrat, progressive Democrat, 6, 449, 61, 74
412472, 1.0, 0.64758070026, Duncan [SC3], Republican, conservative Republican, 7, 223, 190, 247
400644, 0.740178773336, 0.636733331171, McHenry, Republican, rank-and-file Republican, 10, 52, 210, 272
400124, 0.296767609244, 0.45230676562, Eshoo, Democrat, rank-and-file Democrat, 7, 326, 171, 186
400663, 0.298221811165, 0.335972278191, Matsui, Democrat, rank-and-file Democrat, 4, 288, 11, 11
400230, 0.27571760745, 0.53495939283, Langevin, Democrat, rank-and-file Democrat, 24, 339, 171, 274
400355, 0.331220083835, 0.618784175603, Sánchez, Democrat, moderate Democratic leader, 18, 200, 170, 321
412539, 0.756802987842, 0.726402788668, Brooks [IN5], Republican, rank-and-file Republican, 11, 162, 121, 145
412195, 0.293779114445, 0.514350851665, Castor, Democrat, rank-and-file Democrat, 5, 213, 14, 15
400657, 0.591282023471, 0.356651703953, Cuellar, Democrat, centrist Democrat, 8, 120, 40, 188
400640, 0.743445276902, 0.736030463207, Fortenberry, Republican, rank-and-file Republican, 10, 130, 35, 36
400157, 0.697762101707, 0.576780989247, Granger, Republican, rank-and-file Republican, 4, 82, 21, 22
412486, 0.669749283302, 0.392540666915, Herrera Beutler, Republican, rank-and-file Republican, 6, 104, 91, 99
412283, 0.758896682231, 0.708312238027, Hunter, Republican, rank-and-file Republican, 15, 131, 137, 183
412474, 0.845990685258, 0.521401407054, Mulvaney, Republican, rank-and-file Republican, 0, 0, 0, 0
412443, 0.898208188949, 0.559016243603, Palazzo, Republican, conservative Republican, 6, 187, 83, 85
412572, 0.775068562598, 0.551306033886, Rice [SC7], Republican, rank-and-file Republican, 7, 86, 132, 180
412534, 0.448361469582, 0.473606860796, Schneider, Democrat, centrist Democrat, 21, 254, 224, 401
412410, 0.764634419212, 0.205377130504, Webster, Republican, moderate Republican follower, 1, 117, 17, 17
400643, 0.690818130114, 0.499503413955, Foxx, Republican, rank-and-file Republican, 15, 59, 102, 124
412388, 0.816412861012, 0.556738434497, Graves [GA14], Republican, rank-and-file Republican, 4, 105, 13, 15
412437, 0.862048582442, 0.539965694349, Huizenga, Republican, conservative Republican, 8, 132, 54, 73
400206, 0.858662575489, 0.930664670962, Johnson [TX3], Republican, moderate Republican leader, 32, 119, 281, 677
400247, 0.77586147492, 0.238350209886, Lucas, Republican, moderate Republican follower, 4, 96, 32, 35
400297, 0.720626871949, 0.674198919296, Nunes, Republican, rank-and-file Republican, 10, 72, 86, 97
412551, 0.936298548998, 0.54378500434, Pittenger, Republican, conservative Republican, 12, 211, 138, 227
400626, 0.742656463803, 0.836113297378, Price [GA6], Republican, moderate Republican leader, 0, 0, 0, 0
412462, 0.813516775582, 0.835519562766, Renacci, Republican, moderate Republican leader, 17, 187, 310, 513
412315, 0.518667957149, 0.593263785401, Schrader, Democrat, centrist Democrat, 11, 167, 143, 212
412213, 0.899124785603, 0.735113565563, Walberg, Republican, conservative Republican, 20, 155, 146, 203
400419, 0.684411304584, 0.655068745431, Walden, Republican, rank-and-file Republican, 15, 61, 80, 87
400433, 0.899122566536, 0.805655791682, Wilson [SC2], Republican, conservative Republican leader, 20, 180, 290, 427
412402, 0.807309836222, 0.533475063332, Womack, Republican, rank-and-file Republican, 4, 82, 35, 39
412526, 0.816649864013, 0.791130386046, DeSantis, Republican, moderate Republican leader, 13, 127, 301, 540
412548, 0.845896695089, 0.665732230922, Wagner, Republican, rank-and-file Republican, 14, 211, 243, 348
412476, 0.813330382307, 0.440126554939, Fleischmann, Republican, rank-and-file Republican, 4, 114, 8, 8
412473, 0.734958952609, 0.335504884249, Gowdy, Republican, rank-and-file Republican, 0, 65, 0, 0
412226, 0.805154297, 0.510054603262, Jordan, Republican, rank-and-file Republican, 2, 95, 72, 79
412191, 0.888488556507, 0.7564712751, Lamborn, Republican, conservative Republican leader, 17, 199, 198, 315
412503, 0.736025672433, 0.682355637914, Massie, Republican, rank-and-file Republican, 6, 106, 160, 261
412475, 0.823546953478, 0.772882715591, Noem, Republican, moderate Republican leader, 26, 144, 265, 432
412431, 0.818027956387, 0.599571400949, Pompeo, Republican, rank-and-file Republican, 0, 0, 0, 0
400343, 0.696464488516, 0.482402478958, Rohrabacher, Republican, rank-and-file Republican, 8, 105, 61, 65
412417, 0.903580485137, 0.512070046809, Scott [GA8], Republican, conservative Republican, 5, 127, 69, 86
412405, 0.834651622596, 0.61128295391, Tipton, Republican, rank-and-file Republican, 19, 218, 155, 222
412578, 0.852009025207, 0.573708487378, Williams, Republican, rank-and-file Republican, 11, 141, 123, 168
412416, 0.693236330112, 0.457087613818, Woodall, Republican, rank-and-file Republican, 13, 55, 47, 48
400653, 0.256171497899, 0.559779558548, Green [TX9], Democrat, rank-and-file Democrat, 29, 226, 125, 291
412568, 0.839112343923, 0.539231563606, Mullin, Republican, rank-and-file Republican, 15, 150, 139, 183
412488, 0.765215495005, 0.610856976555, Duffy, Republican, rank-and-file Republican, 26, 121, 71, 101
412438, 0.59281527265, 0.366450733848, Amash, Republican, centrist Republican, 7, 45, 34, 44
400416, 0.236644004166, 0.630033218846, Velázquez, Democrat, progressive Democratic leader, 41, 361, 302, 706
400417, 0.42260685173, 0.0590715024163, Visclosky, Democrat, centrist Democratic follower, 1, 114, 9, 9
412561, 0.247863301144, 0.48420026083, Jeffries, Democrat, rank-and-file Democrat, 11, 276, 205, 242
412595, 0.262414304449, 0.535405672367, Kelly [IL2], Democrat, rank-and-file Democrat, 10, 289, 124, 233
412546, 0.328453295349, 0.564273614816, Kildee, Democrat, rank-and-file Democrat, 16, 215, 29, 33
400238, 0.262698956651, 0.487686235374, Levin, Democrat, rank-and-file Democrat, 10, 171, 72, 104
400326, 0.323375245957, 0.330417545477, Price [NC4], Democrat, rank-and-file Democrat, 11, 185, 131, 151
400422, 0.236773039683, 0.630210753863, Waters, Democrat, moderate Democratic leader, 31, 183, 195, 685
400246, 0.303409137999, 0.62322006151, Lowey, Democrat, moderate Democratic leader, 15, 189, 192, 318
412319, 0.234309767873, 0.475343281514, Tonko, Democrat, progressive Democrat, 9, 317, 169, 217
400075, 0.353154362402, 0.327483061809, Clyburn, Democrat, rank-and-file Democrat, 3, 75, 85, 132
400220, 0.891167490926, 0.807313655782, King [IA4], Republican, conservative Republican leader, 35, 198, 199, 593
412214, 0.450505891589, 0.751554212532, Walz, Democrat, centrist Democratic leader, 5, 281, 386, 422
400081, 0.481826026137, 0.345453102598, Cooper, Democrat, centrist Democrat, 4, 136, 32, 56
412394, 0.764887640491, 0.591136015771, Roby, Republican, rank-and-file Republican, 4, 80, 22, 22
412418, 0.335262417676, 0.307431616383, Hanabusa, Democrat, rank-and-file Democrat, 8, 322, 112, 162
