vote_id,vote_url,outliers
119390,/congress/votes/115-2017/h371,412674 412675 412676 412421 412555 412430 400655 412690 412691 412567 412469 400406 412311 412698 412572 400414 412191 400297 412462 412465 412468 400158 400313 400373 412662 412487 400209 400340 412473 400344 412510 412255 412411 412394 412651 412526 412656 412402 412403 412405 412278 412500 412410 412283 412540 412729
119400,/congress/votes/115-2017/h372,412609 400419 412196 412658 400648 412621 412651 412461 412303 412466 412563 400660 412566 400440 412660 400411 412636 412650 400414 400607
119401,/congress/votes/115-2017/h373,412519 400349 412562 412438 400313 412509 400607
119398,/congress/votes/115-2017/h374,412385 412195 412580 412694 400199 412557 412649 400170 400204 400365 412721 400623 412529 400402 412522 412566 412695 412219 400380 400285 412382
119395,/congress/votes/115-2017/h375,412438
119397,/congress/votes/115-2017/h378,400291 400100 412485 412295 400651 412434 412718 400114 400403 400116 412729 412438 412503 412532 412580 412315 400371
119405,/congress/votes/115-2017/s161,412678 412598 412542 412223
119402,/congress/votes/115-2017/h381,400209 412503 412662 412438 400607
119406,/congress/votes/115-2017/s162,412678 412533 412598
119409,/congress/votes/115-2017/h383,400618
119408,/congress/votes/115-2017/h384,412308 412271
119411,/congress/votes/115-2017/h385,412721 400209 400660 412633 412698 400316 412509
119413,/congress/votes/115-2017/h386,400160 412714 412396 412621 412719 412725 412694 412215 400344 412698 412315 400030 400639
119414,/congress/votes/115-2017/h387,400160 412721 400648 400618 412621 412648 412682 400344 412698 412509
119412,/congress/votes/115-2017/h388,400160 400657 400618 412579 412725
119415,/congress/votes/115-2017/h389,400344 400657 412509 412621
119410,/congress/votes/115-2017/h390,400209 412627 400316
119416,/congress/votes/115-2017/h391,412648 400618 412621 400660 412633 400244 400380 400030 400607
119420,/congress/votes/115-2017/h392,400209
119419,/congress/votes/115-2017/h393,400209
119418,/congress/votes/115-2017/h394,412438 412503
119423,/congress/votes/115-2017/h395,400160 412579 412580 400618 412236 400047 412688 400660 412725 400348
119424,/congress/votes/115-2017/h396,400160 412579 412580 400618 400047 400114 412693 412606 412725
119422,/congress/votes/115-2017/h397,400209 400116
119425,/congress/votes/115-2017/h398,400160 412432 412579 412580 412688 400199 400232 400618 400047 400080 412606 400030 412725
119427,/congress/votes/115-2017/h399,400160 400352 412579 412580 412652 400047 412721 412725 412606
119426,/congress/votes/115-2017/h400,412485 412714 412434 400154 400316 400618
119428,/congress/votes/115-2017/h401,400160 400209 400618 412315
119421,/congress/votes/115-2017/h402,400160 412290 412580 412682 412652 400047 412688 412725 412606
119429,/congress/votes/115-2017/h403,412675 400651 400653 400087 412560 412561 412308 412438 412315 400416 400033 412579 400422 412199 412718 412404 412730 412605 412576 412683 412612 400209 400211 412503 400093 400607 412517 412522 400111 400116
119431,/congress/votes/115-2017/h404,400316
119432,/congress/votes/115-2017/h405,400160 412615 412418 412579 412519 412617 412682 412523 400204 412717 412209 412562 412532 400661 412534 412697 400249 412715 412219
119430,/congress/votes/115-2017/h406,400160 412258 412579 412580 400232 400074 400204 412418 412721 412714 412532 412725 412438 412503 400618 400030
119434,/congress/votes/115-2017/s165,412281 412330 412507
119438,/congress/votes/115-2017/s166,412330
119437,/congress/votes/115-2017/h407,412419 412682 400651 412557 412558 412688 412562 412435 412438 412697 412189 412715 412716 412717 412209 412219 412605 412606 412675 412226 412615 400209 412686 412503 412382 400607 412512 412516 412519 412523 400116 412534 412537
119436,/congress/votes/115-2017/h408,412416 400618 412399 400209 412503 412509
119443,/congress/votes/115-2017/h412,400209
119442,/congress/votes/115-2017/h413,400116 412438 412503
119444,/congress/votes/115-2017/s168,412508 412492 412495 400284 300047
119445,/congress/votes/115-2017/h414,400209 412503
119446,/congress/votes/115-2017/h415,400209 412714 412509 412438 412503
119447,/congress/votes/115-2017/s169,412428 400061 300071
119450,/congress/votes/115-2017/s172,300071 300041 412269 412406 412665 400061
119455,/congress/votes/115-2017/h416,412704 412674 412675 412676 412646 412712 412700 412683 412738 400367 412731 412690 412691 412310 412713 412729 412699 412444 412732
119458,/congress/votes/115-2017/h417,412705 412706 412675 412676 412310 400367 412438 412727 412698 412731 412732
119454,/congress/votes/115-2017/h418,412290 400259 412422 412738 400654 400656 412438 412186 412315 400157 400160 400291 412714 400047 400309 412606 400063 412482 412621 412624 400344 412650 412532 400251 400381
119456,/congress/votes/115-2017/h419,412417 412421 412422 412427 400406 400411 400285 400158 409888 412202 412460 412461 412462 412465 412468 412469 400440 412736 412487 412488 412500 412639 412513 412515 412660 400373 412566 412536 412283
119457,/congress/votes/115-2017/h420,412432 400402 400660 412565 412438 400160 412193 412579 412721 412725 412621 400211 412628 400344 400220 400607 412688 400103 400232 400233 412524 400114 412627 412534 412649 412282
119459,/congress/votes/115-2017/h421,412432 400402 400660 412438 412572 400160 412193 412721 412725 412621 400211 412628 400344 400220 400607 412688 400103 400233 412395 412524 400114 412627 412534 412649 412282
119451,/congress/votes/115-2017/h422,400640 412432 400660 412565 412438 412572 400414 400160 412579 412327 412713 412725 412627 412628 412633 400220 400607 412688 412648 412649 412395 412271 400244 412393 400380
119453,/congress/votes/115-2017/h423,412514 412293 412682 412558 400349 400081 412562 412714 412438 412697 400189
119460,/congress/votes/115-2017/h424,400640 412633 400316 412725 412721
119452,/congress/votes/115-2017/h425,400640 412548 412421 400652 400654 412303 412432 412562 412311 412444 400157 400030 412327 412572 412714 412461 412574 400316 412480 412482 400068 412487 412628 412302 412630 400089 400218 412636 400656 412271 412531 412662 412663 400376 412538 412539 400381 412670
119462,/congress/votes/115-2017/h426,400209
119461,/congress/votes/115-2017/h427,400209 412503 412654 412438 400313
119464,/congress/votes/115-2017/h428,412292 412465 412551 400141 412541 400433 412308 412309 412601 400313 412444 400381 412190
119463,/congress/votes/115-2017/h429,400640 412290 412421 412550 412303 412563 412692 412310 412311 412317 400032 412460 412213 412480 412737 412485 412487 400077 412622 412536 412627 400341 400089 412634 412635 412510 412256 412513 412515 412393 412566 412278 412280 400406 412629
119467,/congress/votes/115-2017/h430,409888 412513 412658 412646 412476 412536 412393 412651 412621 400209 412466 412628 412648 400406 400376 400122 400380
119470,/congress/votes/115-2017/h431,400141 412430 400655 412564 400154 412399 412444 412317 412191 400160 412463 412465 412213 412601 400316 412469 412487 400209 400341 412630 412250 412256 412515 400081 412476 400365 412570 412271 412662 412536 412283 400381
119466,/congress/votes/115-2017/h432,400160 412715 412612 412517 412725 412519 412682 412615 412396 412717 412688 412562 400116 412693 412438 412697 412186 400251 400349 400607
119469,/congress/votes/115-2017/h433,412417 400004 412303 412692 412309 412567 412568 412443 400285 409888 412581 400175 412465 412468 412469 400440 400313 412317 412610 412487 400077 400209 412628 400341 412630 412510 412255 412513 412653 400029 412531 412660 400247 412536
119468,/congress/votes/115-2017/h434,400209
119471,/congress/votes/115-2017/h435,412682 400209 412714 400116 412438 412503 412697 412509 400030 400607
119472,/congress/votes/115-2017/s175,412492
119475,/congress/votes/115-2017/s176,412545 412194 300038 412582 412321 412223
119474,/congress/votes/115-2017/s177,412248 412281 412681 412671
119477,/congress/votes/115-2017/s179,300071
119478,/congress/votes/115-2017/h436,400209 400618 412438 412503
119480,/congress/votes/115-2017/h437,412419 412684 412308 412438 412575 400416 400033 412199 412600 412404 412730 400607 400063 412239 400209 412503 412505 412511 400240 400116 400245 412532 400379
119481,/congress/votes/115-2017/s180,412545 412490 300038 412391
119483,/congress/votes/115-2017/s181,300100 412542 412223
119482,/congress/votes/115-2017/s182,412545 300065 412194 412391 412680 412490 300043 300093
119486,/congress/votes/115-2017/s186,412218 412533 412598
119491,/congress/votes/115-2017/s188,412542 412223
119490,/congress/votes/115-2017/h439,400651
119489,/congress/votes/115-2017/h440,400209 412580 412444
119492,/congress/votes/115-2017/h441,412683 412438 412503
119493,/congress/votes/115-2017/h443,400209 412438 412503
119506,/congress/votes/115-2017/h445,412417 412421 412422 412427 400406 400411 400285 400158 409888 412202 412460 412461 412462 412465 412468 412469 400440 412736 412487 412488 412629 412639 412513 412515 412660 400373 412566 412536 412283
119499,/congress/votes/115-2017/h446,412480 412585 412555 400657 412308 400349 400030
119498,/congress/votes/115-2017/h447,412195 412555 412397 400081 412308 400313 412282 412444 412510
119505,/congress/votes/115-2017/h448,412443 400068 412461 412509 412612 412682 412427 412460 400077 412317 412581 412563 400052 400341 412500 400089 400379 412476 400029 412555 412469
119497,/congress/votes/115-2017/h449,412417 412555 400651 412213 412727 412698 412443 412445 412510
119507,/congress/votes/115-2017/h450,400640 412704 412578 412662 412646 412487 400648 412393 412651 400046 412272 412657 412466 400244 412438 412663 400122 400380 400285 412677
119496,/congress/votes/115-2017/h451,412555 412310 400367
119501,/congress/votes/115-2017/h452,412292 412555 412460 412465 400313 412443 412445 412190
119500,/congress/votes/115-2017/h453,412417 412421 412422 412427 400406 400411 400285 400158 409888 412202 412460 412461 412462 412465 412469 400440 412736 412487 412488 412536 412629 412639 412513 412515 412660 400373 412566 400376 412283
119504,/congress/votes/115-2017/h454,412292 412555 412460 412463 412465 412310 400313 412443 412444
119503,/congress/votes/115-2017/h455,412672 400419 400657 412515 400660 400406 412727 400244 400219
119502,/congress/votes/115-2017/h456,400004 412552 412427 400652 412610 408211 412308 412566 412548 412443 412572 412445 400032 412580 412462 412213 412214 400316 412469 400160 412226 400077 400206 412623 412536 412500 412622 400218 412382 412639 412256 412641 412476 412394 412399 412400 412402 412563 412280 412692 412540
119509,/congress/votes/115-2017/s189,400408 412464 412218 412492 400134
119508,/congress/votes/115-2017/s191,412248
119521,/congress/votes/115-2017/h458,400440 400209 412438 400343
119516,/congress/votes/115-2017/h459,412416 412290 412643 412486 412711 412393 412427 400652 412466 412271 412651 412721 400018 412691 400244 412649 400052 400380 400414 412482
119514,/congress/votes/115-2017/h460,412512 400641 412195 412209 412523 412519 412717 400081 412562 400630 412537 400440 400249 412682
119512,/congress/votes/115-2017/h461,412416 412290 412643 412738 412486 400380 412651 400652 412466 412700 412271 412721 400018 412649 400244 412393 412399 400316
119513,/congress/votes/115-2017/h462,400249 412580 400364 412189 400657
119515,/congress/votes/115-2017/h463,412419 412694 400271 412432 412561 412675 412692 412438 400154 412699 412445 412703 412192 412193 412706 412199 412712 412523 412717 412189 412728 412221 412612 412615 412236 400341 412505 412506 412512 412688 412516 412395 400364 412272 412657 400371 412532 400122 400379
119520,/congress/votes/115-2017/h464,412417 412421 412422 412427 400406 400411 400285 409888 412202 412460 412461 412462 412465 412468 412469 400440 412661 412736 412487 412488 412500 412639 412513 412515 412660 400373 412566 412536 412283
119517,/congress/votes/115-2017/h465,400657 400316 412693
119519,/congress/votes/115-2017/h466,400657 412523 412509 400630
119524,/congress/votes/115-2017/h467,412673 412566 412311 412399 412445 412202 412461 400046 412317 400057 412480 412610 400068 400077 412623 400209 412500 400313 400089 412634 412635 412515 412394 412271 412536 412402 400247 412280 412284
119527,/congress/votes/115-2017/h468,400640 412643 412580 400648 412714 400142 412303 412721 412718 412438 412311 412315 412284 412445 412399
119531,/congress/votes/115-2017/h470,400640 400644 412421 412422 400648 412427 412563 412311 400004 412572 400414 412714 412717 412466 412724 412555 400068 400077 412643 400340 412633 412636 412509 412515 412394 412651 412403 400247 412500 412539
119529,/congress/votes/115-2017/h471,412512 412672 412290 412721 412651 412558 412719 400209 400244 400219 400380
119523,/congress/votes/115-2017/h472,400640 412290 412548 412552 400141 412303 412690 412571 412699 412202 412658 400047 412466 400607 412605 412738 412614 412618 412634 412639 400352 412643 400100 412646 400233 412652 400114 412403 400380 412670
119534,/congress/votes/115-2017/h473,412290 412611 412721 400380 400170 412651 412652 400366 412303 400209 412466 400244 412315 400316
119533,/congress/votes/115-2017/h474,400640 409888 412290 412539 412421 412422 412202 412461 400077 412303 412536 412658 400373 412566 400376 412633 412629 400411 400285 412405
119522,/congress/votes/115-2017/h475,412290 412421 412426 400651 400652 400141 412303 412438 400367 400414 412191 412709 412713 412721 412466 400052 412472 412661 412736 412611 412487 412619 400077 412627 412628 412510 412648 412395 412397 412399 412660 412405 412662 412663 412536
119532,/congress/votes/115-2017/h476,412290 412643 412648 400271 400244 412633 400660 412698 400380 400607
119526,/congress/votes/115-2017/h477,400640 412648 412651 412721 412633 412698
119525,/congress/votes/115-2017/h478,400160 412290 412611 400348 412651 412466 412403 400660 412725 400218 400219 400380 400414 412643
119530,/congress/votes/115-2017/h479,412658 412290 412643 400380 412466 412303 412721 412434 400244 412566 412727 412719 400316 412255
119535,/congress/votes/115-2017/h480,412732 412724 412676 412438 412703
119536,/congress/votes/115-2017/h481,412292 412563 412566 412570 412317 412190 412580 412461 412462 412465 412469 400057 412475 412476 412736 400068 412487 400077 400081 412500 412634 412280 412660 412405 412536
119539,/congress/votes/115-2017/h482,400640 412290 412421 412427 400018 412310 412633 400411 412444 400285 412580 412469 400057 400077 400376 412629 400343 400089 412634 412515 412388 412393 412658 400373 412566 400247 412536 412539
119537,/congress/votes/115-2017/h483,400160 412580 412721 400199 412651 400653 400081 412725 412698 400030 400607
119538,/congress/votes/115-2017/h484,412648 412649 412651 412719 412721 400660 400249 412698 400030 400607
119540,/congress/votes/115-2017/s193,412492 300100 400357
119541,/congress/votes/115-2017/s194,412281 400413 412533
119543,/congress/votes/115-2017/s195,412323 412680 412681 412492 412495 300081 412247 412218 412507 300093
119548,/congress/votes/115-2017/h488,412614 412648 412649 412651 400657 412466 400660 412725 412698 400380 400607
119547,/congress/votes/115-2017/h489,400160 412709 412648 412651 412719 412721 412725
119545,/congress/votes/115-2017/h490,400640 412290 412643 400648 412523 412461 400655 412651 412648 412466 400244 412405 412633 412315 400380 400414 400607
119544,/congress/votes/115-2017/h491,400640 412736 412290 412721 412648 412649 412651 400209 412466 412691 412405 400376 412539 400316
119549,/congress/votes/115-2017/h492,412736 412641 412427 412426 412395 400077 412461 412634 412727 412563 412500 412405 412566 400313 400057 412570 412635 400316 412317 412692
119562,/congress/votes/115-2017/h493,412256 412432 412550 412540 400656 400433 412213 412472 412444
119559,/congress/votes/115-2017/h494,412682 412308 412725 412190 412711
119568,/congress/votes/115-2017/h495,412721 400411 412629
119572,/congress/votes/115-2017/h496,412192 412512 412690 412438 412311 412315
119555,/congress/votes/115-2017/h497,400640 412672 412196 412648 412412 412651 412621 412721 412536 412633 412698 400316 412676
119554,/congress/votes/115-2017/h498,412672 412419 400660 412571 412621 400657 400244 400249 400219
119563,/congress/votes/115-2017/h499,412417 412550 412426 412303 412569 412570 400411 400285 412202 412461 400029 412465 412469 412217 400209 412627 412628 400313 412635 412639 400365 412405 412662 412538 412540
119552,/congress/votes/115-2017/h500,412290 412721 412657 412649 400209 412627 400244 412438 400440 400219 400380
119558,/congress/votes/115-2017/h501,400640 412290 400648 412427 400141 400142 412303 400018 412311 400057 412611 412486 412619 412621 412631 400348 412513 412646 412393 412399 412403 412536 400380
119570,/congress/votes/115-2017/h502,412292 412421 412427 412303 400018 412310 400411 412572 412317 412202 412461 400285 412469 400313 400029 412487 400209 412627 412630 412635 400365 412405 412662 412536 412539 412540
119569,/congress/votes/115-2017/h503,400640 412290 412427 412674 412303 412310 400411 400285 412540 412461 412466 412469 412475 400189 412662 412487 412619 412621 400209 412627 412631 400348 412646 412393 400365 412657 412405 412534 412663 412536 412539 400380
119573,/congress/votes/115-2017/h505,400419 412662 412486 412393 412619 412663 412621 412654 412303 412611 400209 412531 400660 412651 412649 412536 400313 412564 412539 412636 400414
119560,/congress/votes/115-2017/h506,412290 412657 412292 412646 412541 412552 412461 412317 400209 412627 412468 412405 400440 412633 412539 412572 400381 412469
119553,/congress/votes/115-2017/h507,412290 412292 400652 412686 400660 412694 412574 412721 412486 412487 412621 400081 400654 412649 412651 412399 400244 412405 412663 400249 400380 400381 412302
119551,/congress/votes/115-2017/h508,412523 412510 412581 412444 412552 400316 400651 412460 400433 412596 412437 400313 412570 412580 412284 412445 400350
119567,/congress/votes/115-2017/h509,412256 412578 412292 412709 412711 412555 412465 412213 412438 412727 412190 412703
119561,/congress/votes/115-2017/h510,400640 412421 412555 412563 412566 400411 412317 409888 400297 412461 400285 400433 412468 412469 400440 400057 412487 400077 412500 412629 412633 412634 412513 412515 400373 400247 412536
119565,/congress/votes/115-2017/h511,400640 400004 412421 412551 412430 412303 412692 412311 412317 400297 400175 400440 412601 400376 412634 412509 412395 412655 412278 412280 412539 412284
119564,/congress/votes/115-2017/h512,412672 412643 412721 400657 400244 400440 400219 400380
119557,/congress/votes/115-2017/h513,412292 412563 412692 412566 412317 412461 412462 412465 412469 400313 412476 400068 412487 400077 412280 412500 400057 400089 412634 412402 412660 412536 412541
119571,/congress/votes/115-2017/h514,412713 400116 412725 412686 412639
119566,/congress/votes/115-2017/h515,412672 412290 412643 412721 400380 412719 400209 412649 412627 400244 412311 400440 400089 400316
119574,/congress/votes/115-2017/h517,400630 412519 412682 412715 412716 412686 412714 412438 412694 412509
119587,/congress/votes/115-2017/h518,412611 412721 400648 412393 412651 412621 412271 412648 412466 400630 412649 412633 400316
119577,/congress/votes/115-2017/h519,400640 412290 400643 412427 412317 409888 400419 412196 412202 412462 400285 412465 412466 412468 412469 400077 412500 412629 412634 412393 412658 400373 400376 400340
119575,/congress/votes/115-2017/h521,400657 400170 412523 400081 412694 412633 400209
119578,/congress/votes/115-2017/h522,412192 412544 412715 400100 412615 412716 412682 412647 412396 412685 412686 412717 412688 400209 400371 412534 412632
119580,/congress/votes/115-2017/h523,400657 400170 412271 400209 412661 412633 400316
119579,/congress/votes/115-2017/h524,400640 400004 400057 412555 412563 400046 412566 412292 400411 412317 412462 400285 412465 412469 400313 412476 412487 400077 412500 400341 412503 412634 412515 412394 412399 400247 412280 412670
119586,/congress/votes/115-2017/h525,400640 412290 412643 412721 400380 412651 412621 400209 400244 400348
119583,/congress/votes/115-2017/h526,412482 412581 412295 400232 412540 412426 412460 412578 412509 412465 400116 412213 400089 400220 400189 412469 412191
119581,/congress/votes/115-2017/h528,412619 412540 412426 412395 400365 412526 412683 400209 412649 400116 412438 412503 400244 400316 400607
119584,/congress/votes/115-2017/h529,400209 412675 412438 412503
119588,/congress/votes/115-2017/s196,412281 412378 400413 412533
119589,/congress/votes/115-2017/s197,412492 300100 412598 300038 412495
119591,/congress/votes/115-2017/s198,300100 412325 300038 412492 412495 412223
119590,/congress/votes/115-2017/s199,300065 300100 412325 412492 412495 412248 412223
119597,/congress/votes/115-2017/h530,412694 412682 412557 412686 412562 412693 412438 412697 400160 412715 412716 412717 412209 412725 412219 412735 400199 400653 400209 412630 412631 400607 412512 412519 412523 400365 412272 412661 412534
119603,/congress/votes/115-2017/h535,400209
119602,/congress/votes/115-2017/h537,412690 412683 412525 400657 412434 412438 412569 412699 412726 412729 400316 412605 412226 412485 412623 400209 412628 412503 412395 412397 400116 412410
119606,/congress/votes/115-2017/s204,412200 412507 412678
119608,/congress/votes/115-2017/s205,412378
119607,/congress/votes/115-2017/h539,412226 412694 400618 412683 412397 412717 400209 412697 412438 412503 412569 412682
119609,/congress/votes/115-2017/s206,412542
119611,/congress/votes/115-2017/h542,412682 400653 412562 412435 412438 412695 412189 412706 412195 412331 412716 412725 412219 400199 400209 412630 412631 400607 412516 412523 412272 412661 412282
119610,/congress/votes/115-2017/h543,412512 412514 412485 412519 412682 412715 412652 412685 412537 412688 412209 412435 412717 412438 412503 400249
119613,/congress/votes/115-2017/s207,412542
119614,/congress/votes/115-2017/s208,412305 300019 412390
119617,/congress/votes/115-2017/s209,412305 412243 412244
119619,/congress/votes/115-2017/h547,400630
119621,/congress/votes/115-2017/h548,400316 400630
119620,/congress/votes/115-2017/h549,400648 400657 400630 400142
119622,/congress/votes/115-2017/h550,400170 412438 412503
119623,/congress/votes/115-2017/s210,300019 412390 300038
119626,/congress/votes/115-2017/s211,300019 412390 300038
119627,/congress/votes/115-2017/s212,412323
119629,/congress/votes/115-2017/h553,400417 412259 412580 400103 412682 400363 400238 412501 412470 412571 412725
119628,/congress/votes/115-2017/h554,400097 412514 412516 400230 400417 412682 412331 400238 412435 412308 412382 400246 412385 412219 400124 412189 400350 412501
119631,/congress/votes/115-2017/s213,400064 412323 400415
119630,/congress/votes/115-2017/h555,412292 412444 412555 412460 400116 412469 412310 412727 412472 400313 412548 412443 400220
119634,/congress/votes/115-2017/s214,412243
119635,/congress/votes/115-2017/s215,412243
119632,/congress/votes/115-2017/h556,400417 412516 412647 412327 412682 412523 412557 412432 400402 412257 412282 412506 412562
119633,/congress/votes/115-2017/h557,412290 412651 412721 412487 400648 412649 412619 412658 400209 412466 412627 400244 412438 412503 412698 400219 400380
119636,/congress/votes/115-2017/s216,412305 412244
119639,/congress/votes/115-2017/h561,412715 412438 400618 412523 412714 412694 412503 412697 412509
119645,/congress/votes/115-2017/h564,400657 400081 400218 412315 412509 400209
119647,/congress/votes/115-2017/h565,400033 400162 412419 400100 400209 412438 412503 400607
119644,/congress/votes/115-2017/h566,400643 412676 412553 412683 400018 412675 412438 412702 412706 412709 412711 412712 412724 412729 412731 412608 412609 412738 412485 412488 412619 412627 412503 400607 412670
119643,/congress/votes/115-2017/h567,412627
119648,/congress/votes/115-2017/s217,412378 412244 300078
119649,/congress/votes/115-2017/s218,300018 412490
119653,/congress/votes/115-2017/s220,412200 412678 412598 412495
119655,/congress/votes/115-2017/s224,412554
119658,/congress/votes/115-2017/s226,412492 412391
119664,/congress/votes/115-2017/s233,412464 412492 400134 412495
119668,/congress/votes/115-2017/s236,412464 412492 412549 400134 412495
119666,/congress/votes/115-2017/s237,300041 412556 412428 412669
119667,/congress/votes/115-2017/s238,300041 412666 300027 300083
119670,/congress/votes/115-2017/s239,412322 412549 300071 300075 412495 300052 412406 412665 412218 300030
119674,/congress/votes/115-2017/s240,412549 412205 412406 300071
119671,/congress/votes/115-2017/s241,412218 412549 412492 412495 412666 412573 412671
119672,/congress/votes/115-2017/s242,412248 300002
119675,/congress/votes/115-2017/s245,412492
119677,/congress/votes/115-2017/s246,400408 300089 412492 412671
119678,/congress/votes/115-2017/h569,412438
119680,/congress/votes/115-2017/h570,400209 400651
119681,/congress/votes/115-2017/h574,400209 400371 412438
119684,/congress/votes/115-2017/s247,400408 300089 412248 412671
119692,/congress/votes/115-2017/s248,400408 300089 412248 412492 412671
119691,/congress/votes/115-2017/h575,400081 412523 412509
119688,/congress/votes/115-2017/h576,412529 412714 412523 400081 400316 412509
119687,/congress/votes/115-2017/h577,400081 412714 412523 400316 412509
119685,/congress/votes/115-2017/h578,412485 400209 412523 400108 400081 400316 412509
119686,/congress/votes/115-2017/h579,400209 412523 400142 400081 400244 400380 412509
119690,/congress/votes/115-2017/h580,412688 400081 412714 412523 412509
119689,/congress/votes/115-2017/h581,412438 412503
119693,/congress/votes/115-2017/s249,412679 300047
119694,/congress/votes/115-2017/s250,300081 400050 412378 300038 412533
119697,/congress/votes/115-2017/h582,400209
119696,/congress/votes/115-2017/h583,400209
119701,/congress/votes/115-2017/h585,412315
119700,/congress/votes/115-2017/h586,400209 400244 400380
119699,/congress/votes/115-2017/h588,400657 400316
119702,/congress/votes/115-2017/h589,412672 412290 412643 412646 412648 412284 412619 412720 400209 412690 412649 400116 412438 412503 400244 400219 400380 400607
119703,/congress/votes/115-2017/h590,400116 412503
119704,/congress/votes/115-2017/s251,412378 412533
119705,/congress/votes/115-2017/s252,412305 300018 300100 412678 412598
119706,/congress/votes/115-2017/s253,412305 300018 300100 412678 412598
119707,/congress/votes/115-2017/s254,412582
119708,/congress/votes/115-2017/s255,412582
119709,/congress/votes/115-2017/s256,412244 300093
119710,/congress/votes/115-2017/h591,400033
119711,/congress/votes/115-2017/s257,412244 300093
119713,/congress/votes/115-2017/s258,412330
119714,/congress/votes/115-2017/h593,412315
119719,/congress/votes/115-2017/h594,412290 412721 400657 400618 400209 412690 408211 412438 412315
119715,/congress/votes/115-2017/h595,412290 400648 412651 412721 400244 412315 400380
119720,/congress/votes/115-2017/h596,412290 412707 412721 400657 412725 412438 400249 412315 400350
119717,/congress/votes/115-2017/h597,400209 412627
119718,/congress/votes/115-2017/h598,412290 412612 400618 412651 412396 400365 412557 412721 408211 400244 412438 412676 400380 400030 400607
119721,/congress/votes/115-2017/s259,412330
119726,/congress/votes/115-2017/h600,400209
119724,/congress/votes/115-2017/h601,412534 412519 412682 412715 412717 412686 412714 412694 412697 412509
119725,/congress/votes/115-2017/h602,400209
119728,/congress/votes/115-2017/h604,412739 412644 412682 412716 412685 400271 412689 400245 412221 412725
119729,/congress/votes/115-2017/h606,412512 412715 412438 412682 412683 412686 412688 412209 412534 412503 412694
119734,/congress/votes/115-2017/s262,412678 412598
119735,/congress/votes/115-2017/s263,412391 300071
119736,/congress/votes/115-2017/h610,400209 400316
119743,/congress/votes/115-2017/s264,412391 300071
119742,/congress/votes/115-2017/h613,400209 400618 412714
119741,/congress/votes/115-2017/h614,412512 400618 412523 412688 412694 412315
119740,/congress/votes/115-2017/h615,412684 412307 412308 412318 412576 400033 412718 412470 412730 412613 412616 412239 400209 412501 400090 412511 412385 412258 412259 412521 412532 400379
119749,/congress/votes/115-2017/h619,400618 412523 400077 400209 412568 400440 412315 400316 412189
119748,/congress/votes/115-2017/h620,400363 412677 412652 412685 412688 412434 408211 412189 400030 400160 412579 412580 412718 400047 412209 412725 412606 412617 400077 400209 400352 412517 412523 412396 400114 412537
119752,/congress/votes/115-2017/h622,400209
119754,/congress/votes/115-2017/s269,300100 400413 412598 300087
119757,/congress/votes/115-2017/s270,300100 400413 300087
119756,/congress/votes/115-2017/s271,412391 412492 300071
119755,/congress/votes/115-2017/h623,412675 412421 412683 400237 412434 412438 412569 412570 412574 412708 412215 400116 412730 412732 412221 412226 412485 412727 400209 412503 400607 412514 400379 412644 412646 412397 400111 412532 412404 412283
119762,/congress/votes/115-2017/h627,412534 412715 412717 412438 412694 412503
119766,/congress/votes/115-2017/s272,412492 300071
119764,/congress/votes/115-2017/h630,412672 400142 412688 408211 412438 412443 412318 400033 412710 412715 400630 400074 412621 400209 412630 412631 400344 400219 412511 400081 412523 400108 400111 400371 400244 412534 400380
119765,/congress/votes/115-2017/h631,412546 412419 412687 400403 412308 412729 412438 412186 412315 412718 400116 412485 400326 412239 400209 412503 400349 400100 400101 400114 412532 400249 400639 412543
119769,/congress/votes/115-2017/s274,412678
119771,/congress/votes/115-2017/h632,400209
119776,/congress/votes/115-2017/s278,412200
119778,/congress/votes/115-2017/s279,412200 412679 412542 412223
119779,/congress/votes/115-2017/h637,412672 412290 400196 412646 412295 412648 400142 412719 400209 400244 400343 400219 400380
119782,/congress/votes/115-2017/s281,412542 412223
119781,/congress/votes/115-2017/s282,412679 412391
119784,/congress/votes/115-2017/s283,412679 412391
119783,/congress/votes/115-2017/h639,412485 400199 400170 400077 400661 412438 412503 412694
119787,/congress/votes/115-2017/h640,400209
119794,/congress/votes/115-2017/h642,400100 400233 412432 400209 408211 412214 400316 412509
119791,/congress/votes/115-2017/h643,400640 412290 412303 408211 400660 412311 412572 400414 400160 400047 412466 400309 412606 412621 400209 400607 412643 412648 412393 400618 412651 400108 400380
119796,/congress/votes/115-2017/h646,412721 400648 412713 400077 400209 400344
119797,/congress/votes/115-2017/h647,400344 400209 412658 400077 412487
119798,/congress/votes/115-2017/h648,412672 412513 412651 412721 400209 412649 412487 400657 400077 400081 412658 412403 400244 400376 400406 400344 400219 400380 400414 412629
119799,/congress/votes/115-2017/h649,412419 412712 412683 412690 412438 412503 412729 400607
119804,/congress/votes/115-2017/h650,400209 412627 412500
119803,/congress/votes/115-2017/h651,412544 412715 400100 412647 412682 412523 412396 412685 412686 400271 400209 400371 412308 412725 412632 400030
119807,/congress/votes/115-2017/s292,412545 412598 412325 412542 412223
119813,/congress/votes/115-2017/s294,300025 300019 300038 412321
119812,/congress/votes/115-2017/s296,412545 300075 412305 412242 300025 412218 300093
