id,total_votes,missed_votes,percent,percentile,first_vote_date,last_vote_date
412573,1516,216,14.24802110817942,99.038461538461547,2013-01-24,2018-02-12
412491,2002,249,12.437562437562438,98.076923076923066,2011-01-26,2018-02-12
300071,10222,1059,10.360007826257092,97.115384615384613,1987-01-06,2018-02-12
400357,3355,228,6.795827123695976,96.15384615384616,2007-01-08,2018-02-12
300047,4675,297,6.352941176470588,95.192307692307693,2003-01-07,2018-02-12
400284,2002,124,6.193806193806194,94.230769230769226,2011-01-26,2018-02-12
400194,4000,193,4.825,93.269230769230774,2005-01-06,2018-02-12
300075,4675,217,4.641711229946524,92.307692307692307,2003-01-07,2018-02-12
400408,2002,84,4.195804195804196,91.34615384615384,2011-01-26,2018-02-12
300055,7513,313,4.166112072407826,90.384615384615387,1994-12-01,2018-02-12
400040,2002,83,4.145854145854146,89.423076923076934,2011-01-26,2018-02-12
400034,2002,80,3.996003996003996,88.461538461538453,2011-01-26,2018-02-12
400272,3634,145,3.99009356081453,87.5,2006-01-30,2018-02-12
412218,1936,74,3.8223140495867765,86.538461538461547,2011-05-09,2018-02-12
412492,2002,76,3.796203796203796,85.576923076923066,2011-01-26,2018-02-12
300023,13644,516,3.781882145998241,84.615384615384613,1979-02-22,2018-02-12
412321,2698,101,3.7435137138621197,83.65384615384616,2009-01-11,2018-02-12
412507,1536,57,3.7109375,82.692307692307693,2012-12-27,2018-02-12
412495,2002,74,3.696303696303696,81.730769230769226,2011-01-26,2018-02-12
300065,16111,588,3.6496803426230526,80.769230769230774,1975-01-27,2018-02-12
412243,3355,122,3.6363636363636362,79.807692307692307,2007-01-08,2018-02-12
400134,1516,54,3.562005277044855,78.84615384615384,2013-01-24,2018-02-12
300002,4675,161,3.443850267379679,77.884615384615387,2003-01-07,2018-02-12
412734,265,9,3.3962264150943398,76.923076923076934,2017-02-10,2017-12-21
412665,859,29,3.3760186263096625,75.961538461538453,2015-01-08,2018-02-12
