id,total_votes,missed_votes,percent,percentile,first_vote_date,last_vote_date
412687,779,27,3.465982028241335,68.707482993197274,2017-01-03,2018-02-09
412717,779,27,3.465982028241335,68.707482993197274,2017-01-03,2018-02-09
412561,3308,113,3.4159613059250304,68.480725623582757,2013-01-03,2018-02-09
400406,11824,402,3.399864682002706,68.253968253968253,2001-01-03,2018-01-11
412196,8445,286,3.3866193013617525,68.027210884353735,2007-01-04,2018-02-09
412555,3308,112,3.3857315598548974,67.800453514739232,2013-01-03,2018-02-09
412727,779,26,3.3376123234916557,67.573696145124714,2017-01-03,2018-02-09
412660,2104,69,3.279467680608365,67.346938775510196,2015-01-06,2018-02-09
412327,6576,215,3.269464720194647,67.120181405895693,2008-12-10,2018-02-09
412511,3308,108,3.2648125755743655,66.893424036281175,2013-01-03,2018-02-09
412318,4963,160,3.2238565383840423,66.666666666666657,2009-01-06,2018-02-09
400087,13085,415,3.1715705005731754,66.439909297052154,1999-01-06,2018-02-09
412379,6021,190,3.1556219897027074,66.213151927437636,2009-07-16,2018-02-09
412551,3308,102,3.083434099153567,65.986394557823118,2013-01-03,2018-02-09
412629,2104,64,3.041825095057034,65.759637188208615,2015-01-06,2018-02-09
400381,19513,590,3.0236252754573876,65.532879818594097,1987-01-06,2018-02-09
412558,3308,100,3.0229746070133015,65.306122448979593,2013-01-03,2018-02-09
412311,6569,198,3.0141574059978686,65.079365079365076,2009-01-06,2018-02-09
412411,4914,148,3.011803011803012,64.625850340136054,2011-01-05,2018-02-09
412475,4914,148,3.011803011803012,64.625850340136054,2011-01-05,2018-02-09
412519,3308,99,2.992744860943168,64.172335600907033,2013-01-03,2018-02-09
412526,3308,99,2.992744860943168,64.172335600907033,2013-01-03,2018-02-09
400196,11876,354,2.9808016167059614,63.945578231292522,2001-01-03,2018-02-09
400376,13090,388,2.964094728800611,63.718820861678005,1999-01-06,2018-02-09
400660,9659,286,2.9609690444145356,63.492063492063487,2005-01-04,2018-02-09
412715,779,23,2.952503209242619,63.265306122448983,2017-01-03,2018-02-09
412618,2104,62,2.9467680608365017,63.038548752834465,2015-01-06,2018-02-09
412563,3308,96,2.902055622732769,62.811791383219948,2013-01-03,2018-02-09
412462,4914,142,2.88970288970289,62.585034013605444,2011-01-05,2018-02-09
412202,8445,244,2.8892835997631736,62.358276643990926,2007-01-04,2018-02-09
400124,16739,480,2.867554812115419,62.131519274376416,1993-01-05,2018-02-09
412601,2665,76,2.851782363977486,61.904761904761905,2014-01-08,2018-02-09
400313,9225,263,2.850948509485095,61.678004535147387,2003-01-07,2018-02-09
400626,8965,255,2.8443948689347462,61.451247165532884,2005-01-04,2017-02-07
412307,6569,186,2.8314811995737554,61.224489795918366,2009-01-06,2018-02-09
412725,779,22,2.8241335044929397,60.997732426303855,2017-01-03,2018-02-09
400297,10880,304,2.794117647058824,60.770975056689345,2003-01-07,2018-02-09
400640,9659,269,2.784967387928357,60.544217687074834,2005-01-04,2018-02-09
412536,3308,92,2.781136638452237,60.317460317460316,2013-01-03,2018-02-09
400218,14277,397,2.7806962246970652,60.090702947845806,1997-01-07,2018-02-09
400057,16739,460,2.74807336161061,59.863945578231295,1993-01-05,2018-02-09
400081,16573,455,2.745429312737585,59.637188208616777,1983-01-03,2018-02-09
400644,9659,265,2.743555233461021,59.410430839002274,2005-01-04,2018-02-09
400247,15953,437,2.739296684009277,59.183673469387756,1994-05-17,2018-02-09
400630,9659,263,2.722849156227353,58.956916099773238,2005-01-04,2018-02-09
400373,14277,388,2.717657771240457,58.730158730158735,1997-01-07,2018-02-09
412670,2104,57,2.709125475285171,58.503401360544217,2015-01-06,2018-02-09
412605,2152,58,2.6951672862453533,58.276643990929713,2014-11-13,2018-02-09
412531,3308,89,2.6904474002418377,58.049886621315196,2013-01-03,2018-02-09
400363,10880,292,2.6838235294117645,57.823129251700678,2003-01-07,2018-02-09
412219,5514,147,2.665941240478781,57.596371882086174,2007-01-04,2018-02-09
400004,14277,380,2.6616235903901377,57.369614512471657,1997-01-07,2018-02-09
412532,3308,88,2.6602176541717046,57.142857142857139,2013-01-03,2018-02-09
400246,18570,492,2.6494345718901453,56.916099773242635,1989-01-03,2018-02-09
412615,2104,55,2.614068441064639,56.689342403628117,2015-01-06,2018-02-09
400189,22065,570,2.583276682528892,56.4625850340136,1981-06-04,2018-02-09
400347,16732,425,2.5400430313172366,56.235827664399096,1993-01-05,2018-02-09
412580,3308,84,2.539298669891173,56.009070294784578,2013-01-03,2018-02-09
409888,11754,297,2.5267993874425727,55.782312925170061,2001-05-17,2018-02-09
412510,3308,83,2.5090689238210397,55.328798185941039,2013-01-03,2018-02-09
412581,3308,83,2.5090689238210397,55.328798185941039,2013-01-03,2018-02-09
412638,2104,52,2.4714828897338403,55.102040816326522,2015-01-06,2018-02-09
412331,6376,157,2.4623588456712673,54.875283446712018,2009-04-21,2018-02-09
412444,4914,121,2.4623524623524626,54.6485260770975,2011-01-05,2018-02-09
400077,10880,266,2.4448529411764706,54.421768707482997,2003-01-07,2018-02-09
412258,7121,174,2.4434770397416097,54.195011337868479,2008-03-13,2018-02-09
412236,8445,206,2.4393132030787448,53.968253968253968,2007-01-04,2018-02-09
400032,10880,265,2.4356617647058822,53.741496598639458,2003-01-07,2018-02-09
400259,11876,289,2.433479285954867,53.51473922902494,2001-01-03,2018-02-09
400220,10880,264,2.4264705882352944,53.287981859410429,2003-01-07,2018-02-09
412650,2104,51,2.423954372623574,53.061224489795919,2015-01-06,2018-02-09
400219,16739,403,2.407551227671904,52.834467120181408,1993-01-05,2018-02-09
412600,2671,64,2.3961063272182703,52.60770975056689,2013-12-12,2018-02-09
400052,10880,259,2.380514705882353,52.380952380952387,2003-01-07,2018-02-09
412239,8444,197,2.3330175272382756,52.154195011337869,2007-01-04,2018-02-09
412514,3308,77,2.327690447400242,51.927437641723351,2013-01-03,2018-02-09
400653,9659,224,2.319080650170825,51.700680272108848,2005-01-04,2018-02-09
412694,779,18,2.3106546854942236,51.47392290249433,2017-01-03,2018-02-09
400654,9659,223,2.308727611553991,51.247165532879826,2005-01-04,2018-02-09
412437,4914,113,2.2995522995522997,50.793650793650791,2011-01-05,2018-02-09
412480,4914,113,2.2995522995522997,50.793650793650791,2011-01-05,2018-02-09
412302,6569,151,2.298675597503425,50.566893424036287,2009-01-06,2018-02-09
412575,3308,76,2.2974607013301087,50.34013605442177,2013-01-03,2018-02-09
400232,11876,272,2.2903334456045807,50.113378684807252,2001-01-03,2018-02-09
412310,6569,150,2.283452580301416,49.886621315192741,2009-01-06,2018-02-09
412435,4914,111,2.258852258852259,49.65986394557823,2011-01-05,2018-02-09
400141,10772,242,2.246565168956554,49.43310657596372,2003-01-07,2017-12-07
412566,3308,74,2.2370012091898426,49.206349206349202,2013-01-03,2018-02-09
412622,2104,47,2.2338403041825097,48.752834467120181,2015-01-06,2018-02-09
412637,2104,47,2.2338403041825097,48.752834467120181,2015-01-06,2018-02-09
412473,4913,109,2.2186037044575615,48.52607709750567,2011-01-05,2018-02-09
412283,6569,145,2.2073374942913686,48.299319727891152,2009-01-06,2018-02-09
412690,779,17,2.1822849807445444,48.072562358276642,2017-01-03,2018-02-09
412540,3308,71,2.146311970979444,47.845804988662131,2013-01-03,2018-02-09
400111,15617,334,2.1386950118460653,47.619047619047613,1995-01-04,2018-02-09
412470,4913,105,2.137187054752697,47.392290249433103,2011-01-05,2018-02-09
400360,13090,279,2.131398013750955,47.165532879818592,1999-01-06,2018-02-09
400340,22122,469,2.1200614772624538,46.938775510204081,1981-01-05,2018-02-09
412565,3308,70,2.1160822249093107,46.712018140589571,2013-01-03,2018-02-09
412209,8445,178,2.107756068679692,46.48526077097506,2007-01-04,2018-02-09
412612,2104,44,2.091254752851711,46.031746031746032,2015-01-06,2018-02-09
412636,2104,44,2.091254752851711,46.031746031746032,2015-01-06,2018-02-09
400348,16739,350,2.0909253838341595,45.804988662131521,1993-01-05,2018-02-09
412395,4914,102,2.0757020757020754,45.57823129251701,2011-01-05,2018-02-09
412739,434,9,2.0737327188940093,45.3514739229025,2017-07-11,2018-02-09
400380,22122,457,2.0658168339209837,45.124716553287982,1981-01-05,2018-02-09
400351,11594,239,2.0614110746938072,44.897959183673471,1999-01-06,2018-02-09
400607,6902,142,2.057374674007534,44.671201814058961,1995-01-04,2018-02-09
400411,10880,221,2.03125,44.444444444444443,2003-01-07,2018-02-09
400417,20404,413,2.0241129190354834,44.217687074829932,1985-01-03,2018-02-09
412309,6569,131,1.9942152534632365,43.990929705215422,2009-01-06,2018-02-09
412226,8445,167,1.9775014801657786,43.764172335600911,2007-01-04,2018-02-09
412655,2104,41,1.9486692015209126,43.537414965986393,2015-01-06,2018-02-09
400655,9659,187,1.9360182213479658,43.310657596371883,2005-01-04,2018-02-09
412691,779,15,1.9255455712451863,42.630385487528343,2017-01-03,2018-02-09
412696,779,15,1.9255455712451863,42.630385487528343,2017-01-03,2018-02-09
412706,779,15,1.9255455712451863,42.630385487528343,2017-01-03,2018-02-09
412393,4999,96,1.920384076815363,42.403628117913833,2010-11-18,2018-02-09
412673,1796,34,1.893095768374165,42.176870748299322,2015-06-09,2018-02-09
400433,11373,211,1.8552712564846567,41.950113378684804,2001-12-19,2018-02-09
412658,2104,39,1.85361216730038,41.723356009070294,2015-01-06,2018-02-09
412250,8445,155,1.8354055654233272,41.496598639455783,2007-01-04,2018-02-09
400341,10880,199,1.8290441176470589,41.269841269841265,2003-01-07,2018-02-09
412649,2104,38,1.8060836501901139,40.816326530612244,2015-01-06,2018-02-09
412663,2104,38,1.8060836501901139,40.816326530612244,2015-01-06,2018-02-09
412190,8445,152,1.7998815867377147,40.589569160997733,2007-01-04,2018-02-09
412707,779,14,1.797175866495507,40.362811791383216,2017-01-03,2018-02-09
400657,9659,173,1.791075680712289,40.136054421768705,2005-01-04,2018-02-09
400103,17671,316,1.7882406202252277,39.909297052154194,1991-01-03,2018-02-09
412214,8445,151,1.7880402605091772,39.682539682539684,2007-01-04,2018-02-09
412191,8445,149,1.7643576080521017,39.455782312925166,2007-01-04,2018-02-09
400285,10669,188,1.762114537444934,39.229024943310655,2003-01-07,2017-10-12
400316,17671,311,1.7599456737026766,39.002267573696145,1991-01-03,2018-02-09
412651,2104,37,1.7585551330798481,38.775510204081634,2015-01-06,2018-02-09
412562,3303,58,1.755979412655162,38.548752834467123,2013-01-03,2018-02-09
400142,15617,272,1.741691746174041,38.321995464852613,1995-01-04,2018-02-09
412472,4914,85,1.7297517297517297,38.095238095238095,2011-01-05,2018-02-09
400308,18575,315,1.695827725437416,37.868480725623584,1989-01-03,2018-02-09
412525,3308,56,1.6928657799274487,37.641723356009074,2013-01-03,2018-02-09
412705,779,13,1.6688061617458279,37.188208616780045,2017-01-03,2018-02-09
412730,779,13,1.6688061617458279,37.188208616780045,2017-01-03,2018-02-09
412522,3308,55,1.6626360338573156,36.961451247165535,2013-01-03,2018-02-09
412189,8445,139,1.645944345766726,36.734693877551024,2007-01-04,2018-02-09
412672,1888,31,1.641949152542373,36.507936507936506,2015-05-12,2018-02-09
412627,2104,34,1.6159695817490494,36.281179138321995,2015-01-06,2018-02-09
412282,6569,106,1.6136398234130003,36.054421768707485,2009-01-06,2018-02-09
400097,11876,191,1.6082856180532166,35.827664399092974,2001-01-03,2018-02-09
412546,3308,53,1.6021765417170497,35.147392290249435,2013-01-03,2018-02-09
412552,3308,53,1.6021765417170497,35.147392290249435,2013-01-03,2018-02-09
412521,3308,53,1.6021765417170497,35.147392290249435,2013-01-03,2018-02-09
400230,11876,190,1.5998652745031996,34.920634920634917,2001-01-03,2018-02-09
412584,3308,52,1.5719467956469164,34.693877551020407,2013-01-03,2018-02-09
400263,14277,224,1.5689570638089234,34.467120181405896,1997-01-07,2018-02-09
400364,16739,261,1.5592329290877591,34.240362811791378,1993-01-05,2018-02-09
412434,4914,76,1.5466015466015466,34.013605442176868,2011-01-05,2018-02-09
412568,3308,51,1.5417170495767836,33.786848072562357,2013-01-03,2018-02-09
412417,4914,75,1.5262515262515262,33.560090702947846,2011-01-05,2018-02-09
412656,2104,32,1.520912547528517,33.333333333333329,2015-01-06,2018-02-09
400326,18171,273,1.502393924385009,33.106575963718818,1987-01-06,2018-02-09
412606,2152,32,1.486988847583643,32.879818594104307,2014-11-13,2018-02-09
400365,23398,346,1.47875886827934,32.653061224489797,1979-01-15,2018-02-09
412643,2104,31,1.4733840304182508,32.426303854875286,2015-01-06,2018-02-09
412280,6569,96,1.461409651392906,31.972789115646261,2009-01-06,2018-02-09
412284,6569,96,1.461409651392906,31.972789115646261,2009-01-06,2018-02-09
400403,13090,190,1.4514896867838043,31.746031746031743,1999-01-06,2018-02-09
412403,4914,71,1.444851444851445,31.519274376417233,2011-01-05,2018-02-09
412617,2104,30,1.4258555133079849,30.839002267573694,2015-01-06,2018-02-09
412661,2104,30,1.4258555133079849,30.839002267573694,2015-01-06,2018-02-09
412662,2104,30,1.4258555133079849,30.839002267573694,2015-01-06,2018-02-09
412686,779,11,1.4120667522464698,30.385487528344672,2017-01-03,2018-02-09
412689,779,11,1.4120667522464698,30.385487528344672,2017-01-03,2018-02-09
412534,1983,28,1.4120020171457388,30.158730158730158,2013-01-03,2018-02-09
412614,2104,29,1.3783269961977187,29.705215419501137,2015-01-06,2018-02-09
412631,2104,29,1.3783269961977187,29.705215419501137,2015-01-06,2018-02-09
412293,6569,89,1.35484853097884,29.478458049886619,2009-01-06,2018-02-09
400419,13090,177,1.3521772345301757,29.251700680272108,1999-01-06,2018-02-09
400175,10880,145,1.3327205882352942,29.024943310657598,2003-01-07,2018-02-09
412523,3308,44,1.3301088270858523,28.571428571428569,2013-01-03,2018-02-09
412572,3308,44,1.3301088270858523,28.571428571428569,2013-01-03,2018-02-09
412738,456,6,1.3157894736842104,28.344671201814059,2017-06-26,2018-02-09
412613,2104,27,1.2832699619771863,28.117913832199548,2015-01-06,2018-02-09
412485,4914,63,1.282051282051282,27.89115646258503,2011-01-05,2018-02-09
412212,8445,108,1.2788632326820604,27.66439909297052,2007-01-04,2018-02-09
412193,8445,107,1.2670219064535229,27.437641723356009,2007-01-04,2018-02-09
412405,4914,62,1.2617012617012617,27.210884353741498,2011-01-05,2018-02-09
412399,4914,61,1.2413512413512413,26.984126984126984,2011-01-05,2018-02-09
412571,3308,41,1.2394195888754533,26.75736961451247,2013-01-03,2018-02-09
400361,11876,147,1.2377905018524755,26.530612244897959,2001-01-03,2018-02-09
412394,4914,60,1.221001221001221,26.077097505668934,2011-01-05,2018-02-09
412422,4914,60,1.221001221001221,26.077097505668934,2011-01-05,2018-02-09
412644,2104,25,1.188212927756654,25.850340136054424,2015-01-06,2018-02-09
412255,7284,86,1.1806699615595826,25.623582766439913,2007-12-13,2018-02-09
412416,4914,58,1.1803011803011803,25.170068027210885,2011-01-05,2018-02-09
412421,4914,58,1.1803011803011803,25.170068027210885,2011-01-05,2018-02-09
412538,3308,39,1.1789600967351874,24.489795918367346,2013-01-03,2018-02-09
412537,3308,39,1.1789600967351874,24.489795918367346,2013-01-03,2018-02-09
412579,3308,39,1.1789600967351874,24.489795918367346,2013-01-03,2018-02-09
412213,6790,80,1.1782032400589102,24.263038548752835,2007-01-04,2018-02-09
412722,779,9,1.1553273427471118,24.036281179138321,2017-01-03,2018-02-09
400116,18575,214,1.152086137281292,23.809523809523807,1989-01-03,2018-02-09
412513,3308,38,1.1487303506650544,23.582766439909296,2013-01-03,2018-02-09
412217,8445,97,1.148608644168147,23.356009070294785,2007-01-04,2018-02-09
412623,2104,24,1.1406844106463878,23.129251700680271,2015-01-06,2018-02-09
400371,14277,161,1.1276878896126636,22.90249433106576,1997-01-07,2018-02-09
412427,4914,54,1.098901098901099,22.448979591836736,2011-01-05,2018-02-09
412476,4914,54,1.098901098901099,22.448979591836736,2011-01-05,2018-02-09
412388,5223,57,1.0913268236645606,22.222222222222221,2010-06-14,2018-02-09
412569,3308,36,1.0882708585247884,21.995464852607711,2013-01-03,2018-02-09
412564,3308,35,1.0580411124546554,21.768707482993197,2013-01-03,2018-02-09
412654,2104,22,1.0456273764258555,21.541950113378686,2015-01-06,2018-02-09
400663,9596,100,1.0421008753647354,21.315192743764172,2005-03-10,2018-02-09
412596,3111,32,1.0286081645773062,21.088435374149661,2013-06-05,2018-02-09
412516,3308,34,1.0278113663845223,20.634920634920633,2013-01-03,2018-02-09
412553,3308,34,1.0278113663845223,20.634920634920633,2013-01-03,2018-02-09
412710,779,8,1.0269576379974326,19.727891156462583,2017-01-03,2018-02-09
412682,779,8,1.0269576379974326,19.727891156462583,2017-01-03,2018-02-09
412684,779,8,1.0269576379974326,19.727891156462583,2017-01-03,2018-02-09
412718,779,8,1.0269576379974326,19.727891156462583,2017-01-03,2018-02-09
412466,4914,50,1.0175010175010175,19.501133786848072,2011-01-05,2018-02-09
412609,2104,21,0.9980988593155894,18.820861678004537,2015-01-06,2018-02-09
412632,2104,21,0.9980988593155894,18.820861678004537,2015-01-06,2018-02-09
412639,2104,21,0.9980988593155894,18.820861678004537,2015-01-06,2018-02-09
412292,6569,65,0.9894961181306134,18.594104308390023,2009-01-06,2018-02-09
400238,21310,209,0.980760206475833,18.367346938775512,1983-01-03,2018-02-09
412677,826,8,0.9685230024213075,18.140589569160998,2016-11-14,2018-02-09
412608,2104,20,0.9505703422053232,17.913832199546487,2015-01-06,2018-02-09
