"full_name","chamber","party","state","bin","created_at","screen_name","media_url","text"
"Bennie Thompson","House","D","Miss.",20,"2018-02-20 17:44:59","BennieGThompson","http://pbs.twimg.com/media/DWfw_a4XkAA7pB5.jpg","#DeltaJewel: Mrs. Rachel J. Scurlock of Charleston, MS was a teacher when Black teachers couldn’t be apart of organizations, like the NAACP.  During closed rallies she told sharecroppers, “Civil Rights &amp; all gonna come to you but you have to be your own destiny &amp; fight for it. https://t.co/SN0NtlWPHP"
"Bennie Thompson","House","D","Miss.",20,"2018-02-01 18:52:38","BennieGThompson","http://pbs.twimg.com/media/DU-I6M3XUAUdLzI.jpg","Mrs. Tennie S. Self of Clarksdale, Mississippi ""never had a problem speaking up, especially during the Civil Rights Movement."" Mrs. Self's response to racism was to voice her opposition vocally &amp; through her actions. #BHM #DeltaJewels #HiddenFigures https://t.co/5J3H1KmQQd"
"Bennie Thompson","House","D","Miss.",20,"2018-01-31 02:37:23","BennieGThompson","",".@realDonaldTrump says, “Working with the Senate, we are appointing judges who will interpret the Constitution as written and more circuit court judges than any new administration in the history of our country,” yet none of them have been Black. #WhatTrumpWontSay"
"Bennie Thompson","House","D","Miss.",20,"2017-12-07 20:09:40","BennieGThompson","http://pbs.twimg.com/media/DQeDAKbWsAArajj.jpg","Congressman Thompson and @RepJohnLewis will not be attending the opening of the Mississippi Civil Rights Museum on Saturday. https://t.co/cGId56RTjT"
"Bennie Thompson","House","D","Miss.",20,"2017-12-04 22:24:43","BennieGThompson","http://pbs.twimg.com/media/DQPFJY4XcAAjSZ9.jpg","Congressman Thompson released the following statement regarding @realDonaldTrump's attendance to the opening of the Mississippi Civil Rights Museum. https://t.co/I0h1PDRDB7"
"Bennie Thompson","House","D","Miss.",20,"2017-10-26 14:05:18","BennieGThompson","http://pbs.twimg.com/media/DNEc0KtUEAExEkd.jpg","Proud to stand with 180 of my colleagues in calling on #POTUS to rescind his latest #reprorights attack &amp; facilitate #contraception access. https://t.co/p6savVuCiP"
"Bennie Thompson","House","D","Miss.",20,"2017-09-06 16:48:52","BennieGThompson","http://pbs.twimg.com/media/DJDiHh5XkAAMn-9.jpg","Protecting the lives of DREAMers is not only a patriotic act, but it is the Christian thing to do! It is up to us to fight for their rights. https://t.co/afcpYAU9HO"
"Bennie Thompson","House","D","Miss.",20,"2017-08-23 18:20:47","BennieGThompson","http://pbs.twimg.com/media/DH7xgI-W0AEhGU9.jpg","DOJ has reversed course on key #VotingRights cases. I’m working to #RootOutRacism in the Trump Administration’s policies. https://t.co/EYxgVNR9HM"
"Bennie Thompson","House","D","Miss.",20,"2017-08-06 17:25:03","BennieGThompson","","Today marks the 52nd anniversary of the Voting Rights Act of 1965. We must protect all American's right to vote. #RestoretheVRA"
"Bennie Thompson","House","D","Miss.",20,"2017-01-20 15:37:05","BennieGThompson","","Do you have questions about your rights as a tenant? If so, here’s a user friendly guide:… https://t.co/wCV2SlQ8ys"
"Bennie Thompson","House","D","Miss.",20,"2016-06-10 16:34:15","BennieGThompson","","Enjoyed briefly meeting with Joi Owens with Disability Rights Mississippi. Our Mississippians… https://t.co/JpueTvBFgD"
"Bennie Thompson","House","D","Miss.",20,"2016-03-08 16:32:15","BennieGThompson","","I just finished voting. Our right to vote is one of our most important rights and obligations as… https://t.co/1DCD6xUaoe"
"Bennie Thompson","House","D","Miss.",20,"2015-01-19 19:48:49","BennieGThompson","","Today, we honor the legacy of a Civil Rights trailblazer. We remember Dr. Martin Luther King, Jr. and… http://t.co/1KzX5OeeYc"
"Bennie Thompson","House","D","Miss.",20,"2014-12-09 22:12:27","BennieGThompson","http://pbs.twimg.com/media/B4cj03BCQAEtpBU.jpg","Great meeting w/ Emmett Till's family &amp; families of other cold cases from the civil rights era @coldcasejustice http://t.co/k0gdFRXmf0"
"Bennie Thompson","House","D","Miss.",20,"2014-12-08 22:33:41","BennieGThompson","","THOMPSON LEGISLATION TO NAME JACKSON COURTHOUSE AFTER CIVIL RIGHTS ATTORNEY PASS

Read: http://t.co/6S2lpkeXkO"
"Bennie Thompson","House","D","Miss.",20,"2014-12-06 16:58:30","BennieGThompson","","Today, Mississippi will honor the life and legacy of pioneering physician and civil rights icon Dr.… http://t.co/EjUoegkGu5"
"Bennie Thompson","House","D","Miss.",20,"2014-07-02 15:00:12","BennieGThompson","","Today we mark the 50th Anniversary of the Civil Rights Act of 1964! The passage of this legislation… http://t.co/wUw76rB4ZP"
"Bennie Thompson","House","D","Miss.",20,"2014-03-07 19:15:03","BennieGThompson","","Thompson to Participate in The Faith &amp; Politics Institute 14th Congressional Civil Rights Pilgrimage (cont) http://t.co/lIQrTNK7QE"
"Bennie Thompson","House","D","Miss.",20,"2014-01-20 15:57:51","BennieGThompson","","Today, we remember Dr. Martin Luther King Jr., one of the great civil rights leaders of our time! Below, you (cont) http://t.co/yLDihTiGxC"
"Bennie Thompson","House","D","Miss.",20,"2013-08-06 16:32:50","BennieGThompson","","Today, marks the 48th anniversary of the Voting Rights Act, which was signed into law by President Lyndon Johnson... http://t.co/5gmzKwjRrC"
"Bennie Thompson","House","D","Miss.",20,"2013-06-12 22:30:17","BennieGThompson","","Today, marks the 50th anniversary of slain civil rights leader Medgar Evers. Let us pay tribute to the great works... http://t.co/V8qBdpolbU"
"Bennie Thompson","House","D","Miss.",20,"2013-04-04 13:47:16","BennieGThompson","","Today, we mark the death of the civil rights leader and peace activist of our lifetime, Dr. Martin Luther King Jr.  #MLK"
"Betty McCollum","House","D","Minn.",5,"2018-02-21 20:38:48","BettyMcCollum04","http://pbs.twimg.com/media/DWliMMzXkAIl_sF.jpg","Happy birthday to my friend and colleague @repjohnlewis! Your tireless leadership for civil &amp; human rights is an inspiration to America &amp; the world. https://t.co/MApFlVQNPR"
"Betty McCollum","House","D","Minn.",5,"2018-02-15 20:58:09","BettyMcCollum04","http://pbs.twimg.com/media/DWGtR3jWsAIVLud.jpg","It was a pleasure to meet today with @PalestineUSA Ambassador Dr. Husam Zomlot. We had an excellent discussion of our shared commitment to a two-state solution, full US funding for @UNRWA &amp; promoting human rights for Palestinian children. https://t.co/CzPaqKZ4YF"
"Betty McCollum","House","D","Minn.",5,"2018-02-14 00:06:01","BettyMcCollum04","","This week @HouseGOP is bringing up a bill that rolls back the Americans with Disabilities Act and sets disability rights back by decades. I oppose attacks on the #ADA — and I will vote NO on #HR620."
"Betty McCollum","House","D","Minn.",5,"2018-01-30 18:45:50","BettyMcCollum04","http://pbs.twimg.com/media/DUz09kzW4AIk3X_.png","Visited today with two dear friends: my colleague &amp; civil rights icon @repjohnlewis and MN civil rights champion Minnesota Senator Dick Cohen. https://t.co/91xY7eyIaS"
"Betty McCollum","House","D","Minn.",5,"2018-01-25 01:02:00","BettyMcCollum04","","Thank you to @CWS_global for joining many other faith groups and human rights organizations endorsing my bill to promote human rights for Palestinian children! Learn more → https://t.co/6GTDKPIjHl"
"Betty McCollum","House","D","Minn.",5,"2018-01-15 14:31:00","BettyMcCollum04","","Dr. Martin Luther King, Jr. dedicated his life to equality &amp; opportunity for all Americans. He spoke up for civil rights, civil liberties, voting rights, health care, living wages, union representation, women’s reproductive rights &amp; a more peaceful foreign policy. #MLKDay2018"
"Betty McCollum","House","D","Minn.",5,"2017-11-28 22:54:31","BettyMcCollum04","http://pbs.twimg.com/amplify_video_thumb/935642331566526464/img/1dRdnT6uY1-3mUu4.jpg","H.R. 3115 undermines due process, environmental safeguards &amp; the treaty rights of our Native American brothers and sisters. I'm voting NO. https://t.co/aPMgzLzG3N"
"Betty McCollum","House","D","Minn.",5,"2017-11-28 21:36:52","BettyMcCollum04","","I'm heading to the House Floor now to speak against H.R. 3115, which undermines due process, environmental safeguards &amp; the treaty rights of Native Americans, all to expedite construction of the Polymet mine."
"Betty McCollum","House","D","Minn.",5,"2017-11-26 23:01:00","BettyMcCollum04","","As @StarTribune reports, the message of my recent Congressional delegation to Burma and Bangladesh is clear: We must not tolerate violence, discrimination &amp; human rights abuses anywhere in the world. https://t.co/QC69apnRur"
"Betty McCollum","House","D","Minn.",5,"2017-11-17 17:14:00","BettyMcCollum04","","Thanks @repmarkpocan @repblumenauer @RepAndreCarson @RepJohnConyers @RepDannyDavis @RepPeterDeFazio @RepRaulGrijalva @RepGutierrez @RepJayapal @RepEBJ @RepRoKhanna @chelliepingree for sponsoring my bill to promote human rights for Palestinian children! https://t.co/HeG9G2t6Gf"
"Betty McCollum","House","D","Minn.",5,"2017-11-16 22:02:00","BettyMcCollum04","http://pbs.twimg.com/media/DOyLDtLW4AEiT46.jpg","I met this week with Mayor Anton Salman of Bethlehem and Mayor Ahmad Sokar of Wadi Foquin to talk about my bill to promote human rights for Palestinian children. Learn more → https://t.co/HeG9G2t6Gf. https://t.co/GTQ6xtOUFV"
"Betty McCollum","House","D","Minn.",5,"2017-11-15 15:02:45","BettyMcCollum04","http://pbs.twimg.com/media/DOrpyFhWAAAvjys.jpg","Thank you to @afsc_org, @amnestyusa, @ChurchesforMEP, @DCIPalestine, @FCNL, @umcjustice &amp; @US_Campaign for endorsing my bill to promote human rights for Palestinian children!

Learn more → https://t.co/HeG9G2bvOH https://t.co/FL1VaJEyOW"
