"Mention","Frequency"
"JudiciaryDems",75
"CAL_FIRE",49
"SenFeinstein",36
"POTUS",29
"CoveredCA",27
"SenKamalaHarris",27
"Caltrain",23
"US_FDA",16
"Cal_OES",13
"SCOTUSnom",13
"sfchronicle",13
"USDA",13
"SenateDems",12
"TheJusticeDept",12
"UCSFChildrens",11
"JerryBrownGov",9
"SenatorBoxer",9
"SenatorCollins",7
"SenatorReid",7
"TahoeAgency",7
"latimes",6
"MSNBC",6
"nytopinion",6
"SenatorDurbin",6
"washingtonpost",6
"60Minutes",5
"ChildrensLA",5
"ewg",5
"FCC",5
"JoshuaTreeNPS",5
"MeetThePress",5
"mitchellreports",5
"nytimes",5
"RepAdamSchiff",5
"SecElaineChao",5
"SenBlumenthal",5
"UCBerkeley",5
"USDOT",5
"USPS",5
"warriors",5
"WhiteHouse",5
"WSJ",5
"beautycounterhq",4
"ChuckGrassley",4
"DeptVetAffairs",4
"Dodgers",4
"FaceTheNation",4
"forestservice",4
"FresnoBee",4
"NatlParkService",4
"PattyMurray",4
"SenatorLeahy",4
"SenCortezMasto",4
"SequoiaKingsNPS",4
"TheEndoSociety",4
"thehill",4
"AGBecerra",3
"American_Heart",3
"CaltransHQ",3
"CityAttorneyLA",3
"CNNSotu",3
"EllenOTauscher",3
"fema",3
"GavinNewsom",3
"HRC",3
"JAMA_current",3
"ladailynews",3
"MikeAndersonMD",3
"MissingKids",3
"MojavePres",3
"NWSLosAngeles",3
"PostOpinions",3
"SanJoseSharks",3
"SenatorBurr",3
"SenatorCardin",3
"SenDeanHeller",3
"SenFranken",3
"UofCalifornia",3
"USATODAY",3
"ussoccer_wnt",3
"YosemiteNPS",3
"AARP",2
"ABAesq",2
"Aly_Raisman",2
"AMBERAlert",2
"AmericanCancer",2
"aunaturaleglow",2
"BetsyDeVosED",2
"CALFIRE_PIO",2
"CalHospitals",2
"Caltech",2
"CFPB",2
"CFTC",2
"ChrisMurphyCT",2
"ChrisVanHollen",2
"chucktodd",2
"CNNSitRoom",2
"CountyofSonoma",2
"cspan",2
"Dmoceanu",2
"EastBayTimes",2
"EPA",2
"FortuneMagazine",2
"glaad",2
"GovSandoval",2
"hardball",2
"HUDgov",2
"HumaneSociety",2
"Interior",2
"KeepTahoeBlue",2
"LA2024",2
"latimesopinion",2
"LCVoters",2
"LibbySchaaf",2
"LindseyGrahamSC",2
"LungAssociation",2
"MartinHeinrich",2
"MBNMS",2
"mercnews",2
"MomsRising",2
"MrOscarVazquez",2
"NewsHour",2
"NGA_GEOINT",2
"NIH",2
"penguins",2
"PinnaclesNPS",2
"RedCross",2
"Rendon63rd",2
"RonWyden",2
"sacbee",2
"SenateMajLdr",2
"SenatorCantwell",2
"SenatorHeitkamp",2
"SenBobCasey",2
"senrobportman",2
"SenSchumer",2
"SenSherrodBrown",2
"SenWarren",2
"SenWhitehouse",2
"SFGiants",2
"SFPD",2
"SpeakerRyan",2
"thekillers",2
"TheLeadCNN",2
"TravelGov",2
"ucdavis",2
"UCLA",2
"UCSFBenioffOAK",2
"UN",2
"USArmy",2
"usedgov",2
"womensmarch",2
"_MealsOnWheels",1
"49ers",1
"ACWAWater",1
"Airbnb",1
"AirResources",1
"AjitPaiFCC",1
"AlexPadilla4CA",1
"AmeriCorps",1
"amprog",1
"AndyWeberNCB",1
"antonio4ca",1
"AP",1
"BetsyDeVos",1
"BGCA_Clubs",1
"billclarkphotos",1
"Bloomberg",1
"Bradybuzz",1
"BV",1
"CA_EDD",1
"CAgovernment",1
"CalCommColleges",1
"CalFire",1
"CaliforniaPTA",1
"CaltransD5",1
"CaltransDist7",1
"CareForKids",1
"CarliLloyd",1
"CascadeSiskiyou",1
"CDCGlobal",1
"CDCgov",1
"CDFAnews",1
"CecileRichards",1
"CenterOnBudget",1
"chloekimsnow",1
"civilrightsorg",1
"CMSGov",1
"commonwealthfnd",1
"CordellBank",1
"CornellWBrooks",1
"CoryBooker",1
"CountyofLA",1
"countyofsb",1
"CountyVentura",1
"CSAC_Counties",1
"CSGV",1
"Cubs",1
"davidcicilline",1
"DayoftheGirl",1
"DEAHQ",1
"dredhernandez",1
"DWCweb",1
"EclairNaturals",1
"EDFaction",1
"FactsOnClimate",1
"FDAWomen",1
"FEC",1
"FLOTUS",1
"flyLAXairport",1
"FrankPallone",1
"FTC",1
"GiffordsCourage",1
"girlscouts",1
"globalzero",1
"goddessgarden",1
"goodhousemag",1
"GOPLeader",1
"GovPressOffice",1
"guardian",1
"Health4Americas",1
"HHSGov",1
"Honest",1
"humanrights1st",1
"IcahnMountSinai",1
"indystar",1
"InStyle",1
"janearraf",1
"janefrancisco",1
"jimmykimmel",1
"JohnCornyn",1
"JohnKerry",1
"JudyWoodruff",1
"KaiserFamFound",1
"KCPublicHealth",1
"KQED",1
"LA_Sparks",1
"LACoFDPIO",1
"lacountyfair",1
"LADAOffice",1
"LADWP",1
"LAPDHQ",1
"LASDHQ",1
"laurafriedman43",1
"ManhattanDA",1
"MarchofDimes",1
"mayoredlee",1
"MayorOfLA",1
"metrolosangeles",1
"MichaelDTubbs",1
"minnesotalynx",1
"modbee",1
"molinahealth",1
"MomsDemand",1
"mridleythomas",1
"MyCalVet",1
"NAACP",1
"NancyOMalley",1
"NatlGovsAssoc",1
"nature_org",1
"NewtownAction",1
"Nightline",1
"NorthBayNews",1
"NRA",1
"NTFSDV",1
"NWSBayArea",1
"NYDailyNews",1
"OC_Biz_Council",1
"oseamalibu",1
"OurOcean",1
"pcousteau",1
"PeaceCorps",1
"plough_shares",1
"PollyKlaas",1
"PPActionCA",1
"PPFA",1
"PVA1946",1
"R5_Fire_News",1
"RahuaBeauty",1
"raleys",1
"ReadyLA",1
"Refinery29",1
"RepCarbajal",1
"RepGaramendi",1
"RepGutierrez",1
"RepHuffman",1
"repjohnlewis",1
"RepLanceNJ7",1
"RepMarkTakai",1
"RepPaulCook",1
"RepPeteAguilar",1
"RepPeteKing",1
"RousesMarkets",1
"RWJF",1
"SacBeeEditBoard",1
"SantaRosaFire",1
"SBAgov",1
"SBCounty",1
"SCOTUSblog",1
"SDChamber",1
"SecDef19",1
"SecretaryJewell",1
"SecretaryZinke",1
"SecShulkin",1
"SenAlexander",1
"SenatorBaldwin",1
"SenatorBarb",1
"SenatorKirk",1
"SenatorTomUdall",1
"SenBennetCO",1
"SenBillNelson",1
"SenBooker",1
"SenDuckworth",1
"senHarris",1
"SenJohnMcCain",1
"SenSanders",1
"SF_DPH",1
"SFBART",1
"Staples",1
"StephenCurry30",1
"Storify",1
"SWBasicsofBK",1
"TahoeDailyTrib",1
"TeamUSA",1
"TIME",1
"ToddSuntrapak",1
"TSA",1
"UChicago",1
"UCSF",1
"UFWupdates",1
"UNICEF",1
"usahockey",1
"USCG",1
"USDOL",1
"USFWS",1
"usmayors",1
"USMC",1
"USNavy",1
"vapourbeauty",1
"wellandgoodnyc",1
"WinCoFoods",1
"WNBA",1
"wolfblitzer",1
"YouTube",1
