"Hashtag","Frequency"
"TrumpCare",208
"NM",124
"GOPTaxScam",91
"DREAMers",66
"OMDP4NM",66
"MonumentsForAll",61
"Medicaid",58
"publiclands",54
"KeepItPublic",48
"NoScoreNoVote",44
"Trumpcare",42
"DACA",40
"NetNeutrality",40
"AmericaSpeaksOut",39
"PublicLands",37
"opioid",35
"BearsEars",33
"DreamActNow",30
"RGDN",30
"TrumpRussia",25
"Dreamers",22
"EveryKidOutdoors",21
"SaveRetirement",21
"TrumpCuts",21
"ArcticRefuge",20
"HealthCare",19
"SecureElections",18
"ActOnClimate",17
"Classified101",17
"DreamAct",17
"ProtectDREAMers",17
"ProtectDreamers",16
"SecureElectionsAct",16
"ClimateChange",15
"DefendDACA",14
"ProtectTheArctic",14
"DREAMAct",13
"ProtectOurCare",13
"SafeguardSacredItems",13
"SASC",13
"DomesticViolenceLoophole",12
"RuralHealth",12
"SaveLWCF",12
"SOTU",12
"TribalConnect",12
"2Gen",11
"NoOnDeVos",11
"StopAct",11
"TechTransfer",11
"ThriveOutside",11
"ACA",10
"CleanEnergy",10
"GrahamCassidy",10
"KeepMeCovered",10
"ParisAgreement",10
"SaveSolarJobs",10
"TownHall",10
"TrumpCareFail",10
"DAPL",9
"DREAMer",9
"GOPTaxPlan",9
"LWCF",9
"nmpol",9
"RioGrandedelNorte",9
"STEM",9
"WithDreamers",9
"EqualPayDay",8
"FindYourPark",8
"FISA",8
"NewMexico",8
"OpioidEpidemic",8
"Sabinoso",8
"TeamHeinrich",8
"2gen",7
"AskTomAndMartin",7
"CHIP",7
"cleanenergy",7
"DREAMActNow",7
"FamiliesAscend",7
"FY18NDAA",7
"MayDay2017",7
"NMs",7
"RenewableEnergy",7
"solar",7
"StandWithBearsEars",7
"TBT",7
"AHCA",6
"ClimateMarch",6
"GetCovered",6
"infrastructure",6
"Medicare",6
"NoBanNoWall",6
"SaveNetNeutrality",6
"VeteransDay",6
"omnibus",5
"opioidepidemic",5
"ORshow",5
"OurWild",5
"PellGrants",5
"PollutingPruitt",5
"Pruitt",5
"Questions4Comey",5
"RepealAndRun",5
"SaveDACA",5
"SCOTUS",5
"STOPAct",5
"TrumpShutdown",5
"AskMartinNM",4
"CleanPowerPlan",4
"climatechange",4
"ComeyDay",4
"CuresAct",4
"DigitalDivide",4
"Gorsuch",4
"KidsToParks",4
"MakeAmericaSickAgain",4
"MarchforScience",4
"MethaneRule",4
"MiningReform",4
"MonumentsAtRisk",4
"MuslimBan",4
"NDAA",4
"NoArcticRider",4
"OpioidCrisis",4
"ProtectTransKids",4
"SaveRGDN",4
"StopGorsuch",4
"AmericanDreamer",3
"ANTIQUITIESActOf2018",3
"CassidyGraham",3
"ComeyHearing",3
"CyConUS",3
"DefenderDACA",3
"DREAMact",3
"ECHOAct",3
"EqualPay",3
"ExtendCHIP",3
"FAMILYAct",3
"FlashbackFriday",3
"FlashBackFriday",3
"GoldKingMine",3
"HealthcareBill",3
"HispanicHeritageMonth",3
"JobsReport",3
"Latinos",3
"MarchForScience",3
"NNSA",3
"NotInvisible",3
"NunesMemo",3
"OMDP",3
"PassMJIA",3
"PriceIsWrong",3
"Publiclands",3
"renewableenergy",3
"SaveBearsEars",3
"SaveGrandStaircase",3
"SaveMedicaid",3
"SaveTheInternet",3
"SecDef",3
"Section702",3
"ShamVotingCommission",3
"SocialSecurity",3
"Solar",3
"StopSessions",3
"TortureReport",3
"Trump100days",3
"TrumpBudget",3
"TrumpTaxScam",3
"WomensHistoryMonth",3
"WomensMarch",3
"YourACAStory",3
"abq",2
"AmericanWindWeek",2
"AntiquitiesAct",2
"AuthenticallyNM",2
"BrokenPromises",2
"CBO",2
"CBOscore",2
"Charlottesville",2
"ChildCare4All",2
"DayoftheGirl",2
"DefendCFPB",2
"DefendOurMonuments",2
