"Mention","Frequency"
"SenatorShaheen",180
"POTUS",60
"realDonaldTrump",49
"SenatorHassan",49
"Patriots",45
"jaketapper",30
"PPFA",21
"UofNH",20
"washingtonpost",16
"mitchellreports",15
"MSNBC",15
"nytimes",14
"SenatorCollins",14
"SBAgov",13
"seacoastonline",13
"WMUR9",13
"ConMonitorNews",12
"UnionLeader",11
"SenJoniErnst",10
"FostersDailyDem",9
"NHNationalGuard",9
"nhpr",9
"SenJohnMcCain",9
"USNavy",9
"WomenOn20s",9
"KellyAyotte",8
"politico",8
"SenateSmallBiz",8
"SenatorTimScott",8
"SenBlumenthal",8
"USAID",8
"BCLAW",7
"DHSgov",7
"JohnKerry",7
"LindseyGrahamSC",7
"mht_nh_police",7
"nguyen_amanda",7
"PattyMurray",7
"Refinery29",7
"RepAnnieKuster",7
"SenAngusKing",7
"SenatorWicker",7
"senrobportman",7
"steinhauserNH1",7
"WhiteHouse",7
"AmeriCorps",6
"AtlanticCouncil",6
"BostonGlobe",6
"CODEfilm",6
"hardball",6
"marcorubio",6
"NHCADSV",6
"NHSBDC",6
"SenatorLeahy",6
"SenGillibrand",6
"SenWhitehouse",6
"SpeakerRyan",6
"UNHWildcats",6
"BetsyDeVosED",5
"BIAofNH",5
"dartmouth",5
"ENERGY",5
"GirlUp",5
"hi_cloud",5
"JDRF",5
"NHPRExchange",5
"Pontifex",5
"PPact",5
"RiseNowUS",5
"SBALinda",5
"SenSanders",5
"TIME",5
"USCBO",5
"VisitNH",5
"AmDiabetesAssn",4
"CecileRichards",4
"ChrisMurphyCT",4
"clairecmc",4
"DartmouthHitch",4
"DeptofDefense",4
"DeptVetAffairs",4
"Forbes",4
"HouseGOP",4
"HuffPostBlog",4
"johnson_carrie",4
"MartinHeinrich",4
"NavalAcademy",4
"NECouncil",4
"NFL",4
"nflcommish",4
"NHBR",4
"NPR",4
"nytopinion",4
"RedSox",4
"RT_America",4
"SAU21LAS",4
"SenatorBarb",4
"SenatorCantwell",4
"SenatorDurbin",4
"SenatorIsakson",4
"SenCapito",4
"SenCoryGardner",4
"SenShelby",4
"smuttynosebeer",4
"SNHU",4
"TeamSheaPorter",4
"TheJusticeDept",4
"ToSaveEnergy",4
"usairforce",4
"USTreasury",4
"VP",4
"WHO",4
"WSJ",4
"AbleEbBeer",3
"AdamSextonWMUR",3
"AddictionPolicy",3
"AmerMedicalAssn",3
"amyklobuchar",3
"CAPAction",3
"caseymcdermott",3
"CLaFleurFERC",3
"CtrMedProgress",3
"endsxlviolence",3
"EPA",3
"EPAScottPruitt",3
"EximBankUS",3
"FBI",3
"FoxNews",3
"glamourmag",3
"JackHeathRadio",3
"JeffFlake",3
"Jeopardy",3
"jessicaparratto",3
"Malala",3
"NATO",3
"Newseum",3
"NH_HSEM",3
"NH1News",3
"NHCUC",3
"NHFB",3
"NHMS",3
"NOAA",3
"PeaceCorps",3
"poroshenko",3
"PPNHAF",3
"PuritanBackroom",3
"RepSusanDavis",3
"robportman",3
"Schreibernews",3
"SeacoastSciCtr",3
"SecPriceMD",3
"SenAlexander",3
"SenateApprops",3
"SenatorHeitkamp",3
"SenatorRisch",3
"SenBillNelson",3
"SenBobCorker",3
"SenJohnHoeven",3
"SenMarkey",3
"senorrinhatch",3
"SenToomey",3
"Spark_NH",3
"StateDept",3
"stefanyshaheen",3
"TheHillEvents",3
"UNHPaulCollege",3
"USDA",3
"USMC",3
"ussoccer_wnt",3
"VeteransCount",3
"YorkHospital",3
"_danhabib",2
"603Amanda",2
"981WTSN",2
"AARPNH",2
"ama_riding",2
"AmbassadorPower",2
"AnthemInc",2
"armi_usa",2
"Austal_USA",2
"BadgerBalmUSA",2
"BarackObama",2
"BBCWorld",2
"BEA_News",2
"BillClinton",2
"BookTV",2
"BowHighSchool",2
"brianschatz",2
"CantwellPress",2
"Change",2
"ChiefWillard",2
"chucktodd",2
"CityYearNH",2
"Cosmopolitan",2
"DartmouthDickey",2
"DMRegister",2
"dnvolz",2
"DoverNHPolice",2
"echofarmpudding",2
"EdProgress",2
"ELLEmagazine",2
"ETNHDIreland",2
"EvaCStone",2
"FERC",2
"FIRSTweets",2
"Forest_Society",2
"FRCTeams",2
"GinaEPA",2
"girls_inc",2
"gmfus",2
"goGSMgo",2
"GovChrisSununu",2
"greatbaycc",2
"GSCANH",2
"guardian",2
"GuorMaker",2
"HallieJackson",2
"hardball_chris",2
"HarvardIOP",2
"HarvardPilgrim",2
"HFXforum",2
"HHSGov",2
"HollisMontSch",2
"HOPE4NH",2
"HuffingtonPost",2
"IgnatiusPost",2
"JamesPindell",2
"jbendery",2
"jdistaso",2
"JeanneShaheen",2
"jimmykimmel",2
"JoeBiden",2
"JohnCornyn",2
"JohnFeehery",2
"KimberleyHaas",2
"klandrigannh1",2
"laconiadailysun",2
"LaconiaNHPolice",2
"LCVoters",2
"LWCFCOALITION",2
"M_Breen",2
"ManchesterFD",2
"matteroffacttv",2
"MCS4Biz",2
"melindagates",2
"MichaelSteele",2
"MikePompNH",2
"MissAmericaNH",2
"MomsRising",2
"Morning_Joe",2
"MTVNews",2
"NashuaTelegraph",2
"nationaljournal",2
"NatlGovsAssoc",2
"NCJTC",2
"NH_StatePolice",2
"NHMedSociety",2
"northern_forest",2
"Olympics",2
"outsidemagazine",2
