"Mention","Frequency"
"POTUS",211
"SenateGOP",160
"SenatorDurbin",65
"SenDuckworth",64
"SenateDems",35
"HouseGOP",31
"BetsyDeVosED",23
"LindseyGrahamSC",22
"USCBO",20
"NIH",19
"TheJusticeDept",19
"usedgov",19
"AARP",18
"EPA",18
"MSNBC",18
"ChuckGrassley",17
"Morning_Joe",14
"CDCgov",13
"SenWhitehouse",13
"CFPB",12
"ChrisMurphyCT",12
"SecretaryZinke",12
"SenateMajLdr",12
"Chicago_Police",11
"ChicagosMayor",11
"DHSgov",11
"FCC",11
"FWD_us",11
"RepCheri",11
"SenCortezMasto",11
"USCIS",11
"AmerMedicalAssn",10
"IHAhospitals",10
"janschakowsky",10
"RepRobinKelly",10
"SenAngusKing",10
"SenFeinstein",10
"SenWarren",10
"AmDiabetesAssn",9
"American_Heart",9
"ANANursingWorld",9
"realDonaldTrump",9
"SenatorCardin",9
"SenSherrodBrown",9
"GrahamBlog",8
"LisaMadigan",8
"LoyolaChicago",8
"PPFA",8
"Illinois_Alma",7
"maziehirono",7
"SenatorMenendez",7
"SenBlumenthal",7
"SenFranken",7
"SenJohnMcCain",7
"USArmy",7
"amprog",6
"MomsDemand",6
"RepGutierrez",6
"RooseveltU",6
"SenatorTomUdall",6
"SenBrianSchatz",6
"SenMikeLee",6
"TeachForAmerica",6
"UChicago",6
"UIHealth",6
"WhiteHouse",6
"ASNChicago",5
"ChestnutHealth",5
"CNN",5
"CoryBooker",5
"DEAHQ",5
"FBI",5
"JeffFlake",5
"jimmykimmel",5
"JohnCornyn",5
"MartinHeinrich",5
"NASA",5
"nytopinion",5
"RepSchneider",5
"RonWyden",5
"SebGorka",5
"SecretaryAcosta",5
"SenJackReed",5
"SenJeffMerkley",5
"SpeakerRyan",5
"timkaine",5
"USACEHQ",5
"USDOL",5
"VP",5
"washingtonpost",5
"WoodstockInst",5
"ATFHQ",4
"ChooseMemorial",4
"ChrisCoons",4
"cta",4
"Fermilab",4
"FlyRFD",4
"LoyolaHealth",4
"mauriciomacri",4
"MWRDGC",4
"NIUlive",4
"NRA",4
"ODNIgov",4
"PattyMurray",4
"PeterRoskam",4
"RushMedical",4
"ScottAFB",4
"SecPriceMD",4
"SecretaryCarson",4
"SenatorCarper",4
"SenatorCollins",4
"SenatorHassan",4
"SenatorHeitkamp",4
"SenatorLeahy",4
"senrobportman",4
"splcenter",4
"Suntimes",4
"wef",4
"ACTforNIH",3
"AmerAcadPeds",3
"AmericasVoice",3
"Amtrak",3
"amyklobuchar",3
"argonne",3
"BarackObama",3
"Bradybuzz",3
"chucktodd",3
"civilrightsorg",3
"clairecmc",3
"CongressmanRaja",3
"CTBA_online",3
"Cubs",3
"CVSHealth",3
"EmCollective",3
"EPAScottPruitt",3
"eriehouse",3
"fly2midway",3
"FoxNewsSunday",3
"GovRauner",3
"greta",3
"HallieJackson",3
"HANACenter",3
"Harvard",3
"HHSGov",3
"IABH_1967",3
"IL_Natl_Guard",3
"ILBizImmigrant",3
"jaketapper",3
"jctgov",3
"JoeBiden",3
"marcorubio",3
"MarkWarner",3
"MeetThePress",3
"NewDay",3
"NIHDirector",3
"nytimes",3
"politico",3
"PostOpinions",3
"purduemitch",3
"RepDannyDavis",3
"repjohnlewis",3
"RepTedDeutch",3
"Sen_JoeManchin",3
"SenCapito",3
"SenKamalaHarris",3
"SenMarkey",3
"shrivercenter",3
"TheLeadCNN",3
"Thresholdsctrs",3
"TXAG",3
"UChicagoSSA",3
"UICGCI",3
"UNITEDWEDREAM",3
"US_FDA",3
"USDA",3
"USDA_ARS",3
"AAFS_IL",2
"AAIUSA",2
"AARCORP",2
"ACLU",2
"ADL_National",2
"advocatehealth",2
"AFTunion",2
"AjitPaiFCC",2
"ALPLM",2
"alzassociation",2
"AP",2
"Billbrowder",2
"brianschatz",2
"BU_Tweets",2
"CAPAction",2
"CathedralCTK",2
"ChicagoCAPS07",2
"ChicagoCouncil",2
"ChicagoState",2
"chicagotribune",2
"ChiPubSchools",2
"ChiUrbanLeague",2
"ChrisVanHollen",2
"CNNSotu",2
"collegetrack",2
"CookCtyHealth",2
"dartmouth",2
"davereichert",2
"DeptofDefense",2
"DSenFloor",2
"EleanorNorton",2
"ErnestMoniz",2
"FaceTheNation",2
"FoxNews",2
"FTC",2
"Georgetown",2
"HUDgov",2
"ieanea",2
"ihccbusiness",2
"ILAttyGeneral",2
"ILComptroller",2
"IllinoisCoop",2
"JuanSaaa",2
"Kennedy_School",2
"LaOpinionLA",2
"LurieChildrens",2
"Marcshort45",2
"mitchellreports",2
"MuslimAdvocates",2
"nasfaa",2
"NatGeo",2
"NATO",2
"NHLBlackhawks",2
"NickKristof",2
"NIJC",2
"NILC_org",2
"NitaLowey",2
"NorthwesternU",2
"nowthisnews",2
"NSF",2
"NUMensBball",2
"OAS_official",2
"Pantagraph",2
"PatrickKorellis",2
"PrairieResInst",2
"ProtectILCare",2
"PSimonInstitute",2
"RepBillFoster",2
"RepLaHood",2
"RepMcKinley",2
"Reuters",2
"SAHealthSystem",2
"SaintAnthonyHos",2
"SenatorBaldwin",2
"SenatorCantwell",2
"SenBennetCO",2
"SenBobCasey",2
"Snapchat",2
"SRuhle",2
"StateDept",2
"Surgeon_General",2
"theCHAtweets",2
"TheIACP",2
"ThisWeekABC",2
"truthinitiative",2
"UChicagoMed",2
"UnitedWay",2
"Univision",2
"usmayors",2
"vanitaguptaCR",2
"Vol_of_America",2
"126ARW",1
"182AW",1
"1871Chicago",1
"1MillionDegrees",1
"60Minutes",1
"62schools",1
"932ndAW",1
"AAAJ_Chicago",1
"AAR_FreightRail",1
"aarpillinois",1
"ABC7Chicago",1
"ABCSharkTank",1
"ACCAChicago",1
"ACCESSHealth",1
"ACHSWashDC",1
"acognews",1
"ACSCAN",1
"ActiveRetirees",1
"AftrSchoolMttrs",1
"ahahospitals",1
"AHLA",1
"AJCGlobal",1
"alzIllinois",1
"amazon",1
"AmbassadorPower",1
"AmbWittig",1
"amerambassoc",1
"AmerenIllinois",1
"AndersFoghR",1
"APCentralRegion",1
"ArmyResearchLab",1
"Astrid_NV",1
"Astro_Jeanette",1
"averycoonley",1
"BGCA_Clubs",1
"BillCassidy",1
"billnelson",1
"BloombergTV",1
"BonJovi",1
"boyscouts",1
"BPNCchicago",1
"BradSmi",1
"BrennanCenter",1
"briancassella",1
"BUSPH",1
"bustle",1
"cairchicago",1
"Capitals",1
"CapitolPolice",1
"CASLmedia",1
"CBP",1
"CBSThisMorning",1
"CCharitiesUSA",1
"ccountychamber",1
"CDCNPIN",1
"CecileRichards",1
"ChamberQC",1
"CHCEDC",1
"chefjoseandres",1
"ChicagoCommons",1
"ChicagoDOT",1
"ChicagoOEMC",1
"ChicagoRedCross",1
"chicagoriver",1
"ChicagoTM",1
"ChiCityColleges",1
"ChiTribPhoto",1
"chloekimsnow",1
"chrislhayes",1
"CIA",1
"CIRonline",1
"CISNational",1
"CityClubChicago",1
"CityCollegeNY",1
"CityYearChicago",1
"CMSGov",1
"CochranShow",1
"codeplatoon_org",1
"CornellWBrooks",1
"CoveredIllinois",1
"CrainsChicago",1
"CRIstartup",1
"cspan",1
"CTIPPorg",1
"cusd186",1
"Deadline2020",1
"DeptVetAffairs",1
"DHSOIG",1
"DickDurbin",1
"DINGERBATS",1
"District103",1
"DonnaFEdwards",1
"DrewAltman",1
"DuPageHD",1
"edmpirg",1
"ElginCommColl",1
"ElisCheesecake",1
"ENERGY",1
"EricLiptonNYT",1
"EtihadAirways",1
"Everytown",1
"FatimaAl_Ali",1
"fema",1
"femaregion5",1
"FieldMuseum",1
"floridastate",1
"ForeignPolicy",1
"FortCampbell",1
"freedomcaucus",1
"FTA_DOT",1
"fusion",1
"genprogress",1
"GildasClubCHI",1
"GingerSEvans",1
"GlblCtznImpact",1
"gosxucougars",1
"GretchenCarlson",1
"Grybauskaite_LT",1
"GStephanopoulos",1
"Habitat_org",1
"HACUNews",1
"hardball",1
"harvardmed",1
"HealthCareGov",1
"heartlandhelps",1
"HigherEdNotDebt",1
"HigherEdPIRG",1
"HouseDemocrats",1
"howardbrownhc",1
"HuffPost",1
"Hunter_College",1
"HurdOnTheHill",1
"IIc517",1
"IL_Wesleyan",1
"ILAFLCIO",1
"ILCommSchools",1
"ilcorn",1
"ILFOP",1
"IlliniMGolf",1
"IllinoisStateU",1
"ILRC_SF",1
"ILTreasurer",1
"immlawACHall",1
"InsideOutProj",1
"Interior",1
"IrelandChicago",1
"IrelandEmbUSA",1
"jackdarin",1
"JDRF",1
"jesuitcolleges",1
"JGreenblattADL",1
"JohnDingell",1
"JohnKasich",1
"JohnStewart70",1
"JonathanToews",1
"jonbonjovi",1
"jonkarl",1
"JoslinDiabetes",1
"jstreetdotorg",1
"JTHS_204",1
"JudiciaryDems",1
"KaiserFamFound",1
"KamalaHarris",1
"KellyO",1
"KnoxCollege1837",1
"KyleClark",1
"LakeCountyIL",1
"LaLoMontoya5",1
"laurenepowell",1
"LBNFacility",1
"leedsgarcia",1
"lenandjd",1
"Lily_NEA",1
"Lin_Manuel",1
"lisamurkowski",1
"LorettaLynch",1
"lovellfhcc",1
"Madison_Keys",1
"MarchofDimes",1
"MarkSuppelsa",1
"MarySchmich",1
"MatherOCCS",1
"McKendreeU",1
"memhosp",1
"MercerYou",1
"Metra",1
"MetroFamChicago",1
"MichaelPfleger",1
"MikeCrapo",1
"MillionHeartsUS",1
"MomsRising",1
"MorningJoe",1
"MrOscarVazquez",1
"nabtweets",1
"NALC_National",1
"NAMIChicago",1
"Naperville203",1
"NASA_Johnson",1
"NASAGISS",1
"NATCA",1
"NatImmForum",1
"NationalADAPT",1
"nationalbeta",1
"navstaglakes",1
"NavyLeagueUS",1
"NavyPier",1
"NBCNews",1
"NCJFCJ",1
"ndaajustice",1
"neiltyson",1
"NEIU",1
"NewmansOwnFdn",1
"NFL",1
"NHCSL",1
"NHL",1
"nhs_njhs",1
"NOAA",1
"northcentralcol",1
"NorthwesternMed",1
"NPWF",1
"NUFeinbergMed",1
"NWFwater",1
"NWS",1
"NWSChicago",1
"OEA_oficial",1
"oldstpats",1
"PBS",1
"PeterWelch",1
"pjstar",1
"polishmuseum",1
"polskycenter",1
"pomonacollege",1
"POTUS44",1
"PPIAction",1
"PruSpirit",1
"psbresearch",1
"QuinnipiacPoll",1
"RCCDecaturIL",1
"RecoverGateway",1
"RedCrossCSIL",1
"Refugees",1
"RepAdamSchiff",1
"RepBobbyRush",1
"RepJaredPolis",1
"RepMikeCoffman",1
"RepMikeQuigley",1
"RepRoKhanna",1
"RepSeanMaloney",1
"RESULTS_Tweets",1
"reveal",1
"RevJJackson",1
"RI4A",1
"rickklein",1
"rockhall",1
"Rohingyachicago",1
"RSF_en",1
"SaintXavier",1
"SallyQYates",1
"schooldist186",1
"SCN_Network",1
"Scotus",1
"SEIU",1
"SenatorShaheen",1
"SenatorWicker",1
"SenBooker",1
"SenMajLdr",1
"SenSanders",1
"SenSchumer",1
"SenStabenow",1
"SenThomTillis",1
"SenTinaSmith",1
"SenToddYoung",1
"SenTomCotton",1
"SheinelleJones",1
"ShuttleCDRKelly",1
"SierraClubIL",1
"SinaiChicago",1
"SIUC",1
"SIUE",1
"SIUSchoolofLaw",1
"SJRbreaking",1
"SoldierField",1
"SouthernUTWild",1
"Space_Station",1
"SpfldClinic",1
"StationCDRKelly",1
"Stl_Manifest",1
"StoryCorps",1
"StritchAdmit",1
"SundaySpin",1
"SuzanneAkhras",1
"taxmarch",1
"tedlieu",1
"TheAtlantic",1
"TheBeatWithAri",1
"TheEllenShow",1
"TheGuardLlama",1
"theNCI",1
"thisisUIC",1
"ThriveChi",1
"TICAS_org",1
"TobaccoFreeKids",1
"Tolu_Olubunmi",1
"tontischool",1
"TSA",1
"UChiUrbanLabs",1
"uiclibrary",1
"UKinChicago",1
"ulcchicago",1
"umcjustice",1
"UMich",1
"UNFPA",1
"UNFPA_DC",1
"UniCarriers",1
"UNICEF",1
"unitedwaychi",1
"UPortland",1
"US_TRANSCOM",1
"USArmyEurope",1
"USCCBJFI",1
"USDOT",1
"USEmbVilnius",1
"USGLC",1
"USNationalGuard",1
"USNavy",1
"usopen",1
"USOWomen",1
"USTreasury",1
"UTSA",1
"VetHonorFlight",1
"votolatino",1
"WBEZ",1
"WellsFargo",1
"WFP",1
"WGNNews",1
"WhipHoyer",1
"whitesox",1
"WildRefuge",1
"WithoutViolence",1
"WSJ",1
"WWIIValorNPS",1
"wyhs",1
"YearUp",1
"ymca",1
"YMCAChicago",1
"YoungInvincible",1
