"Hashtag","Frequency"
"GOPTaxPlan",75
"Trumpcare",70
"ACA",62
"SCOTUS",49
"Dreamers",44
"SaveACA",42
"DACA",37
"SafeProducts",36
"CourtsMatter",31
"DoYourJob",31
"GrahamCassidy",27
"SaveDACA",26
"NPS100",22
"ThomasFire",21
"TahoeSummit",20
"ActOnClimate",19
"KeepTahoeBlue",19
"DreamAct",18
"Enough",18
"IWD2017",18
"ProtectDreamers",18
"DreamActNow",17
"TrumpCare",16
"DefendDACA",15
"TrumpTax",13
"DREAMActNow",12
"LGBT",11
"ParisAgreement",11
"SupremeCourt",11
"Trump100Days",11
"BanAssaultWeapons",10
"StopSexTrafficking",10
"GorsuchHearing",9
"ProtectOurCare",9
"ReadTheReport",9
"Tahoe",9
"AmericaSpeaksOut",8
"GOPTaxScam",8
"HealthcareBill",8
"SFHomelessProject",8
"StandWithPP",8
"AHCA",7
"blueslip",7
"BreastCancerAwarenessMonth",7
"EndGunViolence",7
"EqualPay",7
"EqualPayDay",7
"FindYourPark",7
"Gorsuch",7
"HereToStay",7
"LAFires",7
"LatinaEqualPay",7
"ShowUsTheBill",7
"StopCadiz",7
"ComeyHearing",6
"GetCovered",6
"MonumentsForAll",6
"SaveMedicaid",6
"AntibioticSmart",5
"BadForWomen",5
"ComeyFiring",5
"FMLA25",5
"FreeRosa",5
"HoldTheFloor",5
"NoKXL",5
"Sessions",5
"WomensMarch",5
"CHIP",4
"ExtendCHIP",4
"GunReformNow",4
"HonorWithAction",4
"IStandWithPP",4
"Medicaid",4
"MemorialDay",4
"MLKDay",4
"NetNeutrality",4
"NoDAPL",4
"ProtectThePacific",4
"RaiseTheWage",4
"SandyHook",4
"StopCCR",4
"TalkAboutGuns",4
"ThisTeam",4
"TimesUp",4
"VoteNoAHCA",4
"Zika",4
"BadforWomen",3
"BlueCutFire",3
"ChildCare4All",3
"DDay",3
"DisarmHate",3
"DREAMAct",3
"DubNation",3
"EndoChat",3
"ErskineFire",3
"FlintWaterCrisis",3
"FMLA24",3
"LGBTEquality",3
"MeToo",3
"MFGDay17",3
"Monuments4All",3
"NoOnDevos",3
"PearlHarborRemembranceDay",3
"RuralHealth",3
"SaveTPS",3
"SessionsHearing",3
"SkinnyRepeal",3
"WhatMomsNeed",3
"WorldAIDSDay",3
"100YearsStrong",2
"ACAWorks",2
"AntibioticResistance",2
"BadDealForWomen",2
"BanBumpStocks",2
"BearsEars",2
"BeBoldForChange",2
"blueslips",2
"BroadbandPrivacy",2
"Burma",2
"CesarChavezDay",2
"Charlottesville",2
"ClimateChange",2
"CoverageMatters",2
"CreekFire",2
"DontForgetFlint",2
"Dreamer",2
"earthquake",2
"EndHate",2
"Faith4Dream",2
"FAMILYAct",2
"FlagDay",2
"Flint",2
"GlobalGagRule",2
"GOPTaxBill",2
"HandsOffMyBC",2
"HispanicHeritageMonth",2
"HolocaustRemembranceDay",2
"InternationalWomensDay",2
"Italy",2
"KeepFamiliesTogether",2
"KeepItPublic",2
"MayDay",2
"MomsEqualPay",2
"MothersDay",2
"MuslimBan",2
"NeverForget",2
"NoDrillNoSpill",2
"NotOnePennyMore",2
"OrganDonor",2
"Orlando",2
"PassVets1stAct",2
"PaycheckFairnessAct",2
"PinkOut",2
"ProtectMyVote",2
"ProtectTheArctic",2
"QuakeReady",2
"reentry",2
"RestoreTheVote",2
"RestoreTheVOTE",2
"RiseUp4Roe",2
"Roe44",2
"SafeBoating",2
"SoberanesFire",2
"SpiritDay",2
"TakeBackDay",2
"TalkGunSense",2
"TaxMarch",2
"TrumpJudges",2
"USWNT",2
"Vaisakhi",2
"VeteransDay",2
"WAD2016",2
"WearRedDay",2
"WildlifeTrafficking",2
"WomensEqualityDay",2
"WorldIPDay",2
"WorldRefugeeDay",2
"WorldSeries",2
"WrayHearing",2
"ZikaVirus",2
"4thofJuly",1
"60Minutes",1
"7in10forRoe",1
"ABetterDeal",1
"ADA",1
"ADA27",1
"AlamoFire",1
"AmericaRecyclesDay",1
"ArcticRefuge",1
"ArmedForcesDay",1
"ArmyBDay",1
"AtoZika",1
"BackgroundChecks",1
"Barcelona",1
"BarkBeetle",1
"BeFirefighterReady",1
"BeKindToElephants",1
"BeliEVEN",1
"BestOfUS",1
"BeyondTheMoment",1
"BlackWomensEqualPay",1
"BorderFire",1
"BreastCancerAwareness",1
"budget",1
"BumpDay",1
"CaDrought",1
"CanyonFire",1
"CARA",1
"CASOTS",1
"cawildfires",1
"CAwildfires",1
"cawx",1
"CBOSCORE",1
"CharterSchoolsWeek",1
"CharterSchoolWeek",1
"ChildhoodObesity",1
"ChimneyFire",1
"CitizensUnited",1
"ClaytonFire",1
"CNNSOTU",1
"ComingOut",1
"CoveredCA",1
"DACAworks",1
"DallasMemorial",1
"deadtrees",1
"DefendBlueSlips",1
"DefendOurMonuments",1
"DetwilerFire",1
"DREAMer",1
"DREAMers",1
"DRECP",1
"drone",1
"EarthDay",1
"EndAlz",1
"Equality",1
"EqualRights",1
"EverySecondCounts",1
"ExpectingBetter",1
"FathersDay",1
"Filibuster",1
"FireFactFriday",1
"FirePreventionWeek",1
"fireworks",1
"FosterCareMonth",1
"FundCHIPNow",1
"FundTheFight",1
"GettingToZero",1
"GoNancyGo",1
"gunviolence",1
"HarveyMilkDay",1
"Hawaii",1
"HCYA",1
"health",1
"Heroin",1
"HireVets",1
"HumanTraffickingAwarenessDay",1
"Hwy101",1
"ICYMI",1
"IDAHOT",1
"ImmigrantRights",1
"IranDeal",1
"ISIS",1
"IStandWithImmigrants",1
"JobsReport",1
"JointSession",1
"Juneteenth",1
"JusticeforJane",1
"JusticeForJane",1
"JusticeMatters",1
"Kabul",1
"KabulAttack",1
"KeepClinicsOpen",1
"KeystoneXL",1
"KillTheBill",1
"LA2028",1
"LaborDay",1
"LakeTahoe",1
"LAPrideWeek",1
"LasVegasShootings",1
"Latina",1
"LatinoConservationWeek",1
"LAX",1
"LetGirlsLearn",1
"LetLizSpeak",1
"LGBTPrideMonth",1
"LGBTQ",1
"LomaPrieta",1
"London",1
"LondonBridge",1
"LoveWins",1
"LovingDay",1
"Manchester",1
"MarchForScience",1
"MarshesFire",1
"MaternalHealth",1
"MedicalMarijuana",1
"MFGday2016",1
"MilitaryFamilyMonth",1
"MissingChildrensDay",1
"Montecito",1
"Mosul",1
"MTP",1
"NapaCounty",1
"NapaFire",1
"NationalAdoptionDay",1
"NationalAdoptionMonth",1
"NationalComingOutDay",1
"NationalPoliceWeek",1
"NationalWineDay",1
"NeverAgain",1
"NGWSD",1
"Nice",1
"NoAbortionBan",1
"NoLRSO",1
"NorCalFires",1
"NSLW2016",1
"NursesWeek",1
"Oakland",1
"OneHealthDay",1
"Opioid",1
"OTD",1
"PAYGAP",1
"PearlHarbor",1
"PearlHarbor75",1
"PoliceWeek2017",1
"PresidentsDay",1
"Pride2016",1
"PrideMonth",1
"ProtectDREAMers",1
"ProtectOurTips",1
"ProtectTransTroops",1
"PSRW",1
"publiclands",1
"PurpleHeartDay",1
"Ramadan",1
"ReadtheReport",1
"RedFlagWarning",1
"RedFlagWarnings",1
"ReentryWeek",1
"Respect",1
"RespectMyVote",1
"Rio2016",1
"RoeVWade",1
"RoshHashanah",1
"RyeFire",1
"SafeDrones",1
"SalmonAugustComplex",1
"SandFire",1
"SanDiego",1
"SanGabrielComplex",1
"SantaAnaWinds",1
"SantaBarbaraCounty",1
"SaveRetirement",1
"SBStrong",1
