"Mention","Frequency"
"FoxNews",33
"POTUS",30
"senrobportman",30
"WrightPattAFB",27
"cavs",26
"toledonews",25
"IAmJaneDoeFilm",22
"179AW",19
"180thFW",17
"910AW",14
"MissingKids",14
"realDonaldTrump",14
"SenBlumenthal",13
"CNN",12
"SquawkCNBC",11
"Indians",10
"OHNationalGuard",10
"StateDept",10
"Alvis180",9
"CVNPNPS",9
"Habitat_org",9
"SenatorHeitkamp",9
"WhirlpoolCorp",9
"amyklobuchar",8
"SenatorCarper",8
"timkaine",8
"clairecmc",7
"DHSgov",7
"DispatchAlerts",7
"GLFOP",7
"SenGaryPeters",7
"SenSherrodBrown",7
"amazon",6
"Enquirer",6
"FoxBusiness",6
"GeneralToolCo",6
"Maryhaven",6
"NatlParkService",6
"OhioState",6
"PatTiberi",6
"RepKevinBrady",6
"SecElaineChao",6
"SecretaryPerry",6
"SenatorHassan",6
"SharedHope",6
"SpeakerRyan",6
"TheJusticeDept",6
"XavierMBB",6
"BloombergTV",5
"CBSThisMorning",5
"GoBearcatsMBB",5
"MeetThePress",5
"metrohealthCLE",5
"NatUrbanLeague",5
"SenJohnMcCain",5
"USATODAY",5
"121ARW",4
"AmericanaJuly4",4
"Ashland_Univ",4
"AtlanticCouncil",4
"Battelle",4
"ClevelandClinic",4
"ColumbusiF",4
"FOPofOhio",4
"GeraldFSeib",4
"GM",4
"jaketapper",4
"limanews",4
"logandaily",4
"NASAglenn",4
"ohiodotcom",4
"OhioStateFB",4
"OrrinHatch",4
"OSUPrezDrake",4
"Prez_Pinto",4
"ReadAloud_org",4
"Reds",4
"repsandylevin",4
"SenateGOP",4
"SenatorLankford",4
"TeamCavuto",4
"TIME",4
"USArmy",4
"USCG",4
"vindicator",4
"VP",4
"178thWing",3
"AshlandWBB",3
"BrunsGeneral",3
"ChrisCuomo",3
"CincinnatiZoo",3
"CincyChamber",3
"cindymccain",3
"clevelanddotcom",3
"ColumbusPolice",3
"CommerceGov",3
"CommQuestServ",3
"DanaPerino",3
"DeptofDefense",3
"drmacon",3
"GEAviation",3
"highlandcopress",3
"IBM",3
"jmcdonaldohfop",3
"jpmorgan",3
"katiecouric",3
"kpandfamily",3
"M25M_org",3
"MAGNETOhio",3
"MissingKidsCEO",3
"MSNBC",3
"nytimes",3
"OasisHouse",3
"OhioFarmBureau",3
"OhioHealth",3
"Pelotonia",3
"Racing4Recovery",3
"recordherald",3
"rights4girls",3
"Sen_JoeManchin",3
"SenateCommerce",3
"SenatorCardin",3
"SenatorShaheen",3
"SenatorTimScott",3
"SenBillNelson",3
"SenStabenow",3
"ShopFloorNAM",3
"StVincentCMC",3
"Teamsters",3
"thehill",3
"TollesTech",3
"TRCPG",3
"uofcincy",3
"USChamber",3
"UToledo",3
"WSJ",3
"xaviermensbb",3
"21CF",2
"2dCavalryRegt",2
"ACGCincinnati",2
"AliVelshi",2
"axios",2
"BillHemmer",2
"Burtonmetal",2
"CADCA",2
"CapitolPolice",2
"CharlesYoungNPS",2
"ChrisMurphyCT",2
"chucktodd",2
"ColumbusGov",2
"COSEsmallbiz",2
"CSIS",2
"CVSHealth",2
"daytondailynews",2
"DaytonMBB",2
"delgazette",2
"dmacon1",2
"DucksUnlimited",2
"EdwinsCLE",2
"elflein65",2
"GalionNews",2
"GLScienceCtr",2
"GovChristie",2
"graeters",2
"HamburgerWagon",2
"HBODocs",2
"HomeDepot",2
"Honda",2
"HondaMfgOhio",2
"HP",2
"IPaperjobs",2
"IvankaTrump",2
"JeffFlake",2
"JohnCornyn",2
"JonScottFNC",2
"KentStMBB",2
"LindseyGrahamSC",2
"marcorubio",2
"MarkWarner",2
"marymazzio",2
"maziehirono",2
"MineWorkers",2
"Morning_Joe",2
"NASA",2
"ndaajustice",2
"NFIB",2
"nfib_oh",2
"NHTSAgov",2
"NickKristof",2
"NWF",2
"OhioAG",2
"ohiolife",2
"Oracle",2
"Polaris_Project",2
"RepBillJohnson",2
"RepBradWenstrup",2
"RepDaveJoyce",2
"RooseveltCoffee",2
"SalvationArmyUS",2
"sammarcocoroner",2
"SBALinda",2
"SenateMajLdr",2
"SenCoryGardner",2
"SenDonnelly",2
"SenWhitehouse",2
"sheffercorp",2
"SteveScalise",2
"TeachForAmerica",2
"uakron",2
"UPS",2
"usairforce",2
"USCGGreatLakes",2
"WCPO",2
"whiotv",2
"WIRED",2
"XavierUniv",2
"Yatsenyuk_AP",2
"zoos_aquariums",2
"180fw",1
"910TH",1
