"Mention","Frequency"
"ChrisMurphyCT",187
"MSNBC",85
"SenBlumenthal",32
"POTUS",27
"brianschatz",23
"CoryBooker",20
"Morning_Joe",18
"cspan",17
"CNN",16
"allinwithchris",15
"realDonaldTrump",15
"AccessHealthCT",14
"hardball",14
"GlennKesslerWP",11
"hartfordcourant",11
"RepEsty",11
"CNNSitRoom",10
"JohnsHopkinsSPH",10
"maddow",10
"wnpr",10
"chrislhayes",8
"MoveOn",8
"RandPaul",8
"amprog",7
"HuffingtonPost",7
"JohnCornyn",7
"nowthisnews",7
"washingtonpost",7
"wolfblitzer",7
"AARPCT",6
"BillCassidy",6
"FOX61News",6
"GetUSCovered",6
"HallieJackson",6
"KatyTurNBC",6
"samstein",6
"thedayct",6
"UConn",6
"womensmarchct",6
"CAPAction",5
"KrisGoldsmith85",5
"nhregister",5
"sandyhook",5
"SenJohnMcCain",5
"SenWarren",5
"seungminkim",5
"SpeakerRyan",5
"AMJPublicHealth",4
"ChazandAJ",4
"CTDems",4
"GabbyGiffords",4
"GoYardGoats",4
"HuffPostPol",4
"IndivisibleTeam",4
"jahimes",4
"MayorBronin",4
"mitchellreports",4
"PodSaveAmerica",4
"rosadelauro",4
"Sikorsky",4
"ThePlumLineGS",4
"UConnWBB",4
"wherewelive",4
"WTNH",4
"Yale",4
"AdamSchiffCA",3
"alfranken",3
"ASlavitt",3
"B1CommunityCT",3
"BetoORourke",3
"BetsyDeVosED",3
"BillSimmons",3
"BraddJaffy",3
"CBSNews",3
"colinmcenroe",3
"connpost",3
"CREDOMobile",3
"CTGreenBank",3
"ctnewsjunkie",3
"CTVeteransLegal",3
"ddale8",3
"EastonCourier",3
"ezraklein",3
"GregCAVA17",3
"HardballChris",3
"HuffPost",3
"HuffPostContrib",3
"jacksonlab",3
"jimmykimmel",3
"kylegriffin1",3
"lexproducts",3
"NateSilver538",3
"NBCConnecticut",3
"NewDay",3
"NewsTimes",3
"NickMarroletti",3
"NorwichBulletin",3
"NRA",3
"politico",3
"PPSNE",3
"RepBetoORourke",3
"RepJohnLarson",3
"ryanhanrahan",3
"SenAlexander",3
"SenateGOP",3
"SenateMajLdr",3
"SenatorDurbin",3
"SenatorTimScott",3
"SenFeinstein",3
"senrobportman",3
"SenSchumer",3
"ShuttleCDRKelly",3
"TheBristolPress",3
"thehill",3
"TheLastWord",3
"TrifectaEco",3
"UConnAveryPoint",3
"USCBO",3
"USDOL",3
"11thHour",2
"AaronBlake",2
"AARP",2
"ABC",2
"ABCPolitics",2
"ActTogetherCT",2
"AmericanU",2
"AP",2
"AsnuntuckCC",2
"attn",2
"BetsyDeVos",2
"Bradley_Airport",2
"brianefallon",2
"burgessev",2
"businessinsider",2
"CarnegieEndow",2
"ChrisJansing",2
"CT_MOM",2
"CTMirror",2
"DennisHouseTV",2
"DickBlumenthal",2
"EPA",2
"EricHolthaus",2
"ErinBurnett",2
"facebook",2
"foodshare",2
"FoxBusiness",2
"FoxNewsSunday",2
"fusion",2
"gdebenedetti",2
"GiffordsCourage",2
"GovMalloyOffice",2
"HHSGov",2
"HouseGOP",2
"IAmJaneDoeFilm",2
"indeed",2
"jaketapper",2
"jameshohmann",2
"JECDems",2
"JeffFlake",2
"jenhab",2
"JimmyAltman",2
"justinamash",2
"KeepitMadeinUSA",2
"Lawrence",2
"Linda_McMahon",2
"LindseyGrahamSC",2
"LittleLobbyists",2
"lmhospital",2
"madeleine",2
"maggieNYT",2
"marcorubio",2
"MartinHeinrich",2
"MaryWadeNH",2
"mattmfm",2
"MaxReiss",2
"MayorGanim",2
"MetroNorth",2
"NEJM",2
"NewmansOwnFdn",2
"norwichps",2
"nytimes",2
"people",2
"postlive",2
"QuantumBiopower",2
"QVCC",2
"RalphNortham",2
"Record_Journal",2
"RepJoeCourtney",2
"RonWyden",2
"RussellBlairCT",2
"Sarah_Boxer",2
"sarahkliff",2
"SBALinda",2
"SCSUtweet",2
"SecretarySonny",2
"SeeClickFix",2
"Sen_JoeManchin",2
"SenatorBaldwin",2
"SenDeanHeller",2
"SenJeffMerkley",2
"SenSanders",2
"SenSherrodBrown",2
"SenToddYoung",2
"Snapchat",2
"SouthwestCHC",2
"SRuhle",2
"StateDept",2
"SteveKornacki",2
"TheAtlantic",2
"TopherSpiro",2
"UConnNeag",2
"USCG",2
"USCGAcademy",2
"USNavy",2
"voxdotcom",2
"VP",2
"wesleyan_u",2
"WSHUPublicRadio",2
"WSJ",2
"_JohnGonz",1
"_MealsOnWheels",1
"1talkofthetown",1
"211CT",1
"33unitehere",1
"5thDistrictCT",1
"6",1
"AARPpolicy",1
"ACLU",1
"acluct",1
"ActiveRetirees",1
"AdamParkhomenko",1
"ADMZukunft",1
"AFP",1
"AGJepsen",1
"AGSchneiderman",1
"AlanChartock",1
"AlecMacGillis",1
"AliceOllstein",1
"AliVelshi",1
"AlTerzi",1
"alv9n",1
"amazon",1
"americanwoolen",1
"amnestypress",1
"Amtrak",1
"AnalisQuintman",1
"ArccosGolf",1
"ArvinasInc",1
"asherhuey",1
"AtlanticCouncil",1
"Atul_Gawande",1
"AynRandPaulRyan",1
"BarackObama",1
"BBCJamesCook",1
"BearsSmokehouse",1
"BeauWillimon",1
"benberkowitz",1
"Bencjacobs",1
"BenSasse",1
"benwikler",1
"BernieSanders",1
