"Mention","Frequency"
"SenatorTimScott",393
"SCEMD",46
"TGowdySC",41
"postandcourier",38
"WhiteHouse",37
"Medium",35
"wis10",35
"SenatorLankford",30
"nikkihaley",26
"ClemsonFB",25
"CoryBooker",25
"SenPatRoberts",25
"WCBD",24
"SenCoryGardner",23
"marcorubio",22
"WLTX",22
"GamecockWBB",20
"POTUS",20
"FoxNews",18
"GOPSenFinance",17
"ABCNews4",16
"BankingGOP",16
"fema",16
"IvankaTrump",16
"SenateGOP",16
"wachfox",16
"CoastalBaseball",14
"VeraMBergen",14
"FaceTheNation",13
"SCDOTPress",13
"BetsyDeVos",12
"Emma_Dumain",12
"GreenvilleNews",12
"LindseyGrahamSC",12
"skropf47",12
"SpeakerRyan",12
"USATODAY",12
"GamecockMBB",11
"NorthCharleston",11
"SenJoniErnst",11
"thestate",11
"BenSasse",10
"RepJeffDuncan",10
"abc_columbia",9
"SenCapito",9
"SenRubioPress",9
"wpdeabc15",9
"wyffnews4",9
"CBSThisMorning",8
"ChasCountyGov",8
"FaithNPolitics",8
"NRO",8
"NWSCharlestonSC",8
"CNN",7
"JohnCornyn",7
"KellyAyotte",7
"NMAAHC",7
"RepMarkWalker",7
"SenateMajLdr",7
"SenatorFischer",7
"SmallBizCmte",7
"VP",7
"AndyShain",6
"edreform",6
"foxandfriends",6
"FoxBusiness",6
"GOPoversight",6
"InnovateEconomy",6
"kempfoundation",6
"RichlandSC",6
"SenatorWicker",6
"SenThomTillis",6
"UofSC",6
"AP",5
"BretBaier",5
"CharlestonPD",5
"CityofColumbia",5
"CPAC",5
"CSUNIV",5
"GamecockFB",5
"GOPHELP",5
"GoUpstate",5
"greta",5
"joshmarthers",5
"MegKinnardAP",5
"mocowan",5
"MUSCkids",5
"Panthers",5
"rollcall",5
"RoyBlunt",5
"SCMitchP",5
"SenAlexander",5
"SenDanSullivan",5
"SenDeanHeller",5
"SenJohnMcCain",5
"SenJohnThune",5
"senrobportman",5
"SteveDaines",5
"thetopstoryWYFF",5
"BuzzAtTheState",4
"ChuckGrassley",4
"ClemsonPrez",4
"CrystyWOLOTV",4
"cspan",4
"dallascowboys",4
"DanaBashCNN",4
"dcexaminer",4
"EdPiotrowski",4
"foxcarolinanews",4
"HARRISFAULKNER",4
"HorryEMD",4
"hughhewitt",4
"instagram",4
"islandpacket",4
"jaketapper",4
"oppnation",4
"OutnumberedOT",4
"PointRadioSC",4
"RedCrossSC",4
"repjohnlewis",4
"RepLukeMesser",4
"SCBoysState",4
"SCHP_Troop1",4
"SecretaryCarson",4
"SenMikeLee",4
"SenRonJohnson",4
"Shelby_Rogers_",4
"smsmith81",4
"SpartanburgCity",4
"SummervilleSC",4
"thehill",4
"USMC",4
"USNavy",4
"VonGaskin",4
"WBTWNews13",4
"WillWhitsonWIS",4
"WSJ",4
"aikenstandard",3
"AlexGangitano",3
"ApprenticeshpSC",3
"BristowatHome",3
"CNNSotu",3
"CrystalWPDE",3
"DanaPerino",3
"DerrekAsberry",3
"FraendyNewsman",3
"GamecocksOnline",3
"GrahamBlog",3
"Greenville_SC",3
"GtCountySC",3
"henrymcmaster",3
"HUDgov",3
"iflyCHS",3
"independentmail",3
"IrmoFire",3
"JeffFlake",3
"JoeySovine",3
"jtighe08",3
"KevenCohen",3
"KristinWhitt",3
"Live5News",3
"MarkSanford",3
"MaryCaitlinByrd",3
"MaryKingTV",3
"mike_pence",3
"nathanielcary",3
"NWSColumbia",3
"orndorfftroyan",3
"PatTiberi",3
"PeterRoskam",3
"PoliticsK12",3
"RandPaul",3
"RepKevinBrady",3
"RepSanfordSC",3
"SASCMajority",3
"SCDNR",3
"SCDPS_PIO",3
"SCETV",3
"SchoolChoiceNow",3
"SCNationalGuard",3
"SEC",3
"SenatorCantwell",3
"SenatorRisch",3
"SenatorTester",3
"senorrinhatch",3
"SenSanders",3
"SenToomey",3
"Snapchat",3
"SpecialReport",3
"svfimiani_911",3
"TeamCavuto",3
"TheSunNews",3
"TIME",3
"usairforce",3
"USCG",3
"VandyFootball",3
"Varneyco",3
"VoorheesCollege",3
