"Mention","Frequency"
"SenJackReed",305
"SenWhitehouse",79
"SASCDems",53
"projo",41
"GinaRaimondo",36
"JimLangevin",31
"RhodeIslandDEM",30
"SenJohnMcCain",29
"davidcicilline",25
"Jorge_Elorza",25
"MSNBC",21
"RICNews",21
"QuonsetRI",20
"tfgreenairport",20
"JamesDiossa",19
"USNavy",19
"NEAarts",18
"CFPB",17
"HopeandMain",16
"SenateDems",16
"SenatorCollins",15
"SenatorDurbin",15
"wpri12",15
"CCRINews",14
"NBC10",14
"RhodeIslandEMA",14
"SenateApprops",14
"DonGrebien",13
"RIHEALTH",13
"RIKidsCount",13
"BrownUniversity",12
"HUDgov",12
"RIFoodBank",12
"risca1967",12
"TedNesi",12
"WomensFundRI",12
"CityofPawtucket",11
"dadekian",11
"DeptofDefense",11
"RIFoundation",11
"SaveTheBayRI",11
"USArmy",11
"chucktodd",10
"CloseUp_DC",10
"NatlParkService",10
"RIDOTNews",10
"SenSchumer",10
"WhiteHouse",10
"CNN",9
"IanDon",9
"LincolnChafee",9
"nytimes",9
"Patriots",9
"SenDeanHeller",9
"SenWarren",9
"WestPoint_USMA",9
"ABC6",8
"BryantUniv",8
"CommerceRI",8
"cspan",8
"CVSHealth",8
"EPA",8
"federalreserve",8
"KimKalunian",8
"NewsProvidence",8
"Polaris_mep",8
"SBAgov",8
"SecretaryFoxx",8
"SENEDIA_",8
"SenSherrodBrown",8
"wolfblitzer",8
"AmeriCorps",7
"CDCgov",7
"collegecrusade",7
"nationalgridus",7
"NWBRV",7
"RepCicilline",7
"RIHomeless",7
"RIHousing",7
"SalveRegina",7
"SecretaryCastro",7
"SenateBanking",7
"SenatorBarb",7
"SethMagaziner",7
"universityofri",7
"USCG",7
"CentralFalls_RI",6
"DeepwaterWind",6
"DoleFoundation",6
"FLOTUS",6
"GovRaimondo",6
"mitchellreports",6
"NEHgov",6
"NEInstituteTech",6
"NellieGorbea",6
"ProvBusNews",6
"reachoutandread",6
"RedSox",6
"RIPTA_RI",6
"SenatorReid",6
"StandDownRI",6
"Tech_Collective",6
"USDOT",6
"usedgov",6
"USMC",6
"alsassociation",5
"ChrisMurphyCT",5
"ConsumerFed",5
"CPCRI",5
"CranstonLibrary",5
"DeptVetAffairs",5
"DHSgov",5
"EPAnewengland",5
"ErnestMoniz",5
"FAANews",5
"FitzProv",5
"FriarsHockey",5
"HasbroChildrens",5
"KRobBMX",5
"LISCRhodeIsland",5
"liveunitedri",5
"MealsRI",5
"MeetThePress",5
"neighborworks",5
"NSF",5
"PellCenter",5
"POTUS",5
"provlib",5
"PvdPublicSafety",5
"RIDeptEd",5
"RIHCA_CHCs",5
"rinpr",5
"SECNAV",5
"SenBlumenthal",5
"USDOL",5
"ussoccer_wnt",5
"USTreasury",5
"Angel_Taveras",4
"CDL_RI",4
"ChuckGrassley",4
"fema",4
"gobluechs",4
"iava",4
"IsleBrewers",4
"LindseyGrahamSC",4
"lisamurkowski",4
"Martin_Dempsey",4
"MatunuckOyster",4
"MayorFung",4
"myrwu",4
"NASSP",4
"NationalHistory",4
"NatlHeadStart",4
"NatlJumpStart",4
"NavalWarCollege",4
"NAVSTANEWPORTRI",4
"NCAA",4
"nicksonbroadway",4
"NMAAHC",4
"NOAA",4
"npratc",4
"PawSox",4
"Port_Davisville",4
"pvdschools",4
"repsandylevin",4
"RhodyMBB",4
"RI_CNCS",4
"RIASPleads",4
"rihumanities",4
"RINationalGuard",4
"SASCMajority",4
"ScotMackRI",4
"SenatorKirk",4
"SenFeinstein",4
"smithsonian",4
"StBaldricks",4
"the_USO",4
"TimWhiteRI",4
"uscapitol",4
"USCGNortheast",4
"USDA",4
"AARPRI",3
"ACSCAN",3
