"Hashtag","Frequency"
"smallbiz",46
"Idaho",30
"Senate",16
"SmallBiz",16
"taxreform",10
"NatLabDay",9
"Benghazi",7
"savesaeed",7
"SOTU",7
"Brennan",6
"NorthKorea",6
"Obamacare",6
"SmallBusinessWeek",6
"Idahoans",5
"ISIS",5
"KeystoneXL",5
"smallbusinesses",5
"womeninbiz",5
"CapitolChristmasTree",4
"Christmas",4
"cybersecurity",4
"DC",4
"idaho",4
"idpol",4
"IranDeal",4
"SaeedAbedini",4
"SaveSaeed",4
"shopsmall",4
"smallbusinessofthemonth",4
"SmallBusinessSaturday",4
"smallbusinessweek",4
"Boise",3
"ComeyHearing",3
"CybersecurityAwarenessMonth",3
"IDinDC",3
"jobs",3
"Obama",3
"Olympics",3
"PyeongChang2018",3
"SBW2014",3
"SCOTUS",3
"ShopSmall",3
"smallbizofthemonth",3
"smallbizweek",3
"SmallBusiness",3
"smallbusinessoftheday",3
"TeamRisch",3
"Veterans",3
"VeteransDay",3
"wildfire",3
"AFBday",2
"AngelsinAdoption",2
"BringBackOurGirls",2
"CutSpendingNow",2
"debt",2
"EPA",2
"GridSecurityForum",2
"ICYMI",2
"IdahoFalls",2
"INF",2
"intel",2
"KeystonePipeline",2
"MainStreetAmerica",2
"nationalagday",2
"NationalFarmersDay",2
"NationalLabDay",2
"neverforget",2
"newsoftheday",2
"NuclearSciWeek",2
"PastorSaeed",2
"Protect2A",2
"PurpleForAPurpose",2
"Russia",2
"Saeed",2
"SBAIgniteTour",2
"SBIRRoadTour",2
"SelectUSASummit",2
"SmallBizSat",2
"smallbizsaturday",2
"spendingistheproblem",2
"StandWithRand",2
"TaxDay",2
"TaxReform",2
"Thanksgiving",2
"veterans",2
"WageHope",2
"115th",1
"115thCongress",1
"1400days",1
"242NavyBday",1
"2ndamdt",1
"2ndAmendment",1
"4jobs",1
"4specialeducation",1
"AANPHPC",1
"act4pd",1
"ACURatings",1
"adoption",1
"advancingcures",1
"ag",1
"agday2014",1
"agindustry",1
"ALS",1
"alsawareness",1
"Alzheimers",1
"American",1
"americandream",1
"ANG",1
"ArmyBirthday",1
"ATR50",1
"AUMF",1
"BadIranDeal",1
"biz",1
"bizowners",1
"boostyourbusiness",1
"BoulderWhiteClouds",1
"c2c",1
"C2C",1
"CBO",1
"cfadvocacy",1
"chairman",1
"championofmeritshop",1
"ChampionsForKids",1
"ChronAm",1
"CIA",1
"CleanEnergyFuture",1
"Comey",1
"ComeyTestimony",1
"Congress",1
"congressionalaward",1
"connecttocongress",1
"constitution",1
"Constitution",1
"CravinsCandyEmporium",1
"cteworks",1
"cutspendingnow",1
"CutWaste",1
"cyberaware",1
"cybersecurityawarenessmonth",1
"dc",1
"DebtLimit",1
"DHS",1
"digitaltransformation",1
"drones",1
"Easter",1
"ECHOact",1
"Eclipse2017",1
"ecommerce",1
"EmergingLeaders",1
"ems",1
"EMSontheHill",1
"ENAinDC",1
"EndAlz",1
"ENDALZ",1
"endslavery",1
"energy",1
