"Hashtag","Frequency"
"DreamActNow",14
"NetNeutrality",14
"TrumpCare",13
"LettersFromCA",11
"Gorsuch",8
"BlackWomensEqualPay",7
"DubNation",7
"WednesdayWisdom",6
"AskKamala",5
"codecon",5
"DACA",5
"MedicareForAll",5
"WomensHistoryMonth",5
"CesarChavezDay",4
"EqualPayDay",4
"FindYourPark",4
"IfKidsWereInCharge",4
"LettersfromCA",4
"SavetheACA",4
"SkirballFire",4
"Trumpcare",4
"ACA",3
"BailReform",3
"budget",3
"CreekFire",3
"FlashbackFriday",3
"GrahamCassidy",3
"InternationalWomensDay",3
"JointAddress",3
"MondayMotivation",3
"MuslimBan",3
"NBAFinals",3
"ScienceMarch",3
"TrumpCuts",3
"AAMAM",2
"ABetterDeal",2
"BHM",2
"CincoDeMayo",2
"CleanPowerPlan",2
"ClimateMarch",2
"defendDACA",2
"DefendDACA",2
"DreamAct",2
"Evergreentweet",2
"GirlsBuildLA",2
"GradTaxWalkout",2
"ICERaids",2
"JointSession",2
"KillTheBill",2
"LilacFire",2
"MarchForScience",2
"Medicaid",2
"NoBanNoWall",2
"OTD",2
"ParisAgreement",2
"ProtectOurCare",2
"ProtectTheArcticRefuge",2
"RyeFire",2
"SaveMedicaid",2
"SenateIntelligenceCommittee",2
"Sessions",2
"SiSePuede",2
"ThisTeam",2
"TIME100",2
"TrumpBudget",2
"AAPIEqualPay",1
"AAPIHM",1
"ADayWithoutAWoman",1
"AffirmativeAction",1
"AHCA",1
"AJR10",1
"AM2DM",1
"AMR",1
"ArborDay",1
"berkeley",1
"BlackHistoryMonth",1
"BroadbandPrivacy",1
"Caltech",1
"CAPIdeas",1
"CAwildfires",1
"CBCAgenda",1
"CesarChavez",1
"CollegeforAll",1
"DayOfRemembrance",1
"DayoftheGirl",1
"DDay",1
"DDNC2017",1
"DenimDay",1
"DoNoHarm",1
"DREAMAct",1
"Dreamers",1
"Eclipse2017",1
"ElectionDay",1
"EndangeredSpeciesDay",1
"EndMoneyBail",1
"EvergreenTweet",1
"EveryoneBelongsHere",1
"EyesOnChechnya",1
"FredKorematsuDay",1
"FridayFeeling",1
"FridayMotivation",1
"GoBruins",1
"GoDodgers",1
"GoJeffGo",1
"GoodTrouble",1
"gradtax",1
"GradTaxWalkOut",1
"HappyEaster",1
"HappyThanksgiving",1
"HarveyMilkDay",1
"HispanicHeritageMonth",1
"holdthefloor",1
"HRCNationalDinner",1
"HUCharterDay",1
"IDAHOT",1
"IStandWithPP",1
"JackieRobinsonDay",1
"JamesComey",1
"LA2028",1
"LAFires",1
"LAPride",1
"LasVegasShooting",1
"LivetheDream",1
"LosAngeles",1
"LoveIsLove",1
"LovingDay",1
"MandelaDay",1
"MayDay2017",1
"MayThe4thBeWithYou",1
"Medicare4all",1
"Medicare4All",1
"MedicareforAll",1
"moneybail",1
"MonumentMonday",1
"MonumentsforAll",1
"MuslimWomensDay",1
"NationalComingOutDay",1
"NationalParkWeek",1
"NationalSelfieDay",1
"NeverAgain",1
"NoBanNoWallNoRaids",1
"NobelPrize",1
"NoExcuses",1
"NoFamilyBan",1
"NoRegrets",1
"Obamacare",1
"ObamacareDisasterStories",1
"PinkOut",1
"PollutingPruitt",1
"PortofLA",1
"PressBriefing",1
"pride",1
"publiclands",1
"PurpleHeartDay",1
"ReadtheBill",1
"RestoreTheVote",1
"RiseUp",1
"SantaBarbara",1
"SaveACA",1
"SaveCHIP",1
"saveGradEd",1
"SaveOurCare",1
"Senate",1
"SheInspiresMe",1
"SoCalFires",1
"SocSec82",1
"standwithpp",1
"StandWithPP",1
"StayWoke",1
"StopGorsuch",1
"StPatricksDay",1
"SupportTransKids",1
"Sweet16",1
"Tahoe",1
"TahoeSummit",1
"TaxDay",1
"TaxMarch",1
"ThanksObama",1
"ThursdayThoughts",1
"Time100",1
"TransRightsAreHumanRights",1
"TuesdayMotivation",1
"UnboughtAndUnbossed",1
"vets",1
"VisitCA",1
"VoicesOfCA",1
"VoteNo",1
"VoteNoAHCA",1
"WarriorsParade",1
"WeAreStillIn",1
"wearorange",1
"wednesdaywisdom",1
"WeGetItDone",1
"wildfires",1
"Wildfires",1
"WorldEnvironmentDay",1
"WorldMalariaDay",1
"WorldPoetryDay",1
"WorldRefugeeDay",1
"WorldSeries2017",1
"YomHashoah",1
