"Hashtag","Frequency"
"RI",291
"Trumpcare",71
"SASC",63
"PVD",50
"RenewUI",47
"veterans",29
"Medicaid",24
"TrumpTax",20
"healthcare",19
"Medicare",19
"studentloan",17
"SCOTUS",16
"climatechange",15
"GOPTaxScam",15
"NewportRI",15
"Pawtucket",15
"SecDef",14
"WWII",13
"ActOnClimate",12
"smallbiz",12
"ACA",11
"ProtectOurCare",11
"fairshot",10
"gunviolence",10
"manufacturing",10
"Obamacare",10
"WomensHistoryMonth",10
"firefighters",9
"LIHEAP",9
"NetNeutrality",9
"studentloans",9
"veteran",9
"Veterans",9
"WPRO",9
"BristolRI",8
"childhoodcancer",8
"ConfirmLynch",8
"GrahamCassidy",8
"MemorialDay",8
"NDAA",8
"NorthKorea",8
"Providence",8
"skincancer",8
"sunscreen",8
"transportation",8
"Warwick",8
"Zika",8
"EarthDay",7
"GoArmy",7
"LLWS",7
"middleclass",7
"MLKDay",7
"NeverForget",7
"STEM",7
"StepUp",7
"TrumpBudget",7
"Woonsocket",7
"4thofJuly",6
"BlackHistoryMonth",6
"cleanenergy",6
"GoFriars",6
"GoRhody",6
"GreatestGeneration",6
"gunsense",6
"HonorFlight",6
"infrastructure",6
"MiddleNamePrideDay",6
"MTPDaily",6
"netneutrality",6
"PellGrants",6
"SocialSecurity",6
"StPatricksDay",6
"Veteran",6
"Afghanistan",5
"BankonStudents",5
"Cranston",5
"DeVos",5
"Dreamers",5
"EatLocal",5
"Ebola",5
"EqualPay",5
"ESSA",5
"FinancialAid",5
"IranDeal",5
"libraries",5
"mentalhealth",5
"milfams",5
"NationalLobsterDay",5
"omnibus",5
"opioid",5
"RhodeIsland",5
"RITownHall",5
"Russia",5
"SOTU",5
"taxreform",5
"URI",5
"Westerly",5
"ALS",4
"AmeriCorps",4
"ArmenianGenocide",4
"ArmyBDay",4
"ArmyNavy",4
"BeatNavy",4
"BringJobsHome",4
"budget",4
"CentralFalls",4
"collegeaffordability",4
"Comey",4
"ConstitutionDay",4
"DefenseInnovationDays",4
"diabetes",4
"education",4
"EPA",4
"EqualPayDay",4
"FAFSA",4
"financialliteracy",4
"FY18NDAA",4
"Harvey",4
"HiddenHeroes",4
"HIV",4
"homelessness",4
"InTheRed",4
"ISIL",4
"jobs",4
"LatinoHeritageRI",4
"LGBT",4
"lobstah",4
"MothersDay",4
"PatriotsDay",4
"RIFactbook",4
"SandyHook",4
"seniors",4
"sequester",4
"SOTU2015",4
"SpiritDay",4
"STARAct",4
"StudentLoans",4
"submarine",4
"ThankATeacher",4
"USA",4
"VeteransDay",4
"WarwickNorth",4
"WarwickRI",4
"WearOrange",4
"WorldAIDSDay",4
"AdvancedManufacturing",3
"AIDS",3
"aquaculture",3
"arts",3
"Arts",3
"borderwall",3
"BostonMarathon",3
"BronzeStar",3
"budgetdeal",3
"BurnCare",3
"CaboVerde",3
"CancerLobbyDay",3
"CEOpay",3
"CG225th",3
"CIR",3
"ClayHuntSAVAct",3
"cleanwater",3
"cybersecurity",3
"DaylightSavingTime",3
"DefendDACA",3
"DoYourJob",3
"EagleScout",3
"earthquake",3
"EITC",3
"EveryChildAchieves",3
"FairShot",3
"FBLive",3
"Gaspee",3
"GetCovered",3
"greatestgeneration",3
"GunViolence",3
"hiddenheroes",3
"highered",3
"HispanicHeritageMonth",3
"HousingTrustFund",3
"humanities",3
"LaborDay",3
"MarchMadness",3
"Marines",3
"MTP",3
"MuslimBan",3
"Narragansett",3
"NationalWeatherPersonDay",3
"NationalWeatherPersonsDay",3
"OneNationOneTeam",3
"OpioidEpidemic",3
"OurBackyardRI",3
"Paris",3
"PearlHarbor",3
"PoliceWeek",3
"POTUS",3
"publichealth",3
"Puzder",3
"PVDEats",3
"R",3
"RaiseTheWage",3
"RipoffClause",3
"RockyPoint",3
"SaveACA",3
"SavePerkinsNow",3
"science",3
"shoplocal",3
"SkinnyRepeal",3
"SmallBizSat",3
"StopDeVos",3
"StopGunViolence",3
"StudentLoan",3
"Syria",3
"TBT",3
"TechHire",3
"TrumpTaxScam",3
"URI2015",3
"vets",3
"Vietnam",3
"WearingOrange",3
"WHM2016",3
"WomensEqualityDay",3
"Yellen",3
"YouthBuild",3
"13thAmendment",2
"1N1T",2
"AcademyDay",2
"ACAfix",2
"adultedu",2
"affordablehomes",2
"affordablehousing",2
"afterschool",2
"AmericasGame",2
"ArborDay",2
"ArmedForcesDay",2
"artseducation",2
"ArtWorks",2
"autism",2
"Barrington",2
"BeBoldForChange",2
"BeKind",2
"BikeRI",2
"Biology",2
"blizzard2015",2
"BlockIslandWindFarm",2
"BofAStudentLeaders",2
"BostonStrong",2
"breastcancer",2
"BreastCancer",2
"Bristol",2
"Bristol4th",2
"cancer",2
"CareForVets",2
"CBOscore",2
"Charlottesville",2
"ChildhoodCancer",2
"CivilRights",2
"Classof2014",2
"ClayHunt",2
"CleanAir",2
"CleanPowerPlan",2
"CoastGuard",2
"CollegeAffordability",2
"ColumbusDay",2
"COP21",2
"CS4RI",2
"Cumberland",2
"CumberlandAmerican",2
"cyber",2
"Cybersecurity",2
"DHSfunding",2
"DiaDeLosNinos",2
"DoD",2
"DontShutDownOurSecurity",2
"Doodle4Google",2
"EatDrinkRI",2
"ecigarettes",2
"Eclipse2017",2
"edrif14",2
"ElectionDay",2
"energy",2
"environment",2
"equalpay",2
"Equifax",2
"ESEA",2
"ExtendCHIP",2
"Fairshot",2
"FathersDay",2
"FCC",2
"FederalHill",2
"FinancialLiteracy",2
"FindYourPark",2
"firefighter",2
"FNS",2
"FoodOnTheMoveRI",2
"forcedarbitration",2
"freefile",2
"FY17NDAA",2
"GmarChatimaTova",2
"GoPats",2
"Gorsuch",2
"GoTeamUSA",2
"Halloween",2
"HolocaustRemembranceDay",2
"honorflight",2
"HonorWithAction",2
"housing",2
"Housing",2
"HUD",2
"humanrights",2
"immigrants",2
"immigrationreform",2
"ImmigrationReform",2
"inversions",2
"InvestInKids",2
"Iran",2
"ISIS",2
"Joaquin",2
"jobcorps50",2
"Johnston",2
"JointAddress",2
"July4th",2
"KeepKidsCovered",2
"KoreanWar",2
"LasVegas",2
"LatinoLeaders",2
"leadpoisoning",2
"LetLizSpeak",2
"LGBTQ",2
"Library",2
"LLSWS",2
"LOFT",2
"LWCF",2
"marriageequality",2
"Mattis",2
"MiddleClassBudget",2
"MLA",2
"MusicEd",2
"NationalLibraryWeek",2
"NationalParkWeek",2
"NavyWeek",2
"Newport",2
"Newsmakers",2
"Newtown",2
"Niger",2
"NIH",2
"NIT",2
"NoBullying",2
"NorthSmithfield",2
"NPS100",2
"Nunes",2
"Nursing",2
"offshoredrilling",2
"OpeningDay",2
"Orlando",2
"OurPVD",2
"overdose",2
"paidleave",2
"ParisAgreement",2
"Passover",2
"PaycheckFairnessAct",2
"paygap",2
"PlayIn4Climate",2
"PopeRI",2
"Portugal",2
"ProtectOurTroops",2
"PuertoRico",2
"QER",2
"QuahogWeek",2
"RealJobsRI",2
"RejectMnuchin",2
"renewUI",2
"research",2
"RestoretheVRA",2
"RIACARally",2
"RICgrad",2
"RIers",2
"RIjobs",2
"RipOffClause",2
"RIReads",2
"RNDF",2
"RoshHashanah",2
"RWU",2
"SAFER",2
"safesun",2
"SanBernardino",2
"Sankofa",2
"SaveMedicaid",2
"SB49",2
"SBIR",2
"SECDEF",2
"SemperFi",2
"sequestration",2
"Sessions",2
"Shebelieves",2
"ShopSmall",2
"SkinCancer",2
"SMA",2
"SmallBiz",2
"SmallBusinessSaturday",2
"speaknowforkids",2
"SpecialCounsel",2
"specialneeds",2
"STEAM",2
"StopGorsuch",2
"STTR",2
"SuicidePreventionMonth",2
"SuperBowl",2
"sustainability",2
"Thanksgiving",2
"THUD",2
"TIGERgrant",2
"Tillerson",2
"TimeToWakeUp",2
"TimorLeste",2
"Transportation",2
"TrumpCare",2
"TrumpRussia",2
"TSCA",2
"TWULegCon",2
"URI2014",2
"URI2016",2
"USMNT",2
"USSIllinois",2
"USWNT",2
"Vets",2
"VRA50",2
"WageHope",2
"WarrenRI",2
"WebOfDenial",2
"WestWarwick",2
"WinterOlympics",2
"WIOA",2
"WomenSucceed",2
"WomensWorldCup",2
"worksharing",2
"WorldCup2014",2
"WorldWarII",2
"WWIIvets",2
"YomKippur",2
"100kOpportunities",1
"100Reasons",1
"10KSmallBiz",1
"12by2020",1
"1inOurHearts",1
"1MoreGame",1
"1of1Million",1
"2016Budget",1
"241NavyBDay",1
"242NavyBday",1
"3Dprinting",1
"40SouthMain",1
"40toNoneDay",1
"4profit",1
"50States",1
"60Votes",1
"A10MBB",1
"AASAAdv",1
"ACAWorks",1
"ACLI",1
"ACLICapChallenge",1
"ACP",1
"ACPLD",1
"ACSCAN",1
"ActionAgainstPoverty",1
"ActLocally",1
"ActonClimate",1
"ADA25",1
"AdoptionAngels",1
"AdultED",1
"advancedmanufacturing",1
"AEFLWeek",1
"AFBday",1
"AffordableCareAct",1
"AFG",1
"AgeTax",1
"AIDSFreeGen",1
"AirForce",1
"airsafety",1
"AlabamaSenateElection",1
"Alexion",1
"ALSA14",1
"ALSAdvocacyDay",1
"ALSAware",1
"ALSHillDay17",1
"ALSIceBucketChallenge",1
"alzforum",1
"AmbBirx",1
"AMBVarricchio",1
"AmericanClassic",1
"AmericasGotTalent",1
"Americorps",1
"AmeriCorps20",1
"AmeriCorpsWorks",1
"AmeriDay",1
"AMR",1
"Amtrak",1
"AngelsInAdoption",1
"AntibioticResistance",1
"antibiotics",1
"aopapf15",1
"APhM2014",1
"APHON2015",1
"Apollo11",1
"Aquaculture",1
"AreYouReady",1
"Armenia",1
"Army",1
"ArmyBday",1
