"govTrack_id","full_name","lastName","middleName","firstName","chamber","party","partyName","state","govTrack_desc","govTrack_ideology","govTrack_leadership","propublica_url","proPub_sponsoredBills","proPub_cosponsoredBills","proPub_votesAgainstParty","proPub_missedVotes","twitter_url","user_id","name","screen_name","location","description","url","verified","statuses_count","followers_count","friends_count","favourites_count","listed_count","account_created_at","account_lang","profile_url","profile_expanded_url","profile_image_url","profile_banner_url","profile_background_url"
400100,"Peter A. DeFazio","DeFazio","A.","Peter","House","D"," Democrat","Ore."," moderate Democratic leader",0.35304153644,0.612523299934,"https://projects.propublica.org/represent/members/D000191-peter-a-defazio",33,397,"7.3%","2.8%","https://twitter.com/RepPeterDeFazio","x252249233","Rep Peter DeFazio","RepPeterDeFazio","","Representing the 4th Congressional District in Oregon","http://t.co/QVPjYtiwNC",TRUE,1117,24428,740,2,913,"2011-02-14 20:20:20","en","http://t.co/QVPjYtiwNC","http://www.defazio.house.gov","http://pbs.twimg.com/profile_images/433317647241859072/r361UudO_normal.jpeg","https://pbs.twimg.com/profile_banners/252249233/1392145855","http://abs.twimg.com/images/themes/theme1/bg.png"
400101,"Diana DeGette","DeGette","","Diana","House","D"," Democrat","Colo."," rank-and-file Democrat",0.346809109153,0.539912408037,"https://projects.propublica.org/represent/members/D000197-diana-degette",9,204,"5.6%","6.8%","https://twitter.com/RepDianaDeGette","x28599820","Rep. Diana DeGette","RepDianaDeGette","Denver, CO","Member of Congress, Colorado's 1st Congressional District. Chief Deputy Whip & member of Energy and Commerce Committee.","http://t.co/ADHTXH6MGD",TRUE,3833,39726,11301,385,1373,"2009-04-03 16:41:06","en","http://t.co/ADHTXH6MGD","http://www.facebook.com/DianaDeGette","http://pbs.twimg.com/profile_images/790555040478003200/TD0mvtt2_normal.jpg","https://pbs.twimg.com/profile_banners/28599820/1515796115","http://pbs.twimg.com/profile_background_images/378800000181612133/ke7mAF2Q.jpeg"
412544,"John Delaney","Delaney","","John","House","D"," Democrat","Md."," centrist Democrat",0.406176616555,0.53142572603,"https://projects.propublica.org/represent/members/D000620-john-delaney",16,294,"7.4%","2.7%","https://twitter.com/RepJohnDelaney","x937723303","Rep. John Delaney","RepJohnDelaney","Maryland's Sixth District","Official Twitter page for Congressman John K. Delaney, representing Maryland’s Sixth Congressional District in the U.S. House of Representatives.","http://t.co/ShbbNdzjMq",TRUE,5289,18260,1484,10,658,"2012-11-09 20:40:22","en","http://t.co/ShbbNdzjMq","http://delaney.house.gov","http://pbs.twimg.com/profile_images/3188311383/989b15643852e9cdda06038c62ec22cd_normal.jpeg","https://pbs.twimg.com/profile_banners/937723303/1433194415","http://abs.twimg.com/images/themes/theme1/bg.png"
400103,"Rosa DeLauro","DeLauro","","Rosa","House","D"," Democrat","Conn."," progressive Democratic leader",0.221549160733,0.76296761918,"https://projects.propublica.org/represent/members/D000216-rosa-delauro",28,278,"5.3%","7.6%","https://twitter.com/RosaDeLauro","x140519774","Rosa DeLauro","rosadelauro","New Haven, CT","Proud to represent CT's 3rd CD. Italian-American, New Haven native, fierce advocate for a strong middle class & those in need. Tweets from Rosa are signed -Rosa","http://t.co/IEn4FrZ95W",TRUE,5876,33405,2603,48,1225,"2010-05-05 18:11:32","en","http://t.co/IEn4FrZ95W","http://delauro.house.gov","http://pbs.twimg.com/profile_images/677211963865358338/ZbwzWm8I_normal.jpg","https://pbs.twimg.com/profile_banners/140519774/1450710256","http://abs.twimg.com/images/themes/theme15/bg.png"
412505,"Suzan K. DelBene","DelBene","K.","Suzan","House","D"," Democrat","Wash."," rank-and-file Democrat",0.358036657751,0.589249368667,"https://projects.propublica.org/represent/members/D000617-suzan-k-delbene",18,297,"6.7%","0.3%","https://twitter.com/RepDelBene","x995193054","Rep. Suzan DelBene","RepDelBene","","U.S. Congresswoman representing Washington's 1st Congressional District (#WA01)","http://t.co/qnvcd0Kg",TRUE,4010,22845,1928,1292,784,"2012-12-07 14:40:48","en","http://t.co/qnvcd0Kg","http://delbene.house.gov/","http://pbs.twimg.com/profile_images/921427442857848832/1Launj_3_normal.jpg","https://pbs.twimg.com/profile_banners/995193054/1508521771","http://abs.twimg.com/images/themes/theme1/bg.png"
412696,"Val Demings","Demings","","Val","House","D"," Democrat","Fla."," centrist Democratic follower",0.398368372144,0.291296697791,"https://projects.propublica.org/represent/members/D000627-val-demings",5,207,"5.8%","1.9%","https://twitter.com/RepValDemings","x798973032362606600","Rep. Val Demings","RepValDemings","Washington, DC I Orlando, FL","U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.","https://t.co/9DRF1GBZ3J",TRUE,1479,6449,293,675,287,"2016-11-16 19:36:29","en","https://t.co/9DRF1GBZ3J","http://demings.house.gov","http://pbs.twimg.com/profile_images/817507094144450566/ghEvm99j_normal.jpg","https://pbs.twimg.com/profile_banners/798973032362606600/1483486120","http://abs.twimg.com/images/themes/theme1/bg.png"
412403,"Jeffrey Denham","Denham","","Jeffrey","House","R"," Republican","Calif."," rank-and-file Republican",0.677549395632,0.659369786087,"https://projects.propublica.org/represent/members/D000612-jeffrey-denham",10,116,"9.4%","2.0%","https://twitter.com/RepJeffDenham","x248699486","Jeff Denham","RepJeffDenham","Modesto, CA","Working for the people of California's 10th district in the U.S. House of Representatives. http://t.co/8CkNyoIDFU","http://t.co/ygTJfTzvyw",TRUE,2697,20730,1795,291,953,"2011-02-07 15:01:35","en","http://t.co/ygTJfTzvyw","http://www.denham.house.gov","http://pbs.twimg.com/profile_images/817136772190793729/ACbWqbgL_normal.jpg","https://pbs.twimg.com/profile_banners/248699486/1486592733","http://abs.twimg.com/images/themes/theme1/bg.png"
400648,"Charlie Dent","Dent","","Charlie","House","R"," Republican","Pa."," centrist Republican leader",0.638206689669,0.830438174373,"https://projects.propublica.org/represent/members/D000604-charlie-dent",8,112,"7.6%","2.4%","https://twitter.com/RepCharlieDent","x242376736","Rep. Charlie Dent","RepCharlieDent","Washington, DC","Proud to serve as U.S. Representative for Pennsylvania’s 15th District, which includes all or parts of Berks, Dauphin, Lebanon, Lehigh and Northampton counties.","https://t.co/rtLFVP4Exs",TRUE,2496,15536,538,879,768,"2011-01-24 16:58:11","en","https://t.co/rtLFVP4Exs","http://dent.house.gov/","http://pbs.twimg.com/profile_images/955481959567953920/iLrC6Df3_normal.jpg","https://pbs.twimg.com/profile_banners/242376736/1491582247","http://pbs.twimg.com/profile_background_images/197628097/Twitter_Background.jpg"
412526,"Ron DeSantis","DeSantis","","Ron","House","R"," Republican","Fla."," moderate Republican leader",0.816649864013,0.791130386046,"https://projects.propublica.org/represent/members/D000621-ron-desantis",13,130,"6.0%","8.0%","https://twitter.com/RepDeSantis","x1058807868","Ron DeSantis","RepDeSantis","","The Official Twitter account for Congressman DeSantis. Proudly representing Florida's 6th District. Stay connected through Facebook at http://t.co/WKpKHHXK!","http://t.co/4sM6hwE6",TRUE,2308,152982,1394,33,1035,"2013-01-03 21:20:17","en","http://t.co/4sM6hwE6","http://DeSantis.House.Gov","http://pbs.twimg.com/profile_images/3117010951/c752457942317fd0ba6f44dbe722964a_normal.jpeg","https://pbs.twimg.com/profile_banners/1058807868/1361805445","http://abs.twimg.com/images/themes/theme1/bg.png"
412613,"Mark DeSaulnier","DeSaulnier","","Mark","House","D"," Democrat","Calif."," progressive Democrat",0.219935250815,0.334823181913,"https://projects.propublica.org/represent/members/D000623-mark-desaulnier",13,384,"6.2%","1.6%","https://twitter.com/RepDeSaulnier","x2968007206","Mark DeSaulnier","RepDeSaulnier","Concord, CA","Honored to represent California's 11th Congressional District. Member of: @transportdems @edworkforcedems @oversightdems","https://t.co/pa3PJQ8V5B",TRUE,1916,11527,616,117,437,"2015-01-08 15:32:13","en","https://t.co/pa3PJQ8V5B","https://desaulnier.house.gov/","http://pbs.twimg.com/profile_images/657673039631532032/qVIMGigH_normal.jpg","https://pbs.twimg.com/profile_banners/2968007206/1517504586","http://abs.twimg.com/images/themes/theme1/bg.png"
412477,"Scott DesJarlais","DesJarlais","","Scott","House","R"," Republican","Tenn."," conservative Republican",0.899960803238,0.481448295326,"https://projects.propublica.org/represent/members/D000616-scott-desjarlais",6,151,"2.8%","4.3%","https://twitter.com/DesJarlaisTN04","x235312723","Scott DesJarlais","DesJarlaisTN04","","Republican Congressman for Tennessee's 4th Congressional District.","http://t.co/omXrQSGbn2",TRUE,3555,14482,1347,764,839,"2011-01-07 21:47:44","en","http://t.co/omXrQSGbn2","http://www.facebook.com/ScottDesJarlaisTN04","http://pbs.twimg.com/profile_images/1264997339/DesJarlais.OfficialPhoto_normal.jpg","https://pbs.twimg.com/profile_banners/235312723/1499449124","http://pbs.twimg.com/profile_background_images/322548805/iStock_000011580148Large.jpg"
412385,"Ted Deutch","Deutch","","Ted","House","D"," Democrat","Fla."," moderate Democratic leader",0.300402817052,0.656712160912,"https://projects.propublica.org/represent/members/D000610-ted-deutch",17,310,"7.1%","8.7%","https://twitter.com/RepTedDeutch","x137794015","Rep. Ted Deutch","RepTedDeutch","Florida, USA","Ranking Member of Ethics Committee. Member of Foreign Affairs & Judiciary. Proudly serving Broward & Palm Beach Counties. Vegan.","https://t.co/yp6YjUk7GH",TRUE,5896,31914,1655,782,1206,"2010-04-27 19:51:54","en","https://t.co/yp6YjUk7GH","http://Deutch.house.gov","http://pbs.twimg.com/profile_images/815596133921779713/66Ep5GUv_normal.jpg","https://pbs.twimg.com/profile_banners/137794015/1497017546","http://pbs.twimg.com/profile_background_images/341534936/capitol-background.jpg"
400108,"Mario Diaz-Balart","Diaz-Balart","","Mario","House","R"," Republican","Fla."," centrist Republican",0.654373943584,0.48304225508,"https://projects.propublica.org/represent/members/D000600-mario-diaz-balart",5,101,"7.6%","10.4%","https://twitter.com/MarioDB","x37094727","Mario Diaz-Balart","MarioDB","Florida & Washington, DC","I am proud to represent Florida's 25th Congressional District and serve on @HouseAppropsGOP as Transportation, Housing + Urban Development Subcommittee Chair","http://t.co/0otyBlVugZ",TRUE,5725,34397,197,116,1048,"2009-05-02 00:52:48","en","http://t.co/0otyBlVugZ","http://mariodiazbalart.house.gov","http://pbs.twimg.com/profile_images/827178282378461184/jo8DMh_J_normal.jpg","https://pbs.twimg.com/profile_banners/37094727/1497278778","http://pbs.twimg.com/profile_background_images/881948503/263c18620cac62bbc73f662770fb1b9a.jpeg"
412637,"Debbie Dingell","Dingell","","Debbie","House","D"," Democrat","Mich."," moderate Democratic follower",0.296998791883,0.181857412988,"https://projects.propublica.org/represent/members/D000624-debbie-dingell",19,336,"4.1%","1.3%","https://twitter.com/RepDebDingell","x2970279814","Rep. Debbie Dingell","RepDebDingell","Washington, DC","Proudly serving the people of Michigan's 12th Congressional District.
http://t.co/e7qwdRk0zg
http://t.co/q9q7Jj0s26","http://t.co/tsIQhHRnwP",TRUE,2021,32440,2756,502,601,"2015-01-09 19:15:50","en","http://t.co/tsIQhHRnwP","http://debbiedingell.house.gov/","http://pbs.twimg.com/profile_images/618194716304130048/NFxM7gqR_normal.png","https://pbs.twimg.com/profile_banners/2970279814/1438637987","http://abs.twimg.com/images/themes/theme1/bg.png"
400111,"Lloyd Doggett","Doggett","","Lloyd","House","D"," Democrat","Texas"," rank-and-file Democrat",0.326430566657,0.576263700749,"https://projects.propublica.org/represent/members/D000399-lloyd-doggett",11,150,"5.6%","1.3%","https://twitter.com/RepLloydDoggett","x153944899","Lloyd Doggett","RepLloydDoggett","Texas","Representing communities from San Antonio to Austin.","http://t.co/ukPGmJS3hB",TRUE,4578,28897,375,125,1109,"2010-06-09 23:53:50","en","http://t.co/ukPGmJS3hB","http://doggett.house.gov","http://pbs.twimg.com/profile_images/2512072298/x393d17j8ghxhd4aieu2_normal.jpeg","https://pbs.twimg.com/profile_banners/153944899/1399417080","http://pbs.twimg.com/profile_background_images/629723942/1u7kylsd5cr1lcaen4pn.jpeg"
412672,"Daniel M. Donovan","Donovan","M.","Daniel","House","R"," Republican","N.Y."," centrist Republican follower ",0.593652285447,0.275857052202,"https://projects.propublica.org/represent/members/D000625-daniel-m-donovan",13,297,"7.9%","0.4%","https://twitter.com/RepDanDonovan","x3353670647","Dan Donovan","RepDanDonovan","Staten Island, NY","Representing Staten Island and Brooklyn in NY's 11th Congressional District","http://t.co/Nelfk7SIj0",TRUE,1605,3968,420,255,231,"2015-07-01 19:06:08","en","http://t.co/Nelfk7SIj0","http://donovan.house.gov","http://pbs.twimg.com/profile_images/626050617266409472/ZJd5ZuTP_normal.jpg","https://pbs.twimg.com/profile_banners/3353670647/1492019918","http://abs.twimg.com/images/themes/theme1/bg.png"
400114,"Mike Doyle","Doyle","","Mike","House","D"," Democrat","Pa."," rank-and-file Democrat",0.382260467235,0.326682357062,"https://projects.propublica.org/represent/members/D000482-mike-doyle",3,198,"5.6%","1.5%","https://twitter.com/USRepMikeDoyle","x39249305","Mike Doyle","USRepMikeDoyle","Pittsburgh, PA","U.S. Member of Congress representing PA's 14th District","http://t.co/25kSrTWizi",TRUE,1065,16317,60,5,1039,"2009-05-11 13:22:08","en","http://t.co/25kSrTWizi","http://doyle.house.gov/","http://pbs.twimg.com/profile_images/747895226237222912/uxrSeuOA_normal.jpg",NA,"http://abs.twimg.com/images/themes/theme1/bg.png"
412488,"Sean Duffy","Duffy","","Sean","House","R"," Republican","Wis."," rank-and-file Republican",0.765215495005,0.610856976555,"https://projects.propublica.org/represent/members/D000614-sean-duffy",27,122,"6.0%","3.8%","https://twitter.com/RepSeanDuffy","x234022257","Sean Duffy","RepSeanDuffy","","Devoted husband of one, proud father of eight, and the Representative for Wisconsin's Seventh District. Also at https://t.co/Y7pV5IPxzR. #GoPackGo","https://t.co/hnn6x5UWnD",TRUE,5316,31974,2755,1471,1077,"2011-01-04 17:28:01","en","https://t.co/hnn6x5UWnD","http://duffy.house.gov","http://pbs.twimg.com/profile_images/955856887517458432/8eNHIVQx_normal.jpg","https://pbs.twimg.com/profile_banners/234022257/1395088400","http://pbs.twimg.com/profile_background_images/378800000062508182/51fa58aa90a94903c84dce223ca4038b.jpeg"
412472,"Jeffrey Duncan","Duncan [SC3]","","Jeffrey","House","R"," Republican","S.C."," conservative Republican",1,0.64758070026,"https://projects.propublica.org/represent/members/D000615-jeffrey-duncan",7,224,"3.7%","4.7%","https://twitter.com/RepJeffDuncan","x240393970","Rep. Jeff Duncan","RepJeffDuncan","Laurens, SC","Christian, husband, father, small business owner. Lover of football & the outdoors. Employee for the people of SC's Third Congressional District. Call me Jeff.","https://t.co/SmkIIIu2vS",TRUE,7497,55982,33123,565,1371,"2011-01-19 20:45:16","en","https://t.co/SmkIIIu2vS","http://fb.com/repjeffduncan","http://pbs.twimg.com/profile_images/848513070867591168/6X517ab3_normal.jpg","https://pbs.twimg.com/profile_banners/240393970/1515015455","http://pbs.twimg.com/profile_background_images/374397751/jeff_duncan_twitter_background_final.jpg"
400116,"John J. Duncan Jr.","Duncan [TN2]","J.","John","House","R"," Republican","Tenn."," rank-and-file Republican",0.851254100836,0.529480210208,"https://projects.propublica.org/represent/members/D000533-john-j-duncan-jr",14,143,"9.3%","2.0%","https://twitter.com/RepJohnDuncanJr","x1883356866","Rep John Duncan Jr.","RepJohnDuncanJr","Knoxville, TN","Proudly serving the people of Tennessee's 2nd District in the U.S. Congress, Vice Chairman of @Transport Committee & Member of @GOPoversight.Links ≠ endorsement","https://t.co/QaMuskAyW4",TRUE,671,5075,360,126,355,"2013-09-19 14:50:04","en","https://t.co/QaMuskAyW4","http://duncan.house.gov","http://pbs.twimg.com/profile_images/871777403911245835/gN6znOd8_normal.jpg","https://pbs.twimg.com/profile_banners/1883356866/1400791254","http://pbs.twimg.com/profile_background_images/378800000082997412/608c1b99600b8f168eba968d7be06c23.jpeg"
412691,"Neal Dunn","Dunn","","Neal","House","R"," Republican","Fla."," centrist Republican follower ",0.645265882491,0.306671147945,"https://projects.propublica.org/represent/members/D000628-neal-dunn",11,148,"2.2%","1.9%","https://twitter.com/drnealdunnfl2","x815952318487298048","Dr. Neal Dunn","DrNealDunnFL2","","Official government Twitter account for Congressman Neal Dunn (FL-02).","https://t.co/6TJeLaAA4w",TRUE,706,3731,167,27,212,"2017-01-02 16:06:07","en","https://t.co/6TJeLaAA4w","http://www.dunn.house.gov","http://pbs.twimg.com/profile_images/817396749270732800/5rj6yCMh_normal.jpg","https://pbs.twimg.com/profile_banners/815952318487298048/1498081645",NA
412215,"Keith Ellison","Ellison","","Keith","House","D"," Democrat","Minn."," progressive Democrat",0.0869411329507,0.497362585726,"https://projects.propublica.org/represent/members/E000288-keith-ellison",39,466,"7.8%","2.5%","https://twitter.com/KeithEllison","x14135426","Rep. Keith Ellison","keithellison","Minneapolis — Washington, D.C.","Member of Congress from Minnesota's Fifth District. Vice Chair & Labor Liaison, @USProgressives. Host of We The Podcast. Subscribe here: https://t.co/NSnxwreA3H","https://t.co/UKGSZjmSR6",TRUE,19804,363392,6726,661,5272,"2008-03-12 21:38:12","en","https://t.co/UKGSZjmSR6","http://ellison.house.gov","http://pbs.twimg.com/profile_images/933459448026218496/9hWEp7Qx_normal.jpg","https://pbs.twimg.com/profile_banners/14135426/1348148412","http://pbs.twimg.com/profile_background_images/424162788/ellison_BG.jpg"
412639,"Tom Emmer","Emmer","","Tom","House","R"," Republican","Minn."," rank-and-file Republican",0.785684151587,0.403811524551,"https://projects.propublica.org/represent/members/E000294-tom-emmer",16,168,"5.6%","0.6%","https://twitter.com/RepTomEmmer","x2914515430","Tom Emmer","RepTomEmmer","Otsego, MN | Washington, D.C.","Husband, father, hockey fan, and Congressman for Minnesota's 6th District.","http://t.co/jU8TYBqqHL",TRUE,3543,7742,386,310,361,"2014-12-10 21:44:52","en","http://t.co/jU8TYBqqHL","http://Emmer.house.gov","http://pbs.twimg.com/profile_images/780419521857384449/wcxRj5m7_normal.jpg","https://pbs.twimg.com/profile_banners/2914515430/1446669081","http://abs.twimg.com/images/themes/theme1/bg.png"
400122,"Eliot L. Engel","Engel","L.","Eliot","House","D"," Democrat","N.Y."," moderate Democratic leader",0.305381606523,0.82973852059,"https://projects.propublica.org/represent/members/E000179-eliot-l-engel",31,331,"6.2%","4.4%","https://twitter.com/RepEliotEngel","x164007407","Eliot Engel","RepEliotEngel","","Congressman representing parts of the Bronx and Westchester Counties in New York #NY16","http://t.co/BVwX9Ov3sA",TRUE,3346,22292,802,97,923,"2010-07-07 20:34:17","en","http://t.co/BVwX9Ov3sA","http://engel.house.gov","http://pbs.twimg.com/profile_images/523095197983309825/3TdNyI76_normal.jpeg","https://pbs.twimg.com/profile_banners/164007407/1517494271","http://pbs.twimg.com/profile_background_images/433324934715015168/OV0E-LLI.jpeg"
400124,"Anna G. Eshoo","Eshoo","G.","Anna","House","D"," Democrat","Calif."," rank-and-file Democrat",0.296767609244,0.45230676562,"https://projects.propublica.org/represent/members/E000215-anna-g-eshoo",7,329,"5.4%","0.9%","https://twitter.com/RepAnnaEshoo","x249348006","Rep. Anna G. Eshoo","RepAnnaEshoo","Palo Alto, CA","Representing California's 18th Congressional District--the heart of Silicon Valley.","http://t.co/kDThNgg9my",TRUE,1975,33997,885,33,1078,"2011-02-08 21:36:03","en","http://t.co/kDThNgg9my","http://www.facebook.com/RepAnnaEshoo","http://pbs.twimg.com/profile_images/751126964505903105/w_U6ZC8j_normal.jpg","https://pbs.twimg.com/profile_banners/249348006/1437061809","http://abs.twimg.com/images/themes/theme1/bg.png"
412718,"Adriano Espaillat","Espaillat","","Adriano","House","D"," Democrat","N.Y."," rank-and-file Democrat",0.350995172758,0.333897684307,"https://projects.propublica.org/represent/members/E000297-adriano-espaillat",19,290,"6.0%","1.0%","https://twitter.com/RepEspaillat","x817076257770835968","Adriano Espaillat","RepEspaillat","https://www.facebook.com/Congr","U. S. Representative proudly serving New York’s 13th Congressional District. Follow my work in Washington and #NY13","https://t.co/lcRqmQFAbz",TRUE,4270,7957,1173,1628,256,"2017-01-05 18:32:15","en","https://t.co/lcRqmQFAbz","http://espaillat.house.gov","http://pbs.twimg.com/profile_images/827580972442988545/RJ5H4gCN_normal.jpg","https://pbs.twimg.com/profile_banners/817076257770835968/1515620019",NA
412735,"Ron Estes","Estes","","Ron","House","R"," Republican","Kansas"," centrist Republican follower ",0.593618109704,0.044145844319,"https://projects.propublica.org/represent/members/E000298-ron-estes",4,73,"2.3%","0.4%","https://twitter.com/RepRonEstes","x854715071116849157","Rep. Ron Estes","RepRonEstes","Wichita, KS","Official Twitter of Congressman Ron Estes. Proudly serving the 4th District of Kansas🌻#KS04","https://t.co/NJSexJkaxg",TRUE,244,2273,1870,20,83,"2017-04-19 15:15:27","en","https://t.co/NJSexJkaxg","http://estes.house.gov","http://pbs.twimg.com/profile_images/859497281317482498/9I2gHXlr_normal.jpg","https://pbs.twimg.com/profile_banners/854715071116849157/1501884725","http://abs.twimg.com/images/themes/theme1/bg.png"
412524,"Elizabeth Esty","Esty","","Elizabeth","House","D"," Democrat","Conn."," rank-and-file Democrat",0.356812756695,0.556885905337,"https://projects.propublica.org/represent/members/E000293-elizabeth-esty",16,271,"5.8%","0.3%","https://twitter.com/RepEsty","x1060984272","Elizabeth Esty","RepEsty","Cheshire, CT","Mom, community advocate, and U.S. Representative for Connecticut's 5th Congressional District. This is the official account for my Congressional office.","http://t.co/fzRpgWawFH",TRUE,5748,21476,1419,1215,753,"2013-01-04 17:36:04","en","http://t.co/fzRpgWawFH","http://Esty.House.gov","http://pbs.twimg.com/profile_images/446012442053595136/F8Ivbrm2_normal.jpeg","https://pbs.twimg.com/profile_banners/1060984272/1380772538","http://abs.twimg.com/images/themes/theme1/bg.png"
412677,"Dwight Evans","Evans","","Dwight","House","D"," Democrat","Pa."," moderate Democratic follower",0.273485021903,0.00916234478748,"https://projects.propublica.org/represent/members/E000296-dwight-evans",5,510,"6.2%","0.9%","https://twitter.com/RepDwightEvans","x90639372","Dwight Evans","RepDwightEvans","Phila and Montgomery County","Representing the 2nd Congressional District in PA. Making Ideas Matter since 1980.

Connect on Facebook: https://t.co/xMYIke63lr","https://t.co/JF4XLr08tQ",TRUE,12728,10508,2536,1724,486,"2009-11-17 14:25:20","en","https://t.co/JF4XLr08tQ","https://evans.house.gov/","http://pbs.twimg.com/profile_images/879350983175925764/xUkaKXoa_normal.jpg","https://pbs.twimg.com/profile_banners/90639372/1451339780","http://abs.twimg.com/images/themes/theme1/bg.png"
412482,"Blake Farenthold","Farenthold","","Blake","House","R"," Republican","Texas"," conservative Republican",0.937901482546,0.421190279029,"https://projects.propublica.org/represent/members/F000460-blake-farenthold",14,270,"3.6%","0.5%","https://twitter.com/Farenthold","x17896154","Blake Farenthold","farenthold","Corpus Christi, TX","Proudly serving Texas' 27th Congressional District. @GOPoversight @HouseJudiciary @Transport","http://t.co/pkXZtbphWU",TRUE,6587,21564,1040,107,952,"2008-12-05 12:32:52","en","http://t.co/pkXZtbphWU","http://farenthold.house.gov/","http://pbs.twimg.com/profile_images/740199174012952578/toGYymr7_normal.jpg","https://pbs.twimg.com/profile_banners/17896154/1463066547","http://pbs.twimg.com/profile_background_images/477148860/farenthold_twitter.jpg"
412719,"John Faso","Faso","","John","House","R"," Republican","N.Y."," centrist Republican follower ",0.56199248436,0.234270482159,"https://projects.propublica.org/represent/members/F000464-john-faso",12,203,"12.0%","0.8%","https://twitter.com/RepJohnFaso","x815931811348017152","John Faso","RepJohnFaso","NY-19","Representing New York's 19th Congressional District","https://t.co/pObyHYjCtj",TRUE,596,5204,132,15,272,"2017-01-02 14:44:37","en","https://t.co/pObyHYjCtj","http://faso.house.gov","http://pbs.twimg.com/profile_images/817512781905805312/jXzW-mqm_normal.jpg","https://pbs.twimg.com/profile_banners/815931811348017152/1484151548",NA
412700,"A. Drew Ferguson","Ferguson","Drew","A.","House","R"," Republican","Ga."," centrist Republican follower ",0.658275757112,0.104674296826,"https://projects.propublica.org/represent/members/F000465-a-drew-ferguson",5,145,"1.9%","0.3%","https://twitter.com/RepDrewFerguson","x806583915012046854","Drew Ferguson","RepDrewFerguson","West Point, GA","Proud to serve the good people of Georgia's 3rd District in Congress",NA,TRUE,928,3055,100,71,185,"2016-12-07 19:39:25","en",NA,NA,"http://pbs.twimg.com/profile_images/822518879989669888/XpIayZNk_normal.jpg","https://pbs.twimg.com/profile_banners/806583915012046854/1483460764",NA
412721,"Brian Fitzpatrick","Fitzpatrick","","Brian","House","R"," Republican","Pa."," centrist Republican",0.564443906696,0.422339523697,"https://projects.propublica.org/represent/members/F000466-brian-fitzpatrick",26,306,"19.9%","0.4%","https://twitter.com/repbrianfitz","x816303263586914304","Brian Fitzpatrick","RepBrianFitz","Levittown, PA","An independent voice for the people of #PA08. Former FBI Special Agent & Federal Prosecutor. EMT, CPA & Philly sports fan. #GoBirds",NA,TRUE,662,4655,146,62,212,"2017-01-03 15:20:39","en",NA,NA,"http://pbs.twimg.com/profile_images/966362152943702016/qeEl7t74_normal.jpg","https://pbs.twimg.com/profile_banners/816303263586914304/1513975699","http://abs.twimg.com/images/themes/theme1/bg.png"
412476,"Chuck Fleischmann","Fleischmann","","Chuck","House","R"," Republican","Tenn."," rank-and-file Republican",0.813330382307,0.440126554939,"https://projects.propublica.org/represent/members/F000459-chuck-fleischmann",4,117,"3.3%","0.1%","https://twitter.com/RepChuck","x235190657","Chuck Fleischmann","RepChuck","Washington, D.C./TN-03","My official House office Twitter account. I work for the people of TN-03.","http://t.co/BanS9JzDxx",TRUE,1792,13045,637,119,730,"2011-01-07 15:46:29","en","http://t.co/BanS9JzDxx","http://fleischmann.house.gov","http://pbs.twimg.com/profile_images/818947796787142656/mH-TXPye_normal.jpg","https://pbs.twimg.com/profile_banners/235190657/1431625417","http://pbs.twimg.com/profile_background_images/598904554151747584/6L6WvnIJ.png"
412480,"Bill Flores","Flores","","Bill","House","R"," Republican","Texas"," conservative Republican",0.924283071313,0.536163392851,"https://projects.propublica.org/represent/members/F000461-bill-flores",8,180,"5.6%","1.6%","https://twitter.com/RepBillFlores","x237312687","Rep. Bill Flores","RepBillFlores","17th District of Texas","I am working hard for Texas families in District 17 to rebuild our national security, improve economic opportunity, and protect our Constitutional liberties.","https://t.co/93jRH0gpmt",TRUE,7649,17611,3245,1858,935,"2011-01-12 15:20:23","en","https://t.co/93jRH0gpmt","https://flores.house.gov/commentpolicy/","http://pbs.twimg.com/profile_images/558737418287722496/JSryyVjS_normal.jpeg","https://pbs.twimg.com/profile_banners/237312687/1487103224","http://pbs.twimg.com/profile_background_images/418429309/Banner_small_7.jpg"
400640,"Jeff Fortenberry","Fortenberry","","Jeff","House","R"," Republican","Neb."," rank-and-file Republican",0.743445276902,0.736030463207,"https://projects.propublica.org/represent/members/F000449-jeff-fortenberry",10,130,"6.7%","2.4%","https://twitter.com/JeffFortenberry","x18805303","Jeff Fortenberry","JeffFortenberry","Lincoln, NE / Washington, D.C.","U.S. Representative for the First Congressional District of Nebraska","http://t.co/beLyQVqp1e",TRUE,2903,18075,2226,273,1056,"2009-01-09 16:14:19","en","http://t.co/beLyQVqp1e","http://fortenberry.house.gov/","http://pbs.twimg.com/profile_images/311530607/twitterphoto_normal.jpg","https://pbs.twimg.com/profile_banners/18805303/1371851103","http://pbs.twimg.com/profile_background_images/194348657/twitter_1.jpg"
